事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),超過労働給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,5月,314656,403753,187641,312743,401121,186752,281983,30760,1913,2632,889
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,6月,609585,823568,306636,309305,396990,185164,281014,28291,300280,426578,121472
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,7月,441385,578014,249268,305935,393223,183197,279236,26699,135450,184791,66071
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,8月,310991,400951,184595,308500,397643,183252,281641,26859,2491,3308,1343
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,9月,311105,399025,185591,307771,394920,183359,281206,26565,3334,4105,2232
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,10月,312831,400576,186903,306547,392081,183792,279258,27289,6284,8495,3111
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,11月,318899,408179,191958,312160,398723,189081,283670,28490,6739,9456,2877
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,12月,792249,1086654,385484,305073,394800,181102,275830,29243,487176,691854,204382
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成17,2005,年平均,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成18,2006,年平均,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,年平均,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,1月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,2月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,3月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,4月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,5月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,6月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,7月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,8月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,9月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,10月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,11月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,12月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F12 衣類・その他の繊維製品製造業,平成17,2005,年平均,333854,444998,260133,289489,376942,231483,280188,9301,44365,68056,28650
30人以上,F12 衣類・その他の繊維製品製造業,平成18,2006,年平均,350965,473761,268958,296256,388020,234973,285859,10397,54709,85741,33985
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,年平均,371331,482865,307317,308869,398102,257655,298174,10695,62462,84763,49662
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,1月,337775,425852,287395,337775,425852,287395,323558,14217,0,0,0
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,2月,344337,435739,291895,342394,430411,291895,327484,14910,1943,5328,0
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,3月,313602,414797,256151,313602,414797,256151,301817,11785,0,0,0
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,4月,323390,422531,266557,306124,404376,249801,294456,11668,17266,18155,16756
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,5月,300412,390966,248442,289923,385102,235298,280540,9383,10489,5864,13144
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,6月,527593,687268,435992,294589,368566,252150,283722,10867,233004,318702,183842
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,7月,411108,541141,336452,297533,369648,256129,287074,10459,113575,171493,80323
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,8月,294776,376829,247798,294776,376829,247798,285187,9589,0,0,0
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,9月,301673,394603,248849,301673,394603,248849,293861,7812,0,0,0
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,10月,322211,409800,271569,304231,391620,253704,295664,8567,17980,18180,17865
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,11月,320434,412888,266600,310158,407149,253682,300513,9645,10276,5739,12918
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,12月,659766,881607,531643,314804,409850,259911,305269,9535,344962,471757,271732
30人以上,F13 木材・木製品製造業（家具を除く）,平成17,2005,年平均,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成18,2006,年平均,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,年平均,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,1月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,2月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,3月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,4月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,5月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,6月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,7月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,8月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,9月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,10月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,11月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,12月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成17,2005,年平均,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成18,2006,年平均,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,年平均,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,1月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,2月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,3月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,4月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,5月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,6月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,7月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,8月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,9月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,10月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,11月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,12月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F15 パルプ・紙・紙加工品製造業,平成17,2005,年平均,448298,547881,319541,356292,418736,275554,326836,29456,92006,129145,43987
30人以上,F15 パルプ・紙・紙加工品製造業,平成18,2006,年平均,443195,530590,314150,340689,393332,262957,309739,30950,102506,137258,51193
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,年平均,523890,586149,320794,379965,424219,235604,353825,26140,143925,161930,85190
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,1月,358593,405411,206127,358593,405411,206127,335531,23062,0,0,0
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,2月,384289,429881,237331,384289,429881,237331,353201,31088,0,0,0
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,3月,378009,422776,234553,378009,422776,234553,351132,26877,0,0,0
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,4月,494193,541004,344187,386036,432875,235939,354572,31464,108157,108129,108248
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,5月,394448,439364,249696,381766,426176,238644,355382,26384,12682,13188,11052
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,6月,934065,1084031,444434,384296,428641,239513,356423,27873,549769,655390,204921
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,7月,592486,641222,431074,384059,428697,236219,355316,28743,208427,212525,194855
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,8月,379620,421730,240615,379571,421666,240615,356300,23271,49,64,0
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,9月,379429,421372,241762,379152,421098,241474,358003,21149,277,274,288
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,10月,378626,422952,233248,378626,422952,233248,355271,23355,0,0,0
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,11月,397503,440155,256996,382335,424348,243935,359867,22468,15168,15807,13061
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,12月,1224995,1371106,741984,383036,426205,240328,355251,27785,841959,944901,501656
30人以上,F16 印刷・同関連業,平成17,2005,年平均,435066,485560,274404,358841,398100,233925,318457,40384,76225,87460,40479
30人以上,F16 印刷・同関連業,平成18,2006,年平均,435985,484678,284300,357911,395111,242026,316210,41701,78074,89567,42274
30人以上,F16 印刷・同関連業,平成19,2007,年平均,481914,523636,322232,417791,453930,279477,381666,36125,64123,69706,42755
30人以上,F16 印刷・同関連業,平成19,2007,1月,409525,446018,268330,407298,443416,267557,377161,30137,2227,2602,773
30人以上,F16 印刷・同関連業,平成19,2007,2月,419877,456084,279241,418966,455093,278640,384763,34203,911,991,601
30人以上,F16 印刷・同関連業,平成19,2007,3月,419888,454720,284283,417566,452034,283374,379078,38488,2322,2686,909
30人以上,F16 印刷・同関連業,平成19,2007,4月,432279,470231,286851,426828,464163,283765,384713,42115,5451,6068,3086
30人以上,F16 印刷・同関連業,平成19,2007,5月,413843,448639,281904,413055,447804,281297,378171,34884,788,835,607
30人以上,F16 印刷・同関連業,平成19,2007,6月,676685,742568,426106,420527,458778,275042,383895,36632,256158,283790,151064
30人以上,F16 印刷・同関連業,平成19,2007,7月,546972,590608,381024,415358,451659,277303,381354,34004,131614,138949,103721
30人以上,F16 印刷・同関連業,平成19,2007,8月,416376,452351,279190,415857,451770,278904,381660,34197,519,581,286
30人以上,F16 印刷・同関連業,平成19,2007,9月,417754,453412,282195,416370,451837,281539,379152,37218,1384,1575,656
30人以上,F16 印刷・同関連業,平成19,2007,10月,424320,461809,282254,418459,455232,279106,383813,34646,5861,6577,3148
30人以上,F16 印刷・同関連業,平成19,2007,11月,421421,456208,289292,420691,455438,288715,381939,38752,730,770,577
30人以上,F16 印刷・同関連業,平成19,2007,12月,788319,855628,529070,422728,460149,278597,384385,38343,365591,395479,250473
30人以上,F17 化学工業,平成17,2005,年平均,746219,810635,517000,510863,553115,360514,485986,24877,235356,257520,156486
30人以上,F17 化学工業,平成18,2006,年平均,722983,786576,512397,495555,536938,358517,474051,21504,227428,249638,153880
30人以上,F17 化学工業,平成19,2007,年平均,717913,817084,488852,498646,564838,345759,472014,26632,219267,252246,143093
30人以上,F17 化学工業,平成19,2007,1月,507580,576726,348097,503283,571774,345311,466152,37131,4297,4952,2786
30人以上,F17 化学工業,平成19,2007,2月,498768,568012,339246,493929,562554,335834,467928,26001,4839,5458,3412
30人以上,F17 化学工業,平成19,2007,3月,536395,608902,369089,498264,566589,340608,469071,29193,38131,42313,28481
30人以上,F17 化学工業,平成19,2007,4月,615544,692144,435457,501796,567373,347624,476515,25281,113748,124771,87833
30人以上,F17 化学工業,平成19,2007,5月,526234,592366,372051,495137,558902,346473,468880,26257,31097,33464,25578
30人以上,F17 化学工業,平成19,2007,6月,1533635,1770438,984479,500055,564670,350212,474766,25289,1033580,1205768,634267
30人以上,F17 化学工業,平成19,2007,7月,583989,654740,421633,493385,557178,346997,467917,25468,90604,97562,74636
30人以上,F17 化学工業,平成19,2007,8月,503772,570531,351328,497638,563495,347256,473402,24236,6134,7036,4072
30人以上,F17 化学工業,平成19,2007,9月,505396,572917,350519,492791,559372,340071,470391,22400,12605,13545,10448
30人以上,F17 化学工業,平成19,2007,10月,509312,576800,353527,502886,570509,346790,477468,25418,6426,6291,6737
30人以上,F17 化学工業,平成19,2007,11月,592748,672737,407717,503611,569403,351423,475944,27667,89137,103334,56294
30人以上,F17 化学工業,平成19,2007,12月,1689061,1932932,1126961,501104,566473,350434,475857,25247,1187957,1366459,776527
30人以上,F18 石油製品・石炭製品製造業,平成17,2005,年平均,736655,794908,348755,476854,511838,243896,461613,15241,259801,283070,104859
30人以上,F18 石油製品・石炭製品製造業,平成18,2006,年平均,747697,814072,411340,513695,557669,290853,499904,13791,234002,256403,120487
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,年平均,521709,544410,379151,354228,367912,268292,334237,19991,167481,176498,110859
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,1月,348642,369720,229716,348642,369720,229716,329067,19575,0,0,0
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,2月,351781,369886,252755,351781,369886,252755,322215,29566,0,0,0
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,3月,668852,708631,453725,360847,382291,244878,334995,25852,308005,326340,208847
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,4月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,5月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,6月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,7月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,8月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,9月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,10月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,11月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,12月,×,×,×,×,×,×,×,×,×,×,×
30人以上,F19 プラスチック製品製造業,平成17,2005,年平均,456083,480262,328169,393327,414894,279232,369377,23950,62756,65368,48937
30人以上,F19 プラスチック製品製造業,平成18,2006,年平均,613940,651110,393761,414657,435532,291003,399415,15242,199283,215578,102758
30人以上,F19 プラスチック製品製造業,平成19,2007,年平均,472556,544759,276185,362112,415984,215597,344519,17593,110444,128775,60588
30人以上,F19 プラスチック製品製造業,平成19,2007,1月,357705,413838,198056,357061,412968,198056,344749,12312,644,870,0
30人以上,F19 プラスチック製品製造業,平成19,2007,2月,361128,417662,200125,360120,416300,200125,343428,16692,1008,1362,0
30人以上,F19 プラスチック製品製造業,平成19,2007,3月,381483,437991,219777,367987,424090,207437,349505,18482,13496,13901,12340
30人以上,F19 プラスチック製品製造業,平成19,2007,4月,376667,431409,226953,375428,429717,226953,352109,23319,1239,1692,0
30人以上,F19 プラスチック製品製造業,平成19,2007,5月,544120,651814,258006,355650,409432,212766,337536,18114,188470,242382,45240
30人以上,F19 プラスチック製品製造業,平成19,2007,6月,795186,905314,498478,362489,414999,221018,344444,18045,432697,490315,277460
30人以上,F19 プラスチック製品製造業,平成19,2007,7月,439150,496841,284179,368625,422553,223763,351290,17335,70525,74288,60416
30人以上,F19 プラスチック製品製造業,平成19,2007,8月,536587,638578,264508,358974,411328,219310,344154,14820,177613,227250,45198
30人以上,F19 プラスチック製品製造業,平成19,2007,9月,368462,421224,228688,355282,407594,216699,342181,13101,13180,13630,11989
30人以上,F19 プラスチック製品製造業,平成19,2007,10月,365241,418366,224088,364162,417181,223292,347312,16850,1079,1185,796
30人以上,F19 プラスチック製品製造業,平成19,2007,11月,363062,414623,224783,362359,414046,223742,341377,20982,703,577,1041
30人以上,F19 プラスチック製品製造業,平成19,2007,12月,762514,872379,466947,357510,411969,210999,336660,20850,405004,460410,255948
30人以上,F20 ゴム製品製造業,平成17,2005,年平均,524052,551021,349186,367146,384577,254123,345329,21817,156906,166444,95063
30人以上,F20 ゴム製品製造業,平成18,2006,年平均,535315,564714,352800,379391,398165,262841,356280,23111,155924,166549,89959
30人以上,F20 ゴム製品製造業,平成19,2007,年平均,551790,572781,391204,392276,405306,292593,369013,23263,159514,167475,98611
30人以上,F20 ゴム製品製造業,平成19,2007,1月,410629,422364,319007,399622,412193,301477,375312,24310,11007,10171,17530
30人以上,F20 ゴム製品製造業,平成19,2007,2月,390677,403630,288168,387775,400581,286427,363120,24655,2902,3049,1741
30人以上,F20 ゴム製品製造業,平成19,2007,3月,397753,410158,299913,395043,407425,297386,370149,24894,2710,2733,2527
30人以上,F20 ゴム製品製造業,平成19,2007,4月,403366,416140,304623,400885,413647,302236,389257,11628,2481,2493,2387
30人以上,F20 ゴム製品製造業,平成19,2007,5月,384829,398342,281840,383240,396567,281670,357710,25530,1589,1775,170
30人以上,F20 ゴム製品製造業,平成19,2007,6月,1277191,1337964,811349,389601,402490,290806,362098,27503,887590,935474,520543
30人以上,F20 ゴム製品製造業,平成19,2007,7月,436795,448925,344362,399898,411740,309660,374919,24979,36897,37185,34702
30人以上,F20 ゴム製品製造業,平成19,2007,8月,393270,406808,290845,390118,403509,288806,363688,26430,3152,3299,2039
30人以上,F20 ゴム製品製造業,平成19,2007,9月,388280,401750,286878,386154,399612,284838,360430,25724,2126,2138,2040
30人以上,F20 ゴム製品製造業,平成19,2007,10月,397156,410961,293283,395103,408751,292407,368574,26529,2053,2210,876
30人以上,F20 ゴム製品製造業,平成19,2007,11月,392088,406149,286422,390498,404358,286345,379670,10828,1590,1791,77
30人以上,F20 ゴム製品製造業,平成19,2007,12月,1332554,1394721,867779,389733,403080,289952,363575,26158,942821,991641,577827
30人以上,F21 なめし革・同製品・毛皮製造業,平成17,2005,年平均,284694,383637,186085,253833,342785,165182,249469,4364,30861,40852,20903
30人以上,F21 なめし革・同製品・毛皮製造業,平成18,2006,年平均,278703,384203,183546,249640,345152,163492,245111,4529,29063,39051,20054
30人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,年平均,328034,392199,230373,289693,341233,211246,284252,5441,38341,50966,19127
30人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,1月,288656,337393,208451,288656,337393,208451,284922,3734,0,0,0
30人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,2月,295750,340488,222132,294520,340087,219539,289862,4658,1230,401,2593
30人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,3月,289127,339229,209471,287485,337259,208351,284359,3126,1642,1970,1120
30人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,4月,291183,336918,221647,290694,336107,221647,288140,2554,489,811,0
30人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,5月,286948,336633,212520,286770,336335,212520,283367,3403,178,298,0
30人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,6月,410482,508626,261697,294950,343224,221768,290830,4120,115532,165402,39929
30人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,7月,387605,467973,266307,289296,340227,212427,282564,6732,98309,127746,53880
30人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,8月,286392,341382,203522,285495,340516,202578,280147,5348,897,866,944
30人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,9月,294731,350361,211965,292384,347118,210950,285015,7369,2347,3243,1015
30人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,10月,287884,345074,204315,287186,343898,204315,281193,5993,698,1176,0
30人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,11月,290983,348286,207473,290444,347378,207473,282011,8433,539,908,0
30人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,12月,524582,658041,330833,288574,345220,206339,279064,9510,236008,312821,124494
30人以上,F22 窯業・土石製品製造業,平成17,2005,年平均,469842,543552,291628,355286,406572,231288,336411,18875,114556,136980,60340
30人以上,F22 窯業・土石製品製造業,平成18,2006,年平均,467095,541085,294750,351851,404207,229896,333907,17944,115244,136878,64854
30人以上,F22 窯業・土石製品製造業,平成19,2007,年平均,621503,674911,391642,487599,532074,296185,465393,22206,133904,142837,95457
30人以上,F22 窯業・土石製品製造業,平成19,2007,1月,472334,515481,288003,472334,515481,288003,450108,22226,0,0,0
30人以上,F22 窯業・土石製品製造業,平成19,2007,2月,492283,537768,297204,492283,537768,297204,467535,24748,0,0,0
30人以上,F22 窯業・土石製品製造業,平成19,2007,3月,500402,544366,313452,500402,544366,313452,474921,25481,0,0,0
30人以上,F22 窯業・土石製品製造業,平成19,2007,4月,515113,560125,329464,507672,550880,329464,485809,21863,7441,9245,0
30人以上,F22 窯業・土石製品製造業,平成19,2007,5月,470624,517230,270945,469981,516536,270521,450047,19934,643,694,424
30人以上,F22 窯業・土石製品製造業,平成19,2007,6月,1053175,1117408,761632,487071,529194,295883,465469,21602,566104,588214,465749
30人以上,F22 窯業・土石製品製造業,平成19,2007,7月,744531,811670,444357,482956,525445,292992,462189,20767,261575,286225,151365
30人以上,F22 窯業・土石製品製造業,平成19,2007,8月,494353,537647,304443,494353,537647,304443,475372,18981,0,0,0
30人以上,F22 窯業・土石製品製造業,平成19,2007,9月,480932,526399,284496,480932,526399,284496,460946,19986,0,0,0
30人以上,F22 窯業・土石製品製造業,平成19,2007,10月,490731,534281,304808,490731,534281,304808,465797,24934,0,0,0
30人以上,F22 窯業・土石製品製造業,平成19,2007,11月,727399,790203,460678,484704,532000,283843,462439,22265,242695,258203,176835
30人以上,F22 窯業・土石製品製造業,平成19,2007,12月,1050588,1137868,680517,486890,534235,286146,463508,23382,563698,603633,394371
30人以上,F23 鉄鋼業,平成17,2005,年平均,808114,878942,453834,490217,527274,304857,473797,16420,317897,351668,148977
30人以上,F23 鉄鋼業,平成18,2006,年平均,807336,883786,455681,489811,530146,304279,472857,16954,317525,353640,151402
30人以上,F23 鉄鋼業,平成19,2007,年平均,1246668,1422923,597135,493486,535617,338226,473822,19664,753182,887306,258909
30人以上,F23 鉄鋼業,平成19,2007,1月,492063,534507,336461,489028,531434,333563,468204,20824,3035,3073,2898
30人以上,F23 鉄鋼業,平成19,2007,2月,506548,549552,348339,503512,546481,345432,482076,21436,3036,3071,2907
30人以上,F23 鉄鋼業,平成19,2007,3月,504125,549705,335571,496481,540532,333581,473621,22860,7644,9173,1990
30人以上,F23 鉄鋼業,平成19,2007,4月,506545,544076,363977,496680,535334,349846,476531,20149,9865,8742,14131
30人以上,F23 鉄鋼業,平成19,2007,5月,480515,519377,333429,476631,514702,332539,458002,18629,3884,4675,890
30人以上,F23 鉄鋼業,平成19,2007,6月,5106661,5982549,1893405,489553,531496,335685,470327,19226,4617108,5451053,1557720
30人以上,F23 鉄鋼業,平成19,2007,7月,502982,544424,351131,497205,538880,344499,475039,22166,5777,5544,6632
30人以上,F23 鉄鋼業,平成19,2007,8月,507175,549816,349741,503735,545595,349188,486556,17179,3440,4221,553
30人以上,F23 鉄鋼業,平成19,2007,9月,501170,544829,341212,493156,535391,338416,475722,17434,8014,9438,2796
30人以上,F23 鉄鋼業,平成19,2007,10月,503636,544592,355400,494265,536653,340846,472924,21341,9371,7939,14554
30人以上,F23 鉄鋼業,平成19,2007,11月,503707,551245,331061,499449,546134,329902,479451,19998,4258,5111,1159
30人以上,F23 鉄鋼業,平成19,2007,12月,4946027,5794297,1844969,482531,525554,325249,467837,14694,4463496,5268743,1519720
30人以上,F24 非鉄金属製造業,平成17,2005,年平均,598700,659661,339626,441182,483610,260872,418239,22943,157518,176051,78754
30人以上,F24 非鉄金属製造業,平成18,2006,年平均,632201,688597,366359,439336,474974,271344,416683,22653,192865,213623,95015
30人以上,F24 非鉄金属製造業,平成19,2007,年平均,670935,778420,330079,463050,530324,249710,441596,21454,207885,248096,80369
30人以上,F24 非鉄金属製造業,平成19,2007,1月,445741,510645,245032,445741,510645,245032,425819,19922,0,0,0
30人以上,F24 非鉄金属製造業,平成19,2007,2月,449645,511568,254998,449645,511568,254998,426600,23045,0,0,0
30人以上,F24 非鉄金属製造業,平成19,2007,3月,478914,543420,275852,448112,510457,251852,426162,21950,30802,32963,24000
30人以上,F24 非鉄金属製造業,平成19,2007,4月,476639,542142,268569,455443,517812,257328,434064,21379,21196,24330,11241
30人以上,F24 非鉄金属製造業,平成19,2007,5月,454573,517227,254838,451643,513938,253054,429732,21911,2930,3289,1784
30人以上,F24 非鉄金属製造業,平成19,2007,6月,1487149,1746614,668163,455005,517857,256618,424470,30535,1032144,1228757,411545
30人以上,F24 非鉄金属製造業,平成19,2007,7月,619212,702917,346842,470183,538901,246578,451519,18664,149029,164016,100264
30人以上,F24 非鉄金属製造業,平成19,2007,8月,490147,561637,262355,473529,545823,243179,455126,18403,16618,15814,19176
30人以上,F24 非鉄金属製造業,平成19,2007,9月,508352,582882,270141,483125,557028,246918,464886,18239,25227,25854,23223
30人以上,F24 非鉄金属製造業,平成19,2007,10月,480368,552552,249250,479704,551959,248360,459739,19965,664,593,890
30人以上,F24 非鉄金属製造業,平成19,2007,11月,487110,561868,249809,486416,561082,249407,464366,22050,694,786,402
30人以上,F24 非鉄金属製造業,平成19,2007,12月,1649930,1983621,601771,459416,528430,242634,438419,20997,1190514,1455191,359137
30人以上,F25 金属製品製造業,平成17,2005,年平均,435814,502810,275394,348649,402571,219535,310466,38183,87165,100239,55859
30人以上,F25 金属製品製造業,平成18,2006,年平均,391639,447713,242232,327022,375911,196759,283801,43221,64617,71802,45473
30人以上,F25 金属製品製造業,平成19,2007,年平均,393937,452326,221067,330922,378403,190348,319359,11563,63015,73923,30719
30人以上,F25 金属製品製造業,平成19,2007,1月,393510,455892,210694,393165,455522,210420,383201,9964,345,370,274
30人以上,F25 金属製品製造業,平成19,2007,2月,320082,359990,192951,319750,359637,192688,306134,13616,332,353,263
30人以上,F25 金属製品製造業,平成19,2007,3月,316438,357740,186788,316060,357333,186504,303684,12376,378,407,284
30人以上,F25 金属製品製造業,平成19,2007,4月,338538,394657,177335,336898,393047,175607,327443,9455,1640,1610,1728
30人以上,F25 金属製品製造業,平成19,2007,5月,301227,349088,161946,300746,348566,161585,293047,7699,481,522,361
