事業所規模,産業,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,"O 教育,学習支援業",平成19,2007,12月,16.5,17.1,15.7,121.6,126.6,115.4,114.3,118.5,109,7.3,8.1,6.4
30人以上,P 複合サービス事業,平成17,2005,年平均,19.3,19.3,19.1,142.2,154.5,104.5,126.2,138.2,89.2,16,16.3,15.3
30人以上,P 複合サービス事業,平成18,2006,年平均,19,19,19.1,140.5,152.2,104.9,124.9,136.3,90.3,15.6,15.9,14.6
30人以上,P 複合サービス事業,平成19,2007,年平均,18.6,18.7,18.5,150.9,159.2,115.6,134,141,104.3,16.9,18.2,11.3
30人以上,P 複合サービス事業,平成19,2007,1月,18.6,18.7,18.2,151,161.3,108.9,131.4,140.3,94.7,19.6,21,14.2
30人以上,P 複合サービス事業,平成19,2007,2月,17.5,17.5,17.8,138.5,146.7,104.5,123.8,130.8,94.8,14.7,15.9,9.7
30人以上,P 複合サービス事業,平成19,2007,3月,18.6,18.6,18.7,149,158.8,109.6,132.3,140.5,99.1,16.7,18.3,10.5
30人以上,P 複合サービス事業,平成19,2007,4月,18.6,18.6,18.4,149.9,159.2,112.1,134.3,142.2,102.1,15.6,17,10
30人以上,P 複合サービス事業,平成19,2007,5月,18.5,18.6,18.2,149.2,158.5,109.8,134.6,142.6,100.6,14.6,15.9,9.2
30人以上,P 複合サービス事業,平成19,2007,6月,19,19,19.2,153.5,162.3,116.4,138.5,146.2,106.1,15,16.1,10.3
30人以上,P 複合サービス事業,平成19,2007,7月,18.9,18.9,18.8,152.8,161.6,115,135.4,142.8,103.8,17.4,18.8,11.2
30人以上,P 複合サービス事業,平成19,2007,8月,18.6,18.6,18.7,149.6,157.6,115.8,135.2,142,106.7,14.4,15.6,9.1
30人以上,P 複合サービス事業,平成19,2007,9月,18,17.8,18.7,149.1,157.5,114.8,127.9,134.5,100.7,21.2,23,14.1
30人以上,P 複合サービス事業,平成19,2007,10月,19,19.1,18.4,154.3,160.5,126.5,137.4,142.8,113.5,16.9,17.7,13
30人以上,P 複合サービス事業,平成19,2007,11月,19.1,19.1,19.1,154.9,159.7,131.7,139.8,143.8,120.3,15.1,15.9,11.4
30人以上,P 複合サービス事業,平成19,2007,12月,19.4,19.5,18.5,160.9,167.4,128.7,138.8,143.5,115.3,22.1,23.9,13.4
30人以上,Q サービス業（他に分類されないもの）,平成17,2005,年平均,19.2,19.7,18.4,152.2,161.2,136.7,138.9,146.3,126.1,13.3,14.9,10.6
30人以上,Q サービス業（他に分類されないもの）,平成18,2006,年平均,19.3,19.8,18.6,154.3,162.8,140.6,140.7,147.6,129.5,13.6,15.2,11.1
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,年平均,19.2,19.7,18.5,156,164.7,141.9,141.2,147.6,130.8,14.8,17.1,11.1
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,1月,18.2,18.7,17.4,148.3,156.7,134.8,134.1,140.4,124,14.2,16.3,10.8
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,2月,18.6,19.1,17.7,151,160.5,134.9,136,142.9,124.3,15,17.6,10.6
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,3月,19.1,19.7,18.3,156.2,165.3,141.3,140.3,147,129.4,15.9,18.3,11.9
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,4月,19.5,19.9,18.8,158.5,166.5,145.5,143.4,149.5,133.4,15.1,17,12.1
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,5月,19,19.4,18.3,154.3,162.3,141.3,139.8,146,129.8,14.5,16.3,11.5
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,6月,19.9,20.3,19.2,160.5,168.6,147.1,145.6,151.6,135.7,14.9,17,11.4
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,7月,19.8,20.2,19,160.6,169.3,145.9,145.6,152.2,134.6,15,17.1,11.3
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,8月,19.5,19.9,18.9,158.1,166.4,144.7,144.2,150.3,134.2,13.9,16.1,10.5
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,9月,18.4,18.8,17.7,150,158.2,136.4,135.8,141.7,126,14.2,16.5,10.4
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,10月,19.5,20.1,18.6,158.1,167.7,142.6,143,150.1,131.7,15.1,17.6,10.9
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,11月,20.1,20.6,19.4,163.2,172.2,148.6,147.9,154.3,137.4,15.3,17.9,11.2
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,12月,18.8,19.2,18.1,153.6,161.9,139.8,138.8,144.6,129.1,14.8,17.3,10.7
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成17,2005,年平均,20,20.1,19.8,164.3,168.3,156.5,150.9,153.9,145,13.4,14.4,11.5
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成18,2006,年平均,20,20.1,19.9,165.9,169.1,160.1,152,154.2,148.1,13.9,14.9,12
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,年平均,19.6,20,18.9,155.2,168.4,136.5,141.3,151.7,126.6,13.9,16.7,9.9
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,1月,18.5,18.8,18,145.1,157.8,126.2,131,141.3,115.7,14.1,16.5,10.5
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,2月,19.5,19.8,19,154,167.1,135.2,140,150.4,125.2,14,16.7,10
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,3月,18.8,19.3,18,149.5,162.1,131.5,135.3,144.9,121.6,14.2,17.2,9.9
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,4月,20.3,20.9,19.5,161.4,175.2,141.8,146.6,157.6,130.9,14.8,17.6,10.9
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,5月,19.3,19.6,18.8,152.6,163.8,136.7,137.7,146.2,125.6,14.9,17.6,11.1
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,6月,20.4,20.9,19.7,161,174.6,141.8,147.4,158.1,132.2,13.6,16.5,9.6
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,7月,19.8,20.4,19,156.6,170.8,136.6,143.7,155,127.7,12.9,15.8,8.9
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,8月,19.6,20.2,18.6,156.2,170.3,136.2,142.7,153.7,127.1,13.5,16.6,9.1
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,9月,19.3,19.8,18.6,154.2,167,135.8,141.2,151.3,126.7,13,15.7,9.1
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,10月,19.3,19.8,18.6,153.4,165.7,135.8,140.1,149.5,126.5,13.3,16.2,9.3
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,11月,20.4,21,19.6,162.8,176.7,143,149,160,133.4,13.8,16.7,9.6
30人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,12月,19.5,20.1,18.7,155.6,169.8,136,141.1,152.3,125.6,14.5,17.5,10.4
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成17,2005,年平均,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成18,2006,年平均,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,年平均,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,1月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,2月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,3月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,4月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,5月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,6月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,7月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,8月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,9月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,10月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,11月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,12月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F12 衣類・その他の繊維製品製造業,平成17,2005,年平均,20.5,20.1,20.7,159.4,154,163.1,153.7,150.2,156.1,5.7,3.8,7
30人以上,F12 衣類・その他の繊維製品製造業,平成18,2006,年平均,20.5,20.2,20.8,160.9,155.9,164.4,154.4,151.7,156.3,6.5,4.2,8.1
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,年平均,18.8,18.8,18.8,138.4,145.6,134.3,132.2,137.8,129,6.2,7.8,5.3
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,1月,15.7,16.3,15.3,117.7,121.9,115.2,112,114.1,110.8,5.7,7.8,4.4
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,2月,18.1,19.2,17.5,138.1,146.6,133.2,131.3,139.3,126.7,6.8,7.3,6.5
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,3月,20,20.6,19.7,150.1,160,144.6,143.1,150.6,138.9,7,9.4,5.7
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,4月,19,18.9,19.1,139,147.3,134.2,131.8,138.4,128,7.2,8.9,6.2
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,5月,18.5,18.9,18.4,134.3,144.7,128.4,128.9,138.5,123.4,5.4,6.2,5
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,6月,20,19.7,20.2,147,154.3,142.8,141.2,146.5,138.2,5.8,7.8,4.6
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,7月,19.6,19.2,19.8,143.6,149.5,140.1,136.6,139.3,135,7,10.2,5.1
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,8月,18.6,18.2,18.8,136.8,142.2,133.7,130.4,134.1,128.2,6.4,8.1,5.5
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,9月,17.2,17,17.3,126.2,134.4,121.6,120.7,127.2,117.1,5.5,7.2,4.5
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,10月,18.7,18.5,18.8,137.2,144,133.1,130.9,136,127.9,6.3,8,5.2
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,11月,20.5,20.3,20.6,149.5,155.3,146,143.2,148,140.4,6.3,7.3,5.6
30人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,12月,19.4,19.3,19.5,142.4,148.1,139.1,136.7,142.1,133.6,5.7,6,5.5
30人以上,F13 木材・木製品製造業（家具を除く）,平成17,2005,年平均,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成18,2006,年平均,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,年平均,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,1月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,2月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,3月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,4月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,5月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,6月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,7月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,8月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,9月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,10月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,11月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,12月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成17,2005,年平均,20,20.2,19.5,169.7,169.9,169.3,156.1,157.6,151.1,13.6,12.3,18.2
30人以上,F14 家具・装備品製造業,平成18,2006,年平均,20,20.1,19.8,169.5,168.6,172.5,157.9,158.8,154.6,11.6,9.8,17.9
30人以上,F14 家具・装備品製造業,平成19,2007,年平均,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,1月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,2月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,3月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,4月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,5月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,6月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,7月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,8月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,9月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,10月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,11月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F14 家具・装備品製造業,平成19,2007,12月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F15 パルプ・紙・紙加工品製造業,平成17,2005,年平均,19.3,19.6,19,166,169.8,161,150.4,151.2,149.3,15.6,18.6,11.7
30人以上,F15 パルプ・紙・紙加工品製造業,平成18,2006,年平均,19.6,19.8,19.2,166,169,161.4,151.1,152,149.7,14.9,17,11.7
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,年平均,19.9,19.9,19.7,161.3,162.7,156.6,150.7,151.2,149.1,10.6,11.5,7.5
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,1月,16.4,16.4,16.3,132,132.9,128.9,122.5,122.5,122.4,9.5,10.4,6.5
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,2月,20.8,21,20.4,170.6,172.4,165.1,156.4,157,154.7,14.2,15.4,10.4
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,3月,19.5,19.5,19.6,161,162.5,156.4,149.3,149.9,147.5,11.7,12.6,8.9
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,4月,20.4,20.6,20,167.6,170.2,159.1,155.2,156.7,150.2,12.4,13.5,8.9
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,5月,18.5,18.4,18.9,151.4,151.3,151.4,141,140.3,143.1,10.4,11,8.3
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,6月,22.1,22.3,21.5,179.7,182.4,171,168.4,169.9,163.5,11.3,12.5,7.5
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,7月,20,20.1,19.6,163.4,165.5,156.7,151.6,152.4,149.1,11.8,13.1,7.6
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,8月,19.1,19,19.4,154.4,154.5,153.8,145.2,144.6,147.1,9.2,9.9,6.7
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,9月,20.6,20.7,20.5,165.3,166.1,162.2,157.2,157.4,156.3,8.1,8.7,5.9
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,10月,18.8,19,18.2,152.1,154.1,145.1,142.7,144,138.3,9.4,10.1,6.8
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,11月,21.9,21.9,21.8,174.7,175.8,170.6,165.9,166.3,164.4,8.8,9.5,6.2
30人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,12月,20.4,20.4,20.2,164.1,165.7,158.9,153.7,154.1,152.7,10.4,11.6,6.2
30人以上,F16 印刷・同関連業,平成17,2005,年平均,18.8,19.3,17.5,162.8,169.2,142.5,145.4,150,130.6,17.4,19.2,11.9
30人以上,F16 印刷・同関連業,平成18,2006,年平均,19,19.4,18,164.5,170.4,145.9,146.8,150.8,134.2,17.7,19.6,11.7
30人以上,F16 印刷・同関連業,平成19,2007,年平均,19.5,19.6,19,165.6,166.9,160.9,144.8,145.4,142.5,20.8,21.5,18.4
30人以上,F16 印刷・同関連業,平成19,2007,1月,16.9,17,16.6,143.8,146.1,134.7,126.2,127.7,120.3,17.6,18.4,14.4
30人以上,F16 印刷・同関連業,平成19,2007,2月,19.8,19.9,19.3,170.5,171.8,166.1,149.7,150.2,148,20.8,21.6,18.1
30人以上,F16 印刷・同関連業,平成19,2007,3月,19.4,19.5,19.2,169.2,170.9,163.1,146.3,147.2,143,22.9,23.7,20.1
30人以上,F16 印刷・同関連業,平成19,2007,4月,20.2,20.2,20,175.7,176.2,173.8,150.4,151.2,147.3,25.3,25,26.5
30人以上,F16 印刷・同関連業,平成19,2007,5月,18.9,18.9,18.7,162.3,163.8,156.7,142.3,143.2,138.8,20,20.6,17.9
30人以上,F16 印刷・同関連業,平成19,2007,6月,21.1,21.3,20.6,175.5,178.9,162.9,154.1,156.2,146.2,21.4,22.7,16.7
30人以上,F16 印刷・同関連業,平成19,2007,7月,19.7,19.8,19.5,164.2,165.4,159.4,145.5,145.7,144.9,18.7,19.7,14.5
30人以上,F16 印刷・同関連業,平成19,2007,8月,20,20.1,19.3,165,165.7,161.8,146.9,147.2,145.6,18.1,18.5,16.2
30人以上,F16 印刷・同関連業,平成19,2007,9月,19,19.1,18.9,163.1,163.6,161.4,141.4,141.1,142.7,21.7,22.5,18.7
30人以上,F16 印刷・同関連業,平成19,2007,10月,18.2,18.5,17.4,155.5,157.2,149.5,136.2,137.3,132.1,19.3,19.9,17.4
30人以上,F16 印刷・同関連業,平成19,2007,11月,20.8,21.2,19.3,178.2,178,178.7,155.5,155,157.4,22.7,23,21.3
30人以上,F16 印刷・同関連業,平成19,2007,12月,19.3,19.4,19,164.6,165.1,163.1,142.9,142.7,143.7,21.7,22.4,19.4
30人以上,F17 化学工業,平成17,2005,年平均,18.9,18.9,19,153.5,152.9,155.9,144.4,144.4,144.6,9.1,8.5,11.3
30人以上,F17 化学工業,平成18,2006,年平均,19.1,19.1,19,156.4,155.8,158.2,148,148.2,147,8.4,7.6,11.2
30人以上,F17 化学工業,平成19,2007,年平均,19.2,19.5,18.4,155.7,158.1,150.3,145.1,148.6,137.3,10.6,9.5,13
30人以上,F17 化学工業,平成19,2007,1月,16.6,16.9,15.9,135.9,137.9,131.1,126.4,129.6,119,9.5,8.3,12.1
30人以上,F17 化学工業,平成19,2007,2月,19.1,19.5,18,154.8,158.4,146.5,143.9,148.2,133.9,10.9,10.2,12.6
30人以上,F17 化学工業,平成19,2007,3月,18.8,19.2,17.8,154,156.9,147.7,141.7,145.9,132.2,12.3,11,15.5
30人以上,F17 化学工業,平成19,2007,4月,19.6,20,18.8,160.4,162.6,155.3,148.3,151.7,140.3,12.1,10.9,15
30人以上,F17 化学工業,平成19,2007,5月,18.5,18.6,18.1,150.1,151.4,147.1,139.4,141.9,133.5,10.7,9.5,13.6
30人以上,F17 化学工業,平成19,2007,6月,20.4,20.7,19.7,165.2,167.3,160.3,154.8,157.9,147.6,10.4,9.4,12.7
30人以上,F17 化学工業,平成19,2007,7月,19.9,20.2,19.3,161.9,163.8,157.4,151.4,154.4,144.5,10.5,9.4,12.9
30人以上,F17 化学工業,平成19,2007,8月,19.7,20.1,18.8,159.6,162.5,153,150.2,154,141.5,9.4,8.5,11.5
30人以上,F17 化学工業,平成19,2007,9月,18.5,18.7,17.9,149.8,151.7,145.4,140.4,143.1,134,9.4,8.6,11.4
30人以上,F17 化学工業,平成19,2007,10月,18.9,19.2,18.3,153.8,155.7,149.7,142.9,145.8,136.3,10.9,9.9,13.4
30人以上,F17 化学工業,平成19,2007,11月,21,21.4,20.2,170.5,173.3,164.1,159.3,163.1,150.5,11.2,10.2,13.6
30人以上,F17 化学工業,平成19,2007,12月,18.8,19.3,17.9,152.8,155.8,145.8,143.1,147,134.1,9.7,8.8,11.7
30人以上,F18 石油製品・石炭製品製造業,平成17,2005,年平均,19.7,19.8,19.4,154.5,155.9,144.8,149.6,150.6,143,4.9,5.3,1.8
30人以上,F18 石油製品・石炭製品製造業,平成18,2006,年平均,19.9,20,19.5,153.1,153.6,150.7,149.2,150,145.4,3.9,3.6,5.3
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,年平均,19.7,19.8,18.8,151.3,151.9,147.7,141.4,142.1,137.2,9.9,9.8,10.5
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,1月,17.8,18,16.9,141.2,143.7,127,130.7,133.2,116.5,10.5,10.5,10.5
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,2月,20.3,20.4,19.7,160,162.5,146.8,144.5,146,136.4,15.5,16.5,10.4
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,3月,19.9,20.1,18.9,155.9,158.5,141.3,142.1,144,131.5,13.8,14.5,9.8
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,4月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,5月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,6月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,7月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,8月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,9月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,10月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,11月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F18 石油製品・石炭製品製造業,平成19,2007,12月,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,F19 プラスチック製品製造業,平成17,2005,年平均,19.2,19.2,19.6,158,158.5,155.6,147.2,146.8,149.3,10.8,11.7,6.3
30人以上,F19 プラスチック製品製造業,平成18,2006,年平均,19.1,19.1,19.2,153.5,153.8,152.3,147.4,147.7,146,6.1,6.1,6.3
30人以上,F19 プラスチック製品製造業,平成19,2007,年平均,19.8,20,19.4,166.3,168.6,160.1,155.5,158.1,148.6,10.8,10.5,11.5
30人以上,F19 プラスチック製品製造業,平成19,2007,1月,16.8,16.9,16.4,139,140.9,133.5,131.3,133.5,124.8,7.7,7.4,8.7
30人以上,F19 プラスチック製品製造業,平成19,2007,2月,20.4,20.6,20,170.1,172.3,163.5,159.8,162.3,152.5,10.3,10,11
30人以上,F19 プラスチック製品製造業,平成19,2007,3月,19.7,19.9,19.1,165.7,168.7,156.9,154.2,157.2,145.7,11.5,11.5,11.2
30人以上,F19 プラスチック製品製造業,平成19,2007,4月,20.7,20.8,20.5,174.5,176.4,169.4,162.2,163.8,157.8,12.3,12.6,11.6
30人以上,F19 プラスチック製品製造業,平成19,2007,5月,18.5,18.9,17.7,156.1,159.9,145.9,145.2,149.1,134.9,10.9,10.8,11
30人以上,F19 プラスチック製品製造業,平成19,2007,6月,22,22,21.8,183,184.7,177.9,171.7,173.7,166,11.3,11,11.9
30人以上,F19 プラスチック製品製造業,平成19,2007,7月,20.4,20.6,19.9,170.4,173.1,163.1,159.8,162.7,152,10.6,10.4,11.1
30人以上,F19 プラスチック製品製造業,平成19,2007,8月,19.7,19.8,19.6,165.8,167.2,162.4,156.5,158.5,151.3,9.3,8.7,11.1
30人以上,F19 プラスチック製品製造業,平成19,2007,9月,18.6,18.6,18.5,154.4,155.7,151.1,145.8,147.4,141.5,8.6,8.3,9.6
30人以上,F19 プラスチック製品製造業,平成19,2007,10月,20,20.3,19.3,168.4,171.2,160.9,157.6,160.7,149.4,10.8,10.5,11.5
30人以上,F19 プラスチック製品製造業,平成19,2007,11月,21.5,21.7,20.9,181.2,183.5,175.2,168.4,171.4,160.4,12.8,12.1,14.8
30人以上,F19 プラスチック製品製造業,平成19,2007,12月,19.5,19.7,18.9,166.4,168.8,160,153.1,155.9,145.6,13.3,12.9,14.4
30人以上,F20 ゴム製品製造業,平成17,2005,年平均,19.5,19.5,18.8,158.7,159.5,152.9,148.9,149.9,142.2,9.8,9.6,10.7
30人以上,F20 ゴム製品製造業,平成18,2006,年平均,19.8,20,18.7,162.1,163.3,154.4,152,153.6,142.1,10.1,9.7,12.3
30人以上,F20 ゴム製品製造業,平成19,2007,年平均,19.7,19.9,18.5,166.1,166.8,160.8,154.1,155.2,145.7,12,11.6,15.1
30人以上,F20 ゴム製品製造業,平成19,2007,1月,18.9,19.1,17.5,156.6,157.3,151.6,146.3,147.4,138,10.3,9.9,13.6
30人以上,F20 ゴム製品製造業,平成19,2007,2月,18.1,18.3,16.8,150.6,151.2,145.9,140,141.1,131.3,10.6,10.1,14.6
30人以上,F20 ゴム製品製造業,平成19,2007,3月,19.6,19.7,18.3,162.6,162.7,162.4,151.8,152.4,147.1,10.8,10.3,15.3
30人以上,F20 ゴム製品製造業,平成19,2007,4月,20.3,20.5,18.7,170.9,171.3,167.5,159.5,160.6,151.1,11.4,10.7,16.4
30人以上,F20 ゴム製品製造業,平成19,2007,5月,19.6,19.7,18.2,168.2,169.4,158.8,152,153.1,143.9,16.2,16.3,14.9
30人以上,F20 ゴム製品製造業,平成19,2007,6月,20.4,20.5,19.4,174.9,175.9,166.7,157.5,158.2,151.6,17.4,17.7,15.1
30人以上,F20 ゴム製品製造業,平成19,2007,7月,20.7,20.8,19.6,172,172.4,169.6,161.3,162.3,154.1,10.7,10.1,15.5
30人以上,F20 ゴム製品製造業,平成19,2007,8月,20.4,20.6,18.9,169.8,170.6,163.2,158.5,159.8,148.2,11.3,10.8,15
30人以上,F20 ゴム製品製造業,平成19,2007,9月,17.6,17.6,17.6,157.5,158.2,152.1,146.6,147.7,138.1,10.9,10.5,14
