規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,TL 調査産業計,5177230,85479,80743,5182249,1346286,47974,43143,1350834
５人以上,D 鉱業,2126,45,102,2069,39,0,0,39
５人以上,E 建設業,335323,3643,4682,334388,15083,650,457,15172
５人以上,F 製造業,667978,8068,8868,667174,60437,1753,2038,60156
５人以上,G 電気・ガス・熱供給・水道業,36479,1321,1747,36053,3290,310,215,3385
５人以上,H 情報通信業,584140,5716,5771,584085,26598,880,478,27000
５人以上,I 運輸業,279388,5746,4118,281209,42446,1069,1293,42029
５人以上,J 卸売・小売業,1017328,21997,15470,1023855,409643,10741,11140,409244
５人以上,K 金融・保険業,372505,6258,7583,371182,32470,714,810,32372
５人以上,L 不動産業,101979,1777,1970,101791,13498,383,614,13262
５人以上,"M 飲食店,宿泊業",156107,5969,4583,157494,317827,15860,11916,321770
５人以上,"N 医療,福祉",280236,2768,2966,280038,126564,4041,5111,125494
５人以上,"O 教育,学習支援業",277568,2312,2181,277699,72163,794,1057,71900
５人以上,P 複合サービス事業,41234,234,535,40931,16796,466,627,16637
５人以上,Q サービス業（他に分類されないもの）,1024839,19625,20167,1024281,209432,10313,7387,212374
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年７月分,,,,,,,,,
第６－１表　産業、就業形態別労働者数　（事業所規模５人以上）,,,,,,,,,
