全国地方公共団体コード,ID,地方公共団体名,種別,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,口径,備考
132136,,東村山市,池,132136,,東京都東村山市多摩湖町3-16-0村山下貯水池,東京都,東村山市,多摩湖町3丁目,16-0 村山下貯水池,,35.765161,139.441933,,
132136,,東村山市,貯水池,132136,,東京都東村山市美住町2-20-236東村山浄水場内,東京都,東村山市,美住町2丁目,20-236 東村山浄水場内,,35.753251,139.458526,,
132136,,東村山市,飲料用受水槽,132136,,東京都東村山市恩多町1-51-1東村山市立東村山公園内,東京都,東村山市,恩多町1丁目,51-1 東村山市立東村山公園内,,35.754234,139.489705,,
132136,,東村山市,公設上水道消火栓,132136,,東京都東村山市富士見町2-8-13サンホーム南,東京都,東村山市,富士見町2丁目,8-13 サンホーム南,,35.740619,139.453682,150,
132136,,東村山市,公設上水道消火栓,132136,,東京都東村山市富士見町2-7-40サンホーム東,東京都,東村山市,富士見町2丁目,7-40 サンホーム東,,35.739695,139.454524,150,
132136,,東村山市,公設上水道消火栓,132136,,東京都東村山市富士見町2-5-1日体桜華女子高校正門前,東京都,東村山市,富士見町2丁目,5-1 日体桜華女子高校正門前,,35.742169,139.453876,150,
132136,,東村山市,公設上水道消火栓,132136,,東京都東村山市富士見町1-2-49南台公園北,東京都,東村山市,富士見町1丁目,2-49 南台公園北,,35.74278,139.458986,100,
132136,,東村山市,公設上水道消火栓,132136,,東京都東村山市富士見町1-16-0南台小学校南,東京都,東村山市,富士見町1丁目,16-0 南台小学校南,,35.743867,139.455715,300,
132136,,東村山市,公設上水道消火栓,132136,,東京都東村山市富士見町1-2-0富士見台団地3棟南,東京都,東村山市,富士見町1丁目,2-0 富士見台団地3棟南,,35.74278,139.458986,150,
132136,,東村山市,公設上水道消火栓,132136,,東京都東村山市富士見町1-2-6国税局寮南,東京都,東村山市,富士見町1丁目,2-6 国税局寮南,,35.744701,139.459596,150,
132136,,東村山市,公設上水道消火栓,132136,,東京都東村山市富士見町1-4-13共立商店西,東京都,東村山市,富士見町1丁目,4-13 共立商店西,,35.742655,139.46307,150,
