年齢(各歳)別及び男女別人口,,,,
,,,,         令和 5年 1月 1日現在
年  齢,総  数,男,女,
,,,,
総  数,151814,73931,77883,
0歳～4歳,5204,2680,2524,
0,878,477,401,
1,1025,509,516,
2,1058,549,509,
3,1110,562,548,
4,1133,583,550,
,,,,
5～9,5871,2972,2899,
5,1140,560,580,
6,1156,566,590,
7,1207,617,590,
8,1183,619,564,
9,1185,610,575,
,,,,
10～14,6542,3412,3130,
10,1208,614,594,
11,1318,692,626,
12,1307,685,622,
13,1354,719,635,
14,1355,702,653,
,,,,
15～19,6714,3412,3302,
15,1360,735,625,
16,1309,663,646,
17,1290,649,641,
18,1378,679,699,
19,1377,686,691,
,,,,
20～24,7783,3953,3830,
20,1539,743,796,
21,1501,771,730,
22,1570,835,735,
23,1544,778,766,
24,1629,826,803,
,,,,
25～29,7370,3619,3751,
25,1524,722,802,
26,1448,730,718,
27,1456,710,746,
28,1532,775,757,
29,1410,682,728,
,,,,
30～34,7754,3877,3877,
30,1461,738,723,
31,1541,769,772,
32,1550,762,788,
33,1590,799,791,
34,1612,809,803,
,,,,
35～39,8802,4498,4304,
35,1722,877,845,
36,1699,848,851,
37,1728,874,854,
38,1809,914,895,
39,1844,985,859,
,,,,
40～44,9824,4997,4827,
40,1928,968,960,
41,1899,984,915,
42,1958,1000,958,
43,1995,989,1006,
44,2044,1056,988,
,,,,
45～49,11679,5977,5702,
45,2152,1120,1032,
46,2128,1099,1029,
47,2255,1123,1132,
48,2500,1294,1206,
49,2644,1341,1303,
,,,,
50～54,12843,6517,6326,
50,2627,1377,1250,
51,2625,1277,1348,
52,2595,1322,1273,
53,2521,1294,1227,
54,2475,1247,1228,
,,,,
55～59,11045,5561,5484,
55,2569,1300,1269,
56,1823,919,904,
57,2379,1200,1179,
58,2200,1113,1087,
59,2074,1029,1045,
,,,,
60～64,9418,4774,4644,
60,2047,1056,991,
61,1970,1041,929,
62,1793,952,841,
63,1842,889,953,
64,1766,836,930,
,,,,
65～69,8141,4041,4100,
65,1630,822,808,
66,1610,806,804,
67,1653,823,830,
68,1603,783,820,
69,1645,807,838,
,,,,
70～74,9809,4618,5191,
70,1728,814,914,
71,1909,924,985,
72,1872,889,983,
73,2198,1026,1172,
74,2102,965,1137,
,,,,
75～79,8233,3567,4666,
75,2152,946,1206,
76,1482,664,818,
77,1258,538,720,
78,1664,697,967,
79,1677,722,955,
,,,,
80～84,7024,2853,4171,
80,1582,671,911,
81,1568,634,934,
82,1456,596,860,
83,1254,517,737,
84,1164,435,729,
,,,,
85～89,4837,1730,3107,
85,1163,449,714,
86,1074,389,685,
87,1020,358,662,
88,831,289,542,
89,749,245,504,
,,,,
90～94,2272,744,1528,
90,661,232,429,
91,574,179,395,
92,450,159,291,
93,340,97,243,
94,247,77,170,
,,,,
95～99,579,123,456,
95,190,48,142,
96,163,38,125,
97,106,16,90,
98,72,16,56,
99,48,5,43,
,,,,
100歳以上,53,5,48,
100,20,1,19,
101,21,3,18,
102,12,1,11,
,,,,
103歳以上,17,1,16,
,,,,
,,,,
不詳者,       －,        －,       －,
,,,,
,,,,
,,資料　住民基本台帳,,
,,市民課,,
