"公営駐輪場_全国地方公共団体コード","施設_ID","公営駐輪場_ID","公営駐輪場_名称","公営駐輪場_名称（カナ）","公営駐輪場_名称（英字）","公営駐輪場_説明","公営駐輪場_緯度","公営駐輪場_経度","公営駐輪場_座標参照系","公営駐輪場_座標参照系コード","公営駐輪場_屋内外","公営駐輪場_最大駐輪台数"
"132136","132136Q00001","132136Q00001","久米川駅南口第1","","","適正収容台数_自転車_定期 260;適正収容台数_自転車_一時 290;適正収容台数_50cc_定期 18;適正収容台数_50cc_一時 9;適正収容台数_125cc_定期 3;適正収容台数_125cc_一時 3;構造 平面・ラック・CCP・二段ラック","35.748416","139.470529","","","","583"
"132136","132136Q00002","132136Q00002","久米川駅南口第2","","","適正収容台数_自転車_定期 165;適正収容台数_自転車_一時60;構造 建物２階部・平面・CCP","35.750897","139.470427","","","","225"
"132136","132136Q00003","132136Q00003","久米川駅北口地下","","","適正収容台数_自転車_定期 800;適正収容台数_自転車_一時 700;構造 地下・ゲート式・スライド式ラック・平面","35.750113","139.472972","","","","1500"
"132136","132136Q00004","132136Q00004","久米川駅北口第1","","","適正収容台数_自転車_定期 129;構造 屋根・ラック・平面","35.749994","139.474388","","","","129"
"132136","132136Q00005","132136Q00005","久米川駅年間登録制","","","適正収容台数_自転車_年間 230;構造 平面・ラック","35.747599","139.475166","","","","230"
"132136","132136Q00006","132136Q00006","久米川駅北","","","適正収容台数_自転車 200;構造 平面","35.753279","139.477024","","","","200"
"132136","132136Q00007","132136Q00007","東村山駅東口第1","","","適正収容台数_自転車_定期 274;適正収容台数_自転車_一時 26;構造 屋根・ラック・CCP","35.760958","139.468243","","","","300"
"132136","132136Q00008","132136Q00008","東村山駅東口第2","","","適正収容台数_自転車_定期 310;適正収容台数_125cc_定期 3;構造 平面・ラック","35.761870","139.467463","","","","313"
"132136","132136Q00009","132136Q00009","東村山駅東口第3","","","適正収容台数_自転車_定期 290;適正収容台数_125cc_定期 6;構造 平面･ラック","35.761672","139.468785","","","","296"
"132136","132136Q00010","132136Q00010","東村山駅西口地下","","","適正収容台数_自転車_定期 1000;適正収容台数_自転車_一時 600;構造 地下・ゲート式・スライド式ラック・平面","35.761203","139.465293","","","","1600"
"132136","132136Q00011","132136Q00011","東村山駅西口第1(原動機付き自転車専用)","","","適正収容台数_50cc_定期 44;適正収容台数_50cc_一時 38;適正収容台数_125cc_定期 3;適正収容台数_125cc_一時 3;構造 屋根・ゲート・平面","35.762272","139.465373","","","","88"
"132136","132136Q00012","132136Q00012","新秋津駅第1","","","適正収容台数_自転車_定期 701;適正収容台数_自転車_一時 283;適正収容台数_50cc_定期 65;適正収容台数_50cc_一時 30;適正収容台数_125cc_定期 3;適正収容台数_125cc_一時 2;構造 屋根・CCP/ラック","35.778656","139.494870","","","","1084"
"132136","132136Q00013","132136Q00013","新秋津駅第2","","","適正収容台数_自転車_定期 66;構造 平面","35.778326","139.492246","","","","66"
"132136","132136Q00014","132136Q00014","新秋津駅第3","","","適正収容台数_自転車_定期 186;適正収容台数_125cc_定期3;構造 ラック","35.776818","139.493534","","","","189"
"132136","132136Q00015","132136Q00015","新秋津駅第5","","","適正収容台数_自転車_定期 1000;適正収容台数_自転車_一時 600;適正収容台数_50cc_定期 20;適正収容台数_50cc_一時 30;構造 ゲート・ラック・平面","35.779859","139.468489","","","","1650"
"132136","132136Q00016","132136Q00016","秋津駅第1","","","適正収容台数_自転車_定期 769;適正収容台数_自転車_一時 207;適正収容台数_50cc_定期 27;適正収容台数_50cc_一時 12;適正収容台数_125cc_定期 2;適正収容台数_125cc_一時 2;構造 屋根・CCP/ラック","35.777132","139.496256","","","","1019"
"132136","132136Q00017","132136Q00017","秋津駅第2","","","適正収容台数_自転車_定期 134;構造 屋根・ラック","35.778213","139.495838","","","","134"
"132136","132136Q00018","132136Q00018","萩山駅北口","","","適正収容台数_自転車_定期 250;適正収容台数_自転車_一時 134;適正収容台数_50cc_定期 5;適正収容台数_50cc_一時 5;構造 屋根 ラック","35.741349","139.476459","","","","394"
"132136","132136Q00019","132136Q00019","八坂駅(八坂駅北側)","","","適正収容台数_自転車_一時 155;自転車_定期 225;適正収容台数_自転車_一時 145;構造 ゲート 平面","35.745659","139.466518","","","","525"
"132136","132136Q00020","132136Q00020","多摩湖駅","","","適正収容台数_自転車 352;構造 平面","35.765381","139.443282","","","","352"
"132136","132136Q00021","132136Q00021","西武園駅","","","適正収容台数_自転車 132;構造 平面","35.767862","139.449129","","","","132"
