"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","名称_通称","POIコード","外部識別子","外部識別子の値","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能時間特記事項","説明","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ、エレベータ、エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬・介助犬、聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考"
"132136","132136000001","東村山市","平和塔公園","","","","","","","132136","","東京都東村山市本町一丁目13-2","東京都","東村山市","本町1丁目","13-2","","35.754668","139.466238","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000002","東村山市","熊野公園","","","","","","","132136","","東京都東村山市久米川町五丁目13-1","東京都","東村山市","久米川町5丁目","13-1","","35.771087","139.471866","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000003","東村山市","大沼田公園","","","","","","","132136","","東京都東村山市秋津町二丁目37-40","東京都","東村山市","秋津町2丁目","37-40","","35.772045","139.489415","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000004","東村山市","秋津公園","","","","","","","132136","","東京都東村山市秋津町五丁目27-1","東京都","東村山市","秋津町5丁目","27-1","","35.778716","139.492552","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000005","東村山市","星ケ丘公園","","","","","","","132136","","東京都東村山市青葉町三丁目21-30","東京都","東村山市","青葉町3丁目","21-30","","35.769293","139.493486","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000006","東村山市","東村山公園","","","","","","","132136","","東京都東村山市恩多町一丁目51-1","東京都","東村山市","恩多町1丁目","51-1","","35.754234","139.489705","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000007","東村山市","大岱公園","","","","","","","132136","","東京都東村山市恩多町一丁目55-5","東京都","東村山市","恩多町1丁目","55-5","","35.752043","139.488878","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000008","東村山市","稲荷公園","","","","","","","132136","","東京都東村山市恩多町三丁目33-1","東京都","東村山市","恩多町3丁目","33-1","","35.751768","139.481706","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000009","東村山市","萩山公園","","","","","","","132136","","東京都東村山市萩山町二丁目3-2","東京都","東村山市","萩山町2丁目","3-2","","35.741363","139.476510","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000010","東村山市","伊豆殿公園","","","","","","","132136","","東京都東村山市萩山町三丁目17-1","東京都","東村山市","萩山町3丁目","17-1","","35.746695","139.471383","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000011","東村山市","南台公園","","","","","","","132136","","東京都東村山市富士見町一丁目2-49","東京都","東村山市","富士見町1丁目","2-49","","35.742780","139.458986","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000012","東村山市","美住公園","","","","","","","132136","","東京都東村山市美住町二丁目6-9","東京都","東村山市","美住町2丁目","6-9","","35.754554","139.463688","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000013","東村山市","西宿公園","","","","","","","132136","","東京都東村山市諏訪町二丁目20-19","東京都","東村山市","諏訪町2丁目","20-19","","35.773239","139.468101","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000014","東村山市","藤の宮公園","","","","","","","132136","","東京都東村山市諏訪町三丁目8-1","東京都","東村山市","諏訪町3丁目","8-1","","35.768413","139.461002","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000015","東村山市","弁天池公園","","","","","","","132136","","東京都東村山市野口町四丁目14-1","東京都","東村山市","野口町4丁目","14-1","","35.763460","139.462430","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000016","東村山市","北山公園","","","","","","","132136","","東京都東村山市野口町三、四丁目地内","東京都","東村山市","野口町3丁目","4丁目地内","","35.761981","139.457978","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000017","東村山市","天王森公園","","","","","","","132136","","東京都東村山市本町三丁目45","東京都","東村山市","本町3丁目","45","","35.755421","139.469255","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000018","東村山市","せせらぎの郷多摩湖緑地","","","","","","","132136","","東京都東村山市多摩湖町二丁目18内","東京都","東村山市","多摩湖町2丁目","18 内","","35.760499","139.446041","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000019","東村山市","農とみどりの体験パーク","","","","","","","132136","","東京都東村山市秋津町一丁目9-2","東京都","東村山市","秋津町1丁目","9-2","","35.774162","139.492967","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000020","東村山市","秋津第二児童遊園","","","","","","","132136","","東京都東村山市秋津町四丁目25-18","東京都","東村山市","秋津町4丁目","25-18","","35.779108","139.485117","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000021","東村山市","青葉第二児童遊園","","","","","","","132136","","東京都東村山市青葉町二丁目15-10","東京都","東村山市","青葉町2丁目","15-10","","35.762625","139.484510","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000022","東村山市","青葉第三児童遊園","","","","","","","132136","","東京都東村山市青葉町四丁目1-23","東京都","東村山市","青葉町4丁目","1-23","","35.766052","139.496545","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000023","東村山市","恩多児童遊園","","","","","","","132136","","東京都東村山市恩多町五丁目26-1","東京都","東村山市","恩多町5丁目","26-1","","35.759077","139.485857","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000024","東村山市","恩多稲荷児童遊園","","","","","","","132136","","東京都東村山市恩多町三丁目33-1","東京都","東村山市","恩多町3丁目","33-1","","35.751768","139.481706","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000025","東村山市","萩山第一児童遊園","","","","","","","132136","","東京都東村山市萩山町四丁目16-5","東京都","東村山市","萩山町4丁目","16-5","","35.743035","139.478656","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000026","東村山市","萩山第二児童遊園","","","","","","","132136","","東京都東村山市萩山町一丁目36-3","東京都","東村山市","萩山町1丁目","36-3","","35.738063","139.483685","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000027","東村山市","栄町第二児童遊園","","","","","","","132136","","東京都東村山市栄町二丁目25-5ほか","東京都","東村山市","栄町2丁目","25-5 ほか","","35.747752","139.472420","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000028","東村山市","富士見第一児童遊園","","","","","","","132136","","東京都東村山市富士見町四丁目16-1","東京都","東村山市","富士見町4丁目","16-1","","35.750050","139.448405","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000029","東村山市","富士見第二児童遊園","","","","","","","132136","","東京都東村山市富士見町三丁目16-9","東京都","東村山市","富士見町3丁目","16-9","","35.747418","139.452884","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000030","東村山市","富士見第三児童遊園","","","","","","","132136","","東京都東村山市富士見町二丁目10-22","東京都","東村山市","富士見町2丁目","10-22","","35.739240","139.453204","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000031","東村山市","富士見第四児童遊園","","","","","","","132136","","東京都東村山市富士見町一丁目4-20ほか","東京都","東村山市","富士見町1丁目","4-20 ほか","","35.742259","139.462439","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000032","東村山市","廻田児童遊園","","","","","","","132136","","東京都東村山市廻田町三丁目12-6","東京都","東村山市","廻田町3丁目","12-6","","35.757549","139.447586","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000033","東村山市","赤坂児童遊園","","","","","","","132136","","東京都東村山市廻田町三丁目9-6","東京都","東村山市","廻田町3丁目","9-6","","35.756430","139.444508","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000034","東村山市","諏訪児童遊園","","","","","","","132136","","東京都東村山市諏訪町一丁目4-3","東京都","東村山市","諏訪町1丁目","4-3","","35.765414","139.465887","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000035","東村山市","やつだ（谷田）池児童遊園","","","","","","","132136","","東京都東村山市野口町三丁目20-7","東京都","東村山市","野口町3丁目","20-7","","35.763831","139.455763","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000036","東村山市","松林庵児童遊園","","","","","","","132136","","東京都東村山市野口町二丁目12-8","東京都","東村山市","野口町2丁目","12-8","","35.758621","139.460600","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000037","東村山市","弁天池児童遊園","","","","","","","132136","","東京都東村山市野口町四丁目14-1","東京都","東村山市","野口町4丁目","14-1","","35.763460","139.462430","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000038","東村山市","本町1丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市本町一丁目22-4","東京都","東村山市","本町1丁目","22-4","","35.756984","139.467541","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000039","東村山市","本町2丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市本町二丁目32-2","東京都","東村山市","本町2丁目","32-2","","35.759626","139.466334","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000040","東村山市","本町3丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市本町3丁目17-24、25","東京都","東村山市","本町3丁目","17-24、25","","35.757747","139.472667","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000041","東村山市","本町3丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市本町三丁目44","東京都","東村山市","本町3丁目","44","","35.755413","139.469819","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000042","東村山市","久米川町1丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市久米川町一丁目18-14","東京都","東村山市","久米川町1丁目","18-14","","35.768250","139.479805","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000043","東村山市","久米川町1丁目第3仲よし広場","","","","","","","132136","","東京都東村山市久米川町一丁目24-55","東京都","東村山市","久米川町1丁目","24-55","","35.766981","139.483612","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000044","東村山市","久米川緑地帯","","","","","","","132136","","東京都東村山市久米川町一丁目35-40","東京都","東村山市","久米川町1丁目","35-40","","35.767630","139.486149","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000045","東村山市","久米川町2丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市久米川町二丁目7-12","東京都","東村山市","久米川町2丁目","7-12","","35.768632","139.475591","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000046","東村山市","久米川町2丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市久米川町二丁目11-29","東京都","東村山市","久米川町2丁目","11-29","","35.767461","139.476298","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000047","東村山市","久米川町2丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市久米川町二丁目31-10","東京都","東村山市","久米川町2丁目","31-10","","35.761905","139.482784","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000048","東村山市","久米川町2丁目 第4仲よし広場","","","","","","","132136","","東京都東村山市久米川町二丁目39-54","東京都","東村山市","久米川町2丁目","39-54","","35.765442","139.481101","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000049","東村山市","久米川町3丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市久米川町三丁目10-12","東京都","東村山市","久米川町3丁目","10-12","","35.764510","139.473907","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000050","東村山市","久米川町3丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市久米川町三丁目17-16","東京都","東村山市","久米川町3丁目","17-16","","35.765097","139.474680","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000051","東村山市","久米川町3丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市久米川町三丁目9-15","東京都","東村山市","久米川町3丁目","9-15","","35.764026","139.473247","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000052","東村山市","久米川町3丁目 第4仲よし広場","","","","","","","132136","","東京都東村山市久米川町三丁目11-95","東京都","東村山市","久米川町3丁目","11-95","","35.765233","139.473509","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000053","東村山市","久米川町3丁目 第5仲よし広場","","","","","","","132136","","東京都東村山市久米川町三丁目8-15","東京都","東村山市","久米川町3丁目","8-15","","35.763680","139.474060","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000054","東村山市","久米川南 第1仲よし広場","","","","","","","132136","","東京都東村山市久米川町四丁目3-37","東京都","東村山市","久米川町4丁目","3-37","","35.760085","139.472515","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000055","東村山市","久米川南 第2仲よし広場","","","","","","","132136","","東京都東村山市久米川町四丁目3-20","東京都","東村山市","久米川町4丁目","3-20","","35.760085","139.472515","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000056","東村山市","久米川町4丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市久米川町四丁目19-40","東京都","東村山市","久米川町4丁目","19-40","","35.764063","139.471677","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000057","東村山市","久米川町4丁目 第4仲よし広場","","","","","","","132136","","東京都東村山市久米川町四丁目39-46","東京都","東村山市","久米川町4丁目","39-46","","35.766982","139.470066","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000058","東村山市","久米川町5丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市久米川町五丁目35","東京都","東村山市","久米川町5丁目","35","","35.774302","139.474307","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000059","東村山市","秋津町2丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市秋津町二丁目36-50","東京都","東村山市","秋津町2丁目","36-50","","35.771607","139.490266","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000060","東村山市","秋津町3丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市秋津町三丁目40-43","東京都","東村山市","秋津町3丁目","40-43","","35.775762","139.480972","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000061","東村山市","秋津町3丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市秋津町三丁目26-106","東京都","東村山市","秋津町3丁目","26-106","","35.779779","139.480546","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000062","東村山市","秋津町4丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市秋津町四丁目40-57","東京都","東村山市","秋津町4丁目","40-57","","35.777136","139.488564","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000063","東村山市","秋津町4丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市秋津町四丁目11-47","東京都","東村山市","秋津町4丁目","11-47","","35.777657","139.481694","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000064","東村山市","秋津町4丁目 第4仲よし広場","","","","","","","132136","","東京都東村山市秋津町四丁目16-95","東京都","東村山市","秋津町4丁目","16-95","","35.779577","139.482715","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000065","東村山市","秋津町5丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市秋津町五丁目35-32","東京都","東村山市","秋津町5丁目","35-32","","35.777459","139.491266","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000066","東村山市","秋津町5丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市秋津町五丁目26","東京都","東村山市","秋津町5丁目","26","","35.778741","139.493497","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000067","東村山市","青葉町1丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市青葉町一丁目29-25","東京都","東村山市","青葉町1丁目","29-25","","35.761174","139.503548","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000068","東村山市","青葉町1丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市青葉町一丁目4-35","東京都","東村山市","青葉町1丁目","4-35","","35.758495","139.494151","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000069","東村山市","青葉町1丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市青葉町一丁目27-23","東京都","東村山市","青葉町1丁目","27-23","","35.761124","139.501490","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000070","東村山市","青葉町1丁目 第4仲よし広場","","","","","","","132136","","東京都東村山市青葉町一丁目2-13","東京都","東村山市","青葉町1丁目","2-13","","35.759161","139.490084","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
