"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","名称_通称","POIコード","外部識別子","外部識別子の値","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能時間特記事項","説明","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ、エレベータ、エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬・介助犬、聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考"
"132136","132136000102","東村山市","野火止水車苑","","","","","","","132136","","東京都東村山市恩多町三丁目32-3","東京都","東村山市","恩多町3丁目","32-3","","35.752282","139.482990","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000103","東村山市","恩多町4丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市恩多町四丁目3-6","東京都","東村山市","恩多町4丁目","3-6","","35.758552","139.475523","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000104","東村山市","恩多町4丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市恩多町四丁目7-37","東京都","東村山市","恩多町4丁目","7-37","","35.757246","139.476182","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000105","東村山市","恩多町4丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市恩多町四丁目20-73","東京都","東村山市","恩多町4丁目","20-73","","35.757840","139.478716","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000106","東村山市","恩多町4丁目 第4仲よし広場","","","","","","","132136","","東京都東村山市恩多町四丁目25-42","東京都","東村山市","恩多町4丁目","25-42","","35.758751","139.478193","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000107","東村山市","恩多町4丁目 第5仲よし広場","","","","","","","132136","","東京都東村山市恩多町四丁目35-105","東京都","東村山市","恩多町4丁目","35-105","","35.758691","139.481895","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000108","東村山市","恩多町4丁目 第6仲よし広場","","","","","","","132136","","東京都東村山市恩多町四丁目31-94","東京都","東村山市","恩多町4丁目","31-94","","35.757187","139.480168","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000109","東村山市","恩多町4丁目 第7仲よし広場","","","","","","","132136","","東京都東村山市恩多町四丁目41-56","東京都","東村山市","恩多町4丁目","41-56","","35.759472","139.482710","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000110","東村山市","恩多町5丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市恩多町五丁目49-39","東京都","東村山市","恩多町5丁目","49-39","","35.755557","139.485958","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000111","東村山市","恩多町5丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市恩多町五丁目10-10","東京都","東村山市","恩多町5丁目","10-10","","35.758276","139.485467","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000112","東村山市","恩多町5丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市恩多町五丁目54-20","東京都","東村山市","恩多町5丁目","54-20","","35.754642","139.484457","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000113","東村山市","恩多町5丁目 第4仲よし広場","","","","","","","132136","","東京都東村山市恩多町五丁目36-20","東京都","東村山市","恩多町5丁目","36-20","","35.757771","139.487055","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000114","東村山市","恩多町5丁目 第5仲よし広場","","","","","","","132136","","東京都東村山市恩多町五丁目22-19","東京都","東村山市","恩多町5丁目","22-19","","35.760866","139.485049","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000115","東村山市","萩山町1丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市萩山町一丁目21","東京都","東村山市","萩山町1丁目","21","","35.737665","139.485951","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000116","東村山市","萩山町2丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市萩山町二丁目16-28","東京都","東村山市","萩山町2丁目","16-28","","35.742467","139.479036","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000117","東村山市","萩山町4丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市萩山町四丁目5-8","東京都","東村山市","萩山町4丁目","5-8","","35.745442","139.475345","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000118","東村山市","栄町1丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市栄町一丁目37-1","東京都","東村山市","栄町1丁目","37-1","","35.751552","139.477655","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000119","東村山市","栄町1丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市栄町一丁目18-18","東京都","東村山市","栄町1丁目","18-18","","35.749740","139.477160","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000120","東村山市","野火止広場","","","","","","","132136","","東京都東村山市栄町三丁目14-1","東京都","東村山市","栄町3丁目","14-1","","35.746630","139.469211","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000121","東村山市","富士見町1丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市富士見町一丁目2-73","東京都","東村山市","富士見町1丁目","2-73","","35.742780","139.458986","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000122","東村山市","富士見町1丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市富士見町一丁目12-16","東京都","東村山市","富士見町1丁目","12-16","","35.740334","139.456940","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000123","東村山市","富士見町1丁目 第4仲よし広場","","","","","","","132136","","東京都東村山市富士見町一丁目2-129","東京都","東村山市","富士見町1丁目","2-129","","35.742780","139.458986","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000124","東村山市","富士見町1丁目 第5仲よし広場","","","","","","","132136","","東京都東村山市富士見町一丁目14-39","東京都","東村山市","富士見町1丁目","14-39","","35.743732","139.457468","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000125","東村山市","富士見町2丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市富士見町二丁目9-9","東京都","東村山市","富士見町2丁目","9-9","","35.739254","139.454005","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000126","東村山市","富士見町2丁目第2仲よし広場","","","","","","","132136","","東京都東村山市富士見町二丁目9-111","東京都","東村山市","富士見町2丁目","9-111","","35.738589","139.454020","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000127","東村山市","富士見町3丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市富士見町三丁目2-35","東京都","東村山市","富士見町3丁目","2-35","","35.749562","139.453093","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000128","東村山市","富士見町3丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市富士見町三丁目15-62","東京都","東村山市","富士見町3丁目","15-62","","35.746497","139.452688","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000129","東村山市","富士見町3丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市富士見町三丁目21-106","東京都","東村山市","富士見町3丁目","21-106","","35.748872","139.450971","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000130","東村山市","富士見町3丁目 第4仲よし広場","","","","","","","132136","","東京都東村山市富士見町3丁目17-17、67","東京都","東村山市","富士見町3丁目","17-17、67","","35.747181","139.451945","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000131","東村山市","富士見町4丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市富士見町四丁目7-1","東京都","東村山市","富士見町4丁目","7-1","","35.750106","139.450359","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000132","東村山市","富士見町4丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市富士見町四丁目2-32","東京都","東村山市","富士見町4丁目","2-32","","35.751198","139.452931","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000133","東村山市","美住町1丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市美住町一丁目19-73","東京都","東村山市","美住町1丁目","19-73","","35.750479","139.458721","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000134","東村山市","美住町1丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市美住町一丁目20-25","東京都","東村山市","美住町1丁目","20-25","","35.749764","139.459393","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000135","東村山市","美住町1丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市美住町一丁目4-16","東京都","東村山市","美住町1丁目","4-16","","35.750070","139.462908","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000136","東村山市","美住町1丁目 第4仲よし広場","","","","","","","132136","","東京都東村山市美住町一丁目4-17","東京都","東村山市","美住町1丁目","4-17","","35.750070","139.462908","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000137","東村山市","美住町1丁目第5仲よし広場","","","","","","","132136","","東京都東村山市美住町一丁目8","東京都","東村山市","美住町1丁目","8","","35.746767","139.464493","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000138","東村山市","美住町2丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市美住町二丁目2-51","東京都","東村山市","美住町2丁目","2-51","","35.753218","139.464386","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000139","東村山市","美住町2丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市美住町二丁目25-38","東京都","東村山市","美住町2丁目","25-38","","35.753433","139.453487","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000140","東村山市","廻田町1丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市廻田町一丁目33-42","東京都","東村山市","廻田町1丁目","33-42","","35.755573","139.451036","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000141","東村山市","廻田町1丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市廻田町一丁目37-1","東京都","東村山市","廻田町1丁目","37-1","","35.757165","139.455858","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000142","東村山市","廻田町2丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市廻田町二丁目11-7","東京都","東村山市","廻田町2丁目","11-7","","35.753545","139.450401","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000143","東村山市","廻田町2丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市廻田町二丁目4-13","東京都","東村山市","廻田町2丁目","4-13","","35.755851","139.449805","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000144","東村山市","多摩湖町1丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市多摩湖町一丁目16内","東京都","東村山市","多摩湖町1丁目","16 内","","35.762929","139.447484","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000145","東村山市","多摩湖町1丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市多摩湖町一丁目1-17","東京都","東村山市","多摩湖町1丁目","1-17","","35.762754","139.452856","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000146","東村山市","多摩湖町2丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市多摩湖町二丁目1-22","東京都","東村山市","多摩湖町2丁目","1-22","","35.762767","139.446933","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000147","東村山市","多摩湖町2丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市多摩湖町二丁目3-35","東京都","東村山市","多摩湖町2丁目","3-35","","35.762933","139.445459","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000148","東村山市","多摩湖町3丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市多摩湖町三丁目8-36","東京都","東村山市","多摩湖町3丁目","8-36","","35.765849","139.445235","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000149","東村山市","多摩湖町3丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市多摩湖町三丁目10-10","東京都","東村山市","多摩湖町3丁目","10-10","","35.765310","139.444047","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000150","東村山市","多摩湖町3丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市多摩湖町三丁目11-29","東京都","東村山市","多摩湖町3丁目","11-29","","35.764842","139.444397","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000151","東村山市","多摩湖町4丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市多摩湖町四丁目14-6","東京都","東村山市","多摩湖町4丁目","14-6","","35.765766","139.446468","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000152","東村山市","多摩湖町4丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市多摩湖町四丁目21-3","東京都","東村山市","多摩湖町4丁目","21-3","","35.766844","139.449503","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000153","東村山市","多摩湖町4丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市多摩湖町四丁目11-24","東京都","東村山市","多摩湖町4丁目","11-24","","35.764686","139.446588","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000154","東村山市","多摩湖町4丁目 第4仲よし広場","","","","","","","132136","","東京都東村山市多摩湖町四丁目32-69","東京都","東村山市","多摩湖町4丁目","32-69","","35.767419","139.450681","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000155","東村山市","諏訪町2丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市諏訪町二丁目3-57","東京都","東村山市","諏訪町2丁目","3-57","","35.768424","139.463723","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000156","東村山市","野口町2丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市野口町二丁目26-70","東京都","東村山市","野口町2丁目","26-70","","35.759600","139.457019","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000157","東村山市","野口町3丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市野口町三丁目50-24","東京都","東村山市","野口町3丁目","50-24","","35.766206","139.453096","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000158","東村山市","野口町3丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市野口町三丁目18-31","東京都","東村山市","野口町3丁目","18-31","","35.763707","139.456845","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000159","東村山市","野火止緑道","","","","","","","132136","","東京都東村山市栄町一～三丁目地内","東京都","東村山市","栄町1丁目","2～3丁目地内","","35.750348","139.473209","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000160","東村山市","北山緑道","","","","","","","132136","","東京都東村山市諏訪町二丁目38-6","東京都","東村山市","諏訪町2丁目","38-6","","35.774135","139.468949","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000161","東村山市","美住緑道","","","","","","","132136","","東京都東村山市美住町二丁目2","東京都","東村山市","美住町2丁目","2","","35.753218","139.464386","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000162","東村山市","富士見緑道","","","","","","","132136","","東京都東村山市富士見町三丁目21-10","東京都","東村山市","富士見町3丁目","21-10","","35.748872","139.450971","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000163","東村山市","廻田緑道","","","","","","","132136","","東京都東村山市廻田町三、四丁目地内","東京都","東村山市","廻田町3丁目","4丁目地内","","35.757303","139.448252","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000164","東村山市","旧前川緑道","","","","","","","132136","","東京都東村山市廻田町二丁目地内","東京都","東村山市","廻田町2丁目地内","","","35.755735","139.448393","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000165","東村山市","北川緑道","","","","","","","132136","","東京都東村山市諏訪町二丁目地内","東京都","東村山市","諏訪町2丁目地内","","","35.768837","139.464478","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000166","東村山市","淵の森緑地","","","","","","","132136","","東京都東村山市秋津町5丁目31、32","東京都","東村山市","秋津町5丁目","31、32","","35.780033","139.490481","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000167","東村山市","空堀川下堀広苑","","","","","","","132136","","東京都東村山市久米川町一、二丁目地内","東京都","東村山市","久米川町1丁目","2丁目地内","","35.771017","139.475891","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000168","東村山市","空堀川文化村広苑","","","","","","","132136","","東京都東村山市恩多町四丁目地内","東京都","東村山市","恩多町4丁目地内","","","35.758575","139.479857","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000169","東村山市","空堀川ふれあい広苑","","","","","","","132136","","東京都東村山市本町4丁目、恩多町4丁目地内","東京都","東村山市","本町4丁目","恩多町4丁目地内","","35.753130","139.470096","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000170","東村山市","市 役 所 庁 舎","","","","","","","132136","","東京都東村山市本町一丁目2-3","東京都","東村山市","本町1丁目","2-3","","35.754180","139.468301","","","","","","","","1890014","","総務課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000171","東村山市","いきいきプラザ","","","","","","","132136","","東京都東村山市","東京都","東村山市","本町1丁目","","","35.754566","139.468300","","","","","","","","","","総務課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000172","東村山市","市役所南側駐車場隣接建物","","","","","","","132136","","東京都東村山市本町一丁目3-17","東京都","東村山市","本町1丁目","3-17","","35.754566","139.468300","","","","","","","","","","総務課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000173","東村山市","市役所北庁舎","","","","","","","132136","","東京都東村山市本町一丁目1-1","東京都","東村山市","本町1丁目","1-1","","35.755291","139.467530","","","","","","","","1890014","","総務課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000174","東村山市","消防団第一分団車庫及び詰所","","","","","","","132136","","東京都東村山市秋津町二丁目3-2","東京都","東村山市","秋津町2丁目","3-2","","35.772010","139.486116","","","","","","","","1890001","","防災安全課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000175","東村山市","消防団第二分団車庫及び詰所","","","","","","","132136","","東京都東村山市久米川町五丁目25-1","東京都","東村山市","久米川町5丁目","25-1","","35.771003","139.473492","","","","","","","","1890003","","防災安全課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000176","東村山市","消防団第三分団車庫及び詰所","","","","","","","132136","","東京都東村山市野口町一丁目1-6","東京都","東村山市","野口町1丁目","1-6","","35.761749","139.465358","","","","","","","","1890022","","防災安全課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000177","東村山市","消防団第四分団車庫及び詰所","","","","","","","132136","","東京都東村山市野口町四丁目3-16","東京都","東村山市","野口町4丁目","3-16","","35.763487","139.459380","","","","","","","","1890022","","防災安全課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000178","東村山市","消防団第五分団車庫及び詰所","","","","","","","132136","","東京都東村山市廻田町四丁目12-1","東京都","東村山市","廻田町4丁目","12-1","","35.757970","139.449991","","","","","","","","1890025","","防災安全課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000179","東村山市","消防団第六分団車庫及び詰所","","","","","","","132136","","東京都東村山市栄町二丁目25-5","東京都","東村山市","栄町2丁目","25-5","","35.747752","139.472420","","","","","","","","1890013","","防災安全課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000180","東村山市","消防団第七分団車庫及び詰所","","","","","","","132136","","東京都東村山市恩多町三丁目12-16","東京都","東村山市","恩多町3丁目","12-16","","35.755833","139.480969","","","","","","","","1890011","","防災安全課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000181","東村山市","恩多資材置場詰所棟","","","","","","","132136","","東京都東村山市恩多町五丁目31-7","東京都","東村山市","恩多町5丁目","31-7","","35.760105","139.487791","","","","","","","","1890011","","道路河川課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000182","東村山市","環境整備係倉庫","","","","","","","132136","","東京都東村山市萩山町五丁目2-1","東京都","東村山市","萩山町5丁目","2-1","","35.747922","139.476758","","","","","","","","1890012","","学務課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000183","東村山市","環境整備係詰所","","","","","","","132136","","東京都東村山市恩多町五丁目31-7","東京都","東村山市","恩多町5丁目","31-7","","35.760105","139.487791","","","","","","","","1890011","","学務課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000184","東村山市","秋水園管理棟","","","","","","","132136","","東京都東村山市秋津町四丁目17-1","東京都","東村山市","秋津町4丁目","17-1","","35.779668","139.485337","","","","","","","","1890001","","廃棄物総務課","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000185","東村山市","化成小学校校舎","","","","","","","132136","","東京都東村山市諏訪町一丁目4-1","東京都","東村山市","諏訪町1丁目","4-1","","35.764986","139.465841","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000186","東村山市","回田小学校校舎","","","","","","","132136","","東京都東村山市廻田町三丁目28-1","東京都","東村山市","廻田町3丁目","28-1","","35.759008","139.446259","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000187","東村山市","大岱小学校校舎","","","","","","","132136","","東京都東村山市恩多町四丁目17-1","東京都","東村山市","恩多町4丁目","17-1","","35.756545","139.478064","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000188","東村山市","秋津小学校校舎","","","","","","","132136","","東京都東村山市秋津町三丁目48-1","東京都","東村山市","秋津町3丁目","48-1","","35.772788","139.481994","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000189","東村山市","八坂小学校校舎","","","","","","","132136","","東京都東村山市栄町三丁目34-1","東京都","東村山市","栄町3丁目","34-1","","35.749013","139.465727","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000190","東村山市","萩山小学校校舎","","","","","","","132136","","東京都東村山市萩山町四丁目16-1","東京都","東村山市","萩山町4丁目","16-1","","35.743933","139.477817","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000191","東村山市","南台小学校校舎","","","","","","","132136","","東京都東村山市富士見町一丁目16-12","東京都","東村山市","富士見町1丁目","16-12","","35.744380","139.455407","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000192","東村山市","久米川小学校校舎","","","","","","","132136","","東京都東村山市久米川町四丁目11-1","東京都","東村山市","久米川町4丁目","11-1","","35.762047","139.471642","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000193","東村山市","東萩山小学校校舎","","","","","","","132136","","東京都東村山市萩山町五丁目7-1","東京都","東村山市","萩山町5丁目","7-1","","35.745691","139.478585","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000194","東村山市","青葉小学校校舎","","","","","","","132136","","東京都東村山市青葉町二丁目33-1","東京都","東村山市","青葉町2丁目","33-1","","35.764670","139.490110","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000195","東村山市","北山小学校校舎","","","","","","","132136","","東京都東村山市野口町三丁目45-1","東京都","東村山市","野口町3丁目","45-1","","35.766343","139.455667","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000196","東村山市","秋津東小学校校舎","","","","","","","132136","","東京都東村山市秋津町四丁目35-11","東京都","東村山市","秋津町4丁目","35-11","","35.774834","139.488824","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000197","東村山市","野火止小学校校舎","","","","","","","132136","","東京都東村山市恩多町五丁目47-1","東京都","東村山市","恩多町5丁目","47-1","","35.756310","139.485649","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000198","東村山市","久米川東小学校校舎","","","","","","","132136","","東京都東村山市久米川町二丁目40-10","東京都","東村山市","久米川町2丁目","40-10","","35.765645","139.482639","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000199","東村山市","富士見小学校校舎","","","","","","","132136","","東京都東村山市富士見町五丁目4-57","東京都","東村山市","富士見町5丁目","4-57","","35.746670","139.458438","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000200","東村山市","第一中学校校舎","","","","","","","132136","","東京都東村山市富士見町一丁目5-2","東京都","東村山市","富士見町1丁目","5-2","","35.742164","139.459624","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000201","東村山市","第二中学校校舎","","","","","","","132136","","東京都東村山市久米川町二丁目4-1","東京都","東村山市","久米川町2丁目","4-1","","35.770055","139.474812","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000202","東村山市","第三中学校校舎","","","","","","","132136","","東京都東村山市萩山町五丁目2-1","東京都","東村山市","萩山町5丁目","2-1","","35.747922","139.476758","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000203","東村山市","第四中学校校舎","","","","","","","132136","","東京都東村山市野口町三丁目24-1","東京都","東村山市","野口町3丁目","24-1","","35.763999","139.453465","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000204","東村山市","第五中学校校舎","","","","","","","132136","","東京都東村山市恩多町四丁目38-1","東京都","東村山市","恩多町4丁目","38-1","","35.760687","139.480776","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
