全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,ボブスレー・リュージュ・スケルトン,野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
132136,,東京都東村山市,東村山市民スポーツセンター,ヒガシムラヤマシミンスポーツセンター,,,,,,132136,,東京都東村山市久米川町3-30-5,東京都,東村山市,久米川町3,30-5,,,,,,(042)393-9222,,,,,,,,月火水木金土日,09:00,23:00,時期により時間の変動あり,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,無,無,無,無,無,無,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,有,無,無,無,無,無,有,無,無,無,有,無,無,無,無,有,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,有,有
132136,,東京都東村山市,東村山市運動公園野球場,ヒガシムラヤマシウンドウコウエンヤキュウジョウ,,,,,,132136,,東京都東村山市恩多町1-51-1,東京都,東村山市,恩多町1,51-1,,,,,,(042)394-1955,,,,,,,,月火水木金土日,07:00,21:00,時期により時間の変動あり,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,東村山市運動公園トラック競技場,ヒガシムラヤマシウンドウコウエントラックキョウギジョウ,,,,,,132136,,東京都東村山市恩多町1-51-1,東京都,東村山市,恩多町1,51-1,,,,,,(042)394-1955,,,,,,,,月火水木金土日,07:00,21:00,時期により時間の変動あり,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,東村山市運動公園庭球場,ヒガシムラヤマシウンドウコウエンテイキュウジョウ,,,,,,132136,,東京都東村山市恩多町1-51-1,東京都,東村山市,恩多町1,51-1,,,,,,(042)394-1955,,,,,,,,月火水木金土日,07:00,21:00,時期により時間の変動あり,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,東村山市前川公園テニスコート,ヒガシムラヤマシマエカワコウエンテニスコート,,,,,,132136,,東京都東村山市野口町2-19-1,東京都,東村山市,野口町2,19-1,,,,,,(042)393-5111,,,,,,,,月火水木金土日,09:00,20:00,時期により時間の変動あり,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,東村山市前川公園グラウンド,ヒガシムラヤマシマエカワコウエングラウンド,,,,,,132136,,東京都東村山市野口町2-19-1,東京都,東村山市,野口町2,19-1,,,,,,(042)393-5111,,,,,,,,月火水木金土日,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,東村山市健康広場,ヒガシムラヤマシケンコウヒロバ,,,,,,132136,,東京都東村山市野口町2-6-1,東京都,東村山市,野口町2,6-1,,,,,,,,,,,,,,月火水木金土日,08:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,東村山市秋津ゲートボール場,ヒガシムラヤマシアキツゲートボールジョウ,,,,,,132136,,東京都東村山市秋津町3-44-48,東京都,東村山市,秋津町3,44-48,,,,,,,,,,,,,,月火水木金土日,08:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,東村山市青葉ゲートボール場,ヒガシムラヤマシアオバゲートボールジョウ,,,,,,132136,,東京都東村山市青葉町2-35-11,東京都,東村山市,青葉町2,35-11,,,,,,,,,,,,,,月火水木金土日,08:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,東村山市萩山ゲートボール場,ヒガシムラヤマシハギヤマゲートボールジョウ,,,,,,132136,,東京都東村山市萩山町2-3-2,東京都,東村山市,萩山町2,3-2,,,,,,,,,,,,,,月火水木金土日,08:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,東村山市恩多ゲートボール場,ヒガシムラヤマシオンタゲートボールジョウ,,,,,,132136,,東京都東村山市恩多町3-23-30,東京都,東村山市,恩多町3,23-30,,,,,,,,,,,,,,月火水木金土日,08:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,東村山市北川ゲートボール場,ヒガシムラヤマシキタガワゲートボールジョウ,,,,,,132136,,東京都東村山市諏訪町1-39-32,東京都,東村山市,諏訪町1,39-32,,,,,,,,,,,,,,月火水木金土日,08:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,東村山市ゲートボール場公園,ヒガシムラヤマシゲートボールジョウコウエン,,,,,,132136,,東京都東村山市廻田町1-26-1,東京都,東村山市,廻田町1,26-1,,,,,,,,,,,,,,月火水木金土日,08:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,化成小学校,カセイショウガッコウ,,,,,,132136,,東京都東村山市諏訪町1-4-1,東京都,東村山市,諏訪町1,4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,回田小学校,メグリタショウガッコウ,,,,,,132136,,東京都東村山市廻田町3-28-1,東京都,東村山市,廻田町3,28-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
