年齢(各歳)別及び男女別人口,,,,,,,,,
,,,,         令和 6年 1月 1日現在,,,,,
年  齢,総  数,男,女,,,,,,
,,,,,,,,,
総  数,"151,751","73,834","77,917",,,,,,
0歳～4歳,"5,062","2,626","2,436",,,,,,
0,875,463,412,,,,,,
1,943,502,441,,,,,,
2,"1,056",526,530,,,,,,
3,"1,070",559,511,,,,,,
4,"1,118",576,542,,,,,,
,,,,,,,,,
5～9,"5,829","2,956","2,873",,,,,,
5,"1,143",589,554,,,,,,
6,"1,140",558,582,,,,,,
7,"1,162",577,585,,,,,,
8,"1,202",616,586,,,,,,
9,"1,182",616,566,,,,,,
,,,,,,,,,
10～14,"6,404","3,344","3,060",,,,,,
10,"1,192",616,576,,,,,,
11,"1,210",618,592,,,,,,
12,"1,323",700,623,,,,,,
13,"1,322",694,628,,,,,,
14,"1,357",716,641,,,,,,
,,,,,,,,,
15～19,"6,802","3,468","3,334",,,,,,
15,"1,358",700,658,,,,,,
16,"1,377",744,633,,,,,,
17,"1,330",669,661,,,,,,
18,"1,309",649,660,,,,,,
19,"1,428",706,722,,,,,,
,,,,,,,,,
20～24,"7,712","3,898","3,814",,,,,,
20,"1,439",714,725,,,,,,
21,"1,591",771,820,,,,,,
22,"1,543",793,750,,,,,,
23,"1,611",836,775,,,,,,
24,"1,528",784,744,,,,,,
,,,,,,,,,
25～29,"7,529","3,727","3,802",,,,,,
25,"1,582",790,792,,,,,,
26,"1,511",721,790,,,,,,
27,"1,420",708,712,,,,,,
28,"1,465",723,742,,,,,,
29,"1,551",785,766,,,,,,
,,,,,,,,,
30～34,"7,672","3,795","3,877",,,,,,
30,"1,413",689,724,,,,,,
31,"1,501",748,753,,,,,,
32,"1,556",757,799,,,,,,
33,"1,579",772,807,,,,,,
34,"1,623",829,794,,,,,,
,,,,,,,,,
35～39,"8,722","4,408","4,314",,,,,,
35,"1,658",840,818,,,,,,
36,"1,769",906,863,,,,,,
37,"1,722",854,868,,,,,,
38,"1,730",874,856,,,,,,
39,"1,843",934,909,,,,,,
,,,,,,,,,
40～44,"9,670","4,954","4,716",,,,,,
40,"1,864",999,865,,,,,,
41,"1,940",970,970,,,,,,
42,"1,903",992,911,,,,,,
43,"1,964","1,007",957,,,,,,
44,"1,999",986,1013,,,,,,
,,,,,,,,,
45～49,"11,114","5,712","5,402",,,,,,
45,"2,054","1,062",992,,,,,,
46,"2,159","1,123","1,036",,,,,,
47,"2,129","1,097","1,032",,,,,,
48,"2,260","1,131","1,129",,,,,,
49,"2,512","1,299","1,213",,,,,,
,,,,,,,,,
50～54,"13,042","6,607","6,435",,,,,,
50,"2,649","1,338","1,311",,,,,,
51,"2,652","1,383","1,269",,,,,,
52,"2,622","1,269","1,353",,,,,,
53,"2,597",1315,1282,,,,,,
54,"2,522",1302,1220,,,,,,
,,,,,,,,,
55～59,"11,439","5,768","5,671",,,,,,
55,"2,486",1245,1241,,,,,,
56,"2,575","1,302","1,273",,,,,,
57,"1,806",910,896,,,,,,
58,"2,363","1,195",1168,,,,,,
59,"2,209",1116,1093,,,,,,
,,,,,,,,,
60～64,"9,687","4,925","4,762",,,,,,
60,"2,075",1027,1048,,,,,,
61,"2,051",1055,996,,,,,,
62,"1,958",1025,933,,,,,,
63,"1,770",944,826,,,,,,
64,"1,833",874,959,,,,,,
,,,,,,,,,
65～69,"8,183","4,013","4,170",,,,,,
65,"1,747",823,924,,,,,,
66,"1,620",814,806,,,,,,
67,"1,586",791,795,,,,,,
68,"1,641",811,830,,,,,,
69,"1,589",774,815,,,,,,
,,,,,,,,,
70～74,"9,229","4,374","4,855",,,,,,
70,"1,632",796,836,,,,,,
71,"1,709",808,901,,,,,,
72,"1,883",904,979,,,,,,
73,"1,837",862,975,,,,,,
74,"2,168",1004,1164,,,,,,
,,,,,,,,,
75～79,"8,469","3,678","4,791",,,,,,
75,"2,057",928,1129,,,,,,
76,"2,118",915,1203,,,,,,
77,"1,449",645,804,,,,,,
78,"1,231",522,709,,,,,,
79,"1,614",668,946,,,,,,
,,,,,,,,,
80～84,"7,248","2,980","4,268",,,,,,
80,"1,629",697,932,,,,,,
81,"1,539",644,895,,,,,,
82,"1,498",597,901,,,,,,
83,"1,403",569,834,,,,,,
84,"1,179",473,706,,,,,,
,,,,,,,,,
85～89,"4,847","1,704","3,143",,,,,,
85,"1,074",391,683,,,,,,
86,"1,083",399,684,,,,,,
87,999,349,650,,,,,,
88,930,311,619,,,,,,
89,761,254,507,,,,,,
,,,,,,,,,
90～94,"2,406",749,"1,657",,,,,,
90,678,214,464,,,,,,
91,578,190,388,,,,,,
92,491,147,344,,,,,,
93,381,122,259,,,,,,
94,278,76,202,,,,,,
,,,,,,,,,
95～99,600,139,461,,,,,,
95,193,53,140,,,,,,
96,150,37,113,,,,,,
97,128,29,99,,,,,,
98,80,10,70,,,,,,
99,49,10,39,,,,,,
,,,,,,,,,
100歳以上,68,7,61,,,,,,
100,38,4,34,,,,,,
101,16,1,15,,,,,,
102,14,2,12,,,,,,
,,,,,,,,,
103歳以上,17,2,15,,,,,,
,,,,,,,,,
,,,,,,,,,
不詳者,-,-,-,,,,,,
,,,,,,,,,
,,,,,,,,,
,,資料　住民基本台帳,,,,,,,
,,市民課,,,,,,,
