"情報の管理主体_全国地方公共団体コード","学校ID","学校コード","学校所在地_都道府県名","学校所在地_郡名","学校所在地_市区町村名","学校所在地_行政区名","学校所在地_全国地方公共団体コード","学校名称","学校名称_カナ","行政サービス拠点種別","通学区域_登録年月日","通学区域_廃止日","通学区域の住所","特記事項","ポリゴン_ファイル名"
"132136","132136H00001","B113221300018","東京都","","東村山市","","132136","東村山市立化成小学校","カセイ","1503","","","本町二丁目１～１２;本町二丁目３２～３３;諏訪町一丁目;諏訪町二丁目;諏訪町三丁目１～１３;野口町一丁目;野口町二丁目１～３;野口町二丁目９～２０;野口町四丁目１;野口町四丁目９～４４;久米川町五丁目１７の９～１１;久米川町五丁目１８～２０;久米川町五丁目３４の１４～１５","",""
"132136","132136H00002","B113221300027","東京都","","東村山市","","132136","東村山市立回田小学校","メグリタ","1503","","","廻田町全域（一～四丁目）;多摩湖町一丁目１～２１;多摩湖町一丁目３１～３７;多摩湖町二丁目;多摩湖町三丁目;多摩湖町四丁目１１の５１～５７","多摩湖町１丁目１～２１については調整区域に北山小学校;多摩湖町１丁目３１～３７については調整区域に北山小学校",""
"132136","132136H00003","B113221300036","東京都","","東村山市","","132136","東村山市立大岱小学校","オンタ","1503","","","本町四丁目;恩多町三丁目１～１９;恩多町四丁目;恩多町五丁目３～６;恩多町五丁目７の４;恩多町五丁目１１～１９ ;栄町一丁目２８～３６","",""
"132136","132136H00004","B113221300045","東京都","","東村山市","","132136","東村山市立秋津小学校","アキツ","1503","","","久米川町一丁目５０～５９;久米川町五丁目２１～２４;久米川町五丁目２６～３３;久米川町五丁目３４の１～１３;久米川町五丁目３４の１６～１８;久米川町五丁目３５～３７;秋津町二丁目１～７;秋津町二丁目１５～２１;秋津町三丁目;秋津町四丁目１～１９;秋津町四丁目２３～３２","",""
"132136","132136H00005","B113221300054","東京都","","東村山市","","132136","東村山市立八坂小学校","ヤサカ","1503","","","本町一丁目４～１５;萩山町三丁目１９～２２;萩山町三丁目３１;栄町二丁目１～２;栄町二丁目９～２１;栄町二丁目２９～３７;栄町三丁目１～１８;栄町三丁目２４の２５;栄町三丁目２４の４２～６６;栄町三丁目２６～３７;美住町一丁目１～４;美住町一丁目６～９;美住町二丁目１～１９;美住町二丁目２０の３５１;美住町二丁目２０の３６１～３６４;美住町二丁目２１～２４","",""
"132136","132136H00006","B113221300063","東京都","","東村山市","","132136","東村山市立萩山小学校","ハギヤマ","1503","","","萩山町一丁目;萩山町二丁目;萩山町三丁目１～１８;萩山町三丁目２３～３０;萩山町四丁目","",""
"132136","132136H00007","B113221300072","東京都","","東村山市","","132136","東村山市立南台小学校","ミナミダイ","1503","","","富士見町一丁目２の１;富士見町一丁目２の１９;富士見町一丁目２の２２;富士見町一丁目２の３４～６３;富士見町一丁目２の８７;富士見町一丁目２の９３～１３０;富士見町一丁目２の１４５～１６０;富士見町一丁目３の９～１０;富士見町一丁目５～１６ ;富士見町二丁目","",""
"132136","132136H00008","B113221300081","東京都","","東村山市","","132136","東村山市立久米川小学校","クメガワ","1503","","","本町一丁目１～３;本町一丁目１６～２４;本町二丁目１３～２４;本町三丁目;久米川町三丁目１～２９;久米川町四丁目","本町１丁目１～３については調整区域に大岱小学校;本町１丁目１６～２４については調整区域に大岱小学校;本町３丁目１については調整区域に大岱小学校;本町３丁目２については調整区域に大岱小学校;本町３丁目５については調整区域に大岱小学校;本町３丁目７～９については調整区域に大岱小学校;本町３丁目１３については調整区域に大岱小学校;本町３丁目１４については調整区域に大岱小学校;本町３丁目１６～４５については調整区域に大岱小学校",""
"132136","132136H00009","B113221300090","東京都","","東村山市","","132136","東村山市立東萩山小学校","ヒガシハギヤマ","1503","","","恩多町二丁目１～４;恩多町二丁目２１～３１;恩多町二丁目３７～４４;恩多町三丁目４３～４５;萩山町五丁目;栄町一丁目１～２７;栄町一丁目３７～３９;栄町二丁目３～８;栄町二丁目２２～２８;栄町二丁目３８～４１","",""
"132136","132136H00010","B113221300107","東京都","","東村山市","","132136","東村山市立青葉小学校","アオバ","1503","","","恩多町五丁目２０～２１;青葉町一丁目（一丁目１～７を除く）;青葉町二丁目;青葉町三丁目;青葉町四丁目","",""
"132136","132136H00011","B113221300116","東京都","","東村山市","","132136","東村山市立北山小学校","キタヤマ","1503","","","多摩湖町一丁目２２～３０;多摩湖町四丁目（１１の５１～５７を除く）;諏訪町三丁目１４～１９;野口町二丁目４～８;野口町二丁目２１～３３;野口町三丁目;野口町四丁目２～８;野口町四丁目４５～５５","",""
"132136","132136H00012","B113221300125","東京都","","東村山市","","132136","東村山市立秋津東小学校","アキツヒガシ","1503","","","秋津町一丁目;秋津町二丁目８～１４;秋津町二丁目２２～４３;秋津町四丁目２０～２２;秋津町四丁目３３～４２;秋津町五丁目","",""
"132136","132136H00013","B113221300134","東京都","","東村山市","","132136","東村山市立野火止小学校","ノビドメ","1503","","","青葉町一丁目１～７;恩多町一丁目;恩多町二丁目５～２０;恩多町二丁目３２～３６;恩多町三丁目２０～４２;恩多町五丁目１～２;恩多町五丁目７～１０（７の４を除く）;恩多町五丁目２２～５５","青葉町１丁目１～７については調整区域に青葉小学校",""
"132136","132136H00014","B113221300143","東京都","","東村山市","","132136","東村山市立久米川東小学校","クメガワヒガシ","1503","","","久米川町一丁目１～４９;久米川町二丁目;久米川町三丁目３０～４１;久米川町五丁目１～１６;久米川町五丁目１７の１～６;久米川町五丁目１７の８;久米川町五丁目１７の１２～３３;久米川町五丁目２５","",""
"132136","132136H00015","B113221300152","東京都","","東村山市","","132136","東村山市立富士見小学校","フジミ","1503","","","栄町三丁目１９～２５ (２４の２５、２４の４２～６６を除く);富士見町一丁目１;富士見町一丁目２の３～１６;富士見町一丁目２の１８;富士見町一丁目２の２０～２１;富士見町一丁目２の２３～３３;富士見町一丁目２の６４～６９;富士見町一丁目３の１～３;富士見町一丁目３の５;富士見町一丁目３の７;富士見町一丁目３の１１;富士見町一丁目４;富士見町三丁目;富士見町四丁目;富士見町五丁目;美住町一丁目５;美住町一丁目１０～２５;美住町二丁目２０（２０の３５１、２０の３６１～３６４を除く。）;美住町二丁目２５～２９","",""
"132136","132136H00016","C113221300016","東京都","","東村山市","","132136","東村山市立東村山第一中学校","ヒガシムラヤマダイイチ","1504","","","萩山町三丁目１９～２２;萩山町三丁目３１;栄町二丁目９;栄町二丁目１９～２１;栄町二丁目２９～３１;栄町二丁目３３～３７;栄町三丁目６～３３;富士見町一丁目;富士見町二丁目;富士見町三丁目（１、２０、２８～２９を除く）;富士見町五丁目","",""
"132136","132136H00017","C113221300025","東京都","","東村山市","","132136","東村山市立東村山第二中学校","ヒガシムラヤマダイニ","1504","","","本町二丁目;久米川町全域（一～五丁目）;秋津町三丁目;諏訪町一丁目;諏訪町二丁目","本町２丁目１～３については調整区域に第五中学校;本町２丁目１７～２４については調整区域に第五中学校;本町２丁目３１～３３については調整区域に第五中学校;久米川町１丁目２５～３６については調整区域に第五中学校;久米川町２丁目２４～３７については調整区域に第五中学校;久米川町２丁目４１については調整区域に第五中学校;久米川町２丁目４２については調整区域に第五中学校;久米川町３丁目１～３については調整区域に第五中学校;久米川町３丁目２７～３０については調整区域に第五中学校;久米川町３丁目３２については調整区域に第五中学校;久米川町３丁目３３については調整区域に第五中学校;久米川町４丁目１～８については調整区域に第五中学校",""
"132136","132136H00018","C113221300034","東京都","","東村山市","","132136","東村山市立東村山第三中学校","ヒガシムラヤマダイサン","1504","","","恩多町二丁目;恩多町三丁目２９～４５;萩山町一丁目;萩山町二丁目;萩山町三丁目１～１８;萩山町三丁目２３～３０;萩山町四丁目;萩山町五丁目;栄町一丁目（２８～３６を除く）;栄町二丁目３～８;栄町二丁目２２～２８;栄町二丁目３８～４１","",""
"132136","132136H00019","C113221300052","東京都","","東村山市","","132136","東村山市立東村山第四中学校","ヒガシムラヤマダイヨン","1504","","","廻田町全域（一～四丁目） ;多摩湖町全域（一～四丁目）;諏訪町三丁目;野口町全域（一～四丁目）","廻田町１丁目１～３４については調整区域に第七中学校;廻田町２丁目１～３４については調整区域に第七中学校;野口町１丁目１７～２８については調整区域に第七中学校;野口町２丁目１３～２０については調整区域に第七中学校",""
"132136","132136H00020","C113221300061","東京都","","東村山市","","132136","東村山市立東村山第五中学校","ヒガシムラヤマダイゴ","1504","","","本町四丁目;青葉町一丁目;青葉町二丁目;恩多町一丁目;恩多町三丁目１～２８;恩多町四丁目;恩多町五丁目;栄町一丁目２８～３６","",""
"132136","132136H00021","C113221300070","東京都","","東村山市","","132136","東村山市立東村山第六中学校","ヒガシムラヤマダイロク","1504","","","秋津町一丁目;秋津町二丁目;秋津町四丁目;秋津町五丁目;青葉町三丁目;青葉町四丁目","",""
"132136","132136H00022","C113221300089","東京都","","東村山市","","132136","東村山市立東村山第七中学校","ヒガシムラヤマダイナナ","1504","","","本町一丁目;本町三丁目;栄町二丁目１～２;栄町二丁目１０～１８;栄町二丁目３２;栄町三丁目１～５;栄町三丁目３４～３７;富士見町三丁目１;富士見町三丁目２０;富士見町三丁目２８～２９;富士見町四丁目;美住町全域（一～二丁目）","",""
