"施設_全国地方公共団体コード","施設_ID","施設_名称","施設_名称（カナ）","施設_名称（英字）","施設_施設通称","施設_POIコード","施設_概要","施設_説明","施設_関連施設","施設_状態","施設_防災施設情報","住所_全国地方公共団体コード","住所_町字ID","住所_都道府県","住所_市区町村（郡）","住所_町字","住所_番地以下","住所_建物名等(方書)","住所_連結表記","住所_緯度","住所_経度","住所_座標参照系","住所_座標参照系コード","住所_国名","住所_国コード","住所_郡","住所_市区町村","住所_政令市区","住所_大字・町","住所_小字","住所_住居表示フラグ","住所_街区符号","住所_住居番号","住所_地番","住所_建物名","住所_フロア名","住所_部屋番号","施設_設備","施設_サービス曜日","施設_開始時刻","施設_終了時刻","施設_日時備考","施設_料金種別","施設_料金","施設_料金備考","施設_決済種別","施設_収容人数","施設_アクセス方法","施設_駐車場情報","施設_駐車場料金","施設_都道府県コード","施設_市区町村コード","施設_町丁字","施設_ポリゴン","施設_備考","連絡先_名称","連絡先_電話番号","連絡先_内線番号","連絡先_メールアドレス","連絡先_FormURL","連絡先_備考（その他、SNSなど）","連絡先_郵便番号","連絡先_住所","アクセシビリティ_車椅子可","アクセシビリティ_車椅子貸出","アクセシビリティ_ツエ貸出","アクセシビリティ_バリアフリートイレ","アクセシビリティ_スロープ、エレベータ、エスカレータ","アクセシビリティ_点字ブロック等の移動支援","アクセシビリティ_点字や読上による支援","アクセシビリティ_盲導犬・介助犬、聴導犬同伴","アクセシビリティ_字幕","アクセシビリティ_筆談対応","アクセシビリティ_優先駐車場","アクセシビリティ_オストメイト対応トイレ","アクセシビリティ_備考","子育て支援_子供預かり種別（無料/有料）","子育て支援_子供預かり（料金）","子育て支援_子供預かり（料金備考）","子育て支援_最少年齢","子育て支援_最少月齢","子育て支援_最大年齢","子育て支援_子供預かり開所時間","子育て支援_子供預かり閉所時間","子育て支援_授乳室","子育て支援_おむつ替えコーナー","子育て支援_飲食可否","子育て支援_ベビーカー貸出","子育て支援_ベビーカー利用","子育て支援_備考"
"132136","132136R00001","東村山市役所本庁舎","","","","","","","","","","132136","","東京都","東村山市","本町1丁目","2-3","","東京都東村山市本町1丁目2-3","35.754180","139.468301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136R00002","久米川小学校","","","","","","","","","","132136","","東京都","東村山市","久米川町4丁目","11-1","","東京都東村山市久米川町4丁目11-1","35.762047","139.471642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136R00003","東村山第二中学校","","","","","","","","","","132136","","東京都","東村山市","久米川町2丁目","4-1","","東京都東村山市久米川町2丁目4-1","35.770055","139.474812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136R00004","秋津小学校","","","","","","","","","","132136","","東京都","東村山市","秋津町3丁目","48-1","","東京都東村山市秋津町3丁目48-1","35.772788","139.481994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136R00005","秋津東小学校","","","","","","","","","","132136","","東京都","東村山市","秋津町4丁目","35-11","","東京都東村山市秋津町4丁目35-11","35.774834","139.488824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136R00006","青葉小学校","","","","","","","","","","132136","","東京都","東村山市","青葉町2丁目","33-1","","東京都東村山市青葉町2丁目33-1","35.764670","139.490110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136R00007","全生園公会堂","","","","","","","","","","132136","","東京都","東村山市","青葉町4丁目","1-10","","東京都東村山市青葉町4丁目1-10","35.766052","139.496545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136R00008","さくらコート青葉町","","","","","","","","","","132136","","東京都","東村山市","青葉町1丁目","7-70","","東京都東村山市青葉町1丁目7-70","35.758009","139.492802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136R00009","東村山第五中学校","","","","","","","","","","132136","","東京都","東村山市","恩多町4丁目","38-1","","東京都東村山市恩多町4丁目38-1","35.760687","139.480776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136R00010","野火止小学校","","","","","","","","","","132136","","東京都","東村山市","恩多町5丁目","47-1","","東京都東村山市恩多町5丁目47-1","35.756310","139.485649","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
