全国地方公共団体コード,ID,地方公共団体名,地区名,ゴミの品目,ゴミの品目_カナ,ゴミの品目_英字,分別区分,注意点,備考,粗大ごみ回収料金
132136,132136GMLT000449,東村山市,全域,衣類乾燥機,イルイカンソウキ,,収集しません,,,
132136,132136GMLT000450,東村山市,全域,色鉛筆,イロエンピツ,,燃やせるごみ,,,
132136,132136GMLT000451,東村山市,全域,印鑑（象牙、木製）,インカン,,燃やせるごみ,,,
132136,132136GMLT000452,東村山市,全域,印鑑（プラスチック製）,インカン,,燃やせないごみ,,,
132136,132136GMLT000453,東村山市,全域,インクカートリッジ,インクカートリッジ,,燃やせないごみ,,,
132136,132136GMLT000454,東村山市,全域,インスタント麺の袋,インスタントメンノフクロ,,容器包装プラスチック,,,
132136,132136GMLT000455,東村山市,全域,飲料容器（紙パック）（紙パック裏アルミ箔付も）,インリョウヨウキ,,古紙・古着,,,
132136,132136GMLT000456,東村山市,全域,飲料容器（ペットボトル）,インリョウヨウキ,,ペットボトル,,,
132136,132136GMLT000460,東村山市,全域,ウェットティッシュ,ウェットティッシュ,,燃やせるごみ,,,
132136,132136GMLT000457,東村山市,全域,植木支柱（金属製、プラスチック製）,ウエキシチュウ,,燃やせないごみ,,,
132136,132136GMLT000458,東村山市,全域,植木鉢,ウエキバチ,,燃やせないごみ,,,
132136,132136GMLT000459,東村山市,全域,植木ポット,ウエキポット,,燃やせないごみ,,,
132136,132136GMLT000461,東村山市,全域,浮き輪,ウキワ,,燃やせないごみ,,,
132136,132136GMLT000462,東村山市,全域,うちわ（木製）,ウチワ,,燃やせるごみ,,,
132136,132136GMLT000463,東村山市,全域,うちわ（プラスチック製）,ウチワ,,燃やせないごみ,,,
132136,132136GMLT000464,東村山市,全域,腕時計,ウデドケイ,,燃やせないごみ,,,
132136,132136GMLT000465,東村山市,全域,羽毛ふとん,ウモウフトン,,粗大ごみ,,,
132136,132136GMLT000466,東村山市,全域,エアコン（室内機・室外機共）,エアコン,,収集しません,,,
132136,132136GMLT000467,東村山市,全域,映写機,エイシャキ,,粗大ごみ,,,
132136,132136GMLT000468,東村山市,全域,液晶テレビ,エキショウテレビ,,収集しません,,,
132136,132136GMLT000470,東村山市,全域,枝木（家庭に生えている草や木の葉）,エダキ,,燃やせるごみ,,,
132136,132136GMLT000469,東村山市,全域,枝切りばさみ,エダギリバサミ,,粗大ごみ,,,
132136,132136GMLT000471,東村山市,全域,絵具（容器）,エノグ,,燃やせないごみ,,,
132136,132136GMLT000474,東村山市,全域,MDラジカセ,エムディーラジカセ,,粗大ごみ,,,
132136,132136GMLT000473,東村山市,全域,MD・MO（ケース含む）,エムディー・エムオー,,燃やせないごみ,,,
132136,132136GMLT000472,東村山市,全域,エレクトーン,エレクトーン,,収集しません,,,
132136,132136GMLT000475,東村山市,全域,延長コード,エンチョウコード,,燃やせないごみ,,,
132136,132136GMLT000476,東村山市,全域,鉛筆,エンピツ,,燃やせるごみ,,,
132136,132136GMLT000477,東村山市,全域,鉛筆削り器（手動・電動）,エンピツケズリキ,,燃やせないごみ,,,
132136,132136GMLT000478,東村山市,全域,オイル（食用）,オイル,,燃やせるごみ,,,
132136,132136GMLT000479,東村山市,全域,オイル（機械用）,オイル,,収集しません,,,
132136,132136GMLT000480,東村山市,全域,オイル缶（食用）,オイルカン,,びん・かん,,,
132136,132136GMLT000481,東村山市,全域,オイル缶（機械用）,オイルカン,,燃やせないごみ,,,
132136,132136GMLT000482,東村山市,全域,オイルヒーター,オイルヒーター,,粗大ごみ,,,
132136,132136GMLT000483,東村山市,全域,オイルびん（食用）,オイルビン,,びん・かん,,,
132136,132136GMLT000486,東村山市,全域,大型健康器具,オオガタケンコウキグ,,粗大ごみ,,,
132136,132136GMLT000487,東村山市,全域,桶（木製）,オケ,,燃やせるごみ,,,
132136,132136GMLT000488,東村山市,全域,桶（金属製、プラスチック製）,オケ,,燃やせないごみ,,,
132136,132136GMLT000489,東村山市,全域,押し入れ収納棚（パイプ式）,オシイレシュウノウダナ,,粗大ごみ,,,
132136,132136GMLT000490,東村山市,全域,押し入れダンス,オシイレダンス,,粗大ごみ,,,
132136,132136GMLT000491,東村山市,全域,お玉（木製）,オタマ,,燃やせるごみ,,,
132136,132136GMLT000492,東村山市,全域,お玉（金属製・プラ製）,オタマ,,燃やせないごみ,,,
132136,132136GMLT000493,東村山市,全域,落ち葉,オチバ,,燃やせるごみ,,,
132136,132136GMLT000498,東村山市,全域,おまる,オマル,,粗大ごみ,,,
132136,132136GMLT000499,東村山市,全域,おむつ（布製）,オムツ,,燃やせるごみ,,,
132136,132136GMLT000500,東村山市,全域,おむつ（紙製）,オムツ,,燃やせるごみ,,,
132136,132136GMLT000501,東村山市,全域,おむつカバー（布製）,オムツカバー,,燃やせるごみ,,,
132136,132136GMLT000580,東村山市,全域,玩具（木製）,オモチャ,,燃やせるごみ,,,
132136,132136GMLT000581,東村山市,全域,玩具（金属製、プラスチック製）,オモチャ,,燃やせないごみ,,,
132136,132136GMLT000502,東村山市,全域,おもちゃ・玩具,オモチャ・オモチャ,,燃やせないごみ,,,
132136,132136GMLT000503,東村山市,全域,折込チラシ,オリコミチラシ,,古紙・古着,,,
132136,132136GMLT000504,東村山市,全域,オルガン,オルガン,,収集しません,,,
132136,132136GMLT000505,東村山市,全域,おろしがね（木製）,オロシガネ,,燃やせるごみ,,,
132136,132136GMLT000506,東村山市,全域,おろしがね（金属製、プラスチック製）,オロシガネ,,燃やせないごみ,,,
132136,132136GMLT000507,東村山市,全域,温水洗浄便座,オンスイセンジョウベンザ,,粗大ごみ,,,
132136,132136GMLT000508,東村山市,全域,温度計・寒暖計,オンドケイ・カンダンケイ,,有害ごみ,,,
132136,132136GMLT000484,東村山市,全域,OA用紙,オーエーヨウシ,,古紙・古着,,,
132136,132136GMLT000485,東村山市,全域,OA用紙（感熱紙）,オーエーヨウシ,,燃やせるごみ,,,
132136,132136GMLT000494,東村山市,全域,オーディオ機器,オーディオキキ,,粗大ごみ,,,
132136,132136GMLT000495,東村山市,全域,オーディオラック,オーディオラック,,粗大ごみ,,,
132136,132136GMLT000496,東村山市,全域,オートバイ（50cc以上）,オートバイ,,収集しません,,,
132136,132136GMLT000497,東村山市,全域,オーブントースター,オーブントースター,,粗大ごみ,,,
132136,132136GMLT000509,東村山市,全域,貝殻,カイガラ,,燃やせるごみ,,,
132136,132136GMLT000510,東村山市,全域,介護用ベッド,カイゴヨウベッド,,粗大ごみ,,,
132136,132136GMLT000511,東村山市,全域,懐中電灯,カイチュウデントウ,,燃やせないごみ,,,
132136,132136GMLT000512,東村山市,全域,買物袋（レジ袋）,カイモノブクロ,,容器包装プラスチック,,,
132136,132136GMLT000513,東村山市,全域,カイロ（使い捨て）,カイロ,,燃やせるごみ,,,
132136,132136GMLT000515,東村山市,全域,化学ぞうきん,カガクゾウキン,,燃やせるごみ,,,
132136,132136GMLT000514,東村山市,全域,鏡,カガミ,,燃やせないごみ,,,
132136,132136GMLT000517,東村山市,全域,鍵,カギ,,燃やせないごみ,,,
132136,132136GMLT000519,東村山市,全域,傘,カサ,,燃やせないごみ,,,
132136,132136GMLT000520,東村山市,全域,傘立て（木製）,カサタテ,,粗大ごみ,,,
132136,132136GMLT000521,東村山市,全域,傘立て（金属製、プラスチック製、陶器製）,カサタテ,,粗大ごみ,,,
132136,132136GMLT000522,東村山市,全域,加湿器,カシツキ,,粗大ごみ,,,
132136,132136GMLT000523,東村山市,全域,菓子のかん,カシノカン,,びん・かん,,,
132136,132136GMLT000524,東村山市,全域,菓子箱（紙製）,カシバコ,,古紙・古着,,,
132136,132136GMLT000525,東村山市,全域,菓子箱（プラスチック製）,カシバコ,,容器包装プラスチック,,,
132136,132136GMLT000526,東村山市,全域,菓子袋（紙製）,カシブクロ,,古紙・古着,,,
132136,132136GMLT000527,東村山市,全域,菓子袋（プラスチック製）,カシブクロ,,容器包装プラスチック,,,
132136,132136GMLT000531,東村山市,全域,カセットコンロ,カセットコンロ,,燃やせないごみ,,,
132136,132136GMLT000532,東村山市,全域,カセットテープ（ケース含む）,カセットテープ,,燃やせないごみ,,,
132136,132136GMLT000533,東村山市,全域,カセットデッキ,カセットデッキ,,粗大ごみ,,,
132136,132136GMLT000534,東村山市,全域,カセットボンベ,カセットボンベ,,びん・かん,,,
132136,132136GMLT000535,東村山市,全域,固めた食用油,カタメタショクヨウアブラ,,燃やせるごみ,,,
132136,132136GMLT000536,東村山市,全域,カタログ類,カタログルイ,,古紙・古着,,,
132136,132136GMLT000537,東村山市,全域,活性炭,カッセイタン,,燃やせるごみ,,,
132136,132136GMLT000538,東村山市,全域,カッパ（雨具）,カッパ,,燃やせないごみ,,,
132136,132136GMLT000541,東村山市,全域,カップ麺のかやく・スープ袋,カップメンノカヤク・スープブクロ,,容器包装プラスチック,,,
132136,132136GMLT000539,東村山市,全域,カップ麺の容器（紙類）,カップメンノヨウキ,,燃やせるごみ,,,
132136,132136GMLT000540,東村山市,全域,カップ麺の容器（発泡スチロール等）,カップメンノヨウキ,,容器包装プラスチック,,,
132136,132136GMLT000542,東村山市,全域,かつら,カツラ,,燃やせるごみ,,,
132136,132136GMLT000548,東村山市,全域,かなづち,カナヅチ,,燃やせないごみ,,,
132136,132136GMLT000550,東村山市,全域,花瓶,カビン,,燃やせないごみ,,,
132136,132136GMLT000553,東村山市,全域,鎌,カマ,,燃やせるごみ,,,
132136,132136GMLT000554,東村山市,全域,釜,カマ,,燃やせるごみ,,,
132136,132136GMLT000555,東村山市,全域,紙おむつ,カミオムツ,,燃やせるごみ,,,
132136,132136GMLT000556,東村山市,全域,紙くず（汚れたもの）,カミクズ,,燃やせるごみ,,,
132136,132136GMLT000557,東村山市,全域,紙コップ,カミコップ,,燃やせるごみ,,,
132136,132136GMLT000558,東村山市,全域,カミソリ,カミソリ,,燃やせないごみ,,,
132136,132136GMLT000559,東村山市,全域,髪の毛,カミノケ,,燃やせるごみ,,,
132136,132136GMLT000560,東村山市,全域,紙箱,カミバコ,,古紙・古着,,,
132136,132136GMLT000562,東村山市,全域,紙パック,カミパック,,古紙・古着,,,
132136,132136GMLT000561,東村山市,全域,紙袋,カミブクロ,,古紙・古着,,,
132136,132136GMLT000563,東村山市,全域,紙容器（洗濯用洗剤入り）,カミヨウキ,,燃やせるごみ,,,
132136,132136GMLT000564,東村山市,全域,カメラ,カメラ,,燃やせないごみ,,,
132136,132136GMLT000565,東村山市,全域,蚊帳,カヤ,,粗大ごみ,,,
132136,132136GMLT000569,東村山市,全域,カラーボックス,カラーボックス,,粗大ごみ,,,
132136,132136GMLT000570,東村山市,全域,革衣類,カワイルイ,,燃やせないごみ,,,
132136,132136GMLT000571,東村山市,全域,革小物,カワコモノ,,燃やせないごみ,,,
132136,132136GMLT000572,東村山市,全域,革バッグ,カワバッグ,,燃やせないごみ,,,
132136,132136GMLT000573,東村山市,全域,瓦,カワラ,,収集しません,,,
132136,132136GMLT000574,東村山市,全域,缶,カン,,びん・かん,,,
132136,132136GMLT000575,東村山市,全域,換気扇,カンキセン,,粗大ごみ,,,
132136,132136GMLT000576,東村山市,全域,乾燥機（衣類用）,カンソウキ,,収集しません,,,
132136,132136GMLT000577,東村山市,全域,乾燥機（食器用）,カンソウキ,,粗大ごみ,,,
132136,132136GMLT000578,東村山市,全域,乾燥剤（シリカゲル）,カンソウザイ,,燃やせるごみ,,,
132136,132136GMLT000579,東村山市,全域,乾電池,カンデンチ,,有害ごみ,,,
132136,132136GMLT000582,東村山市,全域,感熱紙,カンネツシ,,燃やせるごみ,,,
132136,132136GMLT000543,東村山市,全域,カーテン,カーテン,,燃やせるごみ,,,
132136,132136GMLT000545,東村山市,全域,カーテンレール,カーテンレール,,粗大ごみ,,,
132136,132136GMLT000544,東村山市,全域,カーテン（難燃性）・シャワーカーテン,カーテン・シャワーカーテン,,燃やせないごみ,,,
132136,132136GMLT000551,東村山市,全域,カーペット,カーペット,,粗大ごみ,,500～800円（サイズにより異なる）,
132136,132136GMLT000552,東村山市,全域,カーボン紙,カーボンシ,,燃やせるごみ,,,
132136,132136GMLT000518,東村山市,全域,学習机,ガクシュウヅクエ,,粗大ごみ,,,
132136,132136GMLT000516,東村山市,全域,額縁（木製、金属製・プラスチック製）,ガクブチ,,粗大ごみ,,,
132136,132136GMLT000528,東村山市,全域,ガスストーブ,ガスストーブ,,粗大ごみ,,,300
132136,132136GMLT000529,東村山市,全域,ガスボンベ,ガスボンベ,,収集しません,,,
132136,132136GMLT000530,東村山市,全域,ガスレンジ,ガスレンジ,,粗大ごみ,,,800
132136,132136GMLT000549,東村山市,全域,画鋲,ガビョウ,,燃やせないごみ,,,
132136,132136GMLT000566,東村山市,全域,ガラス,ガラス,,燃やせないごみ,,,
132136,132136GMLT000568,東村山市,全域,ガラスケース,ガラスケース,,燃やせないごみ,,,
132136,132136GMLT000567,東村山市,全域,ガラスの破片,ガラスノハヘン,,燃やせないごみ,,,
132136,132136GMLT000546,東村山市,全域,ガードル,ガードル,,燃やせるごみ,,,
132136,132136GMLT000583,東村山市,全域,木くず,キクズ,,燃やせるごみ,,,
132136,132136GMLT000588,東村山市,全域,キッチンストッカー,キッチンストッカー,,粗大ごみ,,,
132136,132136GMLT000589,東村山市,全域,キッチンペーパー,キッチンペーパー,,燃やせるごみ,,,
132136,132136GMLT000590,東村山市,全域,キッチンワゴン,キッチンワゴン,,粗大ごみ,,,
132136,132136GMLT000587,東村山市,全域,木づち,キヅチ,,燃やせるごみ,,,
132136,132136GMLT000547,東村山市,全域,金たわし,キムタワシ,,燃やせないごみ,,,
132136,132136GMLT000598,東村山市,全域,着物,キモノ,,古紙・古着,,,
132136,132136GMLT000593,東村山市,全域,脚立,キャタツ,,粗大ごみ,,,
132136,132136GMLT000594,東村山市,全域,急須,キュウス,,燃やせないごみ,,,
132136,132136GMLT000595,東村山市,全域,給油ポンプ（家庭ストーブ用）,キュウユポンプ,,燃やせないごみ,,,
132136,132136GMLT000596,東村山市,全域,教科書,キョウカショ,,古紙・古着,,,
132136,132136GMLT000597,東村山市,全域,鏡台（ドレッサー）,キョウダイ,,粗大ごみ,,,
132136,132136GMLT000599,東村山市,全域,金庫（手提げ）,キンコ,,燃やせないごみ,,,
132136,132136GMLT000600,東村山市,全域,金庫（耐火）,キンコ,,収集しません,,,
132136,132136GMLT000591,東村山市,全域,キーボード（楽器）,キーボード,,粗大ごみ,,,
132136,132136GMLT000592,東村山市,全域,キーボード（パソコン機器）,キーボード,,燃やせないごみ,,,
132136,132136GMLT000584,東村山市,全域,ギター（木製）,ギター,,粗大ごみ,,,
132136,132136GMLT000585,東村山市,全域,ギター（非木製）,ギター,,粗大ごみ,,,
132136,132136GMLT000586,東村山市,全域,ギターケース,ギターケース,,粗大ごみ,,,
132136,132136GMLT000601,東村山市,全域,空気清浄機,クウキセイジョウキ,,粗大ごみ,,,
132136,132136GMLT000602,東村山市,全域,釘（くぎ）,クギ,,燃やせないごみ,,,
132136,132136GMLT000603,東村山市,全域,草（家庭に生えていたもの）,クサ,,燃やせるごみ,,,
132136,132136GMLT000604,東村山市,全域,草刈りかま,クサカリカマ,,燃やせないごみ,,,
132136,132136GMLT000605,東村山市,全域,草刈り機,クサカリキ,,粗大ごみ,,,
132136,132136GMLT000606,東村山市,全域,櫛（木・竹製）,クシ,,燃やせるごみ,,,
132136,132136GMLT000607,東村山市,全域,櫛（プラ製・金属製）,クシ,,燃やせないごみ,,,
132136,132136GMLT000608,東村山市,全域,串（木・竹製）,クシ,,燃やせるごみ,,,
132136,132136GMLT000609,東村山市,全域,串（プラ製・金属製）,クシ,,燃やせないごみ,,,
132136,132136GMLT000610,東村山市,全域,薬（処方されたもの）,クスリ,,燃やせるごみ,,,
132136,132136GMLT000611,東村山市,全域,果物の保護材（プラスチック）,クダモノノホゴザイ,,容器包装プラスチック,,,
132136,132136GMLT000614,東村山市,全域,クッション,クッション,,燃やせないごみ,,,
132136,132136GMLT000615,東村山市,全域,クッションカバー,クッションカバー,,燃やせるごみ,,,
132136,132136GMLT000612,東村山市,全域,靴,クツ,,燃やせないごみ,,,
132136,132136GMLT000613,東村山市,全域,靴下,クツシタ,,燃やせるごみ,,,
132136,132136GMLT000618,東村山市,全域,クリーニングの外装ポリ袋,クリーニングノガイソウポリブクロ,,燃やせないごみ,,,
132136,132136GMLT000619,東村山市,全域,車椅子（手動・電動）,クルマイス,,粗大ごみ,,,
132136,132136GMLT000620,東村山市,全域,クレヨン・クレパス,クレヨン・クレパス,,燃やせるごみ,,,
132136,132136GMLT000616,東村山市,全域,クーラー,クーラー,,収集しません,,,
132136,132136GMLT000617,東村山市,全域,クーラーボックス,クーラーボックス,,粗大ごみ,,,
132136,132136GMLT000621,東村山市,全域,グローランプ,グローランプ,,燃やせないごみ,,,
132136,132136GMLT000622,東村山市,全域,軍手,グンテ,,燃やせるごみ,,,
132136,132136GMLT000623,東村山市,全域,蛍光管,ケイコウカン,,有害ごみ,,,
132136,132136GMLT000625,東村山市,全域,携帯電話,ケイタイデンワ,,燃やせないごみ,,,
132136,132136GMLT000624,東村山市,全域,毛糸,ケイト,,燃やせるごみ,,,
132136,132136GMLT000626,東村山市,全域,化粧品のびん,ケショウヒンノビン,,びん・かん,,,
132136,132136GMLT000627,東村山市,全域,化粧品の容器（プラスチック）,ケショウヒンノヨウキ,,容器包装プラスチック,,,
132136,132136GMLT000628,東村山市,全域,化粧品の容器（金属製）,ケショウヒンノヨウキ,,燃やせないごみ,,,
132136,132136GMLT000631,東村山市,全域,建築廃材,ケンチクハイザイ,,収集しません,,,
132136,132136GMLT000635,東村山市,全域,剣道具,ケンドウグ,,粗大ごみ,,,
132136,132136GMLT000629,東村山市,全域,下駄,ゲタ,,燃やせるごみ,,,
132136,132136GMLT000630,東村山市,全域,下駄箱,ゲタバコ,,粗大ごみ,,,
132136,132136GMLT000632,東村山市,全域,玄関マット（布製）,ゲンカンマット,,燃やせるごみ,,,
132136,132136GMLT000633,東村山市,全域,玄関マット（金属が使用されているもの）,ゲンカンマット,,燃やせないごみ,,,
132136,132136GMLT000634,東村山市,全域,原付バイク（50cc以下）,ゲンツキバイク,,粗大ごみ,,,
132136,132136GMLT000637,東村山市,全域,こたつ,コタツ,,粗大ごみ,,,500
132136,132136GMLT000639,東村山市,全域,こたつ掛けふとん,コタツカケフトン,,粗大ごみ,,,
132136,132136GMLT000640,東村山市,全域,こたつ下敷き,コタツシタジキ,,粗大ごみ,,,
132136,132136GMLT000641,東村山市,全域,こたつ電熱器,コタツデンネツキ,,粗大ごみ,,,
132136,132136GMLT000638,東村山市,全域,こたつの天板,コタツノテンバン,,粗大ごみ,,,
132136,132136GMLT000642,東村山市,全域,コップ（ガラス・金属・陶器）,コップ,,燃やせないごみ,,,
132136,132136GMLT000643,東村山市,全域,琴（楽器）,コト,,粗大ごみ,,,
132136,132136GMLT000646,東村山市,全域,粉ミルクのかん,コナミルクノカン,,びん・かん,,,
132136,132136GMLT000648,東村山市,全域,米びつ,コメビツ,,粗大ごみ,,,
132136,132136GMLT000649,東村山市,全域,米袋（紙製）,コメブクロ,,古紙・古着,,,
132136,132136GMLT000650,東村山市,全域,米袋（プラスチック製）,コメブクロ,,容器包装プラスチック,,,
132136,132136GMLT000655,東村山市,全域,コンクリート製品,コンクリートセイヒン,,収集しません,,,
132136,132136GMLT000657,東村山市,全域,コンポスト容器,コンポストヨウキ,,粗大ごみ,,,
132136,132136GMLT000644,東村山市,全域,コード,コード,,燃やせないごみ,,,
132136,132136GMLT000645,東村山市,全域,コードリール,コードリール,,燃やせないごみ,,,
132136,132136GMLT000647,東村山市,全域,コーヒーメーカー,コーヒーメーカー,,燃やせないごみ,,,
132136,132136GMLT000636,東村山市,全域,ござ,ゴザ,,粗大ごみ,,,
132136,132136GMLT000656,東村山市,全域,ごみ箱（プラスチック製）,ゴミバコ,,燃やせないごみ,,,
132136,132136GMLT000652,東村山市,全域,ゴルフクラブ,ゴルフクラブ,,粗大ごみ,,,
132136,132136GMLT000651,東村山市,全域,ゴルフバッグ,ゴルフバッグ,,粗大ごみ,,,
132136,132136GMLT000653,東村山市,全域,ゴルフボール,ゴルフボール,,燃やせないごみ,,,
132136,132136GMLT000654,東村山市,全域,ゴルフマット（練習用）,ゴルフマット,,燃やせないごみ,,,
132136,132136GMLT000658,東村山市,全域,サイクリングマシーン,サイクリングマシーン,,粗大ごみ,,,
132136,132136GMLT000659,東村山市,全域,サイドボード,サイドボード,,粗大ごみ,,,
132136,132136GMLT000661,東村山市,全域,作業服,サギョウフク,,古紙・古着,,,
132136,132136GMLT000663,東村山市,全域,殺菌剤（クレゾール石鹸液など）,サッキンザイ,,収集しません,,,
132136,132136GMLT000665,東村山市,全域,殺虫剤（家庭用、煙・霧タイプ）の缶,サッチュウザイノカン,,びん・かん,,,
132136,132136GMLT000666,東村山市,全域,殺虫スプレー缶,サッチュウスプレーカン,,びん・かん,,,
132136,132136GMLT000669,東村山市,全域,サマーベッド,サマーベッド,,粗大ごみ,,,
132136,132136GMLT000670,東村山市,全域,皿（陶器・金属・ガラス）,サラ,,燃やせないごみ,,,
132136,132136GMLT000671,東村山市,全域,サラダ油のかん,サラダアブラノカン,,びん・かん,,,
132136,132136GMLT000674,東村山市,全域,サンダル,サンダル,,燃やせないごみ,,,
132136,132136GMLT000675,東村山市,全域,三輪車,サンリンシャ,,粗大ごみ,,,
132136,132136GMLT000668,東村山市,全域,サーフボード,サーフボード,,粗大ごみ,,,
132136,132136GMLT000660,東村山市,全域,座椅子,ザイス,,粗大ごみ,,,
132136,132136GMLT000662,東村山市,全域,座卓,ザタク,,粗大ごみ,,500?900円（サイズにより異なる）,
132136,132136GMLT000664,東村山市,全域,雑誌,ザッシ,,古紙・古着,,,
132136,132136GMLT000667,東村山市,全域,座布団,ザブトン,,粗大ごみ,,,
132136,132136GMLT000672,東村山市,全域,ざる（竹製）,ザル,,燃やせるごみ,,,
132136,132136GMLT000673,東村山市,全域,ざる（プラスチック製）,ザル,,燃やせないごみ,,,
132136,132136GMLT000676,東村山市,全域,残飯,ザンパン,,燃やせるごみ,,,
132136,132136GMLT000679,東村山市,全域,下着類,シタギルイ,,燃やせるごみ,,,
132136,132136GMLT000685,東村山市,全域,室内アンテナ,シツナイアンテナ,,燃やせないごみ,,,
132136,132136GMLT000690,東村山市,全域,竹刀,シナイ,,粗大ごみ,,,
132136,132136GMLT000691,東村山市,全域,芝刈り機,シバカリキ,,粗大ごみ,,,
132136,132136GMLT000692,東村山市,全域,写真,シャシン,,燃やせるごみ,,,
132136,132136GMLT000693,東村山市,全域,しゃもじ（木製製）,シャモジ,,燃やせるごみ,,,
132136,132136GMLT000694,東村山市,全域,しゃもじ（プラ製）,シャモジ,,燃やせないごみ,,,
132136,132136GMLT000697,東村山市,全域,シャンプーの詰替用袋（プラスチック）,シャンプーノツメカワヨウブクロ,,容器包装プラスチック,,,
132136,132136GMLT000696,東村山市,全域,シャンプー容器（プラスチック）,シャンプーヨウキ,,容器包装プラスチック,,,
132136,132136GMLT000695,東村山市,全域,シャープペンシル,シャープペンシル,,燃やせないごみ,,,
132136,132136GMLT000698,東村山市,全域,週刊誌,シュウカンシ,,古紙・古着,,,
132136,132136GMLT000704,東村山市,全域,収納ケース（木製）,シュウノウケース,,粗大ごみ,,,
132136,132136GMLT000705,東村山市,全域,収納ケース（プラスチック）,シュウノウケース,,粗大ごみ,,,
132136,132136GMLT000706,東村山市,全域,シュレッダー紙,シュレッダーシ,,古紙・古着,,,
132136,132136GMLT000710,東村山市,全域,消火器,ショウカキ,,収集しません,,,
132136,132136GMLT000707,東村山市,全域,焼却炉（家庭用小型）,ショウキャクロ,,粗大ごみ,,,
132136,132136GMLT000713,東村山市,全域,障子,ショウジ,,粗大ごみ,,,
