"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2002120101,"一の橋",9999,9999,9999,9999,9999,9999,9999,9999,7,,6,"E",121,72,9999
2002120102,"一の橋",9999,9999,9999,9999,3,9,35,194,18,,5,"E",118,69,229
2002120103,"一の橋",2,32,36,68,5,8,35,192,11,,6,"E",117,67,227
2002120104,"一の橋",3,26,36,62,3,8,32,193,14,,7,"ENE",112,68,225
2002120105,"一の橋",3,20,34,54,4,8,32,192,16,,5,"NE",112,68,224
2002120106,"一の橋",3,25,34,59,4,8,34,193,18,,4,"ENE",107,66,227
2002120107,"一の橋",3,22,32,54,5,7,30,192,17,,5,"ESE",110,66,222
2002120108,"一の橋",3,28,31,59,7,7,24,191,18,,3,"NE",110,66,215
2002120109,"一の橋",3,26,32,58,7,8,27,192,17,,7,"NE",107,68,219
2002120110,"一の橋",3,33,34,67,5,9,39,193,18,,7,"NE",105,72,232
2002120111,"一の橋",3,44,35,79,4,10,38,195,34,,7,"NE",106,72,233
2002120112,"一の橋",3,40,35,75,5,10,39,194,42,,5,"ENE",107,73,233
2002120113,"一の橋",3,51,36,87,4,11,47,196,44,,6,"E",102,75,243
2002120114,"一の橋",2,31,32,63,8,9,33,192,47,,6,"NE",102,77,225
2002120115,"一の橋",2,38,33,71,7,9,34,192,39,,5,"NE",99,82,226
2002120116,"一の橋",2,31,31,62,8,8,27,191,32,,7,"E",100,82,218
2002120117,"一の橋",2,40,34,74,5,10,31,191,43,,5,"ENE",101,82,222
2002120118,"一の橋",2,40,33,73,5,10,32,191,30,,8,"E",101,81,223
