"登録日","投票区","投票所名","男[人]","女[人]","計[人]"
"20210301","1","虎ノ門いきいきプラザ","1241","1491","2732"
"20210301","2","南桜公園管理棟","767","687","1454"
"20210301","3","生涯学習センター","369","339","708"
"20210301","4","福祉プラザさくら川","1997","2001","3998"
"20210301","5","エコプラザ","2690","2618","5308"
"20210301","6","障害保健福祉センター","2662","2918","5580"
"20210301","7","芝小学校","2988","3375","6363"
"20210301","8","港勤労福祉会館","1010","1475","2485"
"20210301","9","芝浦港南地区総合支所","3290","3429","6719"
"20210301","10","三田中学校","737","809","1546"
"20210301","11","赤羽小学校","2543","3302","5845"
"20210301","12","豊岡いきいきプラザ","2842","3640","6482"
"20210301","13","御田小学校","1172","1518","2690"
"20210301","14","旧三光小学校（三光学童クラブ）","4411","5829","10240"
"20210301","15","旧神応小学校","2437","3066","5503"
"20210301","16","白金小学校","3586","4834","8420"
"20210301","17","高輪台小学校","3439","4605","8044"
"20210301","18","シティハイツ桂坂","2064","2571","4635"
"20210301","19","国民生活センタ－","2261","2579","4840"
"20210301","20","港南小学校","3687","4235","7922"
"20210301","21","六本木中学校","1779","1789","3568"
"20210301","22","麻布小学校","2528","2972","5500"
"20210301","23","飯倉いきいきプラザ","2473","2894","5367"
"20210301","24","南山小学校","2272","2592","4864"
"20210301","25","南麻布いきいきプラザ","4573","5688","10261"
"20210301","26","本村小学校","2365","3111","5476"
"20210301","27","笄小学校","2453","3121","5574"
"20210301","28","西麻布いきいきプラザ","1623","1727","3350"
"20210301","29","高陵中学校","1522","1939","3461"
"20210301","30","赤坂地区総合支所","1541","1541","3082"
"20210301","31","赤坂子ども中高生プラザ","3150","3346","6496"
"20210301","32","赤坂小学校","2790","3079","5869"
"20210301","33","赤坂図書館","1195","1500","2695"
"20210301","34","青山小学校","1286","1685","2971"
"20210301","35","青南小学校","2824","3536","6360"
"20210301","36","赤坂こども中高生プラザ青山館","438","582","1020"
"20210301","37","お台場学園","1979","2208","4187"
"20210301","38","芝浦港南区民センター","3273","3542","6815"
"20210301","39","品川インターシティB棟","1073","1226","2299"
"20210301","40","芝浦アイランド児童高齢者交流プラザ","3831","3822","7653"
"20210301","41","シティハイツ港南","2622","2850","5472"
"20210301",,"在外選挙人名簿","489","656","1145"

"選挙人名簿登録者数　令和3年3月1日時点","Ver202103",,,,
