実数・増加率,年次・四半期・月次コード,年次・四半期・月次,西暦（年）,月,調査世帯数（世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,消費支出（円）,消費支出／食料（円）,消費支出／住居（円）,消費支出／光熱・水道（円）,消費支出／家具・家事用品（円）,消費支出／被服及び履物（円）,消費支出／保健医療（円）,消費支出／交通・通信（円）,消費支出／教育（円）,消費支出／教養娯楽（円）,消費支出／その他の消費支出（円）
jissu,tuki,実数_平成24年8月,2012,8,235,2.39,0.38,72.4,340397,330189,13436,5053,8383,6419,310333,307295,10208,302735,313981,71492,47197,19414,10092,7446,21665,36201,85,27633,72754
jissu,tuki,実数_平成24年9月,2012,9,227,2.38,0.37,72.3,37315,31500,16842,5288,11554,3799,10860,7595,5815,25893,256397,68833,14754,18041,8402,6165,19259,31287,6458,28010,55187
jissu,tuki,実数_平成24年10月,2012,10,226,2.38,0.35,72.4,308221,305693,14441,2853,11589,5938,285314,284589,2528,266693,291132,72968,34282,19700,12185,10599,17572,22295,4704,37850,58976
jissu,tuki,実数_平成24年11月,2012,11,225,2.35,0.33,73.1,38738,30968,16171,3374,12797,3954,10843,9445,7770,27404,249952,71543,14112,18702,9798,10784,15978,24019,172,28398,56445
jissu,tuki,実数_平成24年12月,2012,12,224,2.38,0.36,73.2,314377,309514,23649,2655,20994,2643,283222,278354,4863,273503,312913,94923,25038,24694,15398,10062,19437,22694,90,34707,65869
jissu,tuki,実数_平成25年1月,2013,1,227,2.32,0.35,73,32612,25789,11268,2845,8423,5065,9457,6571,6823,15454,271048,64344,15402,29019,7353,10139,16183,29376,1457,32103,65673
jissu,tuki,実数_平成25年2月,2013,2,232,2.33,0.35,73,330219,328225,12027,3869,8158,5918,310279,307825,1994,289199,250754,66818,13454,31284,10394,7292,16191,20726,494,32675,51426
meimoku,nen,対前年（同期・同月）名目増加率_平成21年平均,2009,,-,-,-,-,18.5,17.8,26.3,29.2,23.6,26.9,16.8,16.9,37.8,21.4,6.3,2.5,28.5,-2.5,4.2,0.9,4.8,15.7,-73.5,-0.1,11.6
meimoku,nen,対前年（同期・同月）名目増加率_平成22年平均,2010,,-,-,-,-,-7.4,-6.5,27.5,-4.6,58.9,-32.1,-8.1,-8,-28.9,-9.4,-4,-2.4,-9.1,1.4,-7.1,-11.2,-7.3,2.1,400.8,3.3,-11.6
meimoku,nen,対前年（同期・同月）名目増加率_平成23年平均,2011,,-,-,-,-,0.3,0.7,-14.2,7.6,-27.1,23.3,1.6,2.2,-12.9,1.5,-1.4,2.6,-10.9,-7,6.9,3.8,3.9,-9.9,-7,-6.8,2.4
meimoku,nen,対前年（同期・同月）名目増加率_平成24年平均,2012,,-,-,-,-,-2.5,-2.6,18.8,10.6,25.9,-5.4,-4.5,-4.2,1.5,-2.1,3.5,2,23.8,12.1,-4,5,4.3,10.9,83.2,-7,-2.2
meimoku,sihan,対前年（同期・同月）名目増加率_平成23年10～12月,2011,10～12,-,-,-,-,5.8,6.4,-29.4,-11,-44.2,-9.1,11.4,13,-27.8,7,7.8,9.8,-14.2,3.2,30.7,19.2,21.9,-5.4,-70.1,-3.3,21.2
meimoku,sihan,対前年（同期・同月）名目増加率_平成24年1～3月,2012,1～3,-,-,-,-,7.6,8.7,-1.8,16,-15.8,32.1,9.6,13.2,-19.4,13.2,5.5,8.5,-6.5,13.9,7.3,14,13.4,7.7,587.3,2.5,-4.8
meimoku,sihan,対前年（同期・同月）名目増加率_平成24年4～6月,2012,4～6,-,-,-,-,1.2,2.4,36.7,115.8,-12.3,3.1,0,0.8,-35.4,2.3,3.7,4.8,12.7,15,-11.7,-10.6,3.4,14,73.2,-9.4,0.2
meimoku,sihan,対前年（同期・同月）名目増加率_平成24年7～9月,2012,7～9,-,-,-,-,2.3,0.8,82.2,52.4,109.1,-15,-3.7,-5.6,51.7,4.3,3.6,-2.5,40.8,5.9,-5,24.6,4.7,20.6,-8.8,-13.4,1.1
meimoku,sihan,対前年（同期・同月）名目増加率_平成24年10～12月,2012,10～12,-,-,-,-,-14,-14.9,0.4,-70.7,91,-37.5,-15.4,-15.5,59.5,-16.5,1.3,-1.7,48.4,12.3,-4,1.5,-3.3,0.2,170,-5.9,-5
meimoku,tuki,対前年（同期・同月）名目増加率_平成24年2月,2012,2,-,-,-,-,9.6,8.5,24.6,3.9,46.2,6.5,7.5,8.1,185.7,10.5,7.5,11.1,-6.3,15.5,40,0.8,49.1,-2.8,580.5,-12.7,1.9
meimoku,tuki,対前年（同期・同月）名目増加率_平成24年3月,2012,3,-,-,-,-,1.2,6.8,-6.6,23.7,-26.9,15.3,26.6,147.7,-34.1,24.2,3.8,5.1,41.8,10.7,15,44,-13.2,5.7,488.4,26.8,-17.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成24年4月,2012,4,-,-,-,-,3.6,3.8,33.8,54.5,7.4,30.7,1.8,2.5,-8.9,3.7,1.7,5.3,32.8,12.6,-16.9,-6.6,-27.8,15,85.7,-21.2,0.6
meimoku,tuki,対前年（同期・同月）名目増加率_平成24年5月,2012,5,-,-,-,-,-7.8,9,25.9,85.3,-10,48.1,-28.6,-33.4,-54.8,-25.4,11.7,6.9,12.8,19.9,-22.9,-22.8,47.1,23,19.9,16.4,10
meimoku,tuki,対前年（同期・同月）名目増加率_平成24年6月,2012,6,-,-,-,-,0.1,0.3,51.2,379.1,-26.2,-47.5,-0.6,0.1,-21.6,2.3,-2.7,2.3,-1.1,12.6,2.6,-1,4.8,2.6,544.4,-19.9,-8.9
meimoku,tuki,対前年（同期・同月）名目増加率_平成24年7月,2012,7,-,-,-,-,36.8,55.5,113.7,199.4,61.4,16.8,47.3,7.1,-43,17.2,-3.5,-1,41.9,-1.4,2.6,33.4,-12.6,6.6,-33.5,-18.6,-11.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成24年8月,2012,8,-,-,-,-,-2.5,-4.6,68.3,48.3,83.3,-12.3,-6.2,-5.7,215.1,0.5,20.5,0.1,130.7,19.3,-9.4,12.7,31.1,51.3,-49.4,-5.8,12.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成24年9月,2012,9,-,-,-,-,18.3,11,74.2,-4.7,180.4,-43.3,-9.6,-15.7,82.9,60.3,-5.6,-6.7,-37.5,0.3,-9.6,24.6,1.1,5,-4.4,-14.2,2.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成24年10月,2012,10,-,-,-,-,-11.3,-11.4,27.9,-37.8,72.9,17.3,-13.2,-12.8,1.4,-14.5,11.6,-2.1,142.4,14.6,24.7,2.7,-0.8,-1.9,528,-11.8,16.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成24年11月,2012,11,-,-,-,-,-2.1,-15.4,13.6,-51.5,75.9,-43.3,-29.6,-29.8,160.1,-1.4,-6.5,0.9,-4.2,7.3,-31,-0.4,-14.9,3.2,-78.8,-14.3,-10.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成24年12月,2012,12,-,-,-,-,-17.6,-18,-17.1,-85.8,114.7,-67,-17,-17.5,20.9,-19.5,-0.5,-3.3,21.5,14.5,2.9,2.3,6.2,-0.8,-67.9,11.2,-14.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年1月,2013,1,-,-,-,-,-27.8,-38.2,-44.1,-77,7.9,-44.3,-24.4,-40.6,97.9,-50.9,5.8,-3.6,11.3,7.6,9.5,7.8,6.6,35.9,-66.2,28.5,-1.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年2月,2013,2,-,-,-,-,-1.7,-0.8,-47.7,-60.5,-38.1,10.5,2.6,2.9,-61.6,-3.3,-0.2,-5.3,14.5,3.8,16.6,19.6,-22.1,19.3,-71.6,12.2,-6
jissitu,nen,対前年（同期・同月）実質増加率_平成21年平均,2009,,-,-,-,-,19.9,19.2,27.8,30.8,25.1,28.4,18.2,18.3,39.5,22.9,7.6,3,29,-0.6,6.9,2.5,4.7,18.8,-73.7,3.1,-
jissitu,nen,対前年（同期・同月）実質増加率_平成22年平均,2010,,-,-,-,-,-6.5,-5.6,28.8,-3.6,60.5,-31.4,-7.2,-7.1,-28.2,-8.5,-3,-2,-8.5,3.7,-3,-9.8,-6.8,1.9,426.1,4.9,-
jissitu,nen,対前年（同期・同月）実質増加率_平成23年平均,2011,,-,-,-,-,0.8,1.2,-13.8,8.1,-26.7,23.9,2.1,2.7,-12.5,2,-0.9,3.3,-10.4,-9.4,13.2,3.4,4.5,-10.4,-7,-3.5,-
jissitu,nen,対前年（同期・同月）実質増加率_平成24年平均,2012,,-,-,-,-,-2,-2.1,19.4,11.2,26.5,-4.9,-4,-3.7,2,-1.6,4,2.7,24.5,5.6,1.9,5.2,4.6,11,82.7,-4.6,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成23年10～12月,2011,10～12,-,-,-,-,6.4,7,-29,-10.5,-43.9,-8.6,12.1,13.7,-27.4,7.6,8.5,11,-13.6,-2.5,39.6,19,23,-6,-70.3,0.1,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成24年1～3月,2012,1～3,-,-,-,-,7.6,8.7,-1.8,16,-15.8,32.1,9.6,13.2,-19.4,13.2,5.5,8,-5.7,6.5,13.2,14.1,14.1,7.4,582.5,5.9,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成24年4～6月,2012,4～6,-,-,-,-,1.6,2.8,37.2,116.7,-11.9,3.5,0.4,1.2,-35.1,2.7,4.1,4.9,13.7,8.9,-5.1,-10.2,4,14.3,73,-7.5,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成24年7～9月,2012,7～9,-,-,-,-,3,1.5,83.5,53.5,110.6,-14.4,-3,-4.9,52.8,5,4.3,-0.9,41.5,-0.2,0.7,23.6,4.6,21.2,-8.9,-10.9,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成24年10～12月,2012,10～12,-,-,-,-,-13.4,-14.3,1.1,-70.5,92.3,-37.1,-14.8,-14.9,60.6,-15.9,2,-0.2,48.8,5.8,1.3,2.7,-3.2,0.4,169.7,-3.7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成24年2月,2012,2,-,-,-,-,9.7,8.6,24.7,4,46.3,6.6,7.6,8.2,186,10.6,7.6,10.9,-5.5,7.6,48,0.5,50.2,-3,575.8,-9.9,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成24年3月,2012,3,-,-,-,-,1.2,6.8,-6.6,23.7,-26.9,15.3,26.6,147.7,-34.1,24.2,3.8,4.4,42.8,3.7,21.4,44.9,-12.9,5.6,484.9,30.1,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成24年4月,2012,4,-,-,-,-,3.8,4,34.1,54.8,7.6,31,2,2.7,-8.7,3.9,1.9,5.5,34,5.8,-10.6,-6.1,-27.7,15,85.5,-20.1,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成24年5月,2012,5,-,-,-,-,-7.4,9.4,26.4,86,-9.6,48.7,-28.3,-33.1,-54.6,-25.1,12.1,6.5,13.7,13.6,-16.6,-22.2,48.4,23.4,19.8,19.8,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成24年6月,2012,6,-,-,-,-,0.6,0.8,52,381.5,-25.8,-47.2,-0.1,0.6,-21.2,2.8,-2.2,2.9,-0.4,7,9.4,-0.6,5.6,2.8,543.8,-18.1,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成24年7月,2012,7,-,-,-,-,37.8,56.6,115.2,201.5,62.5,17.6,48.3,7.9,-42.6,18,-2.8,0.4,42.8,-6,8.5,31.6,-12.6,7.6,-33.6,-16.3,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成24年8月,2012,8,-,-,-,-,-1.8,-3.9,69.5,49.3,84.6,-11.7,-5.5,-5,217.3,1.2,21.3,1.7,132.1,13.5,-3.7,11.5,30.8,52.1,-49.5,-3.7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成24年9月,2012,9,-,-,-,-,19.1,11.8,75.4,-4,182.4,-42.9,-9,-15.1,84.2,61.4,-4.9,-4.9,-37.2,-7.2,-4,24.5,1,5.1,-4.5,-11.2,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成24年10月,2012,10,-,-,-,-,-10.6,-10.7,28.9,-37.3,74.3,18.2,-12.5,-12.1,2.2,-13.8,12.5,0.3,143.4,7.2,31.3,3.5,-0.9,-2.1,527.4,-9.1,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成24年11月,2012,11,-,-,-,-,-1.6,-15,14.2,-51.3,76.8,-43,-29.2,-29.4,161.4,-0.9,-6,2.1,-3.9,1.3,-27.1,1,-14.7,3.6,-78.8,-12.6,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成24年12月,2012,12,-,-,-,-,-17.1,-17.5,-16.6,-85.7,116,-66.8,-16.5,-17,21.6,-19,0.1,-2.3,21.9,8.6,8.8,3.5,6.4,-0.1,-67.9,13.5,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年1月,2013,1,-,-,-,-,-27.4,-37.8,-43.8,-76.9,8.6,-44,-23.9,-40.2,99.1,-50.6,6.4,-2.7,11.6,2.8,17.4,7.9,6.9,37.1,-66.2,30.6,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年2月,2013,2,-,-,-,-,-0.7,0.2,-47.2,-60.1,-37.5,11.6,3.6,3.9,-61.2,-2.3,0.8,-3.3,14.8,0,23.1,22.5,-22,19.1,-71.6,14.8,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成25年2月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主要指標３　―無職世帯―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
