項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,714,-,887,-,996,-,947,-,964,-,707,-,1016,-,3768,-,1647,-
0,0,0,0,0,調査世帯数,768,-,52,-,67,-,85,-,71,-,72,-,54,-,76,-,291,-,128,-
0,0,0,0,0,世帯人員,3.05,-,3.28,-,3.6,-,3.73,-,3.52,-,3.49,-,3.48,-,2.91,-,2.42,-,2.36,-
0,0,0,0,0,有業人員,1.28,-,1.39,-,1.36,-,1.49,-,1.57,-,1.75,-,2.06,-,1.6,-,0.76,-,0.51,-
0,0,0,0,0,世帯主平均年齢,57.4,-,30.4,-,37.2,-,42.4,-,46.9,-,51.9,-,56.7,-,62.1,-,74,-,80,-
2,2,0,0,0,生計支出,353770,-,512119,-,320872,-,334618,-,398057,-,335682,-,393776,-,348244,-,324057,-,351864,-
2,3,0,0,0,消費支出,336072,100,264247,100,320872,100,334618,100,398057,100,335682,100,393776,100,348244,100,324057,100,351864,100
2,4,1,0,0,食料,81169,24.2,62612,23.7,71464,22.3,86977,26,92109,23.1,87862,26.2,101484,25.8,84011,24.1,76394,23.6,72794,20.7
2,5,1,1,0,穀類,7055,2.1,5052,1.9,6478,2,8136,2.4,8163,2.1,7201,2.1,8454,2.1,7565,2.2,6568,2,6513,1.9
2,6,1,1,1,米類,2529,0.8,1408,0.5,2211,0.7,2936,0.9,3224,0.8,2223,0.7,2614,0.7,2864,0.8,2506,0.8,2729,0.8
2,6,1,1,2,パン,2792,0.8,2099,0.8,2616,0.8,3217,1,2895,0.7,3226,1,3792,1,2901,0.8,2499,0.8,2460,0.7
2,6,1,1,3,めん類,1384,0.4,1153,0.4,1222,0.4,1490,0.4,1637,0.4,1321,0.4,1728,0.4,1539,0.4,1283,0.4,1147,0.3
2,6,1,1,4,他の穀類,349,0.1,391,0.1,429,0.1,493,0.1,406,0.1,431,0.1,320,0.1,261,0.1,279,0.1,176,0.1
2,5,1,2,0,魚介類,6089,1.8,2226,0.8,3810,1.2,4496,1.3,4693,1.2,5936,1.8,7030,1.8,7723,2.2,7551,2.3,7060,2
2,6,1,2,1,生鮮魚介,3675,1.1,1352,0.5,2384,0.7,2695,0.8,2885,0.7,3548,1.1,3944,1,4818,1.4,4551,1.4,3992,1.1
2,6,1,2,2,塩干魚介,1143,0.3,385,0.1,617,0.2,907,0.3,819,0.2,1185,0.4,1374,0.3,1465,0.4,1413,0.4,1437,0.4
2,6,1,2,3,魚肉練製品,505,0.2,255,0.1,351,0.1,359,0.1,493,0.1,420,0.1,605,0.2,619,0.2,602,0.2,651,0.2
2,6,1,2,4,他の魚介加工品,766,0.2,234,0.1,460,0.1,536,0.2,495,0.1,783,0.2,1106,0.3,820,0.2,984,0.3,980,0.3
2,5,1,3,0,肉類,6946,2.1,4860,1.8,6084,1.9,8052,2.4,7624,1.9,9824,2.9,8712,2.2,8163,2.3,5687,1.8,4665,1.3
