項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,562,936,1145,1065,1005,858,954,3475,1677
0,0,0,0,0,0,0,調査世帯数,760,-,40,69,88,78,74,64,73,274,133
0,0,0,0,0,0,0,世帯人員,3.06,-,2.94,3.45,3.52,3.68,3.5,3.54,2.87,2.44,2.39
0,0,0,0,0,0,0,有業人員,1.36,-,1.54,1.4,1.41,1.56,1.9,1.99,1.58,0.86,0.63
0,0,0,0,0,0,0,世帯主平均年齢,56.9,-,30.9,37.3,42.3,46.9,51.9,56.9,62,74.5,80.4
2,2,0,0,0,0,0,生計支出,375503,21.5,301609,292042,514256,443141,365652,625627,329027,297309,321335
2,3,0,0,0,102-981,0,消費支出,339876,9.9,285867,292042,315926,443141,365652,485461,329027,297309,321335
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,86062,6.4,67007,72599,84894,96645,93321,111966,93249,79441,75821
2,5,1,1,0,102-160,0,穀類,6578,4.1,4363,5326,6904,7324,8026,7305,6576,6341,6443
2,6,1,1,1,102,0,米類,2447,9.8,1115,1207,2249,2430,3001,2664,2363,2875,3280
2,7,1,1,1,102,102,米,2447,9.8,1115,1207,2249,2430,3001,2664,2363,2875,3280
2,6,1,1,2,"120,　129",0,パン,2528,2.6,1917,2585,2968,2910,3087,2754,2644,2099,1908
2,7,1,1,2,"120,　129",120,食パン,754,4.3,435,596,843,774,768,791,750,801,727
2,7,1,1,2,"120,　129",129,他のパン,1774,1.8,1482,1989,2125,2136,2319,1963,1895,1298,1180
2,6,1,1,3,130-139,0,めん類,1236,-3.2,964,1131,1260,1463,1401,1588,1202,1105,955
2,7,1,1,3,130-139,130,生うどん・そば,221,-0.5,187,181,233,205,187,277,192,242,204
2,7,1,1,3,130-139,131,乾うどん・そば,111,-27.9,23,99,54,67,79,123,107,167,153
2,7,1,1,3,130-139,134,スパゲッティ,124,19.2,124,118,140,178,180,180,126,73,65
2,7,1,1,3,130-139,133,中華めん,330,-13.4,241,265,359,412,383,400,268,312,262
2,7,1,1,3,130-139,135,カップめん,227,8.1,283,265,220,323,286,323,251,134,111
2,7,1,1,3,130-139,132,即席めん,148,11.3,80,122,159,171,195,198,189,118,96
2,7,1,1,3,130-139,139,他のめん類,75,2.7,27,81,94,107,92,86,68,59,64
2,6,1,1,4,140-160,0,他の穀類,368,5.4,367,403,426,521,537,299,367,262,300
2,7,1,1,4,140-160,140,小麦粉,48,-26.2,21,36,84,60,68,26,61,35,34
2,7,1,1,4,140-160,150,もち,69,40.8,14,48,72,58,142,51,37,79,93
2,7,1,1,4,140-160,160,他の穀類のその他,251,6.8,331,319,270,403,327,222,269,148,172
2,5,1,2,0,170-217,0,魚介類,6016,0.1,2261,3220,4763,5236,5446,7105,7632,7482,7095
2,6,1,2,1,170-194,0,生鮮魚介,3693,0.5,1304,2072,3118,3030,3396,4370,4858,4507,4250
2,7,1,2,1,170-189,0,鮮魚,3449,2.6,1180,2000,2950,2873,3151,3974,4525,4208,3941
2,7,1,2,1,170-189,170,まぐろ,553,-1.1,123,159,334,488,462,822,774,719,693
2,7,1,2,1,170-189,172,あじ,95,14.5,25,40,47,54,64,113,151,139,128
2,7,1,2,1,170-189,173,いわし,38,22.6,-,22,32,29,38,51,32,51,61
2,7,1,2,1,170-189,174,かつお,102,-30.6,14,33,86,115,75,87,180,127,107
