項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,777,892,938,965,876,715,1097,3738,1589
0,0,0,0,0,0,0,調査世帯数,748,-,57,65,72,75,67,52,84,276,115
0,0,0,0,0,0,0,世帯人員,3.01,-,3.09,3.77,3.57,3.76,3.63,3.21,2.81,2.35,2.24
0,0,0,0,0,0,0,有業人員,1.28,-,1.43,1.52,1.45,1.61,1.74,2.02,1.52,0.74,0.36
0,0,0,0,0,0,0,世帯主平均年齢,57.2,-,31,36.8,42.3,46.9,52.2,56.8,61.8,73.8,79.9
2,2,0,0,0,0,0,生計支出,295893,-1.5,277609,293536,304022,314471,368945,346588,310816,262216,245493
2,3,0,0,0,102-981,0,消費支出,294492,1,277609,293536,304022,314471,368945,346588,310816,258468,236679
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,77342,-1.5,68437,68440,74217,82611,93779,84056,75537,76135,71832
2,5,1,1,0,102-160,0,穀類,6386,-3.4,5121,5830,6922,7594,7269,6680,6172,6134,5798
2,6,1,1,1,102,0,米類,2294,6.8,1658,2057,2746,2725,2295,2151,2191,2317,2382
2,7,1,1,1,102,102,米,2294,6.8,1658,2057,2746,2725,2295,2151,2191,2317,2382
2,6,1,1,2,"120,　129",0,パン,2536,-6.5,2049,2082,2545,3024,3116,2929,2547,2403,2151
2,7,1,1,2,"120,　129",120,食パン,750,-6,526,710,791,908,768,657,727,776,812
2,7,1,1,2,"120,　129",129,他のパン,1786,-6.7,1523,1372,1754,2116,2348,2272,1820,1627,1339
2,6,1,1,3,130-139,0,めん類,1202,-10.7,1075,1226,1257,1457,1313,1316,1196,1096,952
2,7,1,1,3,130-139,130,生うどん・そば,258,-21.6,228,234,233,258,201,275,256,287,243
2,7,1,1,3,130-139,131,乾うどん・そば,64,-17.9,12,16,39,83,68,28,45,99,54
2,7,1,1,3,130-139,134,スパゲッティ,125,-13.8,171,198,138,217,141,110,119,71,34
2,7,1,1,3,130-139,133,中華めん,290,-8.8,278,301,349,326,253,284,318,266,237
2,7,1,1,3,130-139,135,カップめん,224,-4.3,215,236,191,282,303,303,223,182,184
2,7,1,1,3,130-139,132,即席めん,154,8.5,108,140,230,183,214,189,160,118,123
2,7,1,1,3,130-139,139,他のめん類,87,-13,63,100,78,109,133,127,74,72,76
2,6,1,1,4,140-160,0,他の穀類,353,-13.1,340,465,373,388,545,285,238,318,312
2,7,1,1,4,140-160,140,小麦粉,54,1.9,55,83,90,60,75,30,48,37,28
2,7,1,1,4,140-160,150,もち,107,-27.7,49,87,42,58,87,82,66,173,183
2,7,1,1,4,140-160,160,他の穀類のその他,193,-5.9,236,295,241,270,384,173,124,108,101
2,5,1,2,0,170-217,0,魚介類,5962,-11,2491,3927,4575,4631,5531,6790,6780,7564,6989
2,6,1,2,1,170-194,0,生鮮魚介,3618,-8.8,1538,2230,2829,2838,3564,4148,4240,4509,4048
