項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3114,-,5232,-,594,-,121,-,1060,-,2920,-
0,0,0,0,0,調査世帯数,768,-,242,-,400,-,45,-,10,-,81,-,219,-
0,0,0,0,0,世帯人員,3.05,-,2,-,3.64,-,2.26,-,2.36,-,3.63,-,3.38,-
0,0,0,0,0,有業人員,1.28,-,0.73,-,1.59,-,0.99,-,0.86,-,1.54,-,2.26,-
0,0,0,0,0,世帯主平均年齢,57.4,-,68,-,50.7,-,61.2,-,41.1,-,57,-,50.3,-
2,2,0,0,0,生計支出,353770,-,340021,-,383570,-,262173,-,240653,-,298448,-,346003,-
2,3,0,0,0,消費支出,336072,100,340021,100,349743,100,262173,100,240653,100,298448,100,346003,100
2,4,1,0,0,食料,81169,24.2,75470,22.2,85154,24.3,61468,23.4,58097,24.1,89284,29.9,87206,25.2
2,5,1,1,0,穀類,7055,2.1,5842,1.7,7681,2.2,5541,2.1,4681,1.9,8372,2.8,7124,2.1
2,6,1,1,1,米類,2529,0.8,2233,0.7,2712,0.8,1275,0.5,1307,0.5,3201,1.1,2475,0.7
2,6,1,1,2,パン,2792,0.8,2316,0.7,3017,0.9,2800,1.1,1981,0.8,3076,1,2786,0.8
2,6,1,1,3,めん類,1384,0.4,1027,0.3,1539,0.4,1103,0.4,885,0.4,1825,0.6,1453,0.4
2,6,1,1,4,他の穀類,349,0.1,266,0.1,413,0.1,364,0.1,508,0.2,271,0.1,409,0.1
2,5,1,2,0,魚介類,6089,1.8,6374,1.9,5896,1.7,4030,1.5,2729,1.1,7357,2.5,5477,1.6
2,6,1,2,1,生鮮魚介,3675,1.1,3719,1.1,3692,1.1,2171,0.8,1541,0.6,4309,1.4,3278,0.9
2,6,1,2,2,塩干魚介,1143,0.3,1235,0.4,1038,0.3,775,0.3,559,0.2,1595,0.5,1042,0.3
2,6,1,2,3,魚肉練製品,505,0.2,520,0.2,503,0.1,474,0.2,413,0.2,486,0.2,513,0.1
2,6,1,2,4,他の魚介加工品,766,0.2,900,0.3,663,0.2,610,0.2,216,0.1,967,0.3,644,0.2
2,5,1,3,0,肉類,6946,2.1,5070,1.5,8009,2.3,5020,1.9,3884,1.6,8298,2.8,7174,2.1
