項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,606,765,932,1140,991,921,800,3843,1759
0,0,0,0,0,0,0,調査世帯数,752,-,45,59,72,82,71,67,61,295,135
0,0,0,0,0,0,0,世帯人員,2.95,-,2.84,3.38,3.54,3.46,3.52,3.23,2.74,2.43,2.32
0,0,0,0,0,0,0,有業人員,1.32,-,1.35,1.52,1.46,1.56,2.1,1.65,1.59,0.83,0.57
0,0,0,0,0,0,0,世帯主平均年齢,57.8,-,31.3,37,42,46.9,51.8,56.8,62.1,74,80
2,2,0,0,0,0,0,生計支出,393918,12.1,241768,759921,338622,431639,400943,464418,376894,332086,304221
2,3,0,0,0,102-981,0,消費支出,360671,2.6,241768,340003,338622,421896,400943,464418,376894,332086,304221
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,107004,0.3,64455,89316,103571,114242,104805,112298,120317,112446,106861
2,5,1,1,0,102-160,0,穀類,8002,-3.4,5008,6849,7479,7697,9411,8114,8990,8325,7662
2,6,1,1,1,102,0,米類,2364,-2.1,1061,1542,2095,2145,3372,2119,3132,2502,2344
2,7,1,1,1,102,102,米,2364,-2.1,1061,1542,2095,2145,3372,2119,3132,2502,2344
2,6,1,1,2,"120,　129",0,パン,2611,-1.7,2245,3008,3071,2981,3157,2907,2795,2119,1841
2,7,1,1,2,"120,　129",120,食パン,751,2.6,525,945,774,788,751,661,812,741,739
2,7,1,1,2,"120,　129",129,他のパン,1860,-3.3,1720,2062,2297,2193,2407,2246,1984,1378,1102
2,6,1,1,3,130-139,0,めん類,1666,-11.5,1134,1534,1568,1497,1940,1592,1504,1830,1720
2,7,1,1,3,130-139,130,生うどん・そば,449,0,250,357,361,395,800,322,487,467,473
2,7,1,1,3,130-139,131,乾うどん・そば,282,-15.3,80,160,146,52,147,150,115,539,539
2,7,1,1,3,130-139,134,スパゲッティ,128,1.6,101,157,208,256,142,130,78,76,76
2,7,1,1,3,130-139,133,中華めん,279,-18.4,242,307,302,305,264,286,334,256,179
2,7,1,1,3,130-139,135,カップめん,280,-17.9,326,362,290,238,286,398,263,239,236
2,7,1,1,3,130-139,132,即席めん,162,-19,120,107,157,141,204,227,150,164,149
2,7,1,1,3,130-139,139,他のめん類,86,-5.5,14,83,104,109,98,79,76,88,69
2,6,1,1,4,140-160,0,他の穀類,1361,2,569,765,746,1075,941,1496,1559,1874,1756
2,7,1,1,4,140-160,140,小麦粉,59,-9.2,23,60,99,76,59,72,41,50,40
2,7,1,1,4,140-160,150,もち,1036,-5.6,299,433,455,595,648,1289,1337,1521,1515
2,7,1,1,4,140-160,160,他の穀類のその他,267,54.3,246,272,191,403,234,136,182,304,202
2,5,1,2,0,170-217,0,魚介類,11413,1,2328,4979,8235,8047,7822,11494,14620,16136,13930
2,6,1,2,1,170-194,0,生鮮魚介,5702,2.4,1214,2524,4410,4483,4047,5586,7737,7749,6198
2,7,1,2,1,170-189,0,鮮魚,5193,2.9,1091,2374,4156,4100,3554,5085,6833,7085,5682
2,7,1,2,1,170-189,170,まぐろ,1101,11.7,114,244,597,577,677,982,1542,1750,1449
2,7,1,2,1,170-189,172,あじ,74,0,4,54,33,45,40,114,76,106,98
2,7,1,2,1,170-189,173,いわし,24,33.3,6,10,13,13,3,14,37,41,47
2,7,1,2,1,170-189,174,かつお,38,15.2,7,3,62,81,18,37,44,36,53
2,7,1,2,1,170-189,175,かれい,67,11.7,21,71,53,50,33,105,67,82,62
2,7,1,2,1,170-189,176,さけ,330,-10.3,117,206,373,413,222,251,471,371,285
2,7,1,2,1,170-189,177,さば,64,-9.9,57,39,46,64,96,40,42,75,81
2,7,1,2,1,170-189,178,さんま,25,-19.4,31,26,47,2,11,4,30,32,19
2,7,1,2,1,170-189,180,たい,120,16.5,33,16,142,61,71,237,53,165,176
2,7,1,2,1,170-189,181,ぶり,415,0.5,115,197,614,288,221,278,641,531,532
2,7,1,2,1,170-189,182,いか,134,0,55,51,89,81,96,205,108,187,98
2,7,1,2,1,170-189,183,たこ,227,-1.3,78,41,249,163,70,226,292,327,258
2,7,1,2,1,170-189,185,えび,463,4.8,49,296,322,285,296,655,586,620,342
2,7,1,2,1,170-189,186,かに,851,24.1,72,543,279,1121,596,917,1200,1071,678
2,7,1,2,1,170-189,189,他の鮮魚,701,-12.3,103,234,881,462,444,675,880,950,776
2,7,1,2,1,170-189,187,さしみ盛合わせ,562,-6,229,343,355,395,661,344,764,742,728
2,7,1,2,1,190-194,0,貝類,509,-1.9,123,151,254,383,494,501,904,664,516
2,7,1,2,1,190-194,190,あさり,69,-17.9,10,35,57,43,52,52,80,102,114
2,7,1,2,1,190-194,192,しじみ,50,51.5,-,10,-,83,52,54,20,73,84
2,7,1,2,1,190-194,191,かき(貝),218,6.3,72,74,113,144,280,198,553,237,212
2,7,1,2,1,190-194,194,ほたて貝,142,-13.4,23,9,57,105,98,133,191,222,86
2,7,1,2,1,190-194,193,他の貝,29,-14.7,18,22,27,8,11,64,60,29,20
2,6,1,2,2,195-202,0,塩干魚介,2307,11.6,339,695,1519,1129,1260,2412,2308,3722,3371
2,7,1,2,2,195-202,195,塩さけ,337,12.3,78,104,312,109,127,608,99,537,503
2,7,1,2,2,195-202,196,たらこ,456,72.1,25,83,223,152,174,266,569,840,517
2,7,1,2,2,195-202,197,しらす干し,114,-27.8,69,82,172,115,84,71,65,140,105
2,7,1,2,2,195-202,198,干しあじ,88,-14.6,23,51,76,66,12,101,58,138,134
2,7,1,2,2,195-202,200,煮干し,25,0,-,14,7,14,30,22,13,41,29
2,7,1,2,2,195-202,202,他の塩干魚介,1286,5.6,144,361,729,673,834,1344,1502,2026,2082
2,6,1,2,3,203-209,0,魚肉練製品,1518,-14.3,244,730,932,1009,1121,1677,2320,2065,1971
2,7,1,2,3,203-209,203,揚げかまぼこ,179,-16.4,43,51,66,120,140,192,282,257,246
2,7,1,2,3,203-209,204,ちくわ,101,-42,42,47,45,90,88,100,162,129,114
2,7,1,2,3,203-209,205,かまぼこ,814,-9.3,84,371,589,591,572,1061,1129,1077,920
2,7,1,2,3,203-209,209,他の魚肉練製品,423,-13.1,75,261,232,208,322,324,746,602,692
2,6,1,2,4,210-217,0,他の魚介加工品,1887,-0.4,532,1029,1373,1426,1394,1819,2255,2600,2389
2,7,1,2,4,210-217,210,かつお節・削り節,133,49.4,30,169,88,73,198,116,148,154,98
2,7,1,2,4,210-217,213,魚介の漬物,822,-4.2,99,256,612,586,432,911,812,1252,1102
2,7,1,2,4,210-217,215,魚介のつくだ煮,310,26,72,159,85,164,185,243,310,525,628
2,7,1,2,4,210-217,216,魚介の缶詰,200,-33.1,175,124,300,388,157,173,195,156,167
2,7,1,2,4,210-217,217,他の魚介加工品のその他,422,4.7,155,321,287,215,422,376,790,512,395
2,5,1,3,0,"220-229,　22X",0,肉類,9244,8.5,4072,6458,9038,9607,10906,11450,11039,9224,8140
2,6,1,3,1,"220-224,　22X",0,生鮮肉,7140,8.5,2705,5054,7259,7581,9071,8191,8763,7007,6294
2,7,1,3,1,"220-224,　22X",220,牛肉,2688,12.7,432,1291,2097,2020,3133,3497,3836,3115,2989
2,7,1,3,1,"220-224,　22X",221,豚肉,2516,8.1,1391,2036,2915,2971,3591,2612,2788,2201,1862
2,7,1,3,1,"220-224,　22X",222,鶏肉,1630,2.4,744,1364,1705,2175,2011,1817,1819,1461,1228
2,7,1,3,1,"220-224,　22X",22X,合いびき肉,154,17.6,66,233,234,242,185,92,143,117,100
2,7,1,3,1,"220-224,　22X",224,他の生鮮肉,151,4.9,71,128,308,172,151,174,176,113,116
2,6,1,3,2,225-229,0,加工肉,2104,8.6,1367,1404,1779,2026,1835,3259,2277,2217,1846
2,7,1,3,2,225-229,225,ハム,1018,6.9,707,338,593,684,571,1580,1143,1361,1056
2,7,1,3,2,225-229,226,ソーセージ,656,6.5,440,593,770,790,759,1199,647,480,418
2,7,1,3,2,225-229,227,ベーコン,237,9.7,69,209,303,320,322,256,268,195,176
2,7,1,3,2,225-229,229,他の加工肉,193,27,151,265,113,233,183,224,218,182,196
2,5,1,4,0,230-238,0,乳卵類,4072,5.6,2960,3714,4234,4364,4139,3600,3940,4317,4724
2,6,1,4,1,230,0,牛乳,1332,-0.1,814,1019,1445,1142,1400,1217,1170,1548,1796
2,6,1,4,2,231-235,0,乳製品,1944,7.3,1716,2059,1966,2381,1981,1586,1943,1898,2076
2,7,1,4,2,231-235,231,粉ミルク,85,44.1,589,458,-,-,3,-,-,36,70
2,7,1,4,2,231-235,232,ヨーグルト,941,0.6,473,832,825,1009,828,706,1175,1081,1244
2,7,1,4,2,231-235,233,バター,143,24.3,84,125,120,169,245,191,131,118,110
2,7,1,4,2,231-235,234,チーズ,680,13,504,548,901,1077,778,606,482,597,576
2,7,1,4,2,231-235,235,他の乳製品,95,-5.9,66,96,120,126,127,83,155,65,76
2,6,1,4,3,238,0,卵,797,12.4,430,636,823,842,758,797,828,871,851
2,5,1,5,0,"240-299,　26B,　26X",0,野菜・海藻,12057,5.8,4883,7657,9907,10830,10071,11583,14728,15020,15898
2,6,1,5,1,"240-269,　26B,　26X",0,生鮮野菜,7494,1.9,3341,5371,7016,7535,6712,7186,9457,8542,8620
2,7,1,5,1,240-249,0,葉茎菜,2683,11,1266,1936,2584,2657,2672,2758,3632,2874,2859
2,7,1,5,1,240-249,240,キャベツ,267,34.8,191,189,277,293,292,231,365,265,263
2,7,1,5,1,240-249,241,ほうれんそう,304,16.5,102,173,285,334,287,273,422,345,403
2,7,1,5,1,240-249,242,はくさい,253,22.8,152,225,181,220,276,242,301,288,281
2,7,1,5,1,240-249,243,ねぎ,385,-5.6,232,291,297,335,385,445,505,424,405
2,7,1,5,1,240-249,244,レタス,307,21.3,136,186,288,312,333,262,461,333,334
2,7,1,5,1,240-249,247,ブロッコリー,237,18.5,108,205,303,292,245,230,273,224,245
2,7,1,5,1,240-249,245,もやし,84,-4.5,52,93,69,93,78,82,115,85,69
2,7,1,5,1,240-249,249,他の葉茎菜,846,5.1,293,575,885,777,776,993,1189,910,859
2,7,1,5,1,"250-259,　25X",0,根菜,2232,-2.2,742,1553,1923,2150,1853,2059,2884,2705,2701
2,7,1,5,1,"250-259,　25X",250,さつまいも,118,9.3,15,59,81,111,62,91,158,169,202
