項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3165,-,5251,-,717,-,167,-,867,-,2982,-
0,0,0,0,0,調査世帯数,755,-,246,-,391,-,53,-,13,-,65,-,217,-
0,0,0,0,0,世帯人員,3.02,-,2,-,3.64,-,2.28,-,2.48,-,3.64,-,3.4,-
0,0,0,0,0,有業人員,1.28,-,0.7,-,1.63,-,1,-,0.9,-,1.52,-,2.29,-
0,0,0,0,0,世帯主平均年齢,57.3,-,68,-,50.5,-,60.3,-,43.1,-,56.6,-,49.7,-
2,2,0,0,0,生計支出,318520,-,301196,-,336189,-,282215,-,271998,-,304777,-,325221,-
2,3,0,0,0,消費支出,318520,100,301196,100,336189,100,282215,100,271998,100,304777,100,325221,100
2,4,1,0,0,食料,80061,25.1,74022,24.6,83924,25,61999,22,53937,19.8,93670,30.7,84672,26
2,5,1,1,0,穀類,7026,2.2,5893,2,7845,2.3,5383,1.9,4364,1.6,7556,2.5,6899,2.1
2,6,1,1,1,米類,2526,0.8,2151,0.7,2779,0.8,1833,0.6,1628,0.6,2943,1,2250,0.7
2,6,1,1,2,パン,2857,0.9,2369,0.8,3222,1,2422,0.9,1676,0.6,2794,0.9,2877,0.9
2,6,1,1,3,めん類,1356,0.4,1122,0.4,1515,0.5,991,0.4,807,0.3,1552,0.5,1478,0.5
2,6,1,1,4,他の穀類,286,0.1,251,0.1,330,0.1,137,0,253,0.1,267,0.1,295,0.1
2,5,1,2,0,魚介類,6316,2,6580,2.2,6029,1.8,3884,1.4,2214,0.8,9107,3,5809,1.8
2,6,1,2,1,生鮮魚介,3858,1.2,3880,1.3,3772,1.1,2154,0.8,1222,0.4,5713,1.9,3574,1.1
2,6,1,2,2,塩干魚介,1143,0.4,1221,0.4,1040,0.3,817,0.3,473,0.2,1747,0.6,1019,0.3
2,6,1,2,3,魚肉練製品,488,0.2,533,0.2,465,0.1,394,0.1,180,0.1,544,0.2,478,0.1
2,6,1,2,4,他の魚介加工品,827,0.3,946,0.3,752,0.2,519,0.2,340,0.1,1102,0.4,738,0.2
2,5,1,3,0,肉類,6608,2.1,4893,1.6,7470,2.2,4371,1.5,5150,1.9,9504,3.1,6774,2.1
2,6,1,3,1,生鮮肉,5194,1.6,3778,1.3,5856,1.7,3402,1.2,4082,1.5,7838,2.6,5230,1.6
2,6,1,3,2,加工肉,1415,0.4,1116,0.4,1614,0.5,969,0.3,1068,0.4,1665,0.5,1544,0.5
2,5,1,4,0,乳卵類,3813,1.2,3340,1.1,4180,1.2,3241,1.1,2725,1,3796,1.2,3825,1.2
2,6,1,4,1,牛乳,1370,0.4,1320,0.4,1429,0.4,1322,0.5,1236,0.5,1235,0.4,1186,0.4
2,6,1,4,2,乳製品,1743,0.5,1454,0.5,1971,0.6,1438,0.5,1168,0.4,1666,0.5,1908,0.6
2,6,1,4,3,卵,701,0.2,566,0.2,780,0.2,480,0.2,320,0.1,895,0.3,732,0.2
2,5,1,5,0,野菜・海藻,9696,3,9989,3.3,9224,2.7,7353,2.6,4743,1.7,13425,4.4,8942,2.7
2,6,1,5,1,生鮮野菜,6622,2.1,6723,2.2,6275,1.9,5378,1.9,3421,1.3,9385,3.1,6046,1.9
2,6,1,5,2,乾物・海藻,750,0.2,789,0.3,719,0.2,574,0.2,319,0.1,936,0.3,765,0.2
2,6,1,5,3,大豆加工品,1131,0.4,1114,0.4,1105,0.3,790,0.3,517,0.2,1641,0.5,1093,0.3
2,6,1,5,4,他の野菜・海藻加工品,1193,0.4,1363,0.5,1125,0.3,612,0.2,487,0.2,1463,0.5,1038,0.3
2,5,1,6,0,果物,2994,0.9,3209,1.1,2727,0.8,3009,1.1,1703,0.6,3813,1.3,2336,0.7
