項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,763,-,772,-,914,-,895,-,983,-,711,-,1115,-,3847,-,1708,-
0,0,0,0,0,調査世帯数,750,-,57,-,58,-,72,-,68,-,74,-,54,-,86,-,281,-,123,-
0,0,0,0,0,世帯人員,3.02,-,3.17,-,3.82,-,3.61,-,3.63,-,3.58,-,3.21,-,2.89,-,2.4,-,2.28,-
0,0,0,0,0,有業人員,1.28,-,1.38,-,1.52,-,1.45,-,1.64,-,1.77,-,2,-,1.54,-,0.75,-,0.38,-
0,0,0,0,0,世帯主平均年齢,57.8,-,30.7,-,36.8,-,42.4,-,47,-,52,-,56.9,-,61.9,-,74,-,79.8,-
2,2,0,0,0,生計支出,353621,-,284666,-,341248,-,424126,-,363250,-,489543,-,490187,-,331164,-,297338,-,287423,-
2,3,0,0,0,消費支出,353621,100,284666,100,341248,100,424126,100,363250,100,489543,100,490187,100,331164,100,297338,100,287423,100
2,4,1,0,0,食料,81105,22.9,68044,23.9,67311,19.7,79711,18.8,84614,23.3,99963,20.4,95247,19.4,81973,24.8,78297,26.3,70658,24.6
2,5,1,1,0,穀類,6991,2,5157,1.8,6676,2,8056,1.9,7247,2,7946,1.6,8112,1.7,6709,2,6735,2.3,6267,2.2
2,6,1,1,1,米類,2469,0.7,1364,0.5,2474,0.7,3146,0.7,2275,0.6,2343,0.5,2368,0.5,2740,0.8,2543,0.9,2520,0.9
2,6,1,1,2,パン,2778,0.8,2124,0.7,2402,0.7,3028,0.7,2788,0.8,3634,0.7,3682,0.8,2374,0.7,2652,0.9,2412,0.8
2,6,1,1,3,めん類,1381,0.4,1323,0.5,1337,0.4,1387,0.3,1762,0.5,1617,0.3,1680,0.3,1335,0.4,1208,0.4,989,0.3
2,6,1,1,4,他の穀類,364,0.1,346,0.1,464,0.1,494,0.1,422,0.1,352,0.1,382,0.1,260,0.1,332,0.1,346,0.1
2,5,1,2,0,魚介類,6808,1.9,3280,1.2,3567,1,5267,1.2,5606,1.5,6040,1.2,7505,1.5,8107,2.4,8495,2.9,7956,2.8
2,6,1,2,1,生鮮魚介,4083,1.2,1991,0.7,2104,0.6,3142,0.7,3519,1,3824,0.8,4757,1,5125,1.5,4890,1.6,4356,1.5
2,6,1,2,2,塩干魚介,1248,0.4,598,0.2,660,0.2,1139,0.3,773,0.2,1049,0.2,1216,0.2,1426,0.4,1638,0.6,1467,0.5
2,6,1,2,3,魚肉練製品,502,0.1,265,0.1,247,0.1,277,0.1,479,0.1,385,0.1,477,0.1,606,0.2,664,0.2,665,0.2
2,6,1,2,4,他の魚介加工品,974,0.3,426,0.1,557,0.2,708,0.2,835,0.2,782,0.2,1055,0.2,950,0.3,1303,0.4,1468,0.5
2,5,1,3,0,肉類,6914,2,5019,1.8,6059,1.8,7575,1.8,7664,2.1,9825,2,9555,1.9,7093,2.1,5846,2,4491,1.6
2,6,1,3,1,生鮮肉,5548,1.6,4004,1.4,4738,1.4,5926,1.4,6225,1.7,8169,1.7,7527,1.5,5721,1.7,4684,1.6,3477,1.2
2,6,1,3,2,加工肉,1366,0.4,1015,0.4,1321,0.4,1649,0.4,1440,0.4,1656,0.3,2028,0.4,1373,0.4,1163,0.4,1014,0.4
2,5,1,4,0,乳卵類,3692,1,3075,1.1,3572,1,3469,0.8,4101,1.1,4345,0.9,3720,0.8,3147,1,3782,1.3,3675,1.3
2,6,1,4,1,牛乳,1289,0.4,959,0.3,1034,0.3,1116,0.3,1594,0.4,1420,0.3,1285,0.3,1111,0.3,1394,0.5,1343,0.5
2,6,1,4,2,乳製品,1728,0.5,1660,0.6,1889,0.6,1675,0.4,1782,0.5,2077,0.4,1793,0.4,1345,0.4,1719,0.6,1746,0.6
2,6,1,4,3,卵,675,0.2,456,0.2,649,0.2,678,0.2,725,0.2,848,0.2,642,0.1,691,0.2,669,0.2,586,0.2
2,5,1,5,0,野菜・海藻,10075,2.8,6178,2.2,6911,2,8617,2,9339,2.6,9706,2,12135,2.5,10002,3,11737,3.9,10661,3.7
2,6,1,5,1,生鮮野菜,6868,1.9,4579,1.6,4995,1.5,6113,1.4,6487,1.8,6822,1.4,8321,1.7,6845,2.1,7717,2.6,6889,2.4
2,6,1,5,2,乾物・海藻,768,0.2,323,0.1,495,0.1,577,0.1,691,0.2,669,0.1,1145,0.2,739,0.2,938,0.3,851,0.3
2,6,1,5,3,大豆加工品,1174,0.3,655,0.2,793,0.2,969,0.2,1311,0.4,1144,0.2,1305,0.3,1125,0.3,1367,0.5,1219,0.4
2,6,1,5,4,他の野菜・海藻加工品,1265,0.4,621,0.2,628,0.2,959,0.2,849,0.2,1071,0.2,1364,0.3,1294,0.4,1714,0.6,1702,0.6
2,5,1,6,0,果物,3205,0.9,1372,0.5,2285,0.7,2024,0.5,2378,0.7,3200,0.7,2823,0.6,3667,1.1,4164,1.4,3920,1.4
2,6,1,6,1,生鮮果物,2954,0.8,1208,0.4,2116,0.6,1853,0.4,2131,0.6,2991,0.6,2470,0.5,3460,1,3856,1.3,3652,1.3
2,6,1,6,2,果物加工品,251,0.1,164,0.1,170,0,171,0,247,0.1,209,0,353,0.1,207,0.1,308,0.1,268,0.1
2,5,1,7,0,油脂・調味料,3458,1,2633,0.9,2754,0.8,3214,0.8,3727,1,4209,0.9,4163,0.8,3222,1,3504,1.2,2936,1
2,6,1,7,1,油脂,356,0.1,316,0.1,319,0.1,358,0.1,285,0.1,581,0.1,433,0.1,305,0.1,330,0.1,239,0.1
2,6,1,7,2,調味料,3102,0.9,2317,0.8,2435,0.7,2857,0.7,3442,0.9,3628,0.7,3730,0.8,2917,0.9,3174,1.1,2696,0.9
2,5,1,8,0,菓子類,6105,1.7,4819,1.7,6526,1.9,7046,1.7,6657,1.8,7575,1.5,7618,1.6,5746,1.7,5372,1.8,5292,1.8
2,5,1,9,0,調理食品,9259,2.6,6925,2.4,7200,2.1,7970,1.9,9389,2.6,12342,2.5,11637,2.4,10239,3.1,8900,3,9222,3.2
2,6,1,9,1,主食的調理食品,3987,1.1,2997,1.1,3450,1,3923,0.9,3576,1,5349,1.1,5312,1.1,4002,1.2,3804,1.3,3873,1.3
2,6,1,9,2,他の調理食品,5272,1.5,3928,1.4,3750,1.1,4047,1,5814,1.6,6993,1.4,6325,1.3,6237,1.9,5096,1.7,5349,1.9
2,5,1,10,0,飲料,4210,1.2,4316,1.5,3276,1,4861,1.1,4551,1.3,5237,1.1,4975,1,4018,1.2,3796,1.3,3135,1.1
2,6,1,10,1,茶類,1193,0.3,921,0.3,549,0.2,1126,0.3,917,0.3,1142,0.2,1382,0.3,1161,0.4,1445,0.5,1331,0.5
2,6,1,10,2,コーヒー・ココア,882,0.2,836,0.3,757,0.2,814,0.2,1036,0.3,1461,0.3,1069,0.2,1069,0.3,660,0.2,516,0.2
2,6,1,10,3,他の飲料,2135,0.6,2559,0.9,1970,0.6,2920,0.7,2598,0.7,2634,0.5,2524,0.5,1788,0.5,1691,0.6,1288,0.4
2,5,1,11,0,酒類,3518,1,1841,0.6,2083,0.6,3225,0.8,4093,1.1,4691,1,4213,0.9,3757,1.1,3577,1.2,2650,0.9
2,5,1,12,0,外食,16870,4.8,23430,8.2,16400,4.8,18387,4.3,19861,5.5,24846,5.1,18792,3.8,16264,4.9,12390,4.2,10453,3.6
2,6,1,12,1,一般外食,16517,4.7,22989,8.1,14472,4.2,17621,4.2,19118,5.3,24683,5,18653,3.8,16189,4.9,12390,4.2,10453,3.6
2,6,1,12,2,学校給食,353,0.1,441,0.2,1928,0.6,766,0.2,744,0.2,163,0,139,0,75,0,-,-,-,-
2,4,2,0,0,住居,27706,7.8,58365,20.5,47214,13.8,30303,7.1,17585,4.8,27039,5.5,44092,9,22770,6.9,18021,6.1,24242,8.4
2,5,2,1,0,家賃地代,17693,5,56335,19.8,28996,8.5,20655,4.9,15706,4.3,19752,4,10902,2.2,17291,5.2,8365,2.8,10089,3.5
2,5,2,2,0,設備修繕・維持,10013,2.8,2030,0.7,18218,5.3,9648,2.3,1879,0.5,7287,1.5,33190,6.8,5479,1.7,9656,3.2,14153,4.9
2,6,2,2,1,設備材料,1185,0.3,1336,0.5,386,0.1,8048,1.9,126,0,23,0,185,0,578,0.2,587,0.2,715,0.2
2,6,2,2,2,工事その他のサービス,8828,2.5,694,0.2,17832,5.2,1600,0.4,1753,0.5,7264,1.5,33005,6.7,4902,1.5,9068,3,13438,4.7
2,4,3,0,0,光熱・水道,28913,8.2,22569,7.9,25972,7.6,23062,5.4,27951,7.7,34414,7,36863,7.5,32595,9.8,28434,9.6,27837,9.7
2,5,3,1,0,電気代,13450,3.8,10689,3.8,10403,3,10460,2.5,13453,3.7,16048,3.3,17667,3.6,15510,4.7,13278,4.5,12981,4.5
