項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,616,837,1041,1136,943,820,935,3672,1659
0,0,0,0,0,0,0,調査世帯数,748,-,44,61,79,82,69,61,70,282,127
0,0,0,0,0,0,0,世帯人員,3,-,2.92,3.32,3.53,3.54,3.49,3.45,2.84,2.44,2.37
0,0,0,0,0,0,0,有業人員,1.32,-,1.44,1.45,1.4,1.54,1.91,1.86,1.47,0.87,0.59
0,0,0,0,0,0,0,世帯主平均年齢,57.3,-,30.9,37,42.2,47,51.8,56.9,62,74,80.1
2,2,0,0,0,0,0,生計支出,322638,-2.4,242409,265262,340922,365356,372722,419079,355443,288036,264416
2,3,0,0,0,102-981,0,消費支出,322638,-2.4,242409,265262,340922,365356,372722,419079,355443,288036,264416
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,82961,1.4,61671,71460,87015,93818,87074,94445,92329,78643,75144
2,5,1,1,0,102-160,0,穀類,6597,0.9,4441,5234,6702,7527,6906,7537,7228,6503,6172
2,6,1,1,1,102,0,米類,2240,-6.4,798,1352,2072,2370,1840,2321,2450,2722,2792
2,7,1,1,1,102,102,米,2240,-6.4,798,1352,2072,2370,1840,2321,2450,2722,2792
2,6,1,1,2,"120,　129",0,パン,2716,8,2211,2499,3127,3238,3206,3296,3026,2238,1955
2,7,1,1,2,"120,　129",120,食パン,777,5.4,543,715,820,829,844,837,724,784,709
2,7,1,1,2,"120,　129",129,他のパン,1939,9,1669,1784,2307,2409,2362,2460,2303,1454,1246
2,6,1,1,3,130-139,0,めん類,1248,-0.4,1121,1036,1089,1398,1349,1607,1456,1156,1058
2,7,1,1,3,130-139,130,生うどん・そば,225,-1.7,196,192,220,159,230,208,289,246,218
2,7,1,1,3,130-139,131,乾うどん・そば,79,-10.2,14,14,9,41,30,55,139,138,129
2,7,1,1,3,130-139,134,スパゲッティ,143,7.5,165,108,165,222,187,178,192,86,67
2,7,1,1,3,130-139,133,中華めん,302,-7.1,315,198,278,366,265,452,354,275,237
2,7,1,1,3,130-139,135,カップめん,243,0.8,269,301,199,317,333,396,181,173,169
2,7,1,1,3,130-139,132,即席めん,173,13.1,140,155,159,174,190,237,211,158,173
2,7,1,1,3,130-139,139,他のめん類,82,-1.2,23,68,59,121,113,81,91,80,66
2,6,1,1,4,140-160,0,他の穀類,394,4,310,346,414,520,511,313,296,388,366
2,7,1,1,4,140-160,140,小麦粉,52,-20,36,76,62,49,56,36,48,52,33
2,7,1,1,4,140-160,150,もち,92,-13.2,12,69,66,113,72,91,80,120,141
2,7,1,1,4,140-160,160,他の穀類のその他,249,19.7,262,201,286,358,382,186,168,215,191
2,5,1,2,0,170-217,0,魚介類,6205,-1.1,2067,3397,4419,5272,5687,7254,7735,7843,7770
2,6,1,2,1,170-194,0,生鮮魚介,3619,-3.3,973,2205,2813,2957,3311,4281,4631,4493,4244
2,7,1,2,1,170-189,0,鮮魚,3320,-2.1,896,2062,2633,2719,3023,3888,4287,4098,3815
2,7,1,2,1,170-189,170,まぐろ,560,7.5,156,238,401,427,350,652,973,715,673
2,7,1,2,1,170-189,172,あじ,79,-24,12,40,60,92,53,109,50,107,105
2,7,1,2,1,170-189,173,いわし,31,82.4,-,6,8,10,28,28,97,40,42
2,7,1,2,1,170-189,174,かつお,73,-32.4,-,67,57,116,25,128,98,71,86
2,7,1,2,1,170-189,175,かれい,71,44.9,-,66,33,55,42,54,91,105,98
2,7,1,2,1,170-189,176,さけ,418,-10.9,185,411,353,410,470,474,476,440,385
2,7,1,2,1,170-189,177,さば,71,-22,26,44,39,50,101,68,92,88,95
2,7,1,2,1,170-189,178,さんま,271,22.6,115,184,212,182,172,267,397,356,300
2,7,1,2,1,170-189,180,たい,46,-13.2,3,28,12,26,29,17,40,86,80
2,7,1,2,1,170-189,181,ぶり,237,-9.9,99,84,214,187,192,180,398,299,340
2,7,1,2,1,170-189,182,いか,109,-21,39,46,105,112,89,112,145,130,95
2,7,1,2,1,170-189,183,たこ,94,11.9,32,69,125,70,87,125,125,96,55
2,7,1,2,1,170-189,185,えび,175,-16.7,7,142,167,152,202,251,244,180,115
2,7,1,2,1,170-189,186,かに,58,-4.9,-,18,2,22,14,32,65,118,194
2,7,1,2,1,170-189,189,他の鮮魚,585,-1.2,194,396,518,507,654,713,517,709,622
2,7,1,2,1,170-189,187,さしみ盛合わせ,443,8.6,29,221,327,301,516,678,479,558,529
2,7,1,2,1,190-194,0,貝類,299,-15.5,78,142,180,238,288,393,343,395,429
2,7,1,2,1,190-194,190,あさり,78,-17.9,47,57,51,46,65,87,67,110,109
2,7,1,2,1,190-194,192,しじみ,37,12.1,4,28,13,65,60,78,25,32,34
2,7,1,2,1,190-194,191,かき(貝),75,7.1,23,8,62,35,72,102,146,92,101
2,7,1,2,1,190-194,194,ほたて貝,89,-28.8,4,38,49,74,78,84,96,132,156
2,7,1,2,1,190-194,193,他の貝,20,-33.3,-,12,4,19,13,43,9,29,29
2,6,1,2,2,195-202,0,塩干魚介,1110,2.6,593,564,744,1050,1034,984,1426,1410,1565
2,7,1,2,2,195-202,195,塩さけ,169,11.2,250,35,125,150,151,116,111,236,328
2,7,1,2,2,195-202,196,たらこ,181,-19.6,94,50,97,162,234,192,336,201,272
2,7,1,2,2,195-202,197,しらす干し,155,12.3,62,95,164,210,130,113,121,190,167
2,7,1,2,2,195-202,198,干しあじ,80,-12.1,36,46,36,67,47,98,106,110,121
2,7,1,2,2,195-202,200,煮干し,16,-44.8,-,4,17,13,8,2,17,26,34
2,7,1,2,2,195-202,202,他の塩干魚介,508,13.6,151,334,305,448,465,462,735,648,643
2,6,1,2,3,203-209,0,魚肉練製品,611,6.8,224,307,354,479,535,697,843,799,820
2,7,1,2,3,203-209,203,揚げかまぼこ,184,1.7,64,48,74,129,207,132,231,277,288
2,7,1,2,3,203-209,204,ちくわ,113,8.7,24,47,86,110,108,126,144,143,145
2,7,1,2,3,203-209,205,かまぼこ,165,28.9,55,148,97,135,87,243,234,201,222
2,7,1,2,3,203-209,209,他の魚肉練製品,148,-6.9,81,65,96,106,134,196,234,178,165
2,6,1,2,4,210-217,0,他の魚介加工品,865,-1.4,277,321,508,784,807,1291,835,1141,1140
2,7,1,2,4,210-217,210,かつお節・削り節,69,3,34,47,40,32,104,93,73,84,62
2,7,1,2,4,210-217,213,魚介の漬物,253,2.8,32,38,194,216,185,253,263,381,352
2,7,1,2,4,210-217,215,魚介のつくだ煮,107,4.9,19,13,7,59,104,56,89,204,242
2,7,1,2,4,210-217,216,魚介の缶詰,220,3.3,128,112,133,245,174,440,256,230,267
2,7,1,2,4,210-217,217,他の魚介加工品のその他,216,-12.9,64,112,135,232,240,451,155,242,217
2,5,1,3,0,"220-229,　22X",0,肉類,6987,8.4,4570,4875,7201,8871,8957,8407,7870,6181,5233
2,6,1,3,1,"220-224,　22X",0,生鮮肉,5488,7.9,3529,3862,5665,7184,7026,6539,6028,4845,4110
2,7,1,3,1,"220-224,　22X",220,牛肉,1549,5.7,607,815,1366,1740,1742,1822,1835,1684,1425
2,7,1,3,1,"220-224,　22X",221,豚肉,2388,10.2,1791,1744,2376,3270,3197,2799,2554,2023,1781
2,7,1,3,1,"220-224,　22X",222,鶏肉,1237,8.6,923,1088,1574,1707,1579,1546,1177,941,730
2,7,1,3,1,"220-224,　22X",22X,合いびき肉,160,-5.3,112,144,230,218,221,137,248,101,71
2,7,1,3,1,"220-224,　22X",224,他の生鮮肉,154,3.4,96,70,119,249,286,234,214,96,103
2,6,1,3,2,225-229,0,加工肉,1499,10.3,1041,1013,1536,1687,1931,1868,1842,1337,1123
2,7,1,3,2,225-229,225,ハム,450,11.7,285,195,364,304,521,576,775,478,380
2,7,1,3,2,225-229,226,ソーセージ,655,10.6,608,501,811,815,821,831,731,503,419
2,7,1,3,2,225-229,227,ベーコン,237,1.3,111,206,257,345,310,317,198,198,161
2,7,1,3,2,225-229,229,他の加工肉,157,20.8,37,111,104,224,279,143,138,157,163
2,5,1,4,0,230-238,0,乳卵類,3880,1.4,2986,3107,4020,4243,4541,4178,3623,3883,4047
2,6,1,4,1,230,0,牛乳,1423,4.2,973,1191,1548,1425,1617,1487,1102,1534,1818
2,6,1,4,2,231-235,0,乳製品,1758,-3.3,1561,1362,1797,2036,2067,1887,1736,1681,1571
2,7,1,4,2,231-235,231,粉ミルク,54,-22.9,216,246,22,2,4,23,2,41,74
2,7,1,4,2,231-235,232,ヨーグルト,1016,-1.7,678,541,938,1072,1064,1197,1121,1107,1066
2,7,1,4,2,231-235,233,バター,108,-15.6,115,63,162,128,159,163,59,82,59
2,7,1,4,2,231-235,234,チーズ,511,-4.5,528,447,586,774,786,464,455,375,349
2,7,1,4,2,231-235,235,他の乳製品,68,33.3,24,65,89,59,54,40,99,76,23
2,6,1,4,3,238,0,卵,699,9,452,554,676,781,857,804,786,669,659
2,5,1,5,0,"240-299,　26B,　26X",0,野菜・海藻,10130,4.5,5839,6457,8714,10948,10145,10127,11674,11439,11476
2,6,1,5,1,"240-269,　26B,　26X",0,生鮮野菜,7014,5.2,4270,4764,6159,8034,7116,6761,8141,7656,7539
2,7,1,5,1,240-249,0,葉茎菜,2194,12.6,1362,1600,2058,2501,2343,2155,2666,2263,2218
2,7,1,5,1,240-249,240,キャベツ,241,67.4,139,149,250,238,305,235,304,245,219
2,7,1,5,1,240-249,241,ほうれんそう,224,4.7,104,116,232,273,202,245,282,238,275
2,7,1,5,1,240-249,242,はくさい,171,26.7,144,136,147,199,208,165,174,173,165
2,7,1,5,1,240-249,243,ねぎ,334,3.4,252,251,282,363,379,306,386,354,348
2,7,1,5,1,240-249,244,レタス,275,22.8,169,264,281,299,276,285,305,276,292
2,7,1,5,1,240-249,247,ブロッコリー,232,4,139,159,278,329,257,253,218,214,223
2,7,1,5,1,240-249,245,もやし,86,3.6,61,73,90,109,95,100,97,76,64
2,7,1,5,1,240-249,249,他の葉茎菜,631,4.8,353,452,497,691,620,567,900,687,631
2,7,1,5,1,"250-259,　25X",0,根菜,1818,4.8,1163,1211,1496,1912,1848,1836,2137,2035,2026
2,7,1,5,1,"250-259,　25X",250,さつまいも,128,17.4,105,66,72,120,160,99,184,148,171
2,7,1,5,1,"250-259,　25X",251,じゃがいも,238,8.7,160,198,200,254,241,272,328,236,201
2,7,1,5,1,"250-259,　25X",252,さといも,133,-4.3,73,55,61,146,71,132,152,188,216
2,7,1,5,1,"250-259,　25X",253,だいこん,238,25.9,106,163,184,212,247,236,262,293,292
2,7,1,5,1,"250-259,　25X",254,にんじん,220,-7.6,183,177,235,236,244,207,234,220,212
2,7,1,5,1,"250-259,　25X",255,ごぼう,104,-8.8,53,55,72,126,93,111,96,129,121
2,7,1,5,1,"250-259,　25X",256,たまねぎ,284,5.6,210,234,270,311,321,318,350,270,239
2,7,1,5,1,"250-259,　25X",258,れんこん,136,8.8,109,69,102,176,158,173,143,137,145
2,7,1,5,1,"250-259,　25X",25X,たけのこ,49,-10.9,20,21,46,47,29,49,65,62,94
2,7,1,5,1,"250-259,　25X",259,他の根菜,288,2.9,144,173,254,284,282,239,324,352,334
2,7,1,5,1,"260-269,　26B,　26X",0,他の野菜,3002,0.6,1745,1952,2605,3621,2926,2770,3338,3358,3296
2,7,1,5,1,"260-269,　26B,　26X",260,さやまめ,181,2.8,29,145,161,179,131,210,285,200,201
2,7,1,5,1,"260-269,　26B,　26X",261,かぼちゃ,170,7.6,125,153,136,234,155,142,153,185,169
2,7,1,5,1,"260-269,　26B,　26X",262,きゅうり,341,0.3,120,188,258,243,293,348,364,471,482
2,7,1,5,1,"260-269,　26B,　26X",263,なす,182,-12.1,139,106,105,144,209,142,208,235,239
2,7,1,5,1,"260-269,　26B,　26X",264,トマト,746,-5.4,606,461,717,788,711,715,811,828,830
2,7,1,5,1,"260-269,　26B,　26X",265,ピーマン,190,6.7,120,103,195,198,246,171,237,194,176
2,7,1,5,1,"260-269,　26B,　26X",266,生しいたけ,185,3.9,84,94,92,199,200,166,237,233,206
2,7,1,5,1,"260-269,　26B,　26X",267,他のきのこ,660,6.1,379,449,526,934,707,639,848,654,676
2,7,1,5,1,"260-269,　26B,　26X",269,他の野菜のその他,348,3.6,141,253,415,701,275,237,194,359,316
2,6,1,5,2,273-279,0,乾物・海藻,726,3.3,272,392,694,603,797,666,617,949,990
2,7,1,5,2,273-279,273,豆類,16,-54.3,9,10,5,10,2,4,15,30,27
2,7,1,5,2,273-279,274,干ししいたけ,60,62.2,-,10,20,23,122,25,64,95,150
2,7,1,5,2,273-279,276,干しのり,213,-1.4,57,156,253,151,185,220,108,293,300
2,7,1,5,2,273-279,277,わかめ,118,15.7,82,51,101,110,65,152,105,155,114
2,7,1,5,2,273-279,278,こんぶ,74,-1.3,5,23,33,44,86,75,62,117,116
2,7,1,5,2,273-279,279,他の乾物・海藻,245,2.5,120,142,282,265,336,189,262,259,283
2,6,1,5,3,280-289,0,大豆加工品,1172,6.6,806,730,1081,1202,985,1470,1340,1289,1304
2,7,1,5,3,280-289,280,豆腐,499,5.3,340,321,478,478,468,588,633,534,528
2,7,1,5,3,280-289,281,油揚げ・がんもどき,296,12.5,82,147,237,320,252,365,323,364,364
2,7,1,5,3,280-289,282,納豆,319,0.9,347,239,340,360,236,324,315,336,365
2,7,1,5,3,280-289,289,他の大豆製品,58,28.9,37,22,27,44,30,193,69,56,48
2,6,1,5,4,290-299,0,他の野菜・海藻加工品,1218,-0.7,491,572,780,1110,1246,1229,1576,1544,1642
