項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,739,-,938,-,897,-,1074,-,876,-,775,-,1129,-,3572,-,1532,-
0,0,0,0,0,調査世帯数,731,-,52,-,68,-,71,-,79,-,65,-,54,-,84,-,258,-,108,-
0,0,0,0,0,世帯人員,3,-,3.06,-,3.69,-,3.6,-,3.83,-,3.68,-,3.09,-,2.71,-,2.31,-,2.25,-
0,0,0,0,0,有業人員,1.27,-,1.44,-,1.58,-,1.34,-,1.67,-,1.68,-,2.03,-,1.56,-,0.66,-,0.35,-
0,0,0,0,0,世帯主平均年齢,56.9,-,31.1,-,36.7,-,42.3,-,47,-,52.1,-,57.1,-,61.8,-,73.8,-,79.8,-
2,2,0,0,0,生計支出,362589,-,262960,-,315612,-,815447,-,376283,-,448053,-,396410,-,291192,-,272028,-,259332,-
2,3,0,0,0,消費支出,320042,100,262960,100,315612,100,340908,100,376283,100,448053,100,396410,100,291192,100,272028,100,259332,100
2,4,1,0,0,食料,73440,22.9,64234,24.4,70873,22.5,73404,21.5,83145,22.1,98967,22.1,82382,20.8,67063,23,66925,24.6,61911,23.9
2,5,1,1,0,穀類,5918,1.8,4666,1.8,5316,1.7,5532,1.6,7787,2.1,7691,1.7,6283,1.6,5455,1.9,5502,2,5613,2.2
2,6,1,1,1,米類,1868,0.6,1225,0.5,1395,0.4,1668,0.5,2455,0.7,2282,0.5,1620,0.4,1719,0.6,1999,0.7,2229,0.9
2,6,1,1,2,パン,2422,0.8,2089,0.8,2229,0.7,2297,0.7,3205,0.9,3393,0.8,2919,0.7,2091,0.7,2097,0.8,2050,0.8
2,6,1,1,3,めん類,1243,0.4,1094,0.4,1264,0.4,1186,0.3,1650,0.4,1417,0.3,1294,0.3,1295,0.4,1091,0.4,1043,0.4
2,6,1,1,4,他の穀類,384,0.1,259,0.1,428,0.1,381,0.1,477,0.1,599,0.1,451,0.1,349,0.1,315,0.1,290,0.1
2,5,1,2,0,魚介類,5792,1.8,2983,1.1,3827,1.2,4343,1.3,4964,1.3,6439,1.4,6831,1.7,5946,2,7068,2.6,6910,2.7
2,6,1,2,1,生鮮魚介,3484,1.1,1792,0.7,2216,0.7,2543,0.7,2859,0.8,3935,0.9,4183,1.1,3615,1.2,4287,1.6,4334,1.7
2,6,1,2,2,塩干魚介,1036,0.3,550,0.2,759,0.2,755,0.2,799,0.2,1042,0.2,1190,0.3,985,0.3,1332,0.5,1135,0.4
2,6,1,2,3,魚肉練製品,553,0.2,277,0.1,378,0.1,490,0.1,690,0.2,555,0.1,652,0.2,635,0.2,581,0.2,600,0.2
2,6,1,2,4,他の魚介加工品,720,0.2,364,0.1,474,0.2,556,0.2,616,0.2,907,0.2,805,0.2,711,0.2,868,0.3,842,0.3
2,5,1,3,0,肉類,6114,1.9,4118,1.6,5708,1.8,6633,1.9,8463,2.2,10133,2.3,7018,1.8,5562,1.9,4791,1.8,4072,1.6
2,6,1,3,1,生鮮肉,4936,1.5,3234,1.2,4488,1.4,5324,1.6,6678,1.8,8452,1.9,5680,1.4,4439,1.5,3917,1.4,3238,1.2
2,6,1,3,2,加工肉,1179,0.4,884,0.3,1220,0.4,1309,0.4,1785,0.5,1680,0.4,1338,0.3,1122,0.4,874,0.3,833,0.3
2,5,1,4,0,乳卵類,3437,1.1,2680,1,3288,1,3252,1,4364,1.2,4605,1,3511,0.9,2855,1,3281,1.2,3176,1.2
2,6,1,4,1,牛乳,1175,0.4,792,0.3,1002,0.3,1066,0.3,1594,0.4,1412,0.3,1180,0.3,819,0.3,1255,0.5,1197,0.5
2,6,1,4,2,乳製品,1622,0.5,1411,0.5,1675,0.5,1593,0.5,1890,0.5,2339,0.5,1760,0.4,1400,0.5,1442,0.5,1442,0.6
2,6,1,4,3,卵,639,0.2,476,0.2,611,0.2,592,0.2,880,0.2,854,0.2,572,0.1,635,0.2,584,0.2,537,0.2
2,5,1,5,0,野菜・海藻,9228,2.9,5526,2.1,7437,2.4,8228,2.4,9387,2.5,11020,2.5,9782,2.5,8673,3,10284,3.8,9788,3.8
2,6,1,5,1,生鮮野菜,6366,2,3984,1.5,5094,1.6,5921,1.7,6634,1.8,7953,1.8,6625,1.7,5849,2,6942,2.6,6663,2.6
2,6,1,5,2,乾物・海藻,631,0.2,284,0.1,496,0.2,542,0.2,592,0.2,688,0.2,638,0.2,614,0.2,761,0.3,660,0.3
2,6,1,5,3,大豆加工品,1057,0.3,693,0.3,900,0.3,890,0.3,1085,0.3,1225,0.3,1165,0.3,970,0.3,1169,0.4,1137,0.4
2,6,1,5,4,他の野菜・海藻加工品,1175,0.4,565,0.2,947,0.3,875,0.3,1076,0.3,1154,0.3,1355,0.3,1239,0.4,1412,0.5,1328,0.5
2,5,1,6,0,果物,2909,0.9,1589,0.6,1747,0.6,2344,0.7,2429,0.6,2964,0.7,2722,0.7,3163,1.1,3721,1.4,3709,1.4
2,6,1,6,1,生鮮果物,2649,0.8,1400,0.5,1665,0.5,2150,0.6,2240,0.6,2738,0.6,2455,0.6,2804,1,3384,1.2,3372,1.3
