実数・増加率,年次・月次コード,年次・月次,西暦（年）,月,調査世帯数（世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主定期（円）,実収入／経常収入／勤め先収入／世帯主臨時・賞与（円）,実収入／経常収入／勤め先収入／配偶者・他の世帯員の収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,実収入以外の受取（繰入金を除く）（円）,繰入金（円）,可処分所得（円）,貯蓄純増（円）,平均消費性向（％）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,実支出以外の支払（繰越金を除く）（円）,繰越金（円）
jissu,tuki,実数_平成20年10月,2008,10,396,3.31,1.54,46.9,"513,425","510,084","476,439","429,218","8,355","38,866","4,126","29,519","3,341","406,525","67,996","426,149","77,385",76,"411,105","323,829","323,829","79,134","19,655","18,332","8,117","16,797","9,898","46,303","31,193","36,799","57,601",-,"87,276","510,457","66,384"
jissu,tuki,実数_平成20年11月,2008,11,395,3.31,1.5,46.7,"493,554","484,097","473,170","437,021","2,781","33,367","5,741","5,187","9,456","391,791","78,839","402,527","49,579",83.7,"427,873","336,846","336,846","81,929","20,748","19,861","11,339","22,335","15,448","37,829","18,751","38,650","69,956",-,"91,026","468,658","67,654"
jissu,tuki,実数_平成20年12月,2008,12,386,3.39,1.52,47.2,"1,097,214","1,075,073","1,036,703","460,166","500,089","76,448","5,897","32,473","22,141","510,496","73,703","909,107","444,677",43.9,"586,884","398,777","398,777","100,306","23,245","22,735","14,673","20,120","14,837","40,593","24,554","47,251","90,463",-,"188,107","1,004,876","89,653"
jissu,tuki,実数_平成21年1月,2009,1,380,3.35,1.53,47.3,"535,142","521,651","510,493","443,516","22,785","44,193","8,350","2,808","13,491","455,684","93,876","433,690","38,312",85.8,"473,597","372,145","372,145","81,173","22,617","27,031","9,631","24,202","10,852","43,882","27,571","45,201","79,983",-,"101,452","544,357","66,748"
jissu,tuki,実数_平成21年2月,2009,2,397,3.29,1.51,47.1,"516,992","512,419","464,307","421,440","2,171","40,696","10,696","37,416","4,573","427,407","74,042","423,572","35,829",77.5,"421,704","328,284","328,284","76,940","26,972","29,164","7,187","13,240","13,492","34,845","31,048","37,840","57,556",-,"93,420","524,675","72,062"
jissu,tuki,実数_平成21年3月,2009,3,409,3.3,1.55,47,"513,807","504,295","488,875","424,452","14,666","49,758","11,704","3,716","9,512","441,445","79,528","415,439","30,534",92.8,"483,764","385,396","385,396","84,961","32,118","27,632","11,495","21,880","14,337","45,348","27,522","45,138","74,964",-,"98,368","486,217","64,798"
jissu,tuki,実数_平成21年4月,2009,4,398,3.28,1.59,47,"567,197","521,450","479,441","418,261","4,882","56,298","11,079","30,930","45,746","569,576","71,716","458,830","-13,339",90.1,"556,302","447,934","413,495","84,069","27,488","25,245","12,462","18,784","10,333","46,218","82,015","41,935","64,945",34440,"108,367","579,160","73,028"
jissu,tuki,実数_平成21年5月,2009,5,417,3.28,1.61,47.3,"514,932","500,531","485,884","420,295","3,757","61,832","9,932","4,715","14,401","443,583","78,841","404,603","23,418",88.7,"469,152","358,824","358,824","87,776","31,740","21,257","12,734","22,221","13,001","37,886","23,835","41,612","66,762",-,"110,329","502,025","66,178"
jissu,tuki,実数_平成21年6月,2009,6,407,3.3,1.6,47,"754,781","747,518","710,971","425,327","203,195","82,449","8,252","28,295","7,263","457,389","70,638","584,038","195,236",57.5,"506,580","335,838","335,838","81,921","32,064","18,928","15,019","18,340","14,053","36,286","15,262","39,956","64,007",-,"170,742","708,628","67,600"
jissu,tuki,実数_平成21年7月,2009,7,399,3.32,1.6,47.2,"663,677","658,249","649,064","423,207","168,468","57,388","4,389","4,796","5,429","452,704","92,107","528,777","125,633",68.9,"499,212","364,311","364,311","82,236","30,504","17,199","13,099","19,215","12,460","60,410","20,133","44,220","64,834",-,"134,901","620,425","88,852"
jissu,tuki,実数_平成21年8月,2009,8,388,3.42,1.61,47.3,"540,405","529,427","499,355","436,060","16,793","46,502","5,013","25,060","10,978","432,184","94,521","438,560","53,363",80.2,"458,615","356,770","351,877","85,259","24,060","18,052","9,904","11,042","13,247","46,255","21,866","59,132","63,060",4893,"101,845","525,886","82,609"
jissu,tuki,実数_平成21年9月,2009,9,387,3.43,1.62,47,"512,973","492,596","488,102","437,655","1,835","48,612","1,252","3,242","20,377","448,324","89,645","415,096","44,626",80.6,"499,303","401,426","334,698","80,492","25,775","17,177","10,280","13,794","12,561","37,815","32,206","43,235","61,362",66728,"97,877","474,037","77,601"
jissu,tuki,実数_平成21年10月,2009,10,395,3.41,1.62,47.4,"519,367","516,169","486,923","432,644","3,855","50,423","3,193","26,053","3,199","424,155","89,206","428,677","40,752",77.4,"449,779","359,089","331,798","82,893","26,451","17,611","10,263","17,348","14,129","37,163","25,645","40,062","60,231","27,291","90,691","497,851","85,097"
jissu,tuki,実数_平成21年11月,2009,11,397,3.4,1.59,47.6,"509,747","503,930","491,675","434,829","7,111","49,735","4,838","7,417","5,817","439,783","88,514","418,649","95,220",79.8,"425,177","334,079","334,079","78,176","24,825","18,342","11,720","20,882","18,344","36,323","23,025","40,722","61,719",-,"91,098","528,045","84,822"
jissu,tuki,実数_平成21年12月,2009,12,397,3.34,1.58,47.5,"1,035,661","1,011,945","972,689","437,055","440,604","95,030","4,430","34,827","23,716","527,367","93,132","864,520","388,213",46.1,"589,241","418,101","398,412","94,778","34,692","20,128","14,577","23,331","16,534","42,907","20,946","47,624","82,896",19688,"171,140","955,204","111,715"
jissu,tuki,実数_平成22年1月,2010,1,394,3.34,1.57,47.9,"532,363","514,520","503,717","441,469","14,182","48,066","5,475","5,328","17,843","466,521","99,462","439,760","33,018",83.3,"465,361","372,758","366,210","79,077","25,827","25,674","14,908","25,029","12,579","34,735","25,355","48,463","74,564",6548,"92,603","564,508","68,478"
jissu,tuki,実数_平成22年2月,2010,2,394,3.35,1.57,47.5,"556,947","550,829","483,437","429,471","5,223","48,742","4,385","63,007","6,118","484,702","81,970","464,007","71,687",70.4,"435,876","342,935","326,640","76,526","24,231","27,077","10,428","12,599","17,615","34,299","28,892","38,643","56,330","16,295","92,940","603,706","84,036"
jissu,tuki,実数_平成22年3月,2010,3,409,3.32,1.56,47.7,"516,576","510,157","494,495","432,548","15,260","46,687","6,580","9,082","6,419","492,025","94,975","421,693","10,265",97,"503,739","408,856","408,856","81,593","42,134","25,620","12,735","23,685","13,461","40,408","41,262","53,517","74,442",-,"94,883","518,775","81,062"
jissu,tuki,実数_平成22年4月,2010,4,390,3.35,1.57,47.7,"571,504","557,591","508,241","445,637","10,647","51,956","5,549","43,801","13,914","489,298","82,663","460,526","27,066",85.9,"506,569","395,590","395,590","79,601","21,406","24,378","9,618","17,438","13,446","43,994","75,741","43,062","66,908",-,"110,979","559,327","77,569"
jissu,tuki,実数_平成22年5月,2010,5,383,3.32,1.59,48.2,"516,554","512,964","504,815","439,327","13,506","51,982","6,927","1,222","3,590","453,301","90,101","398,856","14,810",91.5,"495,124","377,427","365,076","84,369","29,444","22,542","8,671","19,189","12,421","55,383","24,681","42,384","65,991",12351,"117,697","494,599","70,233"
jissu,tuki,実数_平成22年6月,2010,6,376,3.37,1.59,47.7,"884,794","882,112","824,824","445,282","305,743","73,799","7,406","49,883","2,681","504,094","73,654","670,518","250,904",50.6,"553,889","339,614","339,614","78,785","25,283","19,466","12,622","19,982","11,806","48,619","19,686","43,066","60,298",-,"214,275","828,979","79,675"
jissu,tuki,実数_平成22年7月,2010,7,388,3.39,1.57,47.2,"655,849","650,756","638,928","443,169","151,301","44,458","7,987","3,841","5,092","493,996","78,215","523,430","138,104",72.7,"513,080","380,661","380,661","80,566","27,540","18,791","15,201","23,604","13,976","40,131","20,348","53,397","87,107",-,"132,418","651,724","63,255"
jissu,tuki,実数_平成22年8月,2010,8,395,3.33,1.53,47.4,"544,261","537,831","502,606","449,202","15,591","37,813","7,768","27,457","6,430","550,686","70,363","433,168","33,774",86,"569,633","458,540","372,466","80,586","38,086","19,630","14,562","13,981","11,699","49,586","13,940","62,340","68,055","86,074","111,093","531,557","64,120"
jissu,tuki,実数_平成22年9月,2010,9,398,3.28,1.55,47.6,"496,141","492,160","486,603","434,736","8,428","43,440","2,620","2,937","3,981","433,903","74,842","398,975","24,171",89.1,"456,139","358,974","355,543","77,007","24,046","20,758","9,309","16,616","15,355","43,875","30,054","41,481","77,042",3431,"97,166","478,168","70,579"
jissu,tuki,実数_平成22年10月,2010,10,401,3.32,1.56,46.9,"554,620","548,995","494,509","439,654","9,310","45,546","7,864","46,622","5,625","421,080","71,487","459,041","85,149",75.7,"443,032","347,453","347,453","78,502","27,411","18,969","10,630","22,031","13,658","40,645","33,257","45,783","56,568",-,"95,579","537,173","66,982"
jissu,tuki,実数_平成22年11月,2010,11,411,3.38,1.55,46.9,"501,996","494,411","484,841","425,639","11,909","47,293","3,935","5,635","7,585","386,035","72,130","406,924","66,865",80.6,"423,041","327,969","327,969","76,448","26,296","19,381","11,631","18,721","15,220","36,223","19,484","47,329","57,237",-,"95,072","471,802","65,317"
jissu,tuki,実数_平成22年12月,2010,12,407,3.35,1.55,47.5,"1,057,373","1,038,503","1,000,250","425,348","498,149","76,753","5,008","33,245","18,870","443,607","78,905","875,260","452,178",42.5,"553,731","371,618","371,618","92,270","30,692","20,642","12,260","16,661","14,399","41,418","16,483","47,229","79,565",-,"182,113","943,723","82,432"
jissu,tuki,実数_平成23年1月,2011,1,399,3.34,1.54,47.6,"481,266","467,853","459,214","406,368","3,641","49,206","3,659","4,980","13,414","413,090","95,887","388,927","26,755",89,"438,340","346,001","346,001","77,461","26,638","24,632","12,675","21,050","11,145","38,103","26,814","40,185","67,298",-,"92,339","482,420","69,482"
jissu,tuki,実数_平成23年2月,2011,2,396,3.35,1.53,47.2,"530,984","526,395","472,306","414,346","2,819","55,141","1,317","52,771","4,589","389,345","72,261","434,837","88,425",71.7,"407,754","311,607","311,607","72,746","26,351","26,250","9,142","12,921","12,086","34,380","28,022","35,711","53,999",-,"96,147","521,289","63,547"
jissu,tuki,実数_平成23年3月,2011,3,398,3.39,1.54,46.8,"489,958","479,786","472,811","415,411","8,167","49,234","1,435","5,539","10,173","427,386","74,604","401,300","33,092",83.5,"436,406","347,747","334,945","78,754","29,205","24,694","8,219","12,769","17,310","51,454","22,636","29,971","59,932","12,802","88,659","488,598","66,945"
jissu,tuki,実数_平成23年4月,2011,4,398,3.39,1.52,47.1,"526,199","519,660","489,161","428,172","9,317","51,672","2,036","28,463","6,539","440,103","76,728","431,669","28,320",88.8,"477,977","383,447","383,447","74,736","29,281","22,556","9,384","16,756","11,039","40,825","70,924","39,548","68,398",-,"94,530","494,495","70,558"
jissu,tuki,実数_平成23年5月,2011,5,400,3.39,1.54,46.9,"486,959","481,042","472,716","417,382","6,696","48,638","2,195","6,131","5,917","396,534","77,790","376,287","36,492",87.1,"439,839","329,168","327,800","80,145","26,698","19,948","9,901","17,668","18,251","37,748","23,777","39,166","54,498",1367,"110,672","454,083","67,360"
jissu,tuki,実数_平成23年6月,2011,6,404,3.4,1.51,46.9,"803,625","795,216","740,690","420,008","243,195","77,487","3,145","51,381","8,410","465,768","72,783","628,893","239,914",50.2,"547,916","373,184","315,825","75,764","31,200","17,643","11,493","15,405","12,989","32,924","18,358","43,617","56,434",57359,"174,732","723,889","70,371"
jissu,tuki,実数_平成23年7月,2011,7,404,3.4,1.55,46.9,"586,264","581,366","571,291","403,976","117,165","50,149","4,794","5,282","4,897","434,628","76,520","469,307","98,348",72.3,"461,558","344,601","339,441","80,880","23,538","16,668","13,102","18,771","11,848","39,742","25,186","49,692","60,012",5160,"116,957","566,479","69,375"
jissu,tuki,実数_平成23年8月,2011,8,399,3.4,1.59,47.8,"493,177","487,137","452,381","394,959","9,660","47,762","3,744","31,012","6,040","411,563","75,034","398,899","40,620",83.3,"426,456","332,178","332,178","81,500","26,872","19,008","10,246","10,987","10,856","43,462","18,814","50,197","60,237",-,"94,279","484,531","68,787"
jissu,tuki,実数_平成23年9月,2011,9,412,3.39,1.57,47.6,"471,786","466,802","458,993","401,437","6,042","51,514","3,714","4,095","4,984","404,439","74,882","385,340","18,191",84,"410,018","323,572","323,572","77,550","24,001","19,358","9,968","12,897","11,097","35,873","38,875","35,318","58,634",-,"86,446","470,803","70,286"
jissu,tuki,実数_平成23年10月,2011,10,408,3.35,1.58,48.3,"508,855","505,141","451,746","395,631","5,861","50,253","4,405","48,990","3,715","451,744","80,669","421,065",402,81.8,"492,435","404,646","344,634","82,773","28,480","18,245","9,487","16,691","13,980","46,604","37,105","34,374","56,896",60012,"87,790","480,441","68,393"
jissu,tuki,実数_平成23年11月,2011,11,398,3.33,1.57,49,"479,371","473,497","463,445","405,155","5,124","53,166","6,363","3,689","5,874","444,605","82,480","395,102","10,873",81,"482,733","398,465","319,838","79,485","20,008","18,106","11,270","18,822","15,455","38,859","20,819","37,095","59,919","78,626","84,269","446,972","76,751"
jissu,tuki,実数_平成23年12月,2011,12,402,3.27,1.56,48.4,"922,411","904,369","864,792","393,206","386,439","85,147","5,495","34,082","18,041","455,792","76,084","754,916","335,144",49,"537,704","370,209","370,209","92,435","24,824","21,421","13,254","19,262","15,859","41,525","19,624","44,022","77,982",-,"167,495","821,093","95,490"
jissu,tuki,実数_平成24年1月,2012,1,402,3.3,1.57,48.3,"469,832","456,516","451,320","394,636","7,867","48,818","4,239",957,"13,317","413,197","98,186","383,771","16,688",89.2,"428,233","342,172","342,172","78,238","35,883","27,162","9,949","18,814","10,850","36,050","24,057","37,253","63,916",-,"86,061","480,546","72,436"
jissu,tuki,実数_平成24年2月,2012,2,393,3.3,1.59,48.3,"525,311","520,328","472,801","411,395","3,097","58,308","4,304","43,222","4,983","395,307","81,508","429,588","72,165",71.1,"418,292","322,569","305,537","75,646","23,048","29,377","9,917","12,880","11,683","35,475","21,668","31,209","54,634",17032,"95,723","504,855","78,978"
jissu,tuki,実数_平成24年3月,2012,3,394,3.3,1.59,48.1,"525,587","483,414","469,896","404,267","7,196","58,433","6,321","7,197","42,173","443,954","85,341","432,405","50,448",85.7,"476,424","383,242","370,774","80,584","22,483","27,496","10,781","18,763","15,269","50,525","32,376","40,988","71,508",12469,"93,181","507,649","70,810"
jissu,tuki,実数_平成24年4月,2012,4,396,3.29,1.61,48.2,"500,312","492,801","454,498","392,802","4,710","56,985","5,324","32,979","7,511","469,313","74,095","410,916",-10721,94.7,"480,803","391,407","389,197","78,628","25,882","24,851","8,037","16,831","12,354","47,016","78,399","36,308","60,891","2,210","89,396","490,430","72,488"
jissu,tuki,実数_平成24年5月,2012,5,393,3.3,1.63,48,"463,145","459,132","451,995","386,664","4,881","60,449","4,325","2,813","4,013","432,467","78,445","358,407","-7,702",95.3,"446,416","341,678","341,678","80,434","38,020","22,326","10,297","16,612","12,349","44,338","24,050","34,032","59,220",-,"104,738","460,245","67,397"
jissu,tuki,実数_平成24年6月,2012,6,397,3.28,1.61,48.4,"779,220","775,988","723,442","404,333","250,125","68,985","3,534","49,012","3,232","496,927","74,868","609,015","213,660",54.9,"561,704","391,499","334,559","76,048","29,443","18,617","15,164","16,101","13,437","43,599","16,236","42,870","63,043",56940,"170,205","710,202","79,109"
jissu,tuki,実数_平成24年7月,2012,7,391,3.24,1.59,48.3,"638,884","635,115","627,136","415,749","143,869","67,518","3,282",4698,"3,769","496,745","80,113","499,100","149,446",71.6,"497,375","357,590","357,590","79,719","32,741","18,262","14,302","19,653","21,184","39,408","20,260","46,224","65,838",-,"139,784","648,113","70,254"
jissu,tuki,実数_平成24年8月,2012,8,390,3.26,1.54,47.7,"520,112","514,680","475,150","418,115","3,866","53,170","3,047","36,483","5,433","427,415","69,711","422,584","57,664",79.2,"432,132","334,604","334,604","79,805","24,432","19,617","9,550","12,642","14,978","43,717","18,668","46,450","64,744",-,"97,528","521,327","63,780"
jissu,tuki,実数_平成24年9月,2012,9,395,3.24,1.57,48.2,"487,533","484,107","476,780","413,698","5,926","57,155","2,492","4,835","3,426","442,878","65,777","392,353","10,027",86.8,"435,900","340,720","340,720","78,492","29,119","19,474","9,619","15,655","16,160","43,468","29,273","37,892","61,567",-,"95,180","495,430","64,858"
jissu,tuki,実数_平成24年10月,2012,10,391,3.25,1.57,47.8,"529,505","525,435","476,052","415,610","5,318","55,125","3,483","45,900","4,070","440,847","70,809","430,440","59,065",82,"451,906","352,841","352,841","78,838","26,141","19,480","9,902","19,771","13,644","54,971","34,830","37,804","57,459",-,"99,065","527,728","61,527"
jissu,tuki,実数_平成24年11月,2012,11,394,3.33,1.58,47.2,"500,671","494,643","486,201","418,852","7,819","59,529","4,772","3,670","6,028","468,599","66,197","399,395","-12,959",84.3,"496,932","395,655","336,663","79,198","28,994","19,073","16,223","21,298","15,296","36,465","18,598","39,109","62,410",58992,"101,277","482,317","56,219"
jissu,tuki,実数_平成24年12月,2012,12,390,3.37,1.63,47.1,"965,169","947,386","910,771","413,471","402,625","94,676","4,305","32,310","17,782","481,769","66,292","790,200","387,283",47,"546,525","371,557","371,557","96,187","26,816","23,495","11,633","21,305","13,499","45,926","16,565","48,271","67,860",-,"174,968","894,792","71,913"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成15年から24年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主要指標２　―勤労者世帯―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
