項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,627,846,1077,1004,1065,760,925,3697,1645
0,0,0,0,0,0,0,調査世帯数,757,-,45,62,87,75,79,57,68,284,130
0,0,0,0,0,0,0,世帯人員,3.08,-,3.38,3.6,3.69,3.59,3.51,3.41,2.89,2.44,2.37
0,0,0,0,0,0,0,有業人員,1.32,-,1.43,1.31,1.48,1.58,1.87,2.01,1.55,0.82,0.6
0,0,0,0,0,0,0,世帯主平均年齢,57.3,-,30.4,37.4,42.4,46.9,51.9,56.7,62,74,79.9
2,2,0,0,0,0,0,生計支出,368915,12.5,320588,322730,352492,415636,370497,601180,498824,299111,316047
2,3,0,0,0,102-981,0,消費支出,359920,11.4,320588,322730,352492,415636,370497,482757,498824,299111,316047
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,88942,5.5,61867,77960,89256,95215,96439,109987,92826,86800,84208
2,5,1,1,0,102-160,0,穀類,6828,4.8,5250,5728,7331,7243,6998,8779,7302,6520,6462
2,6,1,1,1,102,0,米類,2309,10.6,1613,1730,2182,2343,1995,2751,2873,2446,2803
2,7,1,1,1,102,102,米,2309,10.6,1613,1730,2182,2343,1995,2751,2873,2446,2803
2,6,1,1,2,"120,　129",0,パン,2673,5.2,2062,2374,3228,2680,3151,3510,2954,2301,2141
2,7,1,1,2,"120,　129",120,食パン,787,5.1,505,595,780,811,773,1017,626,872,860
2,7,1,1,2,"120,　129",129,他のパン,1885,5.1,1557,1779,2448,1870,2378,2492,2328,1429,1281
2,6,1,1,3,130-139,0,めん類,1528,-3,1252,1292,1541,1729,1424,2139,1267,1541,1283
2,7,1,1,3,130-139,130,生うどん・そば,242,18,238,154,236,261,251,284,193,260,205
2,7,1,1,3,130-139,131,乾うどん・そば,367,-19,104,237,126,191,244,683,175,579,445
2,7,1,1,3,130-139,134,スパゲッティ,97,-10.2,79,121,127,186,149,75,68,57,31
