項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,593,-,825,-,1096,-,1085,-,942,-,852,-,915,-,3693,-,1716,-
0,0,0,0,0,調査世帯数,741,-,44,-,60,-,83,-,78,-,68,-,61,-,67,-,280,-,130,-
0,0,0,0,0,世帯人員,3,-,2.87,-,3.35,-,3.65,-,3.43,-,3.53,-,3.37,-,2.82,-,2.44,-,2.39,-
0,0,0,0,0,有業人員,1.32,-,1.39,-,1.51,-,1.42,-,1.53,-,2.02,-,1.7,-,1.59,-,0.85,-,0.59,-
0,0,0,0,0,世帯主平均年齢,57.4,-,30.9,-,37,-,42.1,-,47.1,-,51.8,-,56.8,-,62,-,74.2,-,80,-
2,2,0,0,0,生計支出,318807,-,256096,-,312551,-,321243,-,410340,-,295627,-,387092,-,368736,-,280445,-,265157,-
2,3,0,0,0,消費支出,318587,100,256096,100,312551,100,321243,100,408315,100,295627,100,387092,100,368736,100,280445,100,265157,100
2,4,1,0,0,食料,77423,24.3,58207,22.7,76720,24.5,84977,26.5,89891,22,82904,28,83948,21.7,81042,22,70959,25.3,68837,26
2,5,1,1,0,穀類,6136,1.9,3871,1.5,5660,1.8,6676,2.1,7242,1.8,6650,2.2,6940,1.8,6661,1.8,5673,2,5480,2.1
2,6,1,1,1,米類,1842,0.6,570,0.2,1354,0.4,1702,0.5,2330,0.6,1906,0.6,2063,0.5,2102,0.6,1922,0.7,2122,0.8
2,6,1,1,2,パン,2592,0.8,1929,0.8,2593,0.8,3188,1,3064,0.8,2938,1,2930,0.8,2954,0.8,2125,0.8,1927,0.7
2,6,1,1,3,めん類,1246,0.4,1065,0.4,1233,0.4,1236,0.4,1359,0.3,1273,0.4,1535,0.4,1267,0.3,1170,0.4,1057,0.4
2,6,1,1,4,他の穀類,455,0.1,307,0.1,480,0.2,549,0.2,488,0.1,533,0.2,412,0.1,337,0.1,455,0.2,374,0.1
2,5,1,2,0,魚介類,5954,1.9,1868,0.7,3253,1,5129,1.6,5108,1.3,4868,1.6,6651,1.7,7484,2,7443,2.7,7323,2.8
2,6,1,2,1,生鮮魚介,3557,1.1,1207,0.5,2039,0.7,3198,1,2972,0.7,3039,1,3965,1,4657,1.3,4316,1.5,4224,1.6
2,6,1,2,2,塩干魚介,1043,0.3,335,0.1,549,0.2,924,0.3,858,0.2,799,0.3,1038,0.3,1130,0.3,1397,0.5,1524,0.6
