項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,593,825,1096,1085,942,852,915,3693,1716
0,0,0,0,0,0,0,調査世帯数,741,-,44,60,83,78,68,61,67,280,130
0,0,0,0,0,0,0,世帯人員,3,-,2.87,3.35,3.65,3.43,3.53,3.37,2.82,2.44,2.39
0,0,0,0,0,0,0,有業人員,1.32,-,1.39,1.51,1.42,1.53,2.02,1.7,1.59,0.85,0.59
0,0,0,0,0,0,0,世帯主平均年齢,57.4,-,30.9,37,42.1,47.1,51.8,56.8,62,74.2,80
2,2,0,0,0,0,0,生計支出,318807,-4.1,256096,312551,321243,410340,295627,387092,368736,280445,265157
2,3,0,0,0,102-981,0,消費支出,318587,5.6,256096,312551,321243,408315,295627,387092,368736,280445,265157
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,84194,2.8,61155,79144,90410,91133,85482,93089,90289,81246,77763
2,5,1,1,0,102-160,0,穀類,6277,-2,3895,5711,6728,7299,6771,6980,6730,5952,5855
2,6,1,1,1,102,0,米類,1887,-5.7,570,1354,1728,2330,1953,2063,2102,2023,2297
2,7,1,1,1,102,102,米,1887,-5.7,570,1354,1728,2330,1953,2063,2102,2023,2297
2,6,1,1,2,"120,　129",0,パン,2625,2.4,1953,2611,3215,3121,3012,2968,2961,2154,1935
2,7,1,1,2,"120,　129",120,食パン,750,1.1,503,685,808,809,864,633,814,752,780
2,7,1,1,2,"120,　129",129,他のパン,1875,3,1450,1926,2407,2312,2148,2335,2146,1402,1156
2,6,1,1,3,130-139,0,めん類,1301,-7.1,1065,1266,1236,1359,1273,1537,1330,1295,1198
2,7,1,1,3,130-139,130,生うどん・そば,289,-6.2,204,288,224,245,257,335,257,341,306
2,7,1,1,3,130-139,131,乾うどん・そば,105,-22.8,-,64,26,16,46,59,46,222,207
2,7,1,1,3,130-139,134,スパゲッティ,116,-7.9,126,156,166,187,150,151,64,65,77
2,7,1,1,3,130-139,133,中華めん,299,-7.7,229,258,320,357,246,371,377,274,230
2,7,1,1,3,130-139,135,カップめん,234,-6.8,331,269,267,262,226,334,241,169,180
2,7,1,1,3,130-139,132,即席めん,178,7.9,128,111,139,205,212,201,272,166,153
2,7,1,1,3,130-139,139,他のめん類,81,-9,47,120,95,86,136,87,72,58,45
2,6,1,1,4,140-160,0,他の穀類,464,4.7,307,480,549,488,533,412,337,479,426
2,7,1,1,4,140-160,140,小麦粉,45,-31.8,43,38,42,46,54,55,49,43,28
2,7,1,1,4,140-160,150,もち,179,14,95,135,139,165,135,176,113,245,248
2,7,1,1,4,140-160,160,他の穀類のその他,240,9.1,168,307,368,278,344,182,175,191,151
2,5,1,2,0,170-217,0,魚介類,6379,-1,2353,3277,5355,5292,4953,6913,8402,8082,7595
2,6,1,2,1,170-194,0,生鮮魚介,3609,-0.8,1207,2063,3381,2972,3039,4070,4718,4360,4224
2,7,1,2,1,170-189,0,鮮魚,3153,-2.1,1042,1693,3033,2604,2619,3485,4235,3807,3689
2,7,1,2,1,170-189,170,まぐろ,526,1.7,58,255,390,396,330,566,761,723,677
2,7,1,2,1,170-189,172,あじ,102,6.3,17,60,50,59,65,90,126,160,158
2,7,1,2,1,170-189,173,いわし,18,12.5,12,-,13,15,19,-,20,29,18
2,7,1,2,1,170-189,174,かつお,38,-35.6,19,23,61,57,42,53,48,26,26
2,7,1,2,1,170-189,175,かれい,86,16.2,31,19,59,86,87,63,121,114,124
2,7,1,2,1,170-189,176,さけ,337,-14.7,171,247,323,341,335,333,428,365,368
2,7,1,2,1,170-189,177,さば,73,-11,31,103,79,71,49,71,82,76,69
2,7,1,2,1,170-189,178,さんま,123,26.8,33,117,180,99,76,48,126,158,152
2,7,1,2,1,170-189,180,たい,70,32.1,12,55,46,62,75,61,109,85,96
2,7,1,2,1,170-189,181,ぶり,279,-6.1,155,76,301,224,215,202,343,373,411
2,7,1,2,1,170-189,182,いか,143,15.3,66,30,105,109,92,231,178,186,138
2,7,1,2,1,170-189,183,たこ,92,-9.8,71,39,90,112,79,115,98,99,109
2,7,1,2,1,170-189,185,えび,163,-27.9,80,150,137,109,114,293,252,165,90
2,7,1,2,1,170-189,186,かに,105,15.4,-,20,12,47,141,127,306,121,177
2,7,1,2,1,170-189,189,他の鮮魚,622,3.3,134,265,848,544,524,810,793,674,630
2,7,1,2,1,170-189,187,さしみ盛合わせ,376,-3.1,151,233,339,274,380,422,445,455,446
2,7,1,2,1,190-194,0,貝類,456,9.1,165,370,348,368,420,585,483,552,535
2,7,1,2,1,190-194,190,あさり,83,6.4,81,22,81,92,61,59,64,111,120
2,7,1,2,1,190-194,192,しじみ,51,37.8,4,39,25,88,53,44,32,65,60
2,7,1,2,1,190-194,191,かき(貝),191,3.8,50,68,131,104,218,311,240,238,245
2,7,1,2,1,190-194,194,ほたて貝,104,3,10,237,76,76,78,101,126,107,81
2,7,1,2,1,190-194,193,他の貝,27,42.1,19,3,34,8,10,70,22,32,30
2,6,1,2,2,195-202,0,塩干魚介,1160,-11.5,335,549,928,918,799,1129,1776,1515,1604
2,7,1,2,2,195-202,195,塩さけ,188,-3.1,34,60,161,45,106,227,506,223,264
2,7,1,2,2,195-202,196,たらこ,179,-30.1,60,121,133,249,188,253,238,171,181
2,7,1,2,2,195-202,197,しらす干し,152,14.3,51,95,160,105,143,131,141,203,200
2,7,1,2,2,195-202,198,干しあじ,95,5.6,37,54,71,82,18,83,118,141,157
2,7,1,2,2,195-202,200,煮干し,16,-36,9,13,18,-,3,15,9,26,27
