項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3076,-,5297,-,586,-,123,-,1041,-,3098,-
0,0,0,0,0,調査世帯数,757,-,236,-,394,-,46,-,10,-,81,-,230,-
0,0,0,0,0,世帯人員,3.08,-,2,-,3.66,-,2.27,-,2.36,-,3.77,-,3.39,-
0,0,0,0,0,有業人員,1.32,-,0.78,-,1.62,-,0.97,-,0.86,-,1.59,-,2.28,-
0,0,0,0,0,世帯主平均年齢,57.3,-,67.1,-,50.9,-,62.7,-,41.1,-,57.3,-,51,-
2,2,0,0,0,生計支出,368915,-,393031,-,372414,-,287296,-,338819,-,325778,-,375411,-
2,3,0,0,0,消費支出,359920,100,363789,100,372414,100,287296,100,338819,100,325778,100,375411,100
2,4,1,0,0,食料,81810,22.7,74269,20.4,86925,23.3,61406,21.4,54245,16,89549,27.5,86932,23.2
2,5,1,1,0,穀類,6637,1.8,5256,1.4,7417,2,4827,1.7,3405,1,7769,2.4,6721,1.8
2,6,1,1,1,米類,2290,0.6,1839,0.5,2527,0.7,1379,0.5,907,0.3,2928,0.9,2268,0.6
2,6,1,1,2,パン,2645,0.7,2131,0.6,2958,0.8,2125,0.7,1551,0.5,2859,0.9,2695,0.7
2,6,1,1,3,めん類,1387,0.4,1057,0.3,1562,0.4,1152,0.4,833,0.2,1601,0.5,1394,0.4
2,6,1,1,4,他の穀類,316,0.1,230,0.1,369,0.1,171,0.1,115,0,381,0.1,364,0.1
2,5,1,2,0,魚介類,5699,1.6,5841,1.6,5510,1.5,3449,1.2,2239,0.7,7506,2.3,4886,1.3
2,6,1,2,1,生鮮魚介,3356,0.9,3442,0.9,3373,0.9,1843,0.6,1355,0.4,3864,1.2,2883,0.8
2,6,1,2,2,塩干魚介,1066,0.3,1059,0.3,964,0.3,716,0.2,302,0.1,1800,0.6,913,0.2
2,6,1,2,3,魚肉練製品,478,0.1,534,0.1,421,0.1,365,0.1,175,0.1,665,0.2,416,0.1
2,6,1,2,4,他の魚介加工品,800,0.2,806,0.2,752,0.2,525,0.2,407,0.1,1178,0.4,675,0.2
2,5,1,3,0,肉類,6425,1.8,4803,1.3,7289,2,3969,1.4,3634,1.1,8204,2.5,6366,1.7
