項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,743,-,822,-,1036,-,849,-,1006,-,646,-,1094,-,3803,-,1591,-
0,0,0,0,0,調査世帯数,757,-,55,-,62,-,85,-,65,-,76,-,47,-,84,-,283,-,118,-
0,0,0,0,0,世帯人員,3.02,-,3.17,-,3.83,-,3.69,-,3.56,-,3.44,-,3.32,-,2.82,-,2.4,-,2.32,-
0,0,0,0,0,有業人員,1.28,-,1.47,-,1.44,-,1.45,-,1.61,-,1.81,-,2.15,-,1.64,-,0.71,-,0.4,-
0,0,0,0,0,世帯主平均年齢,57.5,-,30.8,-,37.1,-,42.5,-,47,-,52,-,56.9,-,62,-,73.9,-,80.1,-
2,2,0,0,0,生計支出,350744,-,273938,-,383773,-,346099,-,490139,-,494520,-,386043,-,336583,-,288794,-,276098,-
2,3,0,0,0,消費支出,349877,100,262277,100,383773,100,346099,100,490139,100,494520,100,386043,100,336583,100,288794,100,276098,100
2,4,1,0,0,食料,77097,22,63543,24.2,68534,17.9,75504,21.8,80294,16.4,89845,18.2,89608,23.2,75938,22.6,76151,26.4,72399,26.2
2,5,1,1,0,穀類,7069,2,5381,2.1,7115,1.9,7972,2.3,7829,1.6,7383,1.5,8300,2.2,6387,1.9,6879,2.4,6893,2.5
2,6,1,1,1,米類,2655,0.8,1846,0.7,2865,0.7,3076,0.9,2890,0.6,2058,0.4,3002,0.8,2336,0.7,2790,1,2988,1.1
2,6,1,1,2,パン,2766,0.8,2083,0.8,2518,0.7,3056,0.9,2954,0.6,3555,0.7,3456,0.9,2473,0.7,2590,0.9,2550,0.9
2,6,1,1,3,めん類,1320,0.4,1137,0.4,1358,0.4,1449,0.4,1553,0.3,1348,0.3,1515,0.4,1230,0.4,1246,0.4,1060,0.4
