項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3513,-,4873,-,793,-,133,-,821,-,2922,-
0,0,0,0,0,調査世帯数,748,-,267,-,367,-,55,-,10,-,59,-,211,-
0,0,0,0,0,世帯人員,3.01,-,2,-,3.71,-,2.36,-,2.73,-,3.81,-,3.37,-
0,0,0,0,0,有業人員,1.28,-,0.72,-,1.62,-,1.25,-,1.14,-,1.61,-,2.2,-
0,0,0,0,0,世帯主平均年齢,57.2,-,67,-,49.2,-,63.8,-,45.9,-,56.5,-,49.2,-
2,2,0,0,0,生計支出,295893,-,285272,-,315405,-,245323,-,223359,-,274386,-,307462,-
2,3,0,0,0,消費支出,294492,100,281284,100,315405,100,245323,100,223359,100,274386,100,307462,100
2,4,1,0,0,食料,73011,24.8,67747,24.1,78084,24.8,56097,22.9,55657,24.9,81768,29.8,76398,24.8
2,5,1,1,0,穀類,6280,2.1,4940,1.8,7390,2.3,4758,1.9,4660,2.1,6895,2.5,6440,2.1
2,6,1,1,1,米類,2254,0.8,1623,0.6,2822,0.9,1397,0.6,1110,0.5,2404,0.9,2195,0.7
2,6,1,1,2,パン,2482,0.8,2034,0.7,2814,0.9,2412,1,2144,1,2495,0.9,2630,0.9
2,6,1,1,3,めん類,1192,0.4,942,0.3,1363,0.4,754,0.3,1130,0.5,1675,0.6,1259,0.4
2,6,1,1,4,他の穀類,352,0.1,341,0.1,391,0.1,195,0.1,277,0.1,321,0.1,356,0.1
2,5,1,2,0,魚介類,5839,2,6154,2.2,5392,1.7,3895,1.6,2836,1.3,9022,3.3,4974,1.6
2,6,1,2,1,生鮮魚介,3604,1.2,3719,1.3,3352,1.1,2291,0.9,1371,0.6,5878,2.1,3189,1
2,6,1,2,2,塩干魚介,1049,0.4,1137,0.4,944,0.3,769,0.3,479,0.2,1564,0.6,754,0.2
2,6,1,2,3,魚肉練製品,493,0.2,488,0.2,490,0.2,300,0.1,284,0.1,716,0.3,440,0.1
2,6,1,2,4,他の魚介加工品,694,0.2,811,0.3,606,0.2,534,0.2,703,0.3,863,0.3,591,0.2
2,5,1,3,0,肉類,6270,2.1,4671,1.7,7286,2.3,4168,1.7,4193,1.9,9118,3.3,6516,2.1
2,6,1,3,1,生鮮肉,5066,1.7,3747,1.3,5886,1.9,3135,1.3,3084,1.4,7710,2.8,5248,1.7
2,6,1,3,2,加工肉,1204,0.4,924,0.3,1400,0.4,1032,0.4,1109,0.5,1408,0.5,1268,0.4
2,5,1,4,0,乳卵類,3345,1.1,2851,1,3686,1.2,3214,1.3,2255,1,3556,1.3,3378,1.1
2,6,1,4,1,牛乳,1163,0.4,1003,0.4,1225,0.4,1617,0.7,1096,0.5,1045,0.4,1090,0.4
2,6,1,4,2,乳製品,1585,0.5,1363,0.5,1810,0.6,1071,0.4,660,0.3,1703,0.6,1669,0.5
2,6,1,4,3,卵,596,0.2,484,0.2,652,0.2,526,0.2,499,0.2,808,0.3,618,0.2
2,5,1,5,0,野菜・海藻,9176,3.1,9428,3.4,8975,2.8,7107,2.9,4212,1.9,11296,4.1,8292,2.7
2,6,1,5,1,生鮮野菜,6306,2.1,6375,2.3,6226,2,4951,2,2874,1.3,7792,2.8,5795,1.9
2,6,1,5,2,乾物・海藻,640,0.2,668,0.2,614,0.2,581,0.2,483,0.2,730,0.3,486,0.2
2,6,1,5,3,大豆加工品,1066,0.4,1026,0.4,1085,0.3,854,0.3,437,0.2,1327,0.5,966,0.3
2,6,1,5,4,他の野菜・海藻加工品,1164,0.4,1358,0.5,1049,0.3,721,0.3,417,0.2,1447,0.5,1046,0.3
2,5,1,6,0,果物,3004,1,3401,1.2,2658,0.8,3034,1.2,2324,1,3329,1.2,2334,0.8
2,6,1,6,1,生鮮果物,2780,0.9,3121,1.1,2473,0.8,2790,1.1,1782,0.8,3130,1.1,2153,0.7
2,6,1,6,2,果物加工品,224,0.1,279,0.1,185,0.1,244,0.1,542,0.2,198,0.1,181,0.1
2,5,1,7,0,油脂・調味料,3066,1,2850,1,3235,1,2431,1,2212,1,3603,1.3,3038,1
2,6,1,7,1,油脂,296,0.1,281,0.1,306,0.1,213,0.1,269,0.1,378,0.1,254,0.1
2,6,1,7,2,調味料,2771,0.9,2569,0.9,2930,0.9,2218,0.9,1943,0.9,3225,1.2,2784,0.9
2,5,1,8,0,菓子類,5717,1.9,4821,1.7,6459,2,4266,1.7,8224,3.7,6549,2.4,6277,2
2,5,1,9,0,調理食品,8369,2.8,8089,2.9,8348,2.6,7020,2.9,7225,3.2,10992,4,9299,3
