項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3196,-,5161,-,734,-,141,-,909,-,2961,-
0,0,0,0,0,調査世帯数,757,-,246,-,390,-,54,-,12,-,67,-,216,-
0,0,0,0,0,世帯人員,3.02,-,2,-,3.65,-,2.31,-,2.63,-,3.56,-,3.4,-
0,0,0,0,0,有業人員,1.28,-,0.66,-,1.65,-,1.09,-,1.13,-,1.54,-,2.28,-
0,0,0,0,0,世帯主平均年齢,57.5,-,67.6,-,50.9,-,61.5,-,44.4,-,56.4,-,49.6,-
2,2,0,0,0,生計支出,350744,-,303852,-,378921,-,311790,-,314025,-,387053,-,360107,-
2,3,0,0,0,消費支出,349877,100,303852,100,377243,100,311790,100,314025,100,387053,100,360107,100
2,4,1,0,0,食料,77097,22,72985,24,80061,21.2,60484,19.4,55660,17.7,88135,22.8,79923,22.2
2,5,1,1,0,穀類,7069,2,5599,1.8,7996,2.1,5178,1.7,4871,1.6,8505,2.2,6983,1.9
2,6,1,1,1,米類,2655,0.8,1974,0.6,3013,0.8,1800,0.6,1598,0.5,3701,1,2375,0.7
2,6,1,1,2,パン,2766,0.8,2279,0.8,3088,0.8,2393,0.8,2085,0.7,2949,0.8,2872,0.8
2,6,1,1,3,めん類,1320,0.4,1115,0.4,1503,0.4,675,0.2,883,0.3,1524,0.4,1370,0.4
2,6,1,1,4,他の穀類,329,0.1,231,0.1,391,0.1,310,0.1,304,0.1,331,0.1,367,0.1
2,5,1,2,0,魚介類,6348,1.8,6700,2.2,6189,1.6,4033,1.3,2332,0.7,7888,2,5531,1.5
2,6,1,2,1,生鮮魚介,3850,1.1,3896,1.3,3890,1,2201,0.7,1429,0.5,4794,1.2,3446,1
2,6,1,2,2,塩干魚介,1186,0.3,1305,0.4,1070,0.3,937,0.3,409,0.1,1634,0.4,890,0.2
2,6,1,2,3,魚肉練製品,470,0.1,517,0.2,439,0.1,443,0.1,192,0.1,504,0.1,459,0.1
2,6,1,2,4,他の魚介加工品,842,0.2,982,0.3,790,0.2,452,0.1,303,0.1,957,0.2,736,0.2
2,5,1,3,0,肉類,6775,1.9,5054,1.7,7793,2.1,4695,1.5,4976,1.6,8717,2.3,6862,1.9
2,6,1,3,1,生鮮肉,5413,1.5,3952,1.3,6242,1.7,3731,1.2,4025,1.3,7197,1.9,5445,1.5
2,6,1,3,2,加工肉,1362,0.4,1102,0.4,1552,0.4,963,0.3,951,0.3,1520,0.4,1417,0.4
2,5,1,4,0,乳卵類,3653,1,3261,1.1,3974,1.1,3250,1,4308,1.4,3526,0.9,3595,1
2,6,1,4,1,牛乳,1315,0.4,1199,0.4,1379,0.4,1431,0.5,3006,1,1268,0.3,1157,0.3
2,6,1,4,2,乳製品,1670,0.5,1524,0.5,1848,0.5,1300,0.4,965,0.3,1466,0.4,1794,0.5
2,6,1,4,3,卵,668,0.2,538,0.2,747,0.2,519,0.2,336,0.1,793,0.2,644,0.2
2,5,1,5,0,野菜・海藻,9768,2.8,10084,3.3,9571,2.5,7490,2.4,4464,1.4,11614,3,8884,2.5
2,6,1,5,1,生鮮野菜,6799,1.9,6950,2.3,6715,1.8,5311,1.7,3415,1.1,7946,2.1,6242,1.7
2,6,1,5,2,乾物・海藻,692,0.2,709,0.2,689,0.2,439,0.1,262,0.1,860,0.2,593,0.2
2,6,1,5,3,大豆加工品,1137,0.3,1054,0.3,1143,0.3,900,0.3,426,0.1,1590,0.4,1099,0.3
2,6,1,5,4,他の野菜・海藻加工品,1139,0.3,1372,0.5,1024,0.3,840,0.3,360,0.1,1218,0.3,950,0.3
2,5,1,6,0,果物,2937,0.8,3252,1.1,2758,0.7,2733,0.9,1370,0.4,3004,0.8,2252,0.6
2,6,1,6,1,生鮮果物,2721,0.8,3012,1,2534,0.7,2552,0.8,1276,0.4,2894,0.7,2066,0.6
2,6,1,6,2,果物加工品,216,0.1,241,0.1,224,0.1,181,0.1,94,0,110,0,186,0.1
2,5,1,7,0,油脂・調味料,3312,0.9,3069,1,3592,1,2119,0.7,1993,0.6,3538,0.9,3315,0.9
2,6,1,7,1,油脂,351,0.1,375,0.1,344,0.1,208,0.1,194,0.1,423,0.1,337,0.1
2,6,1,7,2,調味料,2961,0.8,2694,0.9,3248,0.9,1911,0.6,1799,0.6,3115,0.8,2977,0.8
2,5,1,8,0,菓子類,5546,1.6,4727,1.6,6170,1.6,4822,1.5,4553,1.4,5465,1.4,5925,1.6
2,5,1,9,0,調理食品,8634,2.5,7902,2.6,8944,2.4,6817,2.2,5563,1.8,10923,2.8,8685,2.4
2,6,1,9,1,主食的調理食品,3634,1,3831,1.3,3615,1,2861,0.9,2354,0.7,3671,0.9,3837,1.1
2,6,1,9,2,他の調理食品,5000,1.4,4071,1.3,5328,1.4,3956,1.3,3209,1,7252,1.9,4848,1.3
2,5,1,10,0,飲料,4114,1.2,3428,1.1,4621,1.2,3520,1.1,3604,1.1,4133,1.1,4417,1.2
2,6,1,10,1,茶類,1128,0.3,1149,0.4,1120,0.3,979,0.3,675,0.2,1217,0.3,1033,0.3
2,6,1,10,2,コーヒー・ココア,803,0.2,787,0.3,815,0.2,689,0.2,674,0.2,883,0.2,864,0.2
2,6,1,10,3,他の飲料,2184,0.6,1492,0.5,2686,0.7,1852,0.6,2254,0.7,2033,0.5,2520,0.7
2,5,1,11,0,酒類,3208,0.9,3996,1.3,2941,0.8,1813,0.6,524,0.2,3085,0.8,3628,1
2,5,1,12,0,外食,15733,4.5,15912,5.2,15513,4.1,14015,4.5,17102,5.4,17736,4.6,19846,5.5
2,6,1,12,1,一般外食,15447,4.4,15912,5.2,14968,4,13959,4.5,16812,5.4,17736,4.6,19494,5.4
2,6,1,12,2,学校給食,285,0.1,-,-,545,0.1,56,0,291,0.1,-,-,352,0.1
2,4,2,0,0,住居,25217,7.2,23742,7.8,25059,6.6,40716,13.1,43319,13.8,18782,4.9,29134,8.1
2,5,2,1,0,家賃地代,20475,5.9,19724,6.5,22779,6,23228,7.4,43233,13.8,7809,2,26014,7.2
2,5,2,2,0,設備修繕・維持,4741,1.4,4018,1.3,2280,0.6,17487,5.6,86,0,10973,2.8,3120,0.9
2,6,2,2,1,設備材料,1521,0.4,2418,0.8,851,0.2,120,0,86,0,3299,0.9,391,0.1
2,6,2,2,2,工事その他のサービス,3221,0.9,1600,0.5,1428,0.4,17368,5.6,-,-,7674,2,2729,0.8
2,4,3,0,0,光熱・水道,24814,7.1,22476,7.4,25659,6.8,20928,6.7,15254,4.9,31367,8.1,23936,6.6
2,5,3,1,0,電気代,10832,3.1,10178,3.3,11191,3,9411,3,6907,2.2,12245,3.2,10584,2.9
2,5,3,2,0,ガス代,8358,2.4,7564,2.5,8713,2.3,7324,2.3,6336,2,9968,2.6,7756,2.2
2,5,3,3,0,他の光熱,268,0.1,438,0.1,170,0,298,0.1,454,0.1,197,0.1,152,0
2,5,3,4,0,上下水道料,5356,1.5,4297,1.4,5585,1.5,3894,1.2,1557,0.5,8957,2.3,5443,1.5
2,4,4,0,0,家具・家事用品,8570,2.4,7268,2.4,8468,2.2,5923,1.9,5019,1.6,15860,4.1,7213,2
2,5,4,1,0,家庭用耐久財,2268,0.6,2095,0.7,1367,0.4,689,0.2,76,0,9270,2.4,1028,0.3
2,6,4,1,1,家事用耐久財,1569,0.4,1205,0.4,846,0.2,124,0,13,0,8126,2.1,729,0.2
2,6,4,1,2,冷暖房用器具,214,0.1,540,0.2,-,-,565,0.2,63,0,-,-,50,0
2,6,4,1,3,一般家具,485,0.1,351,0.1,522,0.1,-,-,-,-,1144,0.3,249,0.1
2,5,4,2,0,室内装備・装飾品,563,0.2,535,0.2,433,0.1,716,0.2,343,0.1,1277,0.3,252,0.1
2,5,4,3,0,寝具類,589,0.2,476,0.2,778,0.2,146,0,589,0.2,277,0.1,857,0.2
2,5,4,4,0,家事雑貨,2048,0.6,1439,0.5,2491,0.7,1493,0.5,2153,0.7,2127,0.5,2231,0.6
2,5,4,5,0,家事用消耗品,2447,0.7,2225,0.7,2596,0.7,2250,0.7,1857,0.6,2544,0.7,2587,0.7
2,5,4,6,0,家事サービス,653,0.2,499,0.2,803,0.2,630,0.2,-,-,365,0.1,257,0.1
2,4,5,0,0,被服及び履物,15532,4.4,12373,4.1,18326,4.9,17173,5.5,14548,4.6,9442,2.4,18705,5.2
