項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,760,910,1010,832,1014,682,1051,3740,1630
0,0,0,0,0,0,0,調査世帯数,755,-,55,67,81,63,74,50,80,285,125
0,0,0,0,0,0,0,世帯人員,3.02,-,3.13,3.74,3.6,3.58,3.44,3.54,2.76,2.41,2.3
0,0,0,0,0,0,0,有業人員,1.28,-,1.34,1.37,1.51,1.6,1.81,2.07,1.6,0.74,0.44
0,0,0,0,0,0,0,世帯主平均年齢,57.3,-,30.9,37.1,42.4,46.9,51.9,56.7,62,74.1,80
2,2,0,0,0,0,0,生計支出,318520,-1.9,265662,278604,295595,393912,372830,407791,373265,282000,248577
2,3,0,0,0,102-981,0,消費支出,318520,-1.4,265662,278604,295595,393912,372830,407791,373265,282000,248577
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,85437,0.6,63991,74794,83930,91413,90042,106824,85825,86205,82473
2,5,1,1,0,102-160,0,穀類,7152,0.9,5617,5950,7344,7613,8068,9573,7663,6770,6436
2,6,1,1,1,102,0,米類,2571,3.1,1861,1684,2370,2922,2771,2604,3153,2683,2856
2,7,1,1,1,102,102,米,2571,3.1,1861,1684,2370,2922,2771,2604,3153,2683,2856
2,6,1,1,2,"120,　129",0,パン,2913,3,2133,2561,3205,2787,3519,4816,2841,2615,2359
2,7,1,1,2,"120,　129",120,食パン,818,-5.7,500,702,873,804,867,1089,712,866,877
2,7,1,1,2,"120,　129",129,他のパン,2095,6.8,1633,1859,2332,1982,2652,3727,2129,1749,1482
2,6,1,1,3,130-139,0,めん類,1383,-4.7,1345,1334,1427,1549,1401,1910,1368,1257,1009
2,7,1,1,3,130-139,130,生うどん・そば,231,-0.4,187,215,260,213,223,360,137,246,219
2,7,1,1,3,130-139,131,乾うどん・そば,199,-15,87,215,127,192,137,126,196,270,185
2,7,1,1,3,130-139,134,スパゲッティ,129,-6.5,135,140,187,209,140,220,102,80,71
2,7,1,1,3,130-139,133,中華めん,378,-13.9,435,306,375,377,394,486,400,356,300
2,7,1,1,3,130-139,135,カップめん,228,9.1,307,278,223,253,278,461,263,129,103
2,7,1,1,3,130-139,132,即席めん,148,37,102,94,172,216,173,190,190,123,86
2,7,1,1,3,130-139,139,他のめん類,69,-22.5,91,86,82,88,57,68,80,53,45
2,6,1,1,4,140-160,0,他の穀類,286,-9.8,278,372,342,355,377,242,302,215,212
2,7,1,1,4,140-160,140,小麦粉,53,-18.5,48,37,73,35,126,29,59,38,38
2,7,1,1,4,140-160,150,もち,38,-42.4,14,9,71,23,21,39,54,45,56
