項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3384,-,4775,-,728,-,131,-,1113,-,2914,-
0,0,0,0,0,調査世帯数,752,-,256,-,365,-,52,-,9,-,79,-,213,-
0,0,0,0,0,世帯人員,2.95,-,2,-,3.6,-,2.28,-,2.93,-,3.51,-,3.21,-
0,0,0,0,0,有業人員,1.32,-,0.84,-,1.66,-,1.09,-,0.8,-,1.47,-,2.25,-
0,0,0,0,0,世帯主平均年齢,57.8,-,65.5,-,50.7,-,65.2,-,43.6,-,59.6,-,50.4,-
2,2,0,0,0,生計支出,393918,-,339561,-,462981,-,252119,-,274335,-,355647,-,397169,-
2,3,0,0,0,消費支出,360671,100,339561,100,393351,100,252119,100,274335,100,355647,100,397169,100
2,4,1,0,0,食料,95789,26.6,92872,27.4,100265,25.5,79054,31.4,92477,33.7,96397,27.1,98350,24.8
2,5,1,1,0,穀類,7604,2.1,6660,2,8448,2.1,6024,2.4,7124,2.6,7887,2.2,7679,1.9
2,6,1,1,1,米類,2274,0.6,1864,0.5,2545,0.6,2264,0.9,3060,1.1,2367,0.7,2445,0.6
2,6,1,1,2,パン,2584,0.7,2136,0.6,3050,0.8,1809,0.7,2382,0.9,2454,0.7,2758,0.7
2,6,1,1,3,めん類,1431,0.4,1253,0.4,1592,0.4,1066,0.4,1090,0.4,1525,0.4,1428,0.4
2,6,1,1,4,他の穀類,1315,0.4,1407,0.4,1262,0.3,886,0.4,592,0.2,1542,0.4,1047,0.3
2,5,1,2,0,魚介類,9831,2.7,10985,3.2,8466,2.2,9775,3.9,7728,2.8,12218,3.4,7620,1.9
2,6,1,2,1,生鮮魚介,5184,1.4,5214,1.5,4603,1.2,5951,2.4,4817,1.8,7087,2,3920,1
2,6,1,2,2,塩干魚介,1620,0.4,1987,0.6,1345,0.3,1429,0.6,1124,0.4,1806,0.5,1273,0.3
2,6,1,2,3,魚肉練製品,1451,0.4,1862,0.5,1198,0.3,1048,0.4,887,0.3,1554,0.4,1177,0.3
