【 図書館資料受取窓口利用状況】,,,,,,,,
種別,詳細,"受取
窓口名","高野台
受取窓口","豊玉
受取窓口","石神井公園駅　
受取窓口","大泉学園駅
受取窓口","北町
受取窓口","上石神井
受取窓口"
個人利用登録者数,,人,572,744,"3,206","4,397",783,"1,053"
来館者数,,人,"15,125","25,040","77,748","56,558","15,907","22,277"
貸出　,個人貸出者数,人,"17,498","27,473","82,802","68,223","16,941","25,788"
貸出　,個人貸出点数,点,"43,786","65,308","192,712","152,469","42,978","61,766"
貸出　,一般図書,冊,"39,916","57,933","175,530","138,127","37,000","51,811"
貸出　,雑誌,冊,"1,683","2,155","6,773","4,889","1,246","2,072"
貸出　,ＣＤ・ｶｾｯﾄﾃｰﾌﾟ・ﾚｺｰﾄﾞ,組,"2,035","4,953","9,855","9,050","4,563","7,479"
貸出　,DVD・ビデオ・その他,組,152,267,554,403,169,404
予約,個人予約点数,点,"36,341","56,053","164,280","125,724","38,474","53,895"
予約,図書等,冊,"33,036","49,600","148,967","112,568","32,594","44,522"
予約,雑誌等,冊,"1,335","1,742","5,472","4,181","1,110","1,572"
予約,ＣＤ・DVD・ビデオ等,点,"1,970","4,711","9,841","8,975","4,770","7,801"
返却点数,,点,"45,231","73,579","234,831","159,533","46,861","65,906"
開館日数,,日,319,305,319,319,319,319
