年,24,25,26,27,28,29,30,元,2,3
火災件数（件）,5089,5191,4805,4433,3982,4205,3973,4089,3694,3939
焼損床面積（?）,25079,25674,23478,20750,17529,20719,18604,18302,16136,16448
