"選挙名称","合計[人]","開票率[%]","残票[票]","無効票[票]","按分切捨て票[票]","不足票[票]","不受理票[票]","投票者数[人]"
"平成29年7月2日執行　東京都議会議員選挙","84896","100","0","1303","0","2","0","86201"

"平成29年7月2日執行　東京都議会議員選挙開票結果","Ver201707",,,,,,,
