階層コード,地域コード,地域,人口総数／平成21年12月１日,人口総数／平成21年11月１日,人口総数／平成20年12月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13011957,13012437,12925706,-480,0,86251,0.67
1,13100,区部,8853672,8854239,8791577,-567,-0.01,62095,0.71
1,13200,市部,4069983,4069916,4045614,67,0,24369,0.6
1,13300,郡部,59802,59791,59749,11,0.02,53,0.09
1,13350,島部,28500,28491,28766,9,0.03,-266,-0.92
,,,,,,,,,
住民基本台帳による世帯と人口_平成21年12月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数1:区部・市部・郡部・島部）,,,,,,,,,
