階層コード,地域コード,地域,人口総数／平成21年2月１日,人口総数／平成21年1月１日,人口総数／平成20年2月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12928457,12925583,12828072,2874,0.02,100385,0.78
1,13100,区部,8793383,8791197,8716248,2186,0.02,77135,0.88
1,13200,市部,4046705,4045926,4023009,779,0.02,23696,0.59
1,13300,郡部,59663,59731,59846,-68,-0.11,-183,-0.31
1,13350,島部,28706,28729,28969,-23,-0.08,-263,-0.91
,,,,,,,,,
住民基本台帳による世帯と人口_平成21年2月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
