階層コード,地域コード,地域,人口総数／平成21年9月１日,人口総数／平成21年8月１日,人口総数／平成20年9月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13003544,13003742,12912042,-198,0,91502,0.71
1,13100,区部,8848561,8849159,8780442,-598,-0.01,68119,0.78
1,13200,市部,4066600,4066169,4043058,431,0.01,23542,0.58
1,13300,郡部,59813,59841,59720,-28,-0.05,93,0.16
1,13350,島部,28570,28573,28822,-3,-0.01,-252,-0.87
,,,,,,,,,
住民基本台帳による世帯と人口_平成21年9月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
