階層コード,地域コード,地域,人口総数／平成21年11月１日,人口総数／平成21年10月１日,人口総数／平成20年11月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13012437,13007314,12925753,5123,0.04,86684,0.67
1,13100,区部,8854239,8850269,8791521,3970,0.04,62718,0.71
1,13200,市部,4069916,4068735,4045671,1181,0.03,24245,0.6
1,13300,郡部,59791,59794,59772,-3,-0.01,19,0.03
1,13350,島部,28491,28516,28789,-25,-0.09,-298,-1.04
,,,,,,,,,
住民基本台帳による世帯と人口_平成21年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
