階層コード,地域コード,地域,人口総数／平成21年10月１日,人口総数／平成21年9月１日,人口総数／平成20年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13007314,13003544,12917456,3770,0.03,89858,0.7
1,13100,区部,8850269,8848561,8784676,1708,0.02,65593,0.75
1,13200,市部,4068735,4066600,4044222,2135,0.05,24513,0.61
1,13300,郡部,59794,59813,59751,-19,-0.03,43,0.07
1,13350,島部,28516,28570,28807,-54,-0.19,-291,-1.01
,,,,,,,,,
住民基本台帳による世帯と人口_平成21年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
