名称,所在地,緯度,経度
中村橋区民センター,練馬区貫井1-9-1,35.73850505,139.6355559
光が丘区民センター,練馬区練馬区光が丘2-9-6,35.75953387,139.6292969
関区民センター,練馬区関町北1-7-2,35.72463255,139.5775053
