等級,点番号,XX,YY
２級,V1_6,-48311.105,-35356.502
２級,V1_11,-48690.103,-35961.23
２級,V1_12,-47839.672,-35595.726
２級,W_1,-43771.201,-41707.992
２級,W_2,-44245.28,-40768.938
２級,W5-2(W5),-44232.172,-41522.178
２級,W1_12,-48186.583,-34059.983
２級,Z_3,-44069.088,-40157.882
２級,A_1,-41866.212,-49465.854
２級,A_2,-42309.651,-49284.54
２級,A1_1,-43991.959,-37364.913
２級,A1_3,-44359.021,-37399.949
２級,A1_7,-44869.223,-37142.742
２級,A2_1,-47746.816,-31322.041
２級,B1_1,-43803.904,-35205.26
２級,B1_2,-43861.836,-36431.017
２級,B1_8,-44496.629,-35583.875
２級,B1_9,-44542.356,-35775.798
２級,C1_1,-43864.5,-33619.369
２級,C1_4,-44329.631,-33954.726
２級,C1_5,-44527.577,-33504.188
２級,C1_9,-44760.559,-34968.87
２級,C1_10,-44836.402,-34637.477
２級,C2_1,-48866.523,-37056.769
２級,C2_2,-49101.448,-36924.628
２級,D_1,-42236.413,-44624.572
２級,D1_1,-44352.117,-33168.803
２級,D1_3,-44682.97,-32812.815
２級,D1_4,-44796.62,-32253.348
２級,D1_6,-44965.7,-32702.517
２級,D2_2,-48953.328,-35605.991
２級,D2_3,-49200.559,-35571.193
２級,D2_4,-49347.982,-36048.143
２級,D2_5,-49454.484,-35401.899
２級,D2_6,-49656.996,-36066.245
２級,D2_8,-49793.459,-36301.326
２級,E1_1,-45002.301,-40387.814
２級,E1_2,-45309.29,-41147.732
２級,E1_3,-45492.791,-40677.684
２級,E2_2,-48920.611,-34390.815
２級,E2_5,-49248.288,-33871.015
２級,E2_6,-49434.924,-33704.172
２級,E2_7,-49426.148,-34992.907
２級,E2_9,-49726.273,-34521.574
２級,E2_11,-49886.2,-33487.212
２級,F_4,-42888.665,-49069.837
２級,F1_2,-45222.072,-39158.648
２級,F1_3,-45161.369,-39913.022
２級,F1_4,-45581.555,-39048.425
２級,F1_5,-45922.144,-40042.843
２級,F2_2,-48913.764,-32135.903
２級,F2_8,-49616.996,-32541.337
２級,F2_9,-49699.79,-32017.307
２級,F2_3,-48989.478,-32917.392
２級,F2_4,-49181.927,-32535.864
２級,F2_5,-49279.6,-32226.959
２級,F2_6,-49295.535,-33112.321
２級,F2_7,-49533.177,-32735.246
２級,F2_10,-49724.519,-32741.886
２級,F2_11,-49834.65,-32165.327
２級,F2_12,-49914.281,-32779.674
２級,F2_13,-49934.173,-32406.954
２級,G_1,-42687.402,-48642.518
２級,G_2,-42844.809,-48208.326
２級,G_3,-42969.164,-47324.468
２級,G_4,-43024.451,-48473.789
２級,G_5,-43416.999,-47655.011
２級,G1_1,-45168.364,-38010.898
２級,G1_3,-45487.961,-36836.794
２級,G1_4,-45529.084,-37522.821
２級,G1_5,-45883.806,-38028.729
２級,G1_6,-46015.144,-37262.343
２級,G2_1,-50204.567,-35355.821
２級,G2_2,-50213.244,-36246.965
２級,G2_3,-50403.869,-35720.498
２級,H_1,-42747.908,-46244.43
２級,H_2,-42750.001,-47032.172
２級,H_3,-43063.788,-45742.167
２級,H_4,-43218.261,-46511.267
２級,H_5,-43269.155,-47191.824
２級,H_6,-43293.543,-46006.859
２級,H_8,-43504.067,-46419.446
２級,H_10,-43592.359,-46891.529
２級,H_11,-43639.796,-47183.806
２級,H_13,-43400.553,-45502.416
２級,H1_1,-45030.254,-35860.887
２級,H1_6,-45719.005,-36278.816
２級,H1_7,-45923.103,-35405.974
２級,H2_1,-50142.548,-34405.914
２級,H2_2,-50285.627,-33919.823
２級,H2_3,-50289.319,-34785.992
２級,H2_5,-50645.321,-34528.917
２級,H2_6,-50722.736,-33934.858
２級,J_1,-42840.391,-44417.865
２級,J_2,-42851.539,-45351.522
２級,J_3,-43180.472,-45195.081
２級,J_4,-43206.364,-44143.49
２級,J_5,-43291.627,-44647.73
２級,J_7,-43513.977,-44349.457
２級,J_8,-43573.696,-45099.645
２級,J_11,-43731.06,-45447.593
２級,J1_1,-45107.575,-33459.68
２級,J1_4,-45403.255,-33980.455
２級,J1_5,-45451.547,-33326.006
２級,J1_7,-45797.849,-34625.622
２級,J1_8,-46067.977,-34936.073
２級,J1_9,-46222.307,-33962.943
２級,J2_1,-50028.833,-33024.862
２級,J2_5,-50396.513,-32600.951
２級,J2_9,-50912.176,-32556.286
２級,J2_10,-50928.218,-33248.561
２級,J2_11,-51118.719,-32205.508
２級,J2_12,-51124.474,-33181.951
２級,J2_13,-51198.522,-32642.275
２級,K_1,-43345.026,-43495.521
２級,K_2,-43629.232,-43670.539
２級,K1_4,-45303.818,-32936.223
２級,K1_6,-45453.002,-31974.577
２級,K1_7,-45615.784,-32753.08
２級,K1_8,-45688.503,-32004.543
２級,K1_10,-45866.277,-32202.643
２級,K1_11,-46022.815,-32845.947
２級,K1_12,-46022.051,-31826.117
２級,K1_13,-46153.727,-32436.072
２級,K2_1,-51304.541,-34779.589
２級,K2_3,-51598.939,-34355.746
２級,K2_5,-51826.889,-33591.592
２級,K2_6,-52008.013,-33875.363
２級,K2_7,-52071.618,-34063.356
２級,K2_8,-52280.112,-34029.945
２級,L1_1,-45465.832,-31200.997
２級,L1_2,-45646.837,-31076.902
２級,L2_1,-51272.323,-32189.877
２級,L2_2,-51277.308,-32971.32
２級,L2_4,-51466.878,-32054.049
２級,L2_7,-51689.115,-31963.426
２級,L2_9,-51786.335,-32347.991
２級,L2_10,-51971.238,-32871.92
２級,L2_11,-52136.417,-31601.938
２級,L2_12,-52145.387,-32690.568
２級,L2_13,-52245.919,-31946.703
２級,L2_14,-52355.849,-33235.513
２級,L2_15,-52366.578,-31652.43
２級,L2_17,-52478.152,-32637.745
２級,M1_2,-46410.175,-39199.163
２級,M1_3,-46982.005,-38821.414
２級,N_1,-43296.694,-37433.716
２級,N1_1,-46295.72,-37565.883
２級,N1_2,-46526.046,-38386.891
２級,N1_3,-46550.767,-38110.864
２級,N1_5,-46754.808,-38306.768
２級,N1_6,-46796.287,-37433.703
２級,N1_8,-46993.194,-36939.003
２級,N1_9,-47176.747,-37500.441
２級,N1_10,-47195.877,-37215.083
２級,N1_11,-47236.241,-38085.07
２級,N1_13,-47359.728,-37444.588
２級,N2_1,-52759.97,-33877.128
２級,N2_2,-53020.204,-33711.073
２級,N2_3,-53022.3,-33920.903
２級,N2_4,-53236.56,-33270.301
２級,N2_5,-53360.726,-33507.123
２級,N2_6,-53749.407,-33318.457
２級,P_1,-43386.768,-35534.466
２級,P1_1,-46321.13,-35353.937
２級,P1_2,-46404.55,-36608.696
２級,P1_3,-46531.733,-36408.918
２級,P1_4,-46604.151,-35136.569
２級,P1_5,-46687.6,-36313.708
２級,P1_6,-46801.97,-36700.117
２級,P1_7,-47034.345,-36241.877
２級,P1_8,-47140.397,-36429.314
２級,P1_10,-47359.653,-35379.433
２級,P1_11,-47423.792,-36233.096
２級,P1_12,-47436.657,-35719.258
２級,P2_2,-52727.586,-32232.538
２級,P2_5,-52971.703,-32575.595
２級,P2_6,-52973.147,-31658.237
２級,P2_7,-52996.413,-31864.428
２級,P2_8,-53321.223,-31917.137
２級,Q_3,-43501.851,-33321.059
２級,Q_4,-43589.233,-34900.463
２級,Q1_1,-46338.509,-33401.568
２級,Q1_10,-47388.135,-33431.59
２級,Q1_11,-47422.878,-33698.292
２級,Q1_12,-47470.183,-34675.073
２級,Q1_3,-46568.212,-33880.146
２級,Q1_4,-46638.85,-33534.97
２級,Q1_5,-46727.619,-34273.589
２級,Q1_8,-47185.349,-34519.401
２級,Q1_9,-47376.599,-33934.104
２級,R1_1,-46492.822,-33108.721
２級,R1_3,-46798.07,-33006.799
２級,R1_4,-46970.972,-32753.781
２級,R1_5,-47324.415,-32972.19
２級,R2_1,-53944.444,-33369.219
２級,R2_2,-54260.975,-33294.357
２級,S1_1,-46583.866,-30739.04
２級,S1_2,-46800.273,-30315.535
２級,S1_3,-47040.176,-31414.558
２級,S1_4,-47065.762,-29854.415
２級,S1_5,-47237.252,-30743.927
２級,S1_6,-47395.648,-31252.004
２級,S2_1,-53755.124,-32004.679
２級,S2_3,-53955.79,-32414.588
２級,S2_4,-54182.108,-32605.399
２級,S2_7,-54450.621,-32187.856
２級,S2_9,-54659.589,-32459.049
２級,S2_11,-54859.064,-32597.049
２級,S2_12,-54934.032,-32976.568
２級,T2_1,-55015.16,-31987.509
２級,T2_2,-55170.915,-32337.93
２級,T2_3,-55162.504,-32914.359
２級,U_1,-43774.425,-44266.625
２級,U_2,-43929.054,-44172.677
２級,U_3,-44088.754,-43758.733
２級,U1_1,-47561.328,-38112.664
２級,U1_3,-47785.279,-37702.307
２級,U1_4,-47869.978,-37175.486
２級,U1_6,-48091.328,-37538.553
２級,U1_7,-48336.543,-37403.863
２級,U1_8,-48732.094,-37163.902
２級,V_1,-43963.674,-42985.526
２級,V_2,-44045.214,-43477.341
２級,V_3,-44052.809,-42771.233
２級,V_4,-44086.174,-43206.34
２級,V_5,-44148.664,-42510.33
２級,V_6,-44292.281,-43039.436
２級,V_8,-44466.604,-42445.699
２級,V1_3,-48111.044,-36307.581
２級,V1_5,-48307.909,-36629.938
２級,V1_7,-48342.749,-35583.432
２級,V1_8,-48459.767,-36004.816
２級,V1_9,-48511.227,-36586.428
２級,V1_10,-48662.788,-36312.937
２級,W_3,-44326.344,-41927.218
２級,W_4,-44456.472,-41043.9
２級,W_6,-44613.78,-41825.37
２級,W_7,-44634.08,-40400.912
２級,W_8,-44690.505,-41277.3
２級,W1_1,-47501.917,-34280.188
２級,W1_2,-47803.073,-33560.624
２級,W1_3,-47818.069,-34045.481
２級,W1_4,-47906.545,-34619.623
２級,W1_5,-47998.485,-34319.417
２級,W1_6,-48083.343,-33647.458
２級,W1_8,-48231.628,-34418.512
２級,W1_9,-48358.326,-33757.699
２級,W1_10,-48588.903,-34665.873
２級,W1_11,-48739.487,-33663.24
２級,Z_1,-43758.564,-38516.05
２級,Z_2,-43992.667,-39741.533
２級,Z_4,-44125.702,-38536.697
２級,Z_5,-44370.248,-39124.345
２級,Z_6,-44654.182,-38838.751
２級,Z_7,-44732.941,-39462.619
２級,Z1_1,-48247.9,-33048.479
２級,Z1_2,-48521.978,-32984.436
３級,A1_104,-44702.298,-38274.816
３級,A1_106,-44032.941,-36983.575
３級,A1_107,-44146.693,-37033.791
３級,A1_110,-44279.482,-37346.862
３級,A1_114,-44157.918,-36854.901
３級,A1_116,-44471.56,-37380.961
３級,A1_117,-44577.939,-37307.012
３級,A1_118,-44685.275,-37254.509
３級,A1_119,-44774.054,-37208.253
３級,A1_120,-44380.168,-36908.132
３級,A1_121,-44426.172,-36959.016
３級,A1_122,-44501.848,-37134.633
３級,A1_123,-44590.264,-37214.326
３級,A1_124,-44625.922,-36853.822
３級,A1_126,-44942.98,-37097.818
３級,B1_101,-43786.62,-36545.217
３級,B1_102,-43941.304,-36370.242
３級,B1_103,-43998.81,-36282.354
３級,B1_104,-44054.472,-36192.991
３級,B1_105,-44107.743,-36111.15
３級,B1_109,-43838.397,-36692.204
３級,B1_110,-43913.664,-36502.905
３級,B1_111,-44011.778,-36618.234
３級,B1_112,-44103.971,-36621.146
３級,B1_113,-44213.071,-36684.467
３級,B1_114,-44350.482,-36597.808
３級,B1_115,-44533.238,-36558.678
３級,B1_117,-44123.415,-36348.982
３級,B1_118,-44257.345,-36533.692
３級,B1_119,-44196.315,-36469.627
３級,B1_120,-44164.255,-36411.271
３級,B1_121,-44219.051,-36357.547
３級,B1_122,-44281.874,-36356.298
３級,B1_123,-44311.096,-36443.483
３級,B1_124,-44198.368,-36244.21
３級,B1_125,-44312.377,-36220.478
３級,B1_126,-44416.887,-36308.889
３級,B1_128,-44426.455,-36150.552
３級,B1_129,-44488.043,-36087.985
３級,B1_130,-44414.737,-36058.487
３級,B1_131,-44560.536,-36209.043
３級,B1_132,-44624.196,-36108.356
３級,B1_133,-44639.343,-36390.372
３級,B1_134,-44671.177,-36258.749
３級,B1_135,-44818.042,-36301.626
３級,B1_136,-44699.703,-36122.27
３級,B1_137,-44614.768,-35982.288
３級,B1_138,-44636.267,-35834.98
３級,B1_139,-44647.748,-35673.583
３級,B1_140,-44598.008,-35598.528
３級,C_101,-42442.427,-45590.617
３級,D1_101,-45004.117,-32165.345
３級,D2_101,-49703.269,-36689.538
３級,D2_102,-49904.474,-36400.913
３級,E1_101,-45522.13,-40382.243
３級,E1_102,-45126.512,-41007.744
３級,E2_101,-49081.401,-34801.369
３級,E2_102,-49001.954,-34799.866
３級,E2_103,-49032.874,-34858.853
３級,F1_101,-45014.294,-39194.863
３級,F1_102,-45029.44,-39406.56
３級,F1_103,-46152.277,-38551.076
３級,F1_104,-46051.086,-38502.857
３級,F1_105,-45504.467,-39593.755
３級,F1_107,-45811.794,-39583.735
３級,F1_108,-45069.962,-40146.102
３級,F1_109,-45023.325,-39723.166
３級,F1_111,-45072.388,-39837.941
３級,F1_112,-45720.161,-40207.463
３級,F1_113,-45708.243,-39733.741
３級,F1_114,-45198.966,-39872.565
３級,F1_115,-45117.112,-40184.039
３級,F2_101,-49712.649,-33063.532
３級,G_101,-43118.698,-48085.903
３級,G_102,-43234.323,-47789.939
３級,G_103,-43406.026,-48214.174
３級,G_104,-43409.018,-47961.752
３級,G1_101,-45215.2,-38086.527
３級,G1_102,-45027.746,-38053.088
３級,G1_103,-46158.698,-38467.136
３級,G1_104,-45465.586,-37795.387
３級,G1_105,-45498.706,-38279.93
３級,G1_106,-45972.373,-38413.494
３級,G1_111,-45032.574,-36996.86
３級,G2_101,-50146.91,-36027.58
３級,G2_102,-50252.698,-35868.744
３級,H_102,-42562.247,-46150.601
３級,H_104,-42700.166,-46419.641
３級,H_106,-42788.401,-46093.785
３級,H_107,-42920.063,-46325.935
３級,H_108,-42962.763,-45726.43
３級,H_109,-42968.927,-45881.687
３級,H_110,-42982.802,-46021.534
３級,H_111,-43273.389,-45668.85
３級,H2_101,-51015.054,-33606.595
３級,H2_102,-51205.293,-34858.635
３級,H2_103,-51209.044,-33637.286
３級,H2_104,-51216.777,-33737.679
３級,J_101,-42999.384,-45469.291
３級,J_102,-43134.115,-45460.007
３級,J_103,-43052.209,-44312.622
３級,J1_101,-46243.079,-34481.956
３級,J1_102,-46095.761,-34347.55
３級,J1_103,-45993.267,-34452.135
３級,J1_104,-45939.925,-34183.645
３級,J1_105,-46072.459,-34173.568
３級,J1_107,-45853.714,-34418.748
３級,J1_108,-45802.653,-34244.591
３級,J1_111,-45649.072,-34170.039
３級,J1_112,-45697.567,-34301.996
３級,J1_113,-45658.988,-34413.822
３級,K1_104,-46129.256,-31955.69
３級,K1_105,-46148.014,-32274.571
３級,K1_106,-46193.673,-32100.229
３級,K1_156,-46214.324,-31561.288
３級,K2_103,-51449.634,-34639.151
３級,K2_104,-51567.969,-34726.611
３級,K2_105,-51989.221,-33613.197
３級,K2_106,-52167.709,-33791.392
３級,W_116,-43810.505,-40296.509
３級,M_102,-43630.9,-40241.855
３級,M_103,-43537.613,-40096.741
３級,M_105,-43554.354,-39973.286
３級,M_106,-43688.549,-39892.955
３級,M_107,-43618.162,-39822.423
３級,M_108,-43614.789,-39713.941
３級,M_109,-43656.027,-39569.088
３級,M_110,-43443.596,-39445.422
３級,M_111,-43478.686,-39360.571
３級,M_112,-43414.887,-39153.071
３級,M_115,-43624.932,-39303.13
３級,M_116,-43734.021,-39247.944
３級,M_123,-43061.716,-38513.254
３級,M_124,-43169.045,-38562.856
３級,M_126,-43570.933,-38548.798
３級,M_128,-43518.156,-38978.858
３級,M_130,-43326.952,-38841.051
３級,M_133,-43388.175,-39885.763
３級,M_134,-43249.531,-39734.97
３級,M_135,-42932.703,-39337.165
３級,M_138,-43205.178,-39539.149
３級,M_139,-43215.422,-39144.381
３級,M_140,-43084.918,-38756.832
３級,M_141,-42979.005,-38596.158
３級,M1_101,-46504.607,-38642.257
３級,M1_102,-46695.676,-38739.172
３級,M1_103,-46817.141,-38877.029
３級,M1_104,-46931.21,-39029.964
３級,M1_105,-46973.933,-38514.455
３級,N_101,-43394.336,-38484.076
３級,N_102,-43514.893,-38478.04
３級,N_103,-43615.283,-38440.268
３級,N_105,-43357.24,-38492.158
３級,N_106,-43581.64,-38457.612
３級,N1_101,-46840.69,-38028.527
３級,N1_102,-46952.401,-37879.891
３級,N1_103,-47072.31,-37669.437
３級,N1_104,-47084.562,-37989.54
３級,N1_105,-47108.702,-38242.749
３級,N1_106,-47219.854,-37807.173
３級,N1_107,-47247.524,-38367.874
３級,N1_108,-47372.654,-37951.323
３級,P_102,-43755.013,-36627.855
３級,P1_101,-46256.725,-35125.642
３級,P1_102,-46507.553,-35415.431
３級,P1_103,-46702.067,-35212.724
３級,P1_104,-47164.443,-36630.689
３級,P1_105,-47373.097,-36439.834
３級,P1_106,-46972.852,-36720.566
３級,Q1_101,-46873.558,-33982.851
３級,Q1_102,-46735.851,-33843.821
３級,Q1_103,-47077.228,-33708.233
３級,Q1_104,-47057.499,-33616.433
３級,Q1_105,-47066.29,-33836.443
３級,Q1_106,-46997.449,-33905.986
３級,Q1_107,-46976.241,-33770.144
３級,Q1_108,-46897.381,-33802.78
３級,Q1_109,-46864.583,-34638.176
３級,Q1_110,-46947.273,-34489.612
３級,Q1_111,-46925.283,-34285.492
３級,Q1_112,-47228.85,-34630.455
３級,Q1_113,-47125.579,-34304.247
３級,R1_101,-46290.422,-31820.869
３級,R1_102,-46327.129,-31987.663
３級,R1_103,-46430.112,-32230.613
３級,R1_104,-46503.781,-31868.07
３級,U1_101,-47513.915,-37350.3
３級,U1_102,-47515.103,-37618.828
３級,U1_103,-47580.274,-38241.144
３級,U1_104,-47631.687,-37477.585
３級,U1_105,-47795.703,-37919.547
３級,U1_106,-48338.561,-37797.508
３級,U1_109,-48477.999,-37636.042
３級,V_101,-44015.914,-42939.504
３級,V_102,-43996.444,-42843.839
３級,V_103,-44120.428,-42862.388
３級,Z_148,-44062.008,-40241.981
３級,W_103,-44459.244,-40364.251
３級,W_105,-44744.5,-40977.355
３級,W_106,-44254.832,-41371.704
３級,W_107,-44297.842,-41746.604
３級,W_108,-44356.006,-41564.66
３級,W_109,-44375.155,-41290.4
３級,W_110,-44488.4,-41449.949
３級,W_111,-44582.256,-41600.223
３級,Z_101,-43877.529,-38572.463
３級,Z_105,-44490.881,-39024.969
３級,Z_106,-44738.349,-39283.35
３級,Z_107,-44801.18,-39009.012
３級,Z_108,-44897.098,-38793.489
３級,Z_109,-44997.787,-38973.616
３級,Z_110,-43771.1,-39592.855
３級,Z_111,-43853.33,-40083.942
３級,Z_112,-43984.676,-40047.982
３級,Z_114,-43795.822,-39800.009
３級,Z_115,-44120.007,-39997.624
３級,Z_116,-44234.898,-40077.845
３級,Z_121,-44316.306,-39922.208
３級,Z_122,-44121.626,-39854.519
３級,Z_123,-44152.527,-39542.568
３級,Z_124,-44264.23,-39815.586
３級,Z_126,-44455.561,-39578.609
３級,Z_127,-44253.621,-39346.482
３級,Z_128,-44430.622,-39354.969
３級,Z_130,-44822.082,-40062.727
３級,Z_133,-44763.577,-39690.743
３級,Z_136,-44033.085,-39373.986
３級,Z_137,-43982.737,-39077.399
３級,Z_138,-44146.563,-39063.864
３級,Z_139,-44196.56,-38943.273
３級,Z_142,-44030.59,-38844.152
３級,Z_143,-44171.312,-38574.371
３級,Z_144,-44267.966,-38499.085
３級,Z_145,-44378.243,-38895.93
３級,Z_146,-44469.669,-38804.755
３級,No.2-011,-53426.571,-32701.403
３級,No.2-016,-53415.594,-32910.424
３級,No.2-018,-52520.004,-33576.838
３級,No.2-022,-52124.655,-33030.381
３級,No.2-023,-52257.991,-32838.68
３級,No.2-027,-51638.138,-33120.174
３級,No.2-034,-51068.689,-32334.329
３級,No.2-038,-52083.168,-31855.589
３級,No.2-055,-49535.678,-32106.319
３級,No.2-062,-42847.853,-49220.629
３級,No.2-074,-43474.397,-45819.402
３級,No.2-095,-45031.722,-41417.391
３級,No.2-097,-45258.711,-40735.038
３級,No.2-099,-45535.877,-40388.032
３級,No.2-105,-46100.503,-34067.26
３級,No.2-106,-46691.175,-38869.153
３級,No.2-117,-46836.624,-37863.694
３級,No.2-122,-48007.122,-37084.71
３級,No.2-130,-47755.163,-35877.437
３級,No.2-132,-47595.569,-36639.422
３級,No.2-136,-46303.103,-37237.956
３級,No.2-151,-47789.634,-35222.097
３級,No.2-154,-47445.916,-35047.548
３級,No.2-156,-47356.985,-34535.877
３級,No.2-164,-50767.668,-33522.019
３級,No.2-165,-50104.682,-33794.091
３級,No.2-172,-52106.805,-34170.055
３級,No.2-185,-53622.317,-33137.034
３級,No.2-192,-43480.224,-38653.33
３級,No.2-195,-44423.452,-38471.863
３級,No.2-200,-45805.514,-37375.882
３級,No.2-203,-45304.085,-33620.946
３級,No.2-211,-45171.151,-32331.452
３級,No.2-219,-45714.166,-32637.872
３級,No.2-229,-49550.537,-36671.488
３級,No.2-231,-49979.794,-36291.611
３級,No.2-233,-49604.361,-35894.157
３級,No.2-237,-48676.219,-36570.002
３級,No.2-240,-49023.545,-35864.186
３級,No.2-245,-49638.841,-34922.83
３級,No.2-247,-49425.75,-36372.484
３級,No.2-248,-50077.887,-36145.045
３級,No.2-251,-50586.518,-35537.627
３級,No.2-253,-50217.504,-35698.018
３級,No.2-254,-50157.337,-35079.87
３級,No.2-255,-50125.015,-34895.971
３級,No.2-257,-50488.243,-34660.934
３級,No.2-259,-50697.227,-34344.746
３級,No.2-260,-51031.588,-34842.194
３級,No.2-270,-48386.618,-34991.902
３級,No.2-276,-49540.096,-34608.191
３級,No.2-284,-49492.393,-33486.251
３級,No.2-288,-50212.803,-33589.342
３級,No.2-291,-49465.378,-33861.587
３級,No.2-298,-47580.449,-33431.374
３級,No.2-303,-47207.094,-33192.582
３級,No.2-305,-46341.243,-32931.735
３級,No.2-306,-46457.303,-33567.37
３級,No.2-338,-43960.07,-36133.01
３級,No.2-352,-43018.509,-48759.953
３級,No.2-355,-48071.324,-33927.867
３級,No.2-362,-51869.217,-33102.839
３級,No.2-364,-49636.827,-35273.903
３級,No.2-382,-42080.038,-49444.562
３級,No.2-383,-42574.603,-49382.27
３級,No.2-384,-43562.983,-38847.083
３級,No.2-386,-43398.43,-33525.19
３級,No.2-387,-43491.948,-33455.276
３級,No.2-389,-46553.731,-31161.014
３級,No.2-390,-46386.723,-30627.686
３級,No.2-391,-47535.974,-30841.914
３級,No.2-392,-47903.26,-30378.972
３級,No.2-393,-47541.108,-32844.219
３級,No.2-394,-51804.273,-34537.191
３級,No.2-395,-51263.35,-31782.284
３級,No.2-396,-51176.237,-31996.56
３級,No.2-397,-52412.185,-31491.908
３級,No.2-398,-44840.851,-42014.302
３級,501,-49146.394,-35625.702
３級,504,-49030.808,-36004.785
３級,505,-49453.411,-36731.89
３級,506,-49648.212,-36551.507
３級,507,-50153.362,-35295.95
３級,507-1,-50184.078,-35328.548
３級,510,-49761.088,-35455.947
３級,511,-49655.156,-35299.922
３級,512,-49500.042,-35352.198
３級,513,-49455.517,-35438.454
３級,516,-49633.051,-35841.717
３級,517,-49634.403,-35884.775
３級,518,-49662.474,-35901.135
３級,521,-47906.888,-36946.937
３級,522,-47655.391,-36588.253
３級,524,-47409.672,-36796.875
３級,525,-48015.693,-37114.404
３級,526,-47899.26,-37189.831
３級,527,-49755.639,-35789.598
３級,529,-50016.986,-35133.364
３級,532,-50135.374,-35010.14
３級,534,-50197.609,-35251.425
３級,537,-47895.521,-35989.894
３級,538,-47572.11,-35796.304
３級,539,-47497.274,-35756.076
３級,542,-50052.705,-36170.932
３級,545,-50268.835,-36234.837
３級,547,-50412.398,-35707.693
３級,548,-50454.167,-35737.77
３級,550,-47400.638,-35250.625
３級,551,-47414.417,-35110.001
３級,552,-47442.442,-34959.973
３級,553,-47492.675,-34680.74
３級,555,-47541.906,-35070.387
３級,556,-47634.732,-35051.986
３級,557,-47636.752,-35215.891
３級,558,-47688.334,-35213.01
３級,559,-47748.745,-35212.4
３級,561,-46212.685,-37259.626
３級,562,-46135.502,-37146.076
３級,563,-46049.477,-37278.269
３級,565,-45956.729,-37350.675
３級,572,-46862.658,-38254.137
３級,573,-46862.801,-38847.043
３級,574,-46746.798,-38914.475
３級,576,-46724.275,-38779.025
３級,579,-45662.884,-40244.131
３級,580,-45557.233,-40316.265
３級,581,-45583.442,-40590.337
３級,581-1,-45576.808,-40462.004
３級,584,-45155.105,-41030.844
３級,588,-44634.549,-38452.076
３級,598,-48810.586,-36539.899
３級,599,-48750.207,-36600.168
３級,601,-44829.68,-34729.876
３級,602,-44831.789,-34757.31
３級,603,-44842.258,-34787.245
３級,606,-44908.589,-34816.427
３級,607,-45164.391,-33408.949
３級,608,-45225.95,-33385.184
