款,項,目,細目,財源内訳,決算額
1,1,1,34,1,0
1,1,1,34,2,0
1,1,1,34,3,0
1,1,1,34,4,52396
1,1,1,34,5,0
1,1,1,776,1,0
1,1,1,776,2,0
1,1,1,776,3,0
1,1,1,776,4,8655
1,1,1,776,5,0
1,2,1,777,1,0
1,2,1,777,2,0
1,2,1,777,3,0
1,2,1,777,4,7539
1,2,1,777,5,0
2,1,1,779,1,0
2,1,1,779,2,0
2,1,1,779,3,0
2,1,1,779,4,3622050
2,1,1,779,5,1712
3,1,1,784,1,0
3,1,1,784,2,0
3,1,1,784,3,0
3,1,1,784,4,139455
3,1,1,784,5,0
3,1,2,163,1,0
3,1,2,163,2,0
3,1,2,163,3,0
3,1,2,163,4,1064
3,1,2,163,5,0
4,1,1,785,1,0
4,1,1,785,2,0
4,1,1,785,3,0
4,1,1,785,4,50294
4,1,1,785,5,0
5,1,1,780,1,0
5,1,1,780,2,0
5,1,1,780,3,0
5,1,1,780,4,841
5,1,1,780,5,5293
5,2,1,782,1,0
5,2,1,782,2,0
5,2,1,782,3,0
5,2,1,782,4,0
5,2,1,782,5,3066
