款,項,目,細目,財源内訳,決算額
2,4,1,6,1,0
2,4,1,6,2,29
2,4,1,6,3,0
2,4,1,6,4,0
2,4,1,6,5,35116
2,4,1,159,1,0
2,4,1,159,2,15
2,4,1,159,3,0
2,4,1,159,4,0
2,4,1,159,5,4661
2,4,2,160,1,0
2,4,2,160,2,0
2,4,2,160,3,0
2,4,2,160,4,0
2,4,2,160,5,495
2,4,3,169,1,0
2,4,3,169,2,0
2,4,3,169,3,0
2,4,3,169,4,0
2,4,3,169,5,1011
2,4,4,162,1,0
2,4,4,162,2,0
2,4,4,162,3,0
2,4,4,162,4,0
2,4,4,162,5,7988
2,4,7,166,1,0
2,4,7,166,2,54047
2,4,7,166,3,0
2,4,7,166,4,0
2,4,7,166,5,190
2,4,8,167,1,0
2,4,8,167,2,67745
2,4,8,167,3,0
2,4,8,167,4,0
2,4,8,167,5,12
2,5,1,7,1,0
2,5,1,7,2,248
2,5,1,7,3,0
2,5,1,7,4,0
2,5,1,7,5,9089
2,5,2,171,1,0
2,5,2,171,2,3558
2,5,2,171,3,0
2,5,2,171,4,0
2,5,2,171,5,5
2,6,1,8,1,0
2,6,1,8,2,0
2,6,1,8,3,0
2,6,1,8,4,0
2,6,1,8,5,35783
2,6,1,172,1,0
2,6,1,172,2,0
2,6,1,172,3,0
2,6,1,172,4,0
2,6,1,172,5,2177
3,1,1,9,1,41970
3,1,1,9,2,28625
3,1,1,9,3,0
3,1,1,9,4,0
3,1,1,9,5,383797
3,1,1,173,1,105681
3,1,1,173,2,299181
3,1,1,173,3,0
3,1,1,173,4,0
3,1,1,173,5,1171010
3,1,1,174,1,0
3,1,1,174,2,2
3,1,1,174,3,0
3,1,1,174,4,46754
3,1,1,174,5,10857
3,1,1,175,1,2936
3,1,1,175,2,10597
3,1,1,175,3,0
3,1,1,175,4,0
3,1,1,175,5,221356
3,1,1,176,1,0
3,1,1,176,2,128
3,1,1,176,3,0
3,1,1,176,4,0
3,1,1,176,5,0
3,1,1,177,1,0
3,1,1,177,2,10843
3,1,1,177,3,0
3,1,1,177,4,0
3,1,1,177,5,75
3,1,1,178,1,0
3,1,1,178,2,0
3,1,1,178,3,0
3,1,1,178,4,0
3,1,1,178,5,15816
3,1,1,179,1,0
3,1,1,179,2,0
3,1,1,179,3,0
3,1,1,179,4,1715
3,1,1,179,5,200166
3,1,1,182,1,0
3,1,1,182,2,0
3,1,1,182,3,0
3,1,1,182,4,0
3,1,1,182,5,50
3,1,1,183,1,0
3,1,1,183,2,3984
3,1,1,183,3,0
3,1,1,183,4,0
3,1,1,183,5,4029
3,1,1,284,1,234
3,1,1,284,2,17181
3,1,1,284,3,0
3,1,1,284,4,29
3,1,1,284,5,17239
3,1,1,873,1,0
3,1,1,873,2,0
3,1,1,873,3,0
3,1,1,873,4,0
3,1,1,873,5,534
3,1,1,887,1,0
3,1,1,887,2,503
3,1,1,887,3,0
3,1,1,887,4,0
3,1,1,887,5,330
3,1,1,891,1,1199279
3,1,1,891,2,0
3,1,1,891,3,0
3,1,1,891,4,0
3,1,1,891,5,0
3,1,1,897,1,85971
3,1,1,897,2,2722
3,1,1,897,3,0
3,1,1,897,4,0
3,1,1,897,5,78884
3,1,1,910,1,0
3,1,1,910,2,0
3,1,1,910,3,0
3,1,1,910,4,13
3,1,1,910,5,490
3,1,1,934,1,0
3,1,1,934,2,0
3,1,1,934,3,0
3,1,1,934,4,0
3,1,1,934,5,78
3,1,1,987,1,0
3,1,1,987,2,0
3,1,1,987,3,0
3,1,1,987,4,5547
3,1,1,987,5,0
3,1,2,192,1,146
3,1,2,192,2,5072
3,1,2,192,3,0
3,1,2,192,4,0
3,1,2,192,5,57304
3,1,2,193,1,0
3,1,2,193,2,7087
3,1,2,193,3,0
3,1,2,193,4,0
3,1,2,193,5,7088
3,1,2,194,1,0
3,1,2,194,2,0
3,1,2,194,3,0
3,1,2,194,4,0
3,1,2,194,5,0
3,1,2,195,1,0
3,1,2,195,2,0
3,1,2,195,3,0
3,1,2,195,4,0
3,1,2,195,5,138
3,1,2,196,1,0
3,1,2,196,2,235326
3,1,2,196,3,0
3,1,2,196,4,0
3,1,2,196,5,116579
3,1,2,197,1,0
3,1,2,197,2,369
3,1,2,197,3,0
3,1,2,197,4,0
3,1,2,197,5,0
3,1,2,198,1,0
3,1,2,198,2,0
3,1,2,198,3,0
3,1,2,198,4,0
3,1,2,198,5,87336
3,1,2,199,1,0
3,1,2,199,2,9117
3,1,2,199,3,0
3,1,2,199,4,0
3,1,2,199,5,9297
3,1,2,200,1,0
3,1,2,200,2,0
3,1,2,200,3,0
3,1,2,200,4,0
3,1,2,200,5,1173
3,1,2,203,1,0
3,1,2,203,2,15927
3,1,2,203,3,0
3,1,2,203,4,0
3,1,2,203,5,17542
3,1,2,205,1,69691
3,1,2,205,2,0
3,1,2,205,3,0
3,1,2,205,4,0
3,1,2,205,5,24340
3,1,2,206,1,0
3,1,2,206,2,274
3,1,2,206,3,0
3,1,2,206,4,53353
3,1,2,206,5,17070
3,1,2,210,1,0
3,1,2,210,2,5
3,1,2,210,3,0
3,1,2,210,4,0
3,1,2,210,5,229
3,1,2,211,1,0
3,1,2,211,2,0
3,1,2,211,3,0
3,1,2,211,4,0
3,1,2,211,5,765
3,1,2,214,1,0
3,1,2,214,2,1648
3,1,2,214,3,0
3,1,2,214,4,0
3,1,2,214,5,1647
3,1,2,218,1,0
3,1,2,218,2,0
3,1,2,218,3,0
3,1,2,218,4,0
3,1,2,218,5,4924
3,1,2,221,1,0
3,1,2,221,2,11861
3,1,2,221,3,0
3,1,2,221,4,0
3,1,2,221,5,12019
3,1,2,235,1,1860155
3,1,2,235,2,1229555
3,1,2,235,3,0
3,1,2,235,4,808
3,1,2,235,5,1078465
3,1,2,247,1,59074
3,1,2,247,2,37743
3,1,2,247,3,0
3,1,2,247,4,0
3,1,2,247,5,139593
3,1,3,257,1,0
3,1,3,257,2,0
3,1,3,257,3,0
3,1,3,257,4,91
3,1,3,257,5,2706
3,1,3,258,1,0
3,1,3,258,2,521
3,1,3,258,3,0
3,1,3,258,4,0
3,1,3,258,5,568
3,1,3,259,1,0
3,1,3,259,2,0
3,1,3,259,3,0
3,1,3,259,4,0
3,1,3,259,5,2
3,1,3,261,1,0
3,1,3,261,2,12797
3,1,3,261,3,0
3,1,3,261,4,0
3,1,3,261,5,21407
3,1,3,266,1,0
3,1,3,266,2,35890
3,1,3,266,3,0
3,1,3,266,4,0
3,1,3,266,5,39617
3,1,3,270,1,0
3,1,3,270,2,4987
3,1,3,270,3,0
3,1,3,270,4,0
3,1,3,270,5,3681
3,1,3,272,1,0
3,1,3,272,2,600
3,1,3,272,3,0
3,1,3,272,4,0
3,1,3,272,5,21969
3,1,3,274,1,0
3,1,3,274,2,462
3,1,3,274,3,0
3,1,3,274,4,0
3,1,3,274,5,967
3,1,3,278,1,0
3,1,3,278,2,3086
3,1,3,278,3,0
3,1,3,278,4,0
3,1,3,278,5,3641
3,1,3,279,1,69324
3,1,3,279,2,35118
3,1,3,279,3,0
3,1,3,279,4,0
3,1,3,279,5,1587243
3,1,3,286,1,0
3,1,3,286,2,0
3,1,3,286,3,0
3,1,3,286,4,0
3,1,3,286,5,36569
3,1,3,290,1,0
3,1,3,290,2,0
3,1,3,290,3,0
3,1,3,290,4,0
3,1,3,290,5,233
3,1,3,292,1,0
3,1,3,292,2,5500
3,1,3,292,3,0
3,1,3,292,4,0
3,1,3,292,5,0
3,1,3,294,1,0
3,1,3,294,2,60986
3,1,3,294,3,0
3,1,3,294,4,103
3,1,3,294,5,2930
3,1,3,295,1,0
3,1,3,295,2,110
3,1,3,295,3,0
3,1,3,295,4,0
3,1,3,295,5,112
3,1,3,296,1,0
3,1,3,296,2,221854
3,1,3,296,3,0
3,1,3,296,4,0
3,1,3,296,5,1552716
3,1,3,304,1,0
3,1,3,304,2,187
3,1,3,304,3,0
3,1,3,304,4,0
3,1,3,304,5,186
3,1,3,712,1,0
3,1,3,712,2,1033
3,1,3,712,3,0
3,1,3,712,4,0
3,1,3,712,5,0
3,1,3,871,1,0
3,1,3,871,2,1456
3,1,3,871,3,0
3,1,3,871,4,0
3,1,3,871,5,83
3,1,3,876,1,0
3,1,3,876,2,0
3,1,3,876,3,0
3,1,3,876,4,226
3,1,3,876,5,3910
3,1,3,922,1,0
3,1,3,922,2,8259
3,1,3,922,3,0
3,1,3,922,4,0
3,1,3,922,5,8993
3,1,3,930,1,0
3,1,3,930,2,0
3,1,3,930,3,0
3,1,3,930,4,0
3,1,3,930,5,350
3,1,4,10,1,0
3,1,4,10,2,0
3,1,4,10,3,0
3,1,4,10,4,0
3,1,4,10,5,44095
3,1,4,305,1,0
3,1,4,305,2,0
3,1,4,305,3,0
3,1,4,305,4,1000
3,1,4,305,5,146024
3,2,1,11,1,14003
3,2,1,11,2,44245
3,2,1,11,3,0
3,2,1,11,4,0
3,2,1,11,5,333623
3,2,1,307,1,4400
3,2,1,307,2,3328
3,2,1,307,3,0
3,2,1,307,4,0
3,2,1,307,5,98191
3,2,1,311,1,0
3,2,1,311,2,0
3,2,1,311,3,0
3,2,1,311,4,0
3,2,1,311,5,575
3,2,1,882,1,54
3,2,1,882,2,7
3,2,1,882,3,0
3,2,1,882,4,0
3,2,1,882,5,33
3,2,2,313,1,61
3,2,2,313,2,0
3,2,2,313,3,0
3,2,2,313,4,0
3,2,2,313,5,0
3,2,2,314,1,0
3,2,2,314,2,285946
3,2,2,314,3,0
3,2,2,314,4,0
3,2,2,314,5,544
3,2,2,315,1,133401
3,2,2,315,2,0
3,2,2,315,3,0
3,2,2,315,4,0
3,2,2,315,5,262340
3,2,2,316,1,0
3,2,2,316,2,254380
3,2,2,316,3,0
3,2,2,316,4,0
3,2,2,316,5,212922
3,2,2,317,1,1417459
3,2,2,317,2,689288
3,2,2,317,3,0
3,2,2,317,4,199090
3,2,2,317,5,841426
3,2,2,320,1,45252
3,2,2,320,2,606537
3,2,2,320,3,0
3,2,2,320,4,735
3,2,2,320,5,697363
3,2,2,321,1,0
3,2,2,321,2,100
3,2,2,321,3,0
3,2,2,321,4,0
3,2,2,321,5,67
3,2,2,322,1,976
3,2,2,322,2,612
3,2,2,322,3,0
3,2,2,322,4,41
3,2,2,322,5,1628
3,2,2,323,1,8526
3,2,2,323,2,8526
3,2,2,323,3,0
3,2,2,323,4,0
3,2,2,323,5,8528
3,2,2,324,1,0
3,2,2,324,2,333823
3,2,2,324,3,0
3,2,2,324,4,0
3,2,2,324,5,306352
3,2,2,325,1,8139
3,2,2,325,2,10574
3,2,2,325,3,0
3,2,2,325,4,0
3,2,2,325,5,5796
3,2,2,329,1,2700
3,2,2,329,2,3308
3,2,2,329,3,0
3,2,2,329,4,0
3,2,2,329,5,7949
3,2,2,330,1,428
3,2,2,330,2,1404
3,2,2,330,3,0
3,2,2,330,4,0
3,2,2,330,5,803
3,2,2,331,1,139
3,2,2,331,2,1849
3,2,2,331,3,0
3,2,2,331,4,0
3,2,2,331,5,80
3,2,2,336,1,1346802
3,2,2,336,2,297302
3,2,2,336,3,0
3,2,2,336,4,3562
3,2,2,336,5,276667
3,2,2,622,1,345
3,2,2,622,2,325
3,2,2,622,3,0
3,2,2,622,4,0
3,2,2,622,5,366
3,2,2,623,1,0
3,2,2,623,2,22591
3,2,2,623,3,0
3,2,2,623,4,0
3,2,2,623,5,4122
3,2,2,704,1,0
3,2,2,704,2,109815
3,2,2,704,3,0
3,2,2,704,4,0
3,2,2,704,5,8597
3,2,2,848,1,12185
3,2,2,848,2,5305
3,2,2,848,3,0
3,2,2,848,4,0
3,2,2,848,5,0
3,2,2,857,1,1849071
3,2,2,857,2,0
3,2,2,857,3,0
3,2,2,857,4,0
3,2,2,857,5,44456
3,2,2,883,1,0
3,2,2,883,2,1642
3,2,2,883,3,0
3,2,2,883,4,0
3,2,2,883,5,21817
3,2,2,889,1,0
3,2,2,889,2,600
3,2,2,889,3,0
3,2,2,889,4,0
3,2,2,889,5,0
3,2,2,952,1,2650
3,2,2,952,2,4233
3,2,2,952,3,0
3,2,2,952,4,0
3,2,2,952,5,1142
3,2,2,965,1,0
3,2,2,965,2,0
3,2,2,965,3,0
3,2,2,965,4,0
3,2,2,965,5,15738
3,2,2,966,1,0
3,2,2,966,2,0
3,2,2,966,3,0
3,2,2,966,4,2600
3,2,2,966,5,3700
3,2,2,974,1,0
3,2,2,974,2,340
3,2,2,974,3,0
3,2,2,974,4,0
3,2,2,974,5,0
3,2,2,975,1,123047
3,2,2,975,2,0
3,2,2,975,3,0
3,2,2,975,4,0
3,2,2,975,5,0
3,2,2,988,1,0
3,2,2,988,2,5810
3,2,2,988,3,0
3,2,2,988,4,0
3,2,2,988,5,7038
3,2,2,989,1,43750
3,2,2,989,2,21875
3,2,2,989,3,0
3,2,2,989,4,0
3,2,2,989,5,75902
3,2,2,995,1,8004
3,2,2,995,2,0
3,2,2,995,3,0
3,2,2,995,4,0
3,2,2,995,5,8011
3,2,2,997,1,0
3,2,2,997,2,0
3,2,2,997,3,0
3,2,2,997,4,0
3,2,2,997,5,9906
3,2,2,999,1,2417
3,2,2,999,2,140
3,2,2,999,3,0
3,2,2,999,4,0
3,2,2,999,5,2559
3,2,3,337,1,0
3,2,3,337,2,28836
3,2,3,337,3,0
3,2,3,337,4,0
3,2,3,337,5,14787
3,2,3,339,1,0
3,2,3,339,2,1781
3,2,3,339,3,0
3,2,3,339,4,183
3,2,3,339,5,2125
3,2,3,341,1,3495
3,2,3,341,2,0
3,2,3,341,3,0
3,2,3,341,4,0
3,2,3,341,5,1757
3,2,3,343,1,7628
3,2,3,343,2,3790
3,2,3,343,3,0
3,2,3,343,4,7
3,2,3,343,5,5907
3,2,4,12,1,39391
3,2,4,12,2,16544
3,2,4,12,3,0
3,2,4,12,4,5262
3,2,4,12,5,369276
3,2,4,345,1,15868
3,2,4,345,2,17089
3,2,4,345,3,0
3,2,4,345,4,7536
3,2,4,345,5,73075
3,2,4,346,1,486
3,2,4,346,2,5817
3,2,4,346,3,0
3,2,4,346,4,571
3,2,4,346,5,3835
3,2,4,347,1,161828
3,2,4,347,2,324629
3,2,4,347,3,0
3,2,4,347,4,118071
3,2,4,347,5,344913
3,2,4,349,1,250
3,2,4,349,2,2191
3,2,4,349,3,0
3,2,4,349,4,5729
3,2,4,349,5,19921
3,2,4,353,1,6498
3,2,4,353,2,8522
3,2,4,353,3,0
3,2,4,353,4,125
3,2,4,353,5,8881
3,2,4,354,1,12925
3,2,4,354,2,10803
3,2,4,354,3,0
3,2,4,354,4,3012
3,2,4,354,5,18137
3,2,4,992,1,2301
3,2,4,992,2,3272
3,2,4,992,3,0
3,2,4,992,4,501
3,2,4,992,5,412
3,3,1,13,1,0
3,3,1,13,2,0
3,3,1,13,3,0
3,3,1,13,4,0
3,3,1,13,5,241043
3,3,1,360,1,0
3,3,1,360,2,8235
3,3,1,360,3,0
3,3,1,360,4,0
3,3,1,360,5,95
3,3,2,361,1,19056
3,3,2,361,2,0
3,3,2,361,3,0
3,3,2,361,4,0
3,3,2,361,5,15264
3,3,2,362,1,3282592
3,3,2,362,2,126256
3,3,2,362,3,0
3,3,2,362,4,0
3,3,2,362,5,999822
3,3,2,363,1,8234
3,3,2,363,2,0
3,3,2,363,3,0
3,3,2,363,4,0
3,3,2,363,5,2245
3,4,1,14,1,31319
3,4,1,14,2,0
3,4,1,14,3,0
3,4,1,14,4,0
3,4,1,14,5,0
3,4,1,364,1,2882
3,4,1,364,2,0
3,4,1,364,3,0
3,4,1,364,4,0
3,4,1,364,5,0
4,1,1,15,1,30777
4,1,1,15,2,20182
4,1,1,15,3,0
4,1,1,15,4,0
4,1,1,15,5,306978
4,1,1,367,1,4153
4,1,1,367,2,315
4,1,1,367,3,0
4,1,1,367,4,0
4,1,1,367,5,18079
4,1,1,368,1,0
4,1,1,368,2,62
4,1,1,368,3,0
4,1,1,368,4,349
4,1,1,368,5,53417
4,1,1,370,1,0
4,1,1,370,2,1224
4,1,1,370,3,0
4,1,1,370,4,0
4,1,1,370,5,1224
4,1,1,371,1,2176
4,1,1,371,2,29101
4,1,1,371,3,0
4,1,1,371,4,958
4,1,1,371,5,124510
4,1,2,377,1,3520
4,1,2,377,2,17797
4,1,2,377,3,0
4,1,2,377,4,30520
4,1,2,377,5,289148
4,1,2,378,1,286
4,1,2,378,2,24987
4,1,2,378,3,0
4,1,2,378,4,7480
4,1,2,378,5,51902
4,1,2,380,1,1321
4,1,2,380,2,9031
4,1,2,380,3,0
4,1,2,380,4,1200
4,1,2,380,5,133971
4,1,2,381,1,0
4,1,2,381,2,3830
4,1,2,381,3,0
4,1,2,381,4,0
4,1,2,381,5,3892
4,1,2,383,1,0
4,1,2,383,2,3327
4,1,2,383,3,0
4,1,2,383,4,0
4,1,2,383,5,3863
4,1,2,385,1,0
4,1,2,385,2,0
4,1,2,385,3,0
4,1,2,385,4,0
4,1,2,385,5,33695
4,1,2,388,1,0
4,1,2,388,2,198
4,1,2,388,3,0
4,1,2,388,4,0
4,1,2,388,5,198
4,1,2,392,1,0
4,1,2,392,2,5010
4,1,2,392,3,0
4,1,2,392,4,0
4,1,2,392,5,32670
4,1,2,971,1,1322912
4,1,2,971,2,0
4,1,2,971,3,0
4,1,2,971,4,7301
4,1,2,971,5,25791
4,1,3,393,1,0
4,1,3,393,2,0
4,1,3,393,3,0
4,1,3,393,4,0
4,1,3,393,5,32282
4,1,3,394,1,0
4,1,3,394,2,0
4,1,3,394,3,0
