款,項,目,細目,財源内訳,決算額
1,1,1,1,1,0
1,1,1,1,2,0
1,1,1,1,3,0
1,1,1,1,4,0
1,1,1,1,5,273379
1,1,1,2,1,0
1,1,1,2,2,0
1,1,1,2,3,0
1,1,1,2,4,0
1,1,1,2,5,79677
1,1,1,37,1,69
1,1,1,37,2,34
1,1,1,37,3,0
1,1,1,37,4,0
1,1,1,37,5,7888
1,1,1,38,1,0
1,1,1,38,2,0
1,1,1,38,3,0
1,1,1,38,4,398
1,1,1,38,5,17460
2,1,1,3,1,1443
2,1,1,3,2,969
2,1,1,3,3,0
2,1,1,3,4,24254
2,1,1,3,5,1852043
2,1,1,39,1,0
2,1,1,39,2,0
2,1,1,39,3,0
2,1,1,39,4,0
2,1,1,39,5,943
2,1,1,40,1,0
2,1,1,40,2,0
2,1,1,40,3,0
2,1,1,40,4,0
2,1,1,40,5,3378
2,1,1,41,1,0
2,1,1,41,2,3
2,1,1,41,3,0
2,1,1,41,4,0
2,1,1,41,5,4884
2,1,1,42,1,0
2,1,1,42,2,0
2,1,1,42,3,0
2,1,1,42,4,0
2,1,1,42,5,907
2,1,1,43,1,0
2,1,1,43,2,0
2,1,1,43,3,0
2,1,1,43,4,12
2,1,1,43,5,3317
2,1,1,46,1,0
2,1,1,46,2,0
2,1,1,46,3,0
2,1,1,46,4,41
2,1,1,46,5,1054
2,1,1,47,1,0
2,1,1,47,2,0
2,1,1,47,3,0
2,1,1,47,4,0
2,1,1,47,5,308
2,1,1,49,1,376
2,1,1,49,2,4582
2,1,1,49,3,0
2,1,1,49,4,46
2,1,1,49,5,33034
2,1,1,50,1,0
2,1,1,50,2,0
2,1,1,50,3,0
2,1,1,50,4,50
2,1,1,50,5,1015
2,1,1,51,1,0
2,1,1,51,2,1447
2,1,1,51,3,0
2,1,1,51,4,0
2,1,1,51,5,5225
2,1,1,972,1,0
2,1,1,972,2,0
2,1,1,972,3,0
2,1,1,972,4,205
2,1,1,972,5,100000
2,1,2,54,1,44358
2,1,2,54,2,24346
2,1,2,54,3,0
2,1,2,54,4,3390
2,1,2,54,5,644973
2,1,2,55,1,170
2,1,2,55,2,44
2,1,2,55,3,0
2,1,2,55,4,403
2,1,2,55,5,42187
2,1,2,56,1,0
2,1,2,56,2,0
2,1,2,56,3,0
2,1,2,56,4,298
2,1,2,56,5,12915
2,1,3,57,1,3690
2,1,3,57,2,1068
2,1,3,57,3,0
2,1,3,57,4,111
2,1,3,57,5,56013
2,1,3,58,1,0
2,1,3,58,2,0
2,1,3,58,3,0
2,1,3,58,4,0
2,1,3,58,5,6916
2,1,3,59,1,0
2,1,3,59,2,0
2,1,3,59,3,0
2,1,3,59,4,425
2,1,3,59,5,10547
2,1,3,60,1,0
2,1,3,60,2,0
2,1,3,60,3,0
2,1,3,60,4,527
2,1,3,60,5,31047
2,1,3,61,1,0
2,1,3,61,2,0
2,1,3,61,3,0
2,1,3,61,4,20
2,1,3,61,5,649
2,1,3,890,1,0
2,1,3,890,2,0
2,1,3,890,3,0
2,1,3,890,4,0
2,1,3,890,5,10953
2,1,4,62,1,0
2,1,4,62,2,0
2,1,4,62,3,0
2,1,4,62,4,0
2,1,4,62,5,2863
2,1,5,63,1,0
2,1,5,63,2,0
2,1,5,63,3,0
2,1,5,63,4,0
2,1,5,63,5,37489
2,1,6,65,1,0
2,1,6,65,2,0
2,1,6,65,3,0
2,1,6,65,4,2467
2,1,6,65,5,378362
2,1,6,67,1,7618
2,1,6,67,2,954
2,1,6,67,3,0
2,1,6,67,4,42486
2,1,6,67,5,181040
2,1,6,68,1,0
2,1,6,68,2,0
2,1,6,68,3,0
2,1,6,68,4,0
2,1,6,68,5,3058
2,1,6,70,1,0
2,1,6,70,2,49
2,1,6,70,3,0
2,1,6,70,4,2641
2,1,6,70,5,232917
2,1,6,71,1,0
2,1,6,71,2,0
2,1,6,71,3,0
2,1,6,71,4,1588
2,1,6,71,5,500050
2,1,6,72,1,0
2,1,6,72,2,0
2,1,6,72,3,0
2,1,6,72,4,21
2,1,6,72,5,195618
2,1,6,73,1,0
2,1,6,73,2,0
2,1,6,73,3,0
2,1,6,73,4,1428
2,1,6,73,5,8259
2,1,6,74,1,1712
2,1,6,74,2,3848
2,1,6,74,3,0
2,1,6,74,4,4721
2,1,6,74,5,319734
2,1,6,79,1,0
2,1,6,79,2,0
2,1,6,79,3,0
2,1,6,79,4,2926
2,1,6,79,5,721
2,1,7,80,1,0
2,1,7,80,2,0
2,1,7,80,3,0
2,1,7,80,4,0
2,1,7,80,5,572
2,1,7,82,1,787
2,1,7,82,2,0
2,1,7,82,3,0
2,1,7,82,4,0
2,1,7,82,5,777
2,1,7,85,1,0
2,1,7,85,2,0
2,1,7,85,3,0
2,1,7,85,4,0
2,1,7,85,5,1157
2,1,7,86,1,0
2,1,7,86,2,424
2,1,7,86,3,0
2,1,7,86,4,144
2,1,7,86,5,3154
2,1,7,908,1,0
2,1,7,908,2,0
2,1,7,908,3,0
2,1,7,908,4,0
2,1,7,908,5,135
2,1,7,936,1,210
2,1,7,936,2,0
2,1,7,936,3,0
2,1,7,936,4,0
2,1,7,936,5,2412
2,1,7,937,1,0
2,1,7,937,2,0
2,1,7,937,3,0
2,1,7,937,4,0
2,1,7,937,5,9144
2,1,7,954,1,0
2,1,7,954,2,0
2,1,7,954,3,0
2,1,7,954,4,0
2,1,7,954,5,484
2,1,7,955,1,0
2,1,7,955,2,0
2,1,7,955,3,0
2,1,7,955,4,0
2,1,7,955,5,3357
2,1,8,96,1,0
2,1,8,96,2,0
2,1,8,96,3,0
2,1,8,96,4,1921
2,1,8,96,5,1030000
2,1,9,97,1,0
2,1,9,97,2,256
2,1,9,97,3,0
2,1,9,97,4,1
2,1,9,97,5,4247
2,1,9,951,1,0
2,1,9,951,2,9907
2,1,9,951,3,0
2,1,9,951,4,0
2,1,9,951,5,2926
2,1,9,967,1,0
2,1,9,967,2,0
2,1,9,967,3,0
2,1,9,967,4,560
2,1,9,967,5,800
2,1,9,970,1,88
2,1,9,970,2,4711
2,1,9,970,3,0
2,1,9,970,4,0
2,1,9,970,5,1691
2,1,10,98,1,0
2,1,10,98,2,0
2,1,10,98,3,0
2,1,10,98,4,0
2,1,10,98,5,66
2,1,10,99,1,0
2,1,10,99,2,0
2,1,10,99,3,0
2,1,10,99,4,0
2,1,10,99,5,3796
2,1,10,100,1,0
2,1,10,100,2,0
2,1,10,100,3,0
2,1,10,100,4,279
2,1,10,100,5,11508
2,1,10,102,1,0
2,1,10,102,2,0
2,1,10,102,3,0
2,1,10,102,4,1449
2,1,10,102,5,67869
2,1,10,104,1,0
2,1,10,104,2,0
2,1,10,104,3,0
2,1,10,104,4,0
2,1,10,104,5,198
2,1,10,105,1,0
2,1,10,105,2,0
2,1,10,105,3,0
2,1,10,105,4,0
2,1,10,105,5,55327
2,1,11,112,1,0
2,1,11,112,2,0
2,1,11,112,3,0
2,1,11,112,4,10594
2,1,11,112,5,237331
2,1,11,923,1,2330
2,1,11,923,2,36343
2,1,11,923,3,2347000
2,1,11,923,4,3337205
2,1,11,923,5,483548
2,1,12,116,1,0
2,1,12,116,2,0
2,1,12,116,3,0
2,1,12,116,4,0
2,1,12,116,5,150
2,1,12,118,1,0
2,1,12,118,2,1160
2,1,12,118,3,0
2,1,12,118,4,0
2,1,12,118,5,2019
2,1,12,119,1,0
2,1,12,119,2,0
2,1,12,119,3,0
2,1,12,119,4,0
2,1,12,119,5,3780
2,1,12,867,1,0
2,1,12,867,2,0
2,1,12,867,3,0
2,1,12,867,4,0
2,1,12,867,5,166
2,1,13,121,1,0
2,1,13,121,2,0
2,1,13,121,3,0
2,1,13,121,4,0
2,1,13,121,5,2110
2,1,13,122,1,0
2,1,13,122,2,0
2,1,13,122,3,0
2,1,13,122,4,2400
2,1,13,122,5,12772
2,1,13,124,1,0
2,1,13,124,2,0
2,1,13,124,3,0
2,1,13,124,4,84
2,1,13,124,5,38432
2,1,13,125,1,0
2,1,13,125,2,216
2,1,13,125,3,0
2,1,13,125,4,1374
2,1,13,125,5,15459
2,1,13,127,1,0
2,1,13,127,2,38
2,1,13,127,3,0
2,1,13,127,4,9467
2,1,13,127,5,296046
2,1,13,129,1,0
2,1,13,129,2,22620
2,1,13,129,3,0
2,1,13,129,4,0
2,1,13,129,5,2908
2,1,13,864,1,0
2,1,13,864,2,221
2,1,13,864,3,0
2,1,13,864,4,0
2,1,13,864,5,221
2,1,13,990,1,0
2,1,13,990,2,57068
2,1,13,990,3,100000
2,1,13,990,4,0
2,1,13,990,5,6307
2,1,15,137,1,0
2,1,15,137,2,0
2,1,15,137,3,0
2,1,15,137,4,25316
2,1,15,137,5,10326
2,1,16,138,1,0
2,1,16,138,2,0
2,1,16,138,3,0
2,1,16,138,4,0
2,1,16,138,5,2505
2,1,17,139,1,0
2,1,17,139,2,0
2,1,17,139,3,0
2,1,17,139,4,146
2,1,17,139,5,2327
2,1,17,140,1,0
2,1,17,140,2,194
2,1,17,140,3,0
2,1,17,140,4,0
2,1,17,140,5,716
2,1,17,141,1,0
2,1,17,141,2,17479
2,1,17,141,3,0
2,1,17,141,4,0
2,1,17,141,5,98760
2,1,17,143,1,0
2,1,17,143,2,0
2,1,17,143,3,0
2,1,17,143,4,0
2,1,17,143,5,1549
2,1,17,150,1,0
2,1,17,150,2,100
2,1,17,150,3,0
2,1,17,150,4,0
2,1,17,150,5,1454
2,2,1,4,1,0
2,2,1,4,2,196568
2,2,1,4,3,0
2,2,1,4,4,0
2,2,1,4,5,143407
2,2,1,153,1,0
2,2,1,153,2,0
2,2,1,153,3,0
2,2,1,153,4,0
2,2,1,153,5,114
2,2,2,155,1,0
2,2,2,155,2,19038
2,2,2,155,3,0
2,2,2,155,4,6765
2,2,2,155,5,4476
2,2,2,156,1,0
2,2,2,156,2,13535
2,2,2,156,3,0
2,2,2,156,4,2982
2,2,2,156,5,37528
2,2,2,157,1,0
2,2,2,157,2,20369
2,2,2,157,3,0
2,2,2,157,4,598
2,2,2,157,5,1375
2,3,1,5,1,3448
2,3,1,5,2,0
2,3,1,5,3,0
2,3,1,5,4,0
2,3,1,5,5,187365
2,3,1,158,1,202588
2,3,1,158,2,12691
2,3,1,158,3,0
2,3,1,158,4,17144
2,3,1,158,5,18043
