規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成30,2018,9月,83.1,1.3,79.3,79.4,×,85.2,80.2,91.9,80.3,85.7,81.8,96.5,82.9,80.2,85.9,74.8,83.7
30人以上,平成30,2018,10月,84.3,1.8,78.5,77.8,×,81.9,83.7,92.9,75.8,87.9,103,100.7,86,80.3,84.8,90.7,86.3
30人以上,平成30,2018,11月,90.9,1.6,86.9,86.4,175.3,92.6,96.9,98.7,82.7,82.6,84.9,100.2,86.7,85,112.2,81.9,85.2
30人以上,平成30,2018,12月,181.5,0.4,208.3,197.3,140.2,189,165.3,224.9,161,197,175.6,139.4,143.1,205.7,151.2,208.8,142.5
30人以上,平成31,2019,1月,82.8,0.2,86.8,74.4,101.8,83.6,82.6,79.7,102.1,81.8,82.5,95.5,90.1,85.6,85,77.4,82.5
30人以上,平成31,2019,2月,80.3,-0.1,88.7,74.2,104.9,84,81.7,80.8,80.1,78.5,84.3,86.5,82.8,75.3,82.2,76.7,83.7
30人以上,平成31,2019,3月,91.2,-2.7,104.7,102.2,105.7,89.2,81.5,92.2,109.8,83.3,96,91.1,93.8,82.5,84.2,79.2,87.3
30人以上,平成31,2019,4月,85.1,-0.1,101.6,80.9,95.6,90.4,80.4,86.8,77.6,86.9,87.3,89.9,92.9,85.9,86.4,86.7,87
30人以上,平成31,2019,4月（前年同月比（％））,－,－,28.8,1.5,10,8.3,-6.5,-5.8,-1.5,-9.4,-15.2,-4.5,14,8.7,1.2,-0.1,-1.2
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３１年４月分,,,,,,,,,,,,,,,,,,,,
第12表　規模、産業別名目賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,,
（平成２７年平均＝100）,,,,,,,,,,,,,,,,,,,,
