規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,調査産業計,351386,427855,248106,333273,404257,237401,309424,23849,18113,23598,10705
５人以上,"鉱業,採石業,砂利採取業",595249,631709,456590,593117,629162,456034,559851,33266,2132,2547,556
５人以上,建設業,483918,522971,308810,442416,476300,290486,395831,46585,41502,46671,18324
５人以上,製造業,419701,469363,296309,393234,439123,279217,366903,26331,26467,30240,17092
５人以上,電気・ガス・熱供給・水道業,529502,546571,427848,509806,525846,414285,445016,64790,19696,20725,13563
５人以上,情報通信業,453980,485605,360882,414676,445879,322821,382288,32388,39304,39726,38061
５人以上,"運輸業,郵便業",383970,413308,288338,374778,403271,281900,326034,48744,9192,10037,6438
５人以上,"卸売業,小売業",348838,439084,231887,331988,417059,221743,315601,16387,16850,22025,10144
５人以上,"金融業,保険業",505714,637703,356051,495494,625392,348201,461018,34476,10220,12311,7850
５人以上,"不動産業,物品賃貸業",380253,440650,277985,349331,403040,258387,323411,25920,30922,37610,19598
５人以上,"学術研究,専門・技術サービス業",469371,535878,344179,452612,515533,334170,423118,29494,16759,20345,10009
５人以上,"宿泊業,飲食サービス業",128703,162063,102972,127019,159569,101912,117839,9180,1684,2494,1060
５人以上,"生活関連サービス業,娯楽業",247029,305285,201049,231947,279943,194065,217407,14540,15082,25342,6984
５人以上,"教育,学習支援業",335010,400788,274807,307947,364458,256226,296106,11841,27063,36330,18581
５人以上,"医療,福祉",278273,362752,248383,272352,356191,242689,255114,17238,5921,6561,5694
５人以上,複合サービス事業,393378,472510,274538,357864,425161,256799,325404,32460,35514,47349,17739
５人以上,サービス業（他に分類されないもの）,284839,329308,227523,273395,315072,219679,251673,21722,11444,14236,7844
30人以上,調査産業計,389720,462553,280646,367845,434985,267298,338908,28937,21875,27568,13348
30人以上,"鉱業,採石業,砂利採取業",595249,631709,456590,593117,629162,456034,559851,33266,2132,2547,556
30人以上,建設業,538215,575435,348004,477054,507970,319058,417569,59485,61161,67465,28946
30人以上,製造業,457525,506485,332145,423270,467550,309873,392481,30789,34255,38935,22272
30人以上,電気・ガス・熱供給・水道業,540688,556813,442875,519165,534052,428862,449168,69997,21523,22761,14013
30人以上,情報通信業,469930,499934,376590,427333,456872,335441,392407,34926,42597,43062,41149
30人以上,"運輸業,郵便業",384403,414822,291328,374023,403436,284026,320837,53186,10380,11386,7302
30人以上,"卸売業,小売業",389201,480602,257942,370319,457556,245040,350379,19940,18882,23046,12902
30人以上,"金融業,保険業",537222,676943,374662,527972,666155,367201,490910,37062,9250,10788,7461
30人以上,"不動産業,物品賃貸業",406631,468918,296332,375039,428861,279730,346241,28798,31592,40057,16602
30人以上,"学術研究,専門・技術サービス業",492063,552401,361231,470937,527089,349182,436359,34578,21126,25312,12049
30人以上,"宿泊業,飲食サービス業",162159,205139,126747,158121,199603,123944,146344,11777,4038,5536,2803
30人以上,"生活関連サービス業,娯楽業",259766,346846,200325,242543,315351,192844,225419,17124,17223,31495,7481
30人以上,"教育,学習支援業",375080,445346,305392,343731,404202,283756,330611,13120,31349,41144,21636
30人以上,"医療,福祉",315098,379470,286794,308934,373330,280619,286010,22924,6164,6140,6175
30人以上,複合サービス事業,420009,475703,274035,376159,423866,251118,333830,42329,43850,51837,22917
30人以上,サービス業（他に分類されないもの）,275306,318202,225861,265237,306263,217948,241933,23304,10069,11939,7913
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３１年４月分,,,,,,,,,,,,
第１表  規模、産業、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,,
