事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成26,2014,年平均,99.9,98.5,98.6,96.3,101.9,102.8,98.7,99.1,100.4,99.8,97.4,110.6,101.6,101.3,97.8,97.6
５人以上,平成27,2015,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成28,2016,年平均,100.4,101.6,100.1,106.3,101.5,102.5,101.5,96.8,102.7,103.9,94.5,93.2,106.4,97.8,103,96.8
５人以上,平成29,2017,年平均,101.2,104.2,101.9,101,100.8,102.2,104.4,101.3,103.3,102.9,94.2,94.1,103.4,100.4,99.6,94.2
５人以上,平成30,2018,年平均,101.6,106.5,98.9,110.6,103.8,99.8,114.9,101.5,103,104.6,93.9,97.7,99.3,98.8,110.8,93.2
５人以上,平成31・令和元,2019,年平均,101.9,114.4,99.7,115.3,107.1,103.8,108.1,102.3,100.8,109,87.5,100.7,95,96.4,102.9,100
５人以上,平成31,2019,1月,84.4,89.7,76.6,100.5,84.5,85.2,85.2,99.1,81.5,90.6,85.8,93.8,85.2,83.1,79.9,83.5
５人以上,平成31,2019,2月,81.9,90.5,75.7,103.5,84.3,84.7,85.6,78.9,79.9,89.2,79.6,89.2,75.7,82.7,79.3,84.4
５人以上,平成31,2019,3月,91.6,104.3,98.7,105.6,89.9,86.1,94.4,105.3,84.2,101.1,82.8,97.7,82.5,85.2,82.4,89.4
５人以上,平成31,2019,4月,86.4,100.6,81.3,94.5,90.6,84.6,90.9,77.2,86.2,91.5,82.6,98.5,86,85.7,89,86.8
５人以上,令和元,2019,5月,87.8,92.6,78.4,119.5,86.2,102.4,88.4,104.6,83.6,95.4,82.9,90.8,77.3,82.4,86.5,88.3
５人以上,令和元,2019,6月,153.7,176.6,144,ｘ,175.3,165.4,146.9,180.2,172.9,161.9,95.9,125.5,161.7,135.5,200.5,148.4
５人以上,令和元,2019,7月,113.3,130.3,126.9,ｘ,118.1,109.8,140.3,83.6,105.2,121.6,93.7,110.8,82.3,102.6,82.9,107.6
５人以上,令和元,2019,8月,84.1,90.4,79.1,87.2,85.7,82.2,91.7,79.1,78.2,90.8,84.8,89.5,76.2,84.9,78.5,86.7
５人以上,令和元,2019,9月,84.6,87.3,80.6,90.1,87.8,79.9,89.2,82.4,80.4,96.6,84.7,89,78.8,84.6,80.8,87.5
５人以上,令和元,2019,10月,84.9,89.8,79.3,95.6,92.2,84.5,89.7,78.6,79.9,94.7,83.1,90.7,74.4,84.7,86.7,87.3
５人以上,令和元,2019,11月,90.9,100.5,88.1,159.1,91.1,113.9,96,83.9,81,94.1,85.4,93.7,81.3,86,79.9,91.5
５人以上,令和元,2019,12月,178.7,220.3,187.8,144.8,199.5,167.4,199.3,174.8,196.3,181,108.9,139.4,178.6,159.5,208.6,158.5
５人以上,平成27,2015,年平均（前年比（％））,0.1,1.5,1.4,3.8,-2,-2.7,1.3,0.9,-0.4,0.2,2.7,-9.6,-1.6,-1.2,2.3,2.5
５人以上,平成28,2016,年平均（前年比（％））,0.4,1.7,0.2,6.3,1.5,2.5,1.5,-3.2,2.7,4,-5.5,-6.8,6.3,-2.2,3,-3.3
５人以上,平成29,2017,年平均（前年比（％））,0.8,2.6,1.8,-5,-0.7,-0.3,2.9,4.6,0.6,-1,-0.3,1,-2.8,2.7,-3.3,-2.7
５人以上,平成30,2018,年平均（前年比（％））,0.4,2.2,-2.9,9.5,3,-2.3,10.1,0.2,-0.3,1.7,-0.3,3.8,-4,-1.6,11.2,-1.1
５人以上,平成31・令和元,2019,年平均（前年比（％））,0.3,7.4,0.8,4.2,3.2,4,-5.9,0.8,-2.1,4.2,-6.8,3.1,-4.3,-2.4,-7.1,7.3
５人以上,平成31,2019,1月（前年同月比（％））,0.2,6.2,0.3,2.2,-10.3,-1.4,-5.1,29.9,-1.9,7,-3.3,8.2,4,-3.5,-10.8,-0.4
５人以上,平成31,2019,2月（前年同月比（％））,-1.4,13.3,-3.3,9.1,-1.2,7.9,-2.8,-20.1,-3.6,9.4,-9.3,13.3,-0.4,-6.3,-10.9,5.9
５人以上,平成31,2019,3月（前年同月比（％））,-1.6,14.5,5.7,8,1.9,4.7,-11.9,-3.6,-4.5,16.2,-11.6,15.3,-0.7,-19.8,-9.5,7.3
５人以上,平成31,2019,4月（前年同月比（％））,-0.1,19.5,-0.1,7.8,6.8,-4.3,-2.7,-4.2,-6.8,-11,-9.4,13.3,7.1,-0.8,-2.1,0.5
５人以上,令和元,2019,5月（前年同月比（％））,-2.1,7.3,0.8,29,-3.3,26.4,-7.3,-23,-15.6,13.3,-11.2,2.9,0.9,-3.3,0.9,7.2
５人以上,令和元,2019,6月（前年同月比（％））,1.5,22.5,-0.5,ｘ,8.3,14.5,-23.1,15,8.8,15.3,-11.5,-11.1,3.5,8.7,-10.1,17.4
５人以上,令和元,2019,7月（前年同月比（％））,0.3,-19.2,4.3,ｘ,4.1,-5,10.4,-0.6,-8.8,-6,-6.4,6.8,-22,2.3,-11,5.6
５人以上,令和元,2019,8月（前年同月比（％））,0.8,6.1,-1.2,1.9,4.1,-1.1,-2.8,5.2,-4.5,7.3,-2.8,-8.1,-2.3,-0.4,-7.4,5.1
５人以上,令和元,2019,9月（前年同月比（％））,0.5,3.8,0.2,2.9,2.2,-4,-4.2,3.5,-3.4,11.2,-2.9,2.1,-3.4,-1.1,1.3,6.2
５人以上,令和元,2019,10月（前年同月比（％））,-0.5,6.5,0.5,1.7,11.2,-2.2,-4.6,3.7,-10,-9.2,-5,1.8,-9.2,-0.2,-6.1,3.2
５人以上,令和元,2019,11月（前年同月比（％））,-0.8,7.7,1.3,-4.3,-2.4,16.1,-3.7,2.3,-4.8,5.3,-4.5,-3,-5.9,-19,-10.4,7.8
５人以上,令和元,2019,12月（前年同月比（％））,2.7,10,0.8,2.3,8,-1.4,-2.9,7,10.7,0.7,-3.1,5.7,-12.6,8.9,-5.9,13.3
30人以上,平成26,2014,年平均,100.3,97.8,97.4,98.4,102.8,101.6,99.8,99.1,98.5,98.5,104.6,113.3,100.4,101.5,91,100.4
30人以上,平成27,2015,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成28,2016,年平均,100.1,100.5,99.5,106.7,101,102.5,101,96.7,102,103.1,102.7,87.2,103.3,95.8,104.7,97.9
30人以上,平成29,2017,年平均,100.9,106.2,101.3,104.1,101.2,102.1,105.3,96.6,106.5,99.7,98.4,85.6,102,97.1,99.4,95.2
30人以上,平成30,2018,年平均,102.1,104.3,99.8,111.3,103.5,97.5,117.8,100.4,108.3,100.8,104.8,96.2,98.3,100.5,108.6,94.8
30人以上,平成31・令和元,2019,年平均,101.7,114.6,100.9,116.5,107.4,98.8,107.2,103.6,105.5,105.6,97.1,94.9,94,97,97.2,99.7
30人以上,平成31,2019,1月,82.8,86.8,74.4,101.8,83.6,82.6,79.7,102.1,81.8,82.5,95.5,90.1,85.6,85,77.4,82.5
30人以上,平成31,2019,2月,80.3,88.7,74.2,104.9,84,81.7,80.8,80.1,78.5,84.3,86.5,82.8,75.3,82.2,76.7,83.7
30人以上,平成31,2019,3月,91.2,104.7,102.2,105.7,89.2,81.5,92.2,109.8,83.3,96,91.1,93.8,82.5,84.2,79.2,87.3
30人以上,平成31,2019,4月,85.1,101.6,80.9,95.6,90.4,80.4,86.8,77.6,86.9,87.3,89.9,92.9,85.9,86.4,86.7,87
30人以上,令和元,2019,5月,87.1,89.8,77.8,122.8,86.1,101.7,84.2,109.2,84.7,93.4,91,82.9,76.1,82.1,76.9,87.7
30人以上,令和元,2019,6月,161.6,195.3,152.9,ｘ,181.9,149,156.9,184.5,192,161.5,117.7,138.3,162.5,146.1,187,155.3
30人以上,令和元,2019,7月,109.8,122.4,127.7,ｘ,117.6,98.4,139.5,81.4,109.4,114.6,103.7,96.1,78.7,96.6,78.5,102.5
30人以上,令和元,2019,8月,81.9,85.6,77.1,88.2,84.1,78.7,88.3,79.3,81.5,87.4,88.2,79.3,74.9,83.3,74.5,87.3
30人以上,令和元,2019,9月,83,84.2,79.8,91,86.6,76.1,86.2,83.1,84.8,95.2,91.5,79.8,77,82.5,76.9,87.5
30人以上,令和元,2019,10月,83.1,83.6,78.5,96.6,91.6,80.3,86.6,78.4,83.1,91.9,87.2,84.1,72.5,83.8,83,87.1
30人以上,令和元,2019,11月,89.8,100.9,88.5,167.1,90.2,114.2,93.2,84,82.7,90.1,92.4,81.8,79,83.6,74.8,91.2
30人以上,令和元,2019,12月,184.7,232,197,137.9,202.9,161.5,211.5,174,217.5,183.1,130.4,137.1,178,167.8,194.9,157.3
30人以上,平成27,2015,年平均（前年比（％））,-0.4,2.1,2.7,1.7,-2.7,-1.6,0.3,0.8,1.5,1.5,-4.4,-11.8,-0.5,-1.6,9.8,-0.4
30人以上,平成28,2016,年平均（前年比（％））,0.2,0.5,-0.5,6.6,1,2.4,1,-3.3,2,3.2,2.7,-12.8,3.3,-4.2,4.7,-2.1
30人以上,平成29,2017,年平均（前年比（％））,0.8,5.7,1.8,-2.4,0.2,-0.4,4.3,-0.1,4.4,-3.3,-4.2,-1.8,-1.3,1.4,-5.1,-2.8
30人以上,平成30,2018,年平均（前年比（％））,1.2,-1.8,-1.5,6.9,2.3,-4.5,11.9,3.9,1.7,1.1,6.5,12.4,-3.6,3.5,9.3,-0.4
30人以上,平成31・令和元,2019,年平均（前年比（％））,-0.4,9.9,1.1,4.7,3.8,1.3,-9,3.2,-2.6,4.8,-7.3,-1.4,-4.4,-3.5,-10.5,5.2
30人以上,平成31,2019,1月（前年同月比（％））,0.2,5.3,0.8,4.5,-10.9,-4,-7.4,38,-2.5,2.7,3.9,13,5.3,-0.4,-18.1,-3.2
30人以上,平成31,2019,2月（前年同月比（％））,-0.1,19.4,-3,11.6,2.6,6.1,-6.9,-3.6,-7.5,10.8,-12.4,15.2,0.7,-8.4,-20.1,3.5
30人以上,平成31,2019,3月（前年同月比（％））,-2.7,20.3,8,9.1,1.9,1.4,-17,-1.1,-7,17.9,-5.7,18.6,0.1,-25.7,-19.3,2.8
30人以上,平成31,2019,4月（前年同月比（％））,-0.1,28.8,1.5,10,8.3,-6.5,-5.8,-1.5,-9.4,-15.2,-4.5,14,8.7,1.2,-0.1,-1.2
30人以上,令和元,2019,5月（前年同月比（％））,-2.5,7.5,2.8,33.8,-2.2,28.7,-10.8,-23.7,-18.9,18.2,-5.7,-2.1,0.9,-2.8,-7,4.5
30人以上,令和元,2019,6月（前年同月比（％））,0.5,30.7,-0.7,ｘ,9.1,1.7,-27.9,17.1,3.7,13.2,-9.3,-15,4.4,13.9,-13.5,19.9
30人以上,令和元,2019,7月（前年同月比（％））,-1.6,-25.5,3.3,ｘ,5.3,-9.6,12,-1.3,-8.2,-6.8,-11.9,-9.5,-24.1,-2.5,-12.6,-1.5
30人以上,令和元,2019,8月（前年同月比（％））,0.5,9.3,-1.7,0.7,4.3,-1.6,-4.1,5.6,-1.7,10.2,-7.6,-11.7,-2.1,-3,-10.2,4.7
30人以上,令和元,2019,9月（前年同月比（％））,-0.1,6.2,0.5,2.5,1.6,-5.1,-6.2,3.5,-1.1,16.4,-5.2,-3.7,-4,-4,2.8,4.5
30人以上,令和元,2019,10月（前年同月比（％））,-1.4,6.5,0.9,-0.1,11.8,-4.1,-6.8,3.4,-5.5,-10.8,-13.4,-2.2,-9.7,-1.2,-8.5,0.9
30人以上,令和元,2019,11月（前年同月比（％））,-1.2,16.1,2.4,-4.7,-2.6,17.9,-5.6,1.6,0.1,6.1,-7.8,-5.7,-7.1,-25.5,-8.7,7
30人以上,令和元,2019,12月（前年同月比（％））,1.8,11.4,-0.2,-1.6,7.4,-2.3,-6,8.1,10.4,4.3,-6.5,-4.2,-13.5,11,-6.7,10.4
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成31年・令和元年年報,,,,,,,,,,,,,,,,,,,
