規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成25,2013,年平均,100.6,-2,98.8,100.4,98.9,100.8,98.4,100.5,101.4,96.8,105.5,100.8,104,103,100,96.7,100
５人以上,平成26,2014,年平均,99.5,-1.1,97.2,100,97.9,100.4,95.7,100.3,100.5,100.2,103.7,96,101.4,99.8,98.7,98.8,99.9
５人以上,平成27,2015,年平均,100,0.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成28,2016,年平均,99.3,-0.7,101.2,99.4,102.3,99.4,99.9,98.8,99.5,100.4,99.2,97,96.6,104.4,100.6,99.4,98.1
５人以上,平成29,2017,年平均,99.2,-0.1,102.1,100,101.3,98.9,99.4,99.9,100.3,100.4,100.8,95.3,93.5,104.1,100.3,100.6,96.6
５人以上,平成30,2018,年平均,97.8,-1.4,101.3,100.7,99,96.3,94.4,99.2,100,98.9,99.1,92.7,90.7,108.4,101.4,104,96.4
５人以上,平成30,2018,12月,95.9,-3.1,99.1,100.8,91.7,94.2,94.9,98,95.1,95.5,95.9,90.4,88.8,102.1,98,102.7,96.5
５人以上,平成31,2019,1月,89.3,-2.4,85.8,87.8,93.7,88.2,90.8,91.4,91.1,91,90.3,83.8,87.2,98.8,89.5,96.7,90.4
５人以上,平成31,2019,2月,93.9,-0.6,97.2,99.2,98.4,93.8,95.7,95.5,92,95.3,98.9,83.4,87.8,105.3,92.7,94.4,92.3
５人以上,平成31,2019,3月,96.1,-2.3,98.3,98.9,100.7,96.6,95.9,97.2,96.3,99.9,99.4,85.7,87.8,109.4,94.5,102.2,96.7
５人以上,平成31,2019,4月,98.8,-1.1,104.1,102,94,100.4,98.7,99.7,99.2,100.3,100.8,87.2,92.9,113.3,98.8,105.6,96.5
５人以上,令和元,2019,5月,93.5,-4.3,92.1,91.8,95.4,93.2,94,95.3,95,93.7,95.9,86.9,90.1,107.4,93.9,98,92.3
