事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,TL 調査産業計,平成26,2014,年平均,468699,564806,312570,365203,435060,251717,335667,29536,103496,129746,60853
30人以上,TL 調査産業計,平成27,2015,年平均,458192,549979,311825,358963,425830,252333,332078,26885,99229,124149,59492
30人以上,TL 調査産業計,平成28,2016,年平均,458920,552858,311408,357892,425875,251136,331488,26404,101028,126983,60272
30人以上,TL 調査産業計,平成29,2017,年平均,462436,556518,317098,359255,427232,254244,333689,25566,103181,129286,62854
30人以上,TL 調査産業計,平成30,2018,年平均,467598,563389,325098,361009,428750,260237,335576,25433,106589,134639,64861
30人以上,TL 調査産業計,平成31・令和元,2019,年平均,466397,562284,324423,361562,429711,260658,334350,27212,104835,132573,63765
30人以上,TL 調査産業計,平成31,2019,1月,379255,452356,270536,355118,422863,254365,329651,25467,24137,29493,16171
30人以上,TL 調査産業計,平成31,2019,2月,367725,440392,260313,357670,427444,254533,331299,26371,10055,12948,5780
30人以上,TL 調査産業計,平成31,2019,3月,417636,500524,291967,362847,430790,259836,335199,27648,54789,69734,32131
30人以上,TL 調査産業計,平成31,2019,4月,389720,462553,280646,367845,434985,267298,338908,28937,21875,27568,13348
30人以上,TL 調査産業計,令和元,2019,5月,398761,472963,288811,360148,426529,261787,332215,27933,38613,46434,27024
30人以上,TL 調査産業計,令和元,2019,6月,739994,909945,493473,360729,429897,260398,333370,27359,379265,480048,233075
30人以上,TL 調査産業計,令和元,2019,7月,502764,616598,335824,361470,429492,261713,334376,27094,141294,187106,74111
30人以上,TL 調査産業計,令和元,2019,8月,375163,447176,268735,362890,430990,262244,335566,27324,12273,16186,6491
30人以上,TL 調査産業計,令和元,2019,9月,380145,452460,273094,363110,431088,262479,337045,26065,17035,21372,10615
30人以上,TL 調査産業計,令和元,2019,10月,380419,453093,273553,364503,433742,262690,337356,27147,15916,19351,10863
30人以上,TL 調査産業計,令和元,2019,11月,411104,490976,293052,361782,430204,260655,333753,28029,49322,60772,32397
30人以上,TL 調査産業計,令和元,2019,12月,845420,1040514,555501,360516,428371,259679,333363,27153,484904,612143,295822
30人以上,"C 鉱業,採石業,砂利採取業",平成26,2014,年平均,728865,794186,486760,509908,551163,357000,479598,30310,218957,243023,129760
30人以上,"C 鉱業,採石業,砂利採取業",平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,727494,801759,515086,546027,598271,396602,518096,27931,181467,203488,118484
30人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,802882,863788,591888,577972,621460,427321,545840,32132,224910,242328,164567
30人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,1月,571690,614919,422411,571582,614779,422411,542864,28718,108,140,－
30人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,2月,600611,640095,445952,600505,640095,445433,567623,32882,106,－,519
30人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,3月,607513,649212,462295,574145,615041,431724,540354,33791,33368,34171,30571
30人以上,"C 鉱業,採石業,砂利採取業",平成31,2019,4月,595249,631709,456590,593117,629162,456034,559851,33266,2132,2547,556
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,5月,583576,622169,442048,583576,622169,442048,549962,33614,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,7月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,8月,573751,619807,422101,573544,619537,422101,538785,34759,207,270,－
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,9月,610074,657652,452717,576086,622015,424183,548009,28077,33988,35637,28534
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,10月,567546,613196,416387,567224,612779,416381,536333,30891,322,417,6
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,11月,1023259,1103341,732507,584316,629275,421085,550716,33600,438943,474066,311422
30人以上,"C 鉱業,採石業,砂利採取業",令和元,2019,12月,1630213,1776827,1151217,579132,630840,410200,547213,31919,1051081,1145987,741017
30人以上,D 建設業,平成26,2014,年平均,563383,597502,356820,452273,479774,285774,414735,37538,111110,117728,71046
30人以上,D 建設業,平成27,2015,年平均,530435,556963,361135,418979,440054,284477,376975,42004,111456,116909,76658
30人以上,D 建設業,平成28,2016,年平均,532623,557979,368044,417395,437299,288204,372431,44964,115228,120680,79840
30人以上,D 建設業,平成29,2017,年平均,563365,592084,390854,423548,445898,289294,375802,47746,139817,146186,101560
30人以上,D 建設業,平成30,2018,年平均,552988,586126,382568,400896,426740,267987,350245,50651,152092,159386,114581
30人以上,D 建設業,平成31・令和元,2019,年平均,609181,646697,406624,442029,468986,296482,393758,48271,167152,177711,110142
30人以上,D 建設業,平成31,2019,1月,459994,490373,304802,431351,460142,284273,389295,42056,28643,30231,20529
30人以上,D 建設業,平成31,2019,2月,470151,504540,301768,429225,460891,274175,386380,42845,40926,43649,27593
30人以上,D 建設業,平成31,2019,3月,555057,589039,373131,448811,476032,303084,398565,50246,106246,113007,70047
30人以上,D 建設業,平成31,2019,4月,538215,575435,348004,477054,507970,319058,417569,59485,61161,67465,28946
30人以上,D 建設業,令和元,2019,5月,476000,505978,329744,456097,486092,309761,407862,48235,19903,19886,19983
30人以上,D 建設業,令和元,2019,6月,1035032,1107665,664248,434375,462809,289222,387008,47367,600657,644856,375026
30人以上,D 建設業,令和元,2019,7月,648649,682325,476215,434114,461243,295205,390344,43770,214535,221082,181010
30人以上,D 建設業,令和元,2019,8月,453907,485379,298524,445276,475872,294219,396937,48339,8631,9507,4305
30人以上,D 建設業,令和元,2019,9月,446437,468570,314562,435037,458492,295284,389264,45773,11400,10078,19278
30人以上,D 建設業,令和元,2019,10月,443141,465963,299426,436614,459619,291749,388562,48052,6527,6344,7677
30人以上,D 建設業,令和元,2019,11月,534714,563253,361056,440295,463283,300416,387101,53194,94419,99970,60640
30人以上,D 建設業,令和元,2019,12月,1229295,1293328,832315,437672,459562,301961,388171,49501,791623,833766,530354
