地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,キプロス,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,東ティモール,トルコ,ベトナム,イエメン,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,グルジア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,アフリカ,アルジェリア,ブルンジ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,ベナン,ジブチ,エチオピア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,コートジボアール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モロッコ,マラウイ,モーリシャス,ニジェール,ナイジェリア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,セイシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,ギニアビサウ,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ国,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セント・クリストファー・ネイヴィース,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル諸島,ミクロネシア,ニュージーランド,パプア・ニューギニア,パラオ,ソロモン諸島,トンガ,サモア,無国籍・その他
4,13205,青梅市,1445,577,868,1056,0,0,0,0,0,7,0,0,3,305,0,9,11,9,0,1,0,277,0,1,0,4,4,0,0,2,2,346,0,0,0,3,58,0,0,14,0,28,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,64,0,0,270,4,0,116,0,4,0,1,145,0,0,0,15,3,7,0,0,0,4,0,0,0,0,1,1
4,13206,府中市,4211,1911,2300,3391,11,0,17,0,0,22,0,6,25,1300,0,94,89,11,0,0,0,1033,0,8,1,32,27,0,0,8,18,535,0,0,1,14,77,0,2,60,0,194,0,1,3,4,1,1,6,1,0,1,19,12,1,5,0,1,8,3,0,0,0,0,0,0,0,0,2,0,5,2,7,19,3,2,6,0,0,61,5,8,0,0,1,3,0,2,1,45,2,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,1,0,0,0,1,0,2,0,1,0,7,0,1,1,0,2,0,3,0,0,0,1,9,0,0,0,0,0,346,0,0,0,37,0,0,1,0,0,0,0,0,2,4,0,2,0,0,300,0,0,151,3,0,113,0,13,0,1,21,0,0,0,83,36,1,0,0,0,42,1,1,0,2,0,1
4,13207,昭島市,2136,982,1154,1848,0,0,1,0,0,27,0,0,5,707,0,11,24,13,0,1,0,757,0,11,0,10,0,0,0,16,5,211,0,0,0,4,15,0,0,30,0,37,0,0,1,1,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,63,0,0,0,3,0,0,2,0,0,0,0,0,0,3,0,0,0,0,55,0,0,162,1,1,65,1,3,0,2,89,0,0,0,4,2,0,0,0,0,1,0,0,0,0,1,0
4,13208,調布市,3665,1755,1910,3100,1,0,10,0,0,32,0,2,27,1187,0,58,42,14,0,2,0,1207,0,3,0,35,15,6,0,5,10,303,0,0,0,17,70,0,4,50,0,185,0,4,0,4,0,1,1,1,2,1,29,12,2,0,0,4,7,0,0,0,0,1,0,0,1,0,4,0,1,2,3,45,5,1,2,0,0,47,4,1,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,1,0,0,0,0,0,2,0,0,0,8,0,0,2,0,0,0,5,0,3,0,0,2,0,0,0,0,0,235,0,0,0,46,0,5,0,0,0,2,1,1,0,10,0,0,0,0,170,0,0,67,4,1,38,4,4,0,3,13,0,0,0,43,35,1,0,0,0,7,0,0,0,0,0,2
4,13209,町田市,4476,2016,2460,3670,0,0,12,0,0,26,0,4,39,1641,0,64,42,28,0,2,0,1147,0,4,0,21,20,0,0,8,20,433,0,0,1,11,86,0,9,52,0,233,0,4,1,8,3,0,0,1,0,1,14,22,1,5,0,4,7,1,0,0,0,0,7,0,0,0,6,0,4,3,5,26,5,4,1,0,0,89,7,3,0,0,0,0,1,0,0,77,2,0,0,0,0,0,3,0,0,1,0,0,19,4,0,0,0,0,0,0,0,2,5,0,0,0,17,0,1,0,0,0,0,0,0,0,0,4,17,0,0,2,0,0,303,0,0,0,50,1,0,1,1,0,0,0,0,1,3,0,0,0,0,245,1,0,130,9,1,52,3,16,0,0,46,0,1,2,55,40,0,0,0,0,14,0,0,0,1,0,8
4,13210,小金井市,2371,1220,1151,1885,13,0,9,0,0,26,0,2,35,995,0,38,38,3,0,1,0,429,0,4,0,45,8,0,0,29,2,116,0,0,1,3,38,1,2,45,2,145,0,2,1,2,0,0,4,0,0,0,20,21,0,2,0,2,4,0,0,0,0,0,1,0,2,0,3,0,2,0,5,10,11,2,3,0,0,43,3,2,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,2,1,0,5,0,0,3,1,0,1,0,0,1,2,0,0,0,5,0,1,1,0,0,0,0,0,0,1,1,6,0,0,0,0,0,224,0,1,0,35,0,1,0,0,1,0,0,1,0,3,0,1,0,0,181,0,0,33,3,2,11,2,6,0,0,8,0,0,1,48,39,1,0,0,0,7,0,0,0,0,1,4
4,13211,小平市,4103,2080,2023,3461,1,0,10,0,0,19,0,9,16,1014,0,16,31,18,1,1,0,1913,1,4,0,29,36,0,0,11,6,216,0,1,0,5,49,0,1,53,0,157,0,3,1,8,0,0,0,1,2,1,10,15,0,1,0,3,7,3,2,0,1,0,1,1,1,0,4,0,6,0,6,20,2,5,3,0,0,28,4,16,0,0,0,0,2,0,0,35,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,1,0,0,0,0,0,0,1,0,0,0,9,0,1,1,0,0,0,1,0,0,0,0,11,0,0,0,0,2,117,0,0,0,13,0,0,0,0,0,0,0,0,0,2,1,1,0,1,99,0,0,295,2,1,278,1,5,0,1,7,0,0,0,37,27,1,0,0,1,5,3,0,0,0,0,1
4,13212,日野市,2205,1064,1141,1896,5,0,6,0,0,15,0,1,63,943,0,21,38,8,0,4,0,479,0,2,0,18,5,0,1,18,1,216,0,0,0,4,32,0,0,16,0,72,1,0,1,1,0,0,0,2,0,1,5,10,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,2,4,5,3,0,0,0,31,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,94,0,0,0,20,0,5,0,0,1,0,0,0,0,1,0,0,0,0,67,0,0,112,3,2,18,1,5,0,2,81,0,0,0,17,6,5,0,0,0,5,0,1,0,0,0,1
4,13213,東村山市,1737,794,943,1522,1,0,5,0,0,18,0,16,25,482,0,7,18,18,0,0,0,584,0,1,0,13,10,0,0,2,6,264,0,0,0,1,37,0,2,12,0,47,0,0,0,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,0,1,0,0,20,1,1,0,0,0,0,0,0,0,33,0,0,1,0,0,0,3,0,0,0,0,0,14,1,0,0,0,0,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,95,0,0,0,16,0,1,0,0,0,0,0,0,1,5,0,1,0,0,71,0,0,24,1,0,10,0,6,0,0,6,0,0,1,15,10,0,0,0,0,5,0,0,0,0,0,1
4,13214,国分寺市,1617,749,868,1311,0,1,2,0,0,3,0,0,5,644,0,12,8,7,0,0,0,446,0,1,0,10,3,0,0,4,10,97,0,0,0,6,22,0,2,28,0,98,0,0,2,2,1,1,0,0,0,0,6,14,0,1,0,1,6,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,2,3,1,0,0,36,2,1,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130,0,0,0,35,0,0,0,0,0,0,0,1,0,1,0,0,0,0,93,0,0,26,3,0,19,0,1,0,0,3,0,0,0,41,35,0,0,0,0,6,0,0,0,0,0,2
4,13215,国立市,1397,675,722,1172,0,0,1,1,0,11,0,1,24,509,1,21,8,7,0,0,0,416,1,0,0,4,15,0,0,19,1,71,0,0,0,0,33,0,1,27,0,98,0,3,0,3,1,0,1,0,0,0,3,25,1,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,1,12,1,2,1,0,0,23,5,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,64,0,0,32,1,0,12,1,2,0,0,16,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0
4,13218,福生市,2298,1085,1213,1608,0,0,0,0,0,10,0,0,8,406,0,10,9,11,0,0,0,429,0,9,0,21,0,0,0,73,13,430,0,0,0,2,168,0,2,7,0,23,0,1,0,0,0,0,0,2,0,0,2,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,5,1,0,0,0,0,0,0,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,0,1,0,0,0,0,2,0,0,0,0,13,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,161,1,0,0,5,0,1,2,0,0,0,0,0,0,1,1,0,0,0,150,0,0,438,4,2,131,0,12,0,0,289,0,0,0,7,6,0,0,0,0,1,0,0,0,0,0,3
4,13219,狛江市,800,361,439,649,0,0,2,0,0,2,0,0,5,260,0,8,7,7,0,0,0,196,0,0,0,11,1,0,0,9,2,111,0,0,0,1,21,0,3,3,0,62,0,2,1,5,1,0,1,0,0,0,8,6,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,1,1,1,0,0,19,0,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59,0,0,6,0,0,3,0,1,0,0,2,0,0,0,8,7,0,0,0,0,1,0,0,0,0,0,1
4,13220,東大和市,904,342,562,797,0,0,1,0,0,1,0,1,3,182,0,4,5,2,0,0,0,306,0,0,0,3,0,0,0,2,1,269,0,0,1,0,15,0,0,1,0,25,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,34,0,0,31,0,0,23,0,2,0,0,6,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
4,13221,清瀬市,858,361,497,744,0,0,1,0,0,10,0,0,22,312,0,2,6,7,0,0,0,193,0,1,0,1,1,0,0,4,12,131,0,0,0,0,23,0,1,17,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,10,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,47,0,0,0,8,1,0,1,0,0,1,0,2,1,1,0,0,0,2,30,0,0,15,0,1,8,0,2,0,0,4,0,0,0,12,10,0,0,0,0,2,0,0,0,0,0,1
4,13222,東久留米市,1573,722,851,1054,0,0,1,0,0,10,0,1,25,358,0,30,13,12,0,0,0,306,0,0,0,6,10,0,0,2,10,215,0,2,2,8,35,0,7,1,0,84,0,1,2,5,1,0,1,0,0,0,4,8,0,1,0,2,3,0,0,0,0,0,0,0,0,0,2,0,1,0,1,6,2,2,1,0,0,37,3,1,0,0,0,0,0,0,0,30,0,0,2,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,336,0,2,0,51,1,0,0,0,0,1,0,0,0,3,1,0,0,0,277,0,0,31,1,0,16,2,3,0,0,4,0,5,0,31,26,0,0,0,0,5,0,0,0,0,0,7
4,13223,武蔵村山市,958,407,551,726,0,0,0,0,0,16,0,2,0,252,0,1,11,7,0,0,0,209,0,0,0,3,0,0,0,4,2,197,0,0,0,0,18,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,170,0,0,156,0,0,0,0,14,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
4,13224,多摩市,2003,874,1129,1751,0,0,0,0,0,5,0,0,15,799,0,19,16,10,6,1,1,552,0,0,2,8,2,0,0,10,4,265,0,0,0,6,21,0,0,9,0,100,0,1,0,0,0,0,0,0,0,1,9,4,0,2,0,1,7,0,0,0,0,0,0,0,1,0,1,0,11,0,8,20,1,1,1,0,0,28,2,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,77,0,1,0,11,0,0,0,0,0,1,0,0,0,1,0,1,0,0,62,0,0,36,1,0,19,3,9,0,0,3,0,0,1,26,19,0,0,0,0,7,0,0,0,0,0,1
4,13225,稲城市,963,457,506,839,0,1,1,0,0,2,0,0,6,363,0,8,5,12,1,0,0,290,0,7,0,2,8,0,0,5,1,97,0,0,0,2,17,0,0,11,0,28,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,7,2,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,45,0,0,0,6,0,1,0,0,1,0,0,0,0,2,0,0,0,0,35,0,0,35,0,0,27,0,1,0,1,6,0,0,0,8,5,0,0,0,0,2,0,0,0,0,1,0
4,13227,羽村市,1812,871,941,812,0,0,3,0,0,9,0,1,1,256,0,27,1,11,0,0,0,169,0,0,0,2,0,0,0,13,7,281,0,0,0,2,21,0,1,7,0,27,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,0,0,0,2,8,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,88,0,0,0,1,4,2,3,0,0,0,0,0,0,1,1,0,0,0,76,0,0,875,9,11,299,1,27,0,3,521,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13228,あきる野市,605,263,342,484,6,0,0,0,0,5,0,0,4,110,0,1,4,5,0,0,0,167,0,45,0,2,2,0,0,5,6,88,0,0,0,0,17,0,0,17,0,9,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,67,2,0,31,0,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,13229,西東京市,2747,1212,1535,2336,0,0,12,0,0,10,0,1,19,924,0,26,26,7,0,2,0,932,0,2,0,16,11,0,0,10,5,263,0,0,0,5,46,0,2,17,0,114,0,1,0,1,0,0,0,0,0,2,17,6,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,1,3,0,1,18,1,1,1,0,0,50,3,1,0,0,0,0,0,0,0,57,1,0,1,0,0,0,6,0,0,0,0,0,9,5,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,9,0,0,0,3,0,0,1,1,1,0,0,0,0,0,148,0,0,0,29,0,0,1,0,0,0,0,0,0,6,1,0,0,0,111,0,0,62,5,0,37,1,10,0,0,9,0,0,0,29,16,0,0,0,0,11,0,0,0,2,0,1
1,13550,町村部,1008,425,583,730,0,0,2,0,0,62,0,0,0,110,0,5,16,3,0,0,0,161,0,1,0,5,0,0,0,2,5,318,0,0,0,2,31,0,0,7,0,19,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,0,0,181,3,0,110,0,0,0,4,64,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,3
2,13300,西多摩郡,770,374,396,526,0,0,2,0,0,62,0,0,0,94,0,5,7,2,0,0,0,75,0,1,0,4,0,0,0,2,5,235,0,0,0,1,24,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,0,0,173,2,0,106,0,0,0,4,61,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1
4,13303,瑞穂町,676,335,341,466,0,0,2,0,0,61,0,0,0,81,0,5,6,2,0,0,0,55,0,0,0,3,0,0,0,2,5,213,0,0,0,1,23,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,168,2,0,102,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13305,日の出町,62,28,34,39,0,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,12,0,1,0,1,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
4,13307,檜原村,13,4,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13308,奥多摩町,19,7,12,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13350,島部,238,51,187,204,0,0,0,0,0,0,0,0,0,16,0,0,9,1,0,0,0,86,0,0,0,1,0,0,0,0,0,83,0,0,0,1,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,1,0,4,0,0,0,0,3,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,2
3,13360,大島支庁,52,22,30,40,0,0,0,0,0,0,0,0,0,10,0,0,7,1,0,0,0,10,0,0,0,1,0,0,0,0,0,7,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,13380,三宅支庁,36,9,27,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13400,八丈支庁,135,12,123,123,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,52,0,0,0,0,0,0,0,0,0,61,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1
3,13420,小笠原支庁,15,8,7,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外国人登録人口　平成18年1月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
