種別,性別,地域階層,地域,和暦（年度）,西暦（年度）,月,卒業者数（人）,卒業者数／大学等進学者（Ａ）（人）,卒業者数／専修学校（専門課程）進学者（Ｂ）（人）,卒業者数／専修学校（一般課程）等入学者（Ｃ）（人）,卒業者数／公共職業能力開発施設等入学者（D）（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／自営業主等（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／無期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／有期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／臨時労働者（人）,卒業者数／就職者（人）,卒業者数／就職者／正規の職員等（人）,卒業者数／就職者／正規の職員等でない者（人）,卒業者数／一時的な仕事に就いた者（人）,卒業者数／左記以外の者（人）,卒業者数／不詳・死亡（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／自営業主等無期雇用労働者（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／雇用契約期間が一年以上、かつフルタイム勤務相当の者（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／正規の職員等（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／正規の職員等でない者（人）,左記Ｅ有期雇用労働者のうち雇用契約期間が一年以上、かつフルタイム勤務相当の者（再掲）（人）,Ａのうち大学・短期大学の通信教育部を除く進学者（再掲）（人）,大学等進学率（％）,就職者総数（再掲）（人）,卒業者に占める就職者の割合（％）
総数（国・公・私立）,男,2,御蔵島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
総数（国・公・私立）,男,2,八丈町,令和5,2023,3月,25,10,5,1,－,－,3,2,－,…,…,…,…,4,－,－,－,－,…,…,－,10,40,3,12
総数（国・公・私立）,男,2,青ヶ島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
総数（国・公・私立）,男,2,小笠原村,令和5,2023,3月,7,4,1,－,－,－,－,－,－,…,…,…,…,2,－,－,－,－,…,…,－,4,57.1,－,－
総数（国・公・私立）,女,0,総数,平成30,2018,3月,51981,35954,6467,2960,72,…,…,…,…,2668,2659,9,318,3534,8,1,…,…,－,1,…,35927,69.2,2669,5.1
総数（国・公・私立）,女,0,総数,令和元,2019,3月,51884,36065,6892,2500,79,…,…,…,…,2517,2497,20,341,3488,2,3,…,…,3,－,…,36028,69.5,2520,4.9
総数（国・公・私立）,女,0,総数,令和2,2020,3月,51119,35928,6946,2353,68,98,2381,227,129,…,…,…,…,2985,4,4,2,2,…,…,17,35889,70.3,2500,4.9
総数（国・公・私立）,女,0,総数,令和3,2021,3月,50074,36212,7058,1870,62,46,1884,192,59,…,…,…,…,2690,1,3,1,2,…,…,42,36160,72.3,1975,3.9
総数（国・公・私立）,女,0,総数,令和4,2022,3月,49945,36850,6586,1933,63,42,1683,133,115,…,…,…,…,2539,1,1,－,1,…,…,20,36790,73.8,1746,3.5
総数（国・公・私立）,女,0,総数,令和5,2023,3月,49128,36720,6191,1747,60,24,1467,139,70,…,…,…,…,2707,3,1,1,－,…,…,43,36675,74.7,1535,3.1
総数（国・公・私立）,女,1,区部,令和5,2023,3月,34557,26179,3854,1324,50,23,964,79,56,…,…,…,…,2027,1,1,1,－,…,…,16,26150,75.8,1004,2.9
総数（国・公・私立）,女,2,千代田区,令和5,2023,3月,2688,2242,105,142,12,1,12,－,－,…,…,…,…,174,－,－,－,－,…,…,－,2242,83.4,13,0.5
総数（国・公・私立）,女,2,中央区,令和5,2023,3月,268,175,－,53,－,1,7,－,－,…,…,…,…,32,－,－,－,－,…,…,－,175,65.3,8,3
総数（国・公・私立）,女,2,港区,令和5,2023,3月,2091,1792,79,55,－,－,68,－,－,…,…,…,…,97,－,－,－,－,…,…,－,1788,85.7,68,3.3
総数（国・公・私立）,女,2,新宿区,令和5,2023,3月,864,688,16,80,2,－,4,－,－,…,…,…,…,74,－,－,－,－,…,…,－,686,79.6,4,0.5
総数（国・公・私立）,女,2,文京区,令和5,2023,3月,2443,1991,175,86,5,1,30,1,5,…,…,…,…,149,－,－,－,－,…,…,－,1991,81.5,31,1.3
総数（国・公・私立）,女,2,台東区,令和5,2023,3月,741,506,125,22,1,－,40,6,－,…,…,…,…,41,－,－,－,－,…,…,6,506,68.3,46,6.2
総数（国・公・私立）,女,2,墨田区,令和5,2023,3月,938,679,148,33,3,－,42,3,－,…,…,…,…,30,－,－,－,－,…,…,－,679,72.4,42,4.5
総数（国・公・私立）,女,2,江東区,令和5,2023,3月,984,637,105,63,－,3,94,2,10,…,…,…,…,70,－,－,－,－,…,…,－,636,64.7,97,9.9
総数（国・公・私立）,女,2,品川区,令和5,2023,3月,1466,1160,165,47,－,1,10,2,2,…,…,…,…,79,－,－,－,－,…,…,－,1158,79.1,11,0.8
総数（国・公・私立）,女,2,目黒区,令和5,2023,3月,1068,878,59,61,4,－,4,－,－,…,…,…,…,62,－,1,1,－,…,…,－,877,82.2,5,0.5
総数（国・公・私立）,女,2,大田区,令和5,2023,3月,1258,742,353,27,5,2,35,9,1,…,…,…,…,84,－,－,－,－,…,…,3,742,59,40,3.2
総数（国・公・私立）,女,2,世田谷区,令和5,2023,3月,4300,3303,464,155,3,3,48,5,8,…,…,…,…,310,1,－,－,－,…,…,2,3300,76.8,53,1.2
総数（国・公・私立）,女,2,渋谷区,令和5,2023,3月,1719,1460,74,43,－,2,26,7,－,…,…,…,…,107,－,－,－,－,…,…,－,1460,84.9,28,1.6
総数（国・公・私立）,女,2,中野区,令和5,2023,3月,1205,913,155,41,－,5,30,－,－,…,…,…,…,61,－,－,－,－,…,…,－,911,75.8,35,2.9
総数（国・公・私立）,女,2,杉並区,令和5,2023,3月,2791,2290,213,112,3,－,38,1,10,…,…,…,…,124,－,－,－,－,…,…,－,2290,82,38,1.4
総数（国・公・私立）,女,2,豊島区,令和5,2023,3月,1759,1459,104,81,－,2,11,－,－,…,…,…,…,102,－,－,－,－,…,…,－,1459,82.9,13,0.7
総数（国・公・私立）,女,2,北区,令和5,2023,3月,1486,1028,227,74,4,－,32,6,－,…,…,…,…,115,－,－,－,－,…,…,－,1025,69.2,32,2.2
総数（国・公・私立）,女,2,荒川区,令和5,2023,3月,184,103,58,－,－,－,8,－,2,…,…,…,…,13,－,－,－,－,…,…,－,103,56,8,4.3
総数（国・公・私立）,女,2,板橋区,令和5,2023,3月,1694,1340,228,13,2,－,47,1,－,…,…,…,…,63,－,－,－,－,…,…,1,1339,79.1,48,2.8
総数（国・公・私立）,女,2,練馬区,令和5,2023,3月,1224,788,221,27,3,1,89,11,6,…,…,…,…,78,－,－,－,－,…,…,4,786,64.4,94,7.7
総数（国・公・私立）,女,2,足立区,令和5,2023,3月,982,493,280,5,1,－,131,6,8,…,…,…,…,58,－,－,－,－,…,…,－,487,50.2,131,13.3
総数（国・公・私立）,女,2,葛飾区,令和5,2023,3月,786,348,227,63,－,－,100,6,1,…,…,…,…,41,－,－,－,－,…,…,－,348,44.3,100,12.7
総数（国・公・私立）,女,2,江戸川区,令和5,2023,3月,1618,1164,273,41,2,1,58,13,3,…,…,…,…,63,－,－,－,－,…,…,－,1162,71.9,59,3.6
総数（国・公・私立）,女,1,市部,令和5,2023,3月,14354,10439,2272,423,8,1,473,49,14,…,…,…,…,673,2,－,－,－,…,…,27,10424,72.7,501,3.5
総数（国・公・私立）,女,2,八王子市,令和5,2023,3月,2322,1705,411,27,1,1,64,7,－,…,…,…,…,106,－,－,－,－,…,…,5,1700,73.4,70,3
総数（国・公・私立）,女,2,立川市,令和5,2023,3月,623,346,187,12,－,－,38,－,－,…,…,…,…,40,－,－,－,－,…,…,－,346,55.5,38,6.1
総数（国・公・私立）,女,2,武蔵野市,令和5,2023,3月,789,649,37,55,－,－,－,1,－,…,…,…,…,47,－,－,－,－,…,…,－,649,82.3,－,－
総数（国・公・私立）,女,2,三鷹市,令和5,2023,3月,438,352,36,14,－,－,1,－,－,…,…,…,…,35,－,－,－,－,…,…,－,351,80.4,1,0.2
総数（国・公・私立）,女,2,青梅市,令和5,2023,3月,255,96,96,1,－,－,34,14,－,…,…,…,…,14,－,－,－,－,…,…,7,96,37.6,41,16.1
総数（国・公・私立）,女,2,府中市,令和5,2023,3月,722,472,127,39,1,－,42,－,3,…,…,…,…,38,－,－,－,－,…,…,－,472,65.4,42,5.8
総数（国・公・私立）,女,2,昭島市,令和5,2023,3月,312,206,67,4,－,－,24,－,－,…,…,…,…,11,－,－,－,－,…,…,－,206,66,24,7.7
総数（国・公・私立）,女,2,調布市,令和5,2023,3月,877,790,24,15,－,－,4,－,－,…,…,…,…,42,2,－,－,－,…,…,－,790,90.1,4,0.5
総数（国・公・私立）,女,2,町田市,令和5,2023,3月,1484,1056,194,71,1,－,62,1,10,…,…,…,…,89,－,－,－,－,…,…,1,1054,71.2,63,4.2
総数（国・公・私立）,女,2,小金井市,令和5,2023,3月,603,549,4,20,－,－,3,－,－,…,…,…,…,27,－,－,－,－,…,…,－,549,91,3,0.5
総数（国・公・私立）,女,2,小平市,令和5,2023,3月,1099,912,111,36,2,－,6,1,－,…,…,…,…,31,－,－,－,－,…,…,－,907,83,6,0.5
総数（国・公・私立）,女,2,日野市,令和5,2023,3月,453,378,54,16,－,－,4,－,－,…,…,…,…,1,－,－,－,－,…,…,－,378,83.4,4,0.9
総数（国・公・私立）,女,2,東村山市,令和5,2023,3月,541,312,153,－,－,－,34,－,－,…,…,…,…,42,－,－,－,－,…,…,－,312,57.7,34,6.3
総数（国・公・私立）,女,2,国分寺市,令和5,2023,3月,298,277,－,18,－,－,1,－,－,…,…,…,…,2,－,－,－,－,…,…,－,277,93,1,0.3
総数（国・公・私立）,女,2,国立市,令和5,2023,3月,410,261,49,38,－,－,48,－,－,…,…,…,…,14,－,－,－,－,…,…,－,261,63.7,48,11.7
総数（国・公・私立）,女,2,福生市,令和5,2023,3月,153,64,61,－,－,－,7,14,－,…,…,…,…,7,－,－,－,－,…,…,14,64,41.8,21,13.7
総数（国・公・私立）,女,2,狛江市,令和5,2023,3月,154,128,9,17,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,128,83.1,－,－
総数（国・公・私立）,女,2,東大和市,令和5,2023,3月,265,201,42,1,－,－,3,－,－,…,…,…,…,18,－,－,－,－,…,…,－,201,75.8,3,1.1
総数（国・公・私立）,女,2,清瀬市,令和5,2023,3月,150,135,15,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,135,90,－,－
総数（国・公・私立）,女,2,東久留米市,令和5,2023,3月,266,140,90,10,2,－,8,2,1,…,…,…,…,13,－,－,－,－,…,…,－,139,52.6,8,3
総数（国・公・私立）,女,2,武蔵村山市,令和5,2023,3月,472,346,96,－,－,－,6,－,－,…,…,…,…,24,－,－,－,－,…,…,－,345,73.3,6,1.3
総数（国・公・私立）,女,2,多摩市,令和5,2023,3月,332,225,75,2,－,－,12,－,－,…,…,…,…,18,－,－,－,－,…,…,－,225,67.8,12,3.6
総数（国・公・私立）,女,2,稲城市,令和5,2023,3月,291,181,93,1,－,－,5,－,－,…,…,…,…,11,－,－,－,－,…,…,－,181,62.2,5,1.7
総数（国・公・私立）,女,2,羽村市,令和5,2023,3月,109,17,61,－,－,－,15,9,－,…,…,…,…,7,－,－,－,－,…,…,－,17,15.6,15,13.8
総数（国・公・私立）,女,2,あきる野市,令和5,2023,3月,287,113,101,3,1,－,47,－,－,…,…,…,…,22,－,－,－,－,…,…,－,113,39.4,47,16.4
総数（国・公・私立）,女,2,西東京市,令和5,2023,3月,649,528,79,23,－,－,5,－,－,…,…,…,…,14,－,－,－,－,…,…,－,528,81.4,5,0.8
総数（国・公・私立）,女,1,郡部,令和5,2023,3月,125,54,38,－,1,－,17,9,－,…,…,…,…,6,－,－,－,－,…,…,－,54,43.2,17,13.6
総数（国・公・私立）,女,2,瑞穂町,令和5,2023,3月,125,54,38,－,1,－,17,9,－,…,…,…,…,6,－,－,－,－,…,…,－,54,43.2,17,13.6
総数（国・公・私立）,女,2,日の出町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
総数（国・公・私立）,女,2,檜原村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
総数（国・公・私立）,女,2,奥多摩町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
総数（国・公・私立）,女,1,島部,令和5,2023,3月,92,48,27,－,1,－,13,2,－,…,…,…,…,1,－,－,－,－,…,…,－,47,52.2,13,14.1
総数（国・公・私立）,女,2,大島町,令和5,2023,3月,37,23,8,－,1,－,5,－,－,…,…,…,…,－,－,－,－,－,…,…,－,22,62.2,5,13.5
総数（国・公・私立）,女,2,利島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
総数（国・公・私立）,女,2,新島村,令和5,2023,3月,6,4,－,－,－,－,2,－,－,…,…,…,…,－,－,－,－,－,…,…,－,4,66.7,2,33.3
総数（国・公・私立）,女,2,神津島村,令和5,2023,3月,10,6,3,－,－,－,－,－,－,…,…,…,…,1,－,－,－,－,…,…,－,6,60,－,－
総数（国・公・私立）,女,2,三宅村,令和5,2023,3月,2,2,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,2,100,－,－
総数（国・公・私立）,女,2,御蔵島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
総数（国・公・私立）,女,2,八丈町,令和5,2023,3月,30,12,11,－,－,－,6,1,－,…,…,…,…,－,－,－,－,－,…,…,－,12,40,6,20
総数（国・公・私立）,女,2,青ヶ島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
総数（国・公・私立）,女,2,小笠原村,令和5,2023,3月,7,1,5,－,－,－,－,1,－,…,…,…,…,－,－,－,－,－,…,…,－,1,14.3,－,－
公立,総数（男・女）,0,総数,平成30,2018,3月,43025,21982,6982,4050,275,…,…,…,…,5418,5409,9,460,3858,－,3,…,…,2,1,…,21954,51.1,5421,12.6
公立,総数（男・女）,0,総数,令和元,2019,3月,43041,22018,7773,3672,251,…,…,…,…,5340,5300,40,497,3489,1,5,…,…,4,1,…,21952,51.2,5345,12.4
公立,総数（男・女）,0,総数,令和2,2020,3月,42839,22620,8076,3499,219,203,5043,361,235,…,…,…,…,2581,2,2,1,1,…,…,20,22553,52.8,5268,12.3
公立,総数（男・女）,0,総数,令和3,2021,3月,41601,23196,8099,2533,273,112,4267,407,112,…,…,…,…,2602,－,3,3,－,…,…,120,23117,55.8,4502,10.8
公立,総数（男・女）,0,総数,令和4,2022,3月,41257,24153,7461,2598,223,69,3866,356,185,…,…,…,…,2345,1,2,2,－,…,…,139,24079,58.5,4076,9.9
公立,総数（男・女）,0,総数,令和5,2023,3月,40335,24213,7062,2236,195,96,3530,287,115,…,…,…,…,2598,3,1,1,－,…,…,139,24159,60,3766,9.3
公立,総数（男・女）,1,区部,令和5,2023,3月,24679,14542,4103,1509,142,90,2346,117,90,…,…,…,…,1740,－,－,－,－,…,…,20,14503,58.9,2456,10
公立,総数（男・女）,2,千代田区,令和5,2023,3月,443,223,－,139,17,5,31,－,－,…,…,…,…,28,－,－,－,－,…,…,－,223,50.3,36,8.1
公立,総数（男・女）,2,中央区,令和5,2023,3月,253,159,－,58,－,1,8,－,－,…,…,…,…,27,－,－,－,－,…,…,－,159,62.8,9,3.6
公立,総数（男・女）,2,港区,令和5,2023,3月,605,353,114,11,1,－,92,－,－,…,…,…,…,34,－,－,－,－,…,…,－,348,58.3,92,15.2
公立,総数（男・女）,2,新宿区,令和5,2023,3月,949,676,6,148,－,－,7,－,－,…,…,…,…,112,－,－,－,－,…,…,－,673,71.2,7,0.7
公立,総数（男・女）,2,文京区,令和5,2023,3月,744,535,58,53,5,4,24,－,5,…,…,…,…,60,－,－,－,－,…,…,－,534,71.9,28,3.8
公立,総数（男・女）,2,台東区,令和5,2023,3月,1060,647,127,45,7,－,154,7,－,…,…,…,…,73,－,－,－,－,…,…,7,646,61,161,15.2
公立,総数（男・女）,2,墨田区,令和5,2023,3月,1175,773,212,49,4,－,79,8,－,…,…,…,…,50,－,－,－,－,…,…,1,773,65.8,80,6.8
公立,総数（男・女）,2,江東区,令和5,2023,3月,1717,1032,125,119,14,13,273,2,19,…,…,…,…,120,－,－,－,－,…,…,－,1030,60.1,286,16.7
公立,総数（男・女）,2,品川区,令和5,2023,3月,789,521,123,48,－,4,19,－,4,…,…,…,…,70,－,－,－,－,…,…,－,518,66,23,2.9
公立,総数（男・女）,2,目黒区,令和5,2023,3月,773,599,9,102,5,－,2,－,－,…,…,…,…,56,－,－,－,－,…,…,－,599,77.5,2,0.3
公立,総数（男・女）,2,大田区,令和5,2023,3月,1514,787,405,42,16,4,121,16,1,…,…,…,…,122,－,－,－,－,…,…,5,785,52,130,8.6
公立,総数（男・女）,2,世田谷区,令和5,2023,3月,1828,971,409,119,13,14,141,2,14,…,…,…,…,145,－,－,－,－,…,…,－,969,53.1,155,8.5
公立,総数（男・女）,2,渋谷区,令和5,2023,3月,649,460,72,61,－,3,32,10,－,…,…,…,…,11,－,－,－,－,…,…,－,460,70.9,35,5.4
公立,総数（男・女）,2,中野区,令和5,2023,3月,1015,649,175,54,5,14,67,2,－,…,…,…,…,49,－,－,－,－,…,…,1,648,63.9,82,8.1
公立,総数（男・女）,2,杉並区,令和5,2023,3月,1556,906,342,65,4,－,115,1,17,…,…,…,…,106,－,－,－,－,…,…,－,904,58.2,115,7.4
公立,総数（男・女）,2,豊島区,令和5,2023,3月,823,684,62,1,1,1,12,－,－,…,…,…,…,62,－,－,－,－,…,…,－,683,83.1,13,1.6
公立,総数（男・女）,2,北区,令和5,2023,3月,610,294,119,56,14,－,35,10,－,…,…,…,…,82,－,－,－,－,…,…,－,291,48.2,35,5.7
公立,総数（男・女）,2,荒川区,令和5,2023,3月,287,84,89,1,1,2,67,－,5,…,…,…,…,38,－,－,－,－,…,…,－,83,29.3,69,24
公立,総数（男・女）,2,板橋区,令和5,2023,3月,1362,801,285,46,6,2,129,－,－,…,…,…,…,93,－,－,－,－,…,…,－,801,58.8,131,9.6
公立,総数（男・女）,2,練馬区,令和5,2023,3月,1816,1019,370,69,5,2,212,16,9,…,…,…,…,114,－,－,－,－,…,…,6,1015,56.1,220,12.1
公立,総数（男・女）,2,足立区,令和5,2023,3月,1695,742,466,7,14,2,350,8,9,…,…,…,…,97,－,－,－,－,…,…,－,736,43.8,352,20.8
公立,総数（男・女）,2,葛飾区,令和5,2023,3月,1136,436,274,117,5,5,180,13,1,…,…,…,…,105,－,－,－,－,…,…,－,435,38.4,185,16.3
公立,総数（男・女）,2,江戸川区,令和5,2023,3月,1880,1191,261,99,5,14,196,22,6,…,…,…,…,86,－,－,－,－,…,…,－,1190,63.4,210,11.2
公立,総数（男・女）,1,市部,令和5,2023,3月,15258,9501,2853,724,38,5,1121,152,25,…,…,…,…,836,3,1,1,－,…,…,119,9487,62.3,1246,8.2
公立,総数（男・女）,2,八王子市,令和5,2023,3月,2076,1249,482,78,10,－,143,6,－,…,…,…,…,108,－,－,－,－,…,…,－,1243,60.2,143,6.9
公立,総数（男・女）,2,立川市,令和5,2023,3月,502,306,39,55,1,－,48,－,－,…,…,…,…,53,－,－,－,－,…,…,－,306,61,48,9.6
公立,総数（男・女）,2,武蔵野市,令和5,2023,3月,419,354,5,24,－,－,－,－,－,…,…,…,…,36,－,－,－,－,…,…,－,354,84.5,－,－
公立,総数（男・女）,2,三鷹市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
公立,総数（男・女）,2,青梅市,令和5,2023,3月,450,182,156,2,1,2,57,23,－,…,…,…,…,27,－,－,－,－,…,…,14,182,40.4,73,16.2
公立,総数（男・女）,2,府中市,令和5,2023,3月,1227,677,213,60,2,－,171,－,4,…,…,…,…,100,－,1,1,－,…,…,－,677,55.2,172,14
公立,総数（男・女）,2,昭島市,令和5,2023,3月,531,339,108,8,－,－,44,－,－,…,…,…,…,32,－,－,－,－,…,…,－,339,63.8,44,8.3
公立,総数（男・女）,2,調布市,令和5,2023,3月,752,623,35,27,－,－,9,－,－,…,…,…,…,55,3,－,－,－,…,…,－,622,82.8,9,1.2
公立,総数（男・女）,2,町田市,令和5,2023,3月,1576,928,291,34,4,2,151,1,13,…,…,…,…,152,－,－,－,－,…,…,1,926,58.9,154,9.8
公立,総数（男・女）,2,小金井市,令和5,2023,3月,458,362,3,78,1,－,14,－,－,…,…,…,…,－,－,－,－,－,…,…,－,362,79,14,3.1
公立,総数（男・女）,2,小平市,令和5,2023,3月,812,590,133,63,－,－,13,1,－,…,…,…,…,12,－,－,－,－,…,…,－,588,72.7,13,1.6
公立,総数（男・女）,2,日野市,令和5,2023,3月,934,791,76,54,－,－,9,－,3,…,…,…,…,1,－,－,－,－,…,…,－,791,84.7,9,1
公立,総数（男・女）,2,東村山市,令和5,2023,3月,396,133,173,2,1,－,54,1,－,…,…,…,…,32,－,－,－,－,…,…,－,133,33.6,54,13.6
公立,総数（男・女）,2,国分寺市,令和5,2023,3月,312,260,－,51,－,－,1,－,－,…,…,…,…,－,－,－,－,－,…,…,－,260,83.3,1,0.3
公立,総数（男・女）,2,国立市,令和5,2023,3月,522,304,58,88,－,－,63,－,－,…,…,…,…,9,－,－,－,－,…,…,－,304,58.2,63,12.1
公立,総数（男・女）,2,福生市,令和5,2023,3月,445,156,143,－,－,－,18,104,3,…,…,…,…,21,－,－,－,－,…,…,104,156,35.1,122,27.4
公立,総数（男・女）,2,狛江市,令和5,2023,3月,319,261,11,47,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,261,81.8,－,－
公立,総数（男・女）,2,東大和市,令和5,2023,3月,551,424,78,13,－,－,8,－,－,…,…,…,…,28,－,－,－,－,…,…,－,424,77,8,1.5
公立,総数（男・女）,2,清瀬市,令和5,2023,3月,266,238,28,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,238,89.5,－,－
公立,総数（男・女）,2,東久留米市,令和5,2023,3月,445,260,134,－,4,－,11,4,2,…,…,…,…,30,－,－,－,－,…,…,－,259,58.4,11,2.5
公立,総数（男・女）,2,武蔵村山市,令和5,2023,3月,468,283,147,－,－,－,14,－,－,…,…,…,…,24,－,－,－,－,…,…,－,282,60.5,14,3
公立,総数（男・女）,2,多摩市,令和5,2023,3月,258,104,115,4,－,－,26,－,－,…,…,…,…,9,－,－,－,－,…,…,－,104,40.3,26,10.1
公立,総数（男・女）,2,稲城市,令和5,2023,3月,223,89,106,1,1,1,11,－,－,…,…,…,…,14,－,－,－,－,…,…,－,88,39.9,12,5.4
公立,総数（男・女）,2,羽村市,令和5,2023,3月,205,48,96,－,2,－,34,12,－,…,…,…,…,13,－,－,－,－,…,…,－,48,23.4,34,16.6
公立,総数（男・女）,2,あきる野市,令和5,2023,3月,317,51,114,3,9,－,104,－,－,…,…,…,…,36,－,－,－,－,…,…,－,51,16.1,104,32.8
公立,総数（男・女）,2,西東京市,令和5,2023,3月,794,489,109,32,2,－,118,－,－,…,…,…,…,44,－,－,－,－,…,…,－,489,61.6,118,14.9
公立,総数（男・女）,1,郡部,令和5,2023,3月,183,63,54,－,6,－,34,14,－,…,…,…,…,12,－,－,－,－,…,…,－,63,34.4,34,18.6
公立,総数（男・女）,2,瑞穂町,令和5,2023,3月,183,63,54,－,6,－,34,14,－,…,…,…,…,12,－,－,－,－,…,…,－,63,34.4,34,18.6
公立,総数（男・女）,2,日の出町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
公立,総数（男・女）,2,檜原村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
公立,総数（男・女）,2,奥多摩町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
公立,総数（男・女）,1,島部,令和5,2023,3月,215,107,52,3,9,1,29,4,－,…,…,…,…,10,－,－,－,－,…,…,－,106,49.8,30,14
公立,総数（男・女）,2,大島町,令和5,2023,3月,107,59,20,－,9,1,16,－,－,…,…,…,…,2,－,－,－,－,…,…,－,58,55.1,17,15.9
公立,総数（男・女）,2,利島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
公立,総数（男・女）,2,新島村,令和5,2023,3月,11,7,－,2,－,－,2,－,－,…,…,…,…,－,－,－,－,－,…,…,－,7,63.6,2,18.2
公立,総数（男・女）,2,神津島村,令和5,2023,3月,22,11,8,－,－,－,1,－,－,…,…,…,…,2,－,－,－,－,…,…,－,11,50,1,4.5
公立,総数（男・女）,2,三宅村,令和5,2023,3月,6,3,2,－,－,－,1,－,－,…,…,…,…,－,－,－,－,－,…,…,－,3,50,1,16.7
公立,総数（男・女）,2,御蔵島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
公立,総数（男・女）,2,八丈町,令和5,2023,3月,55,22,16,1,－,－,9,3,－,…,…,…,…,4,－,－,－,－,…,…,－,22,40,9,16.4
公立,総数（男・女）,2,青ヶ島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
公立,総数（男・女）,2,小笠原村,令和5,2023,3月,14,5,6,－,－,－,－,1,－,…,…,…,…,2,－,－,－,－,…,…,－,5,35.7,－,－
私立,総数（男・女）,0,総数,平成30,2018,3月,57690,43208,3854,3792,32,…,…,…,…,1148,1131,17,29,5617,10,－,…,…,－,－,…,43187,74.9,1148,2
私立,総数（男・女）,0,総数,令和元,2019,3月,57619,43578,4073,3229,24,…,…,…,…,1084,1075,9,42,5585,4,－,…,…,－,－,…,43547,75.6,1084,1.9
私立,総数（男・女）,0,総数,令和2,2020,3月,56298,43452,4181,2852,38,101,816,57,16,…,…,…,…,4781,4,11,7,4,…,…,35,43425,77.2,963,1.7
私立,総数（男・女）,0,総数,令和3,2021,3月,56506,44550,4136,2687,16,62,705,39,2,…,…,…,…,4308,1,5,1,4,…,…,31,44518,78.8,803,1.4
私立,総数（男・女）,0,総数,令和4,2022,3月,56381,45686,3383,2493,22,53,581,44,6,…,…,…,…,4112,1,2,－,2,…,…,35,45662,81,671,1.2
私立,総数（男・女）,0,総数,令和5,2023,3月,55423,45566,3035,2204,28,21,615,41,1,…,…,…,…,3910,2,6,6,－,…,…,30,45546,82.2,672,1.2
私立,総数（男・女）,1,区部,令和5,2023,3月,42820,35051,2251,1873,23,14,555,31,1,…,…,…,…,3019,2,6,6,－,…,…,25,35036,81.9,600,1.4
私立,総数（男・女）,2,千代田区,令和5,2023,3月,3301,2791,151,151,1,－,9,－,－,…,…,…,…,198,－,－,－,－,…,…,－,2789,84.6,9,0.3
私立,総数（男・女）,2,中央区,令和5,2023,3月,140,105,3,－,－,－,－,－,－,…,…,…,…,32,－,－,－,－,…,…,－,105,75,－,－
私立,総数（男・女）,2,港区,令和5,2023,3月,3207,2722,18,54,1,－,1,－,－,…,…,…,…,411,－,－,－,－,…,…,－,2722,84.9,1,0
