種別,地域階層,地域,和暦（年度）,西暦（年度）,生徒数（人）,生徒数／男（人）,生徒数／女（人）,生徒数／１学年（人）,生徒数／１学年／男（人）,生徒数／１学年／女（人）,生徒数／２学年（人）,生徒数／２学年／男（人）,生徒数／２学年／女（人）,生徒数／３学年（人）,生徒数／３学年／男（人）,生徒数／３学年／女（人）
総数（国・公・私立）,0,総数,平成30,2018,300085,152361,147724,97806,49671,48135,100208,50760,49448,102071,51930,50141
総数（国・公・私立）,0,総数,令和元,2019,300377,152593,147784,102111,52042,50069,97887,49727,48160,100379,50824,49555
総数（国・公・私立）,0,総数,令和2,2020,304405,155077,149328,104010,53114,50896,102299,52130,50169,98096,49833,48263
総数（国・公・私立）,0,総数,令和3,2021,311049,158644,152405,104466,53250,51216,104111,53163,50948,102472,52231,50241
総数（国・公・私立）,0,総数,令和4,2022,313353,159682,153671,104838,53292,51546,104426,53207,51219,104089,53183,50906
総数（国・公・私立）,0,総数,令和5,2023,314459,160228,154231,105060,53665,51395,104883,53317,51566,104516,53246,51270
総数（国・公・私立）,1,区部,令和5,2023,205225,104459,100766,69089,35371,33718,68134,34475,33659,68002,34613,33389
総数（国・公・私立）,2,千代田区,令和5,2023,6475,1021,5454,2274,364,1910,2129,340,1789,2072,317,1755
総数（国・公・私立）,2,中央区,令和5,2023,2184,1064,1120,729,342,387,761,382,379,694,340,354
総数（国・公・私立）,2,港区,令和5,2023,9682,4835,4847,3343,1684,1659,3198,1568,1630,3141,1583,1558
総数（国・公・私立）,2,新宿区,令和5,2023,6452,4406,2046,2191,1507,684,2145,1445,700,2116,1454,662
総数（国・公・私立）,2,文京区,令和5,2023,9565,4876,4689,3226,1632,1594,3189,1628,1561,3150,1616,1534
総数（国・公・私立）,2,台東区,令和5,2023,2900,1538,1362,1046,570,476,903,473,430,951,495,456
総数（国・公・私立）,2,墨田区,令和5,2023,5685,3086,2599,1898,1027,871,1942,1074,868,1845,985,860
総数（国・公・私立）,2,江東区,令和5,2023,9430,4862,4568,3160,1642,1518,3083,1565,1518,3187,1655,1532
総数（国・公・私立）,2,品川区,令和5,2023,6309,3077,3232,2122,1044,1078,2141,1035,1106,2046,998,1048
総数（国・公・私立）,2,目黒区,令和5,2023,4713,2670,2043,1669,970,699,1579,906,673,1465,794,671
総数（国・公・私立）,2,大田区,令和5,2023,11726,6289,5437,3916,2112,1804,3822,2038,1784,3988,2139,1849
総数（国・公・私立）,2,世田谷区,令和5,2023,21856,10678,11178,7445,3677,3768,7187,3464,3723,7224,3537,3687
総数（国・公・私立）,2,渋谷区,令和5,2023,5010,1730,3280,1684,583,1101,1724,573,1151,1602,574,1028
総数（国・公・私立）,2,中野区,令和5,2023,6639,3497,3142,2289,1183,1106,2214,1181,1033,2136,1133,1003
総数（国・公・私立）,2,杉並区,令和5,2023,10919,5259,5660,3639,1779,1860,3686,1748,1938,3594,1732,1862
総数（国・公・私立）,2,豊島区,令和5,2023,7728,4507,3221,2670,1575,1095,2510,1458,1052,2548,1474,1074
総数（国・公・私立）,2,北区,令和5,2023,7518,4081,3437,2559,1435,1124,2591,1417,1174,2368,1229,1139
総数（国・公・私立）,2,荒川区,令和5,2023,4351,2664,1687,1410,870,540,1437,882,555,1504,912,592
総数（国・公・私立）,2,板橋区,令和5,2023,11642,6201,5441,3909,2105,1804,3884,2018,1866,3849,2078,1771
総数（国・公・私立）,2,練馬区,令和5,2023,15682,8157,7525,5270,2737,2533,5138,2613,2525,5274,2807,2467
総数（国・公・私立）,2,足立区,令和5,2023,14123,7563,6560,4601,2446,2155,4699,2506,2193,4823,2611,2212
総数（国・公・私立）,2,葛飾区,令和5,2023,9167,4715,4452,2990,1518,1472,3079,1612,1467,3098,1585,1513
総数（国・公・私立）,2,江戸川区,令和5,2023,15469,7683,7786,5049,2569,2480,5093,2549,2544,5327,2565,2762
総数（国・公・私立）,1,市部,令和5,2023,107382,54818,52564,35356,17990,17366,36108,18519,17589,35918,18309,17609
総数（国・公・私立）,2,八王子市,令和5,2023,14873,7587,7286,4865,2480,2385,5018,2585,2433,4990,2522,2468
総数（国・公・私立）,2,立川市,令和5,2023,3783,1980,1803,1278,652,626,1255,677,578,1250,651,599
総数（国・公・私立）,2,武蔵野市,令和5,2023,4480,2042,2438,1505,688,817,1509,668,841,1466,686,780
総数（国・公・私立）,2,三鷹市,令和5,2023,4407,2263,2144,1460,751,709,1494,750,744,1453,762,691
総数（国・公・私立）,2,青梅市,令和5,2023,2975,1529,1446,905,465,440,1009,531,478,1061,533,528
総数（国・公・私立）,2,府中市,令和5,2023,6456,3388,3068,2149,1107,1042,2150,1132,1018,2157,1149,1008
総数（国・公・私立）,2,昭島市,令和5,2023,2814,1426,1388,916,462,454,964,496,468,934,468,466
総数（国・公・私立）,2,調布市,令和5,2023,6277,2777,3500,2081,888,1193,2085,953,1132,2111,936,1175
総数（国・公・私立）,2,町田市,令和5,2023,12345,6331,6014,4101,2114,1987,4180,2153,2027,4064,2064,2000
総数（国・公・私立）,2,小金井市,令和5,2023,4013,2166,1847,1345,740,605,1331,719,612,1337,707,630
総数（国・公・私立）,2,小平市,令和5,2023,5163,2621,2542,1729,868,861,1737,887,850,1697,866,831
総数（国・公・私立）,2,日野市,令和5,2023,4313,2192,2121,1468,757,711,1422,724,698,1423,711,712
総数（国・公・私立）,2,東村山市,令和5,2023,4142,2192,1950,1324,684,640,1402,755,647,1416,753,663
総数（国・公・私立）,2,国分寺市,令和5,2023,3021,1663,1358,987,556,431,1013,563,450,1021,544,477
総数（国・公・私立）,2,国立市,令和5,2023,2271,1547,724,711,495,216,803,546,257,757,506,251
総数（国・公・私立）,2,福生市,令和5,2023,1104,570,534,379,185,194,347,179,168,378,206,172
総数（国・公・私立）,2,狛江市,令和5,2023,1393,736,657,435,222,213,478,252,226,480,262,218
総数（国・公・私立）,2,東大和市,令和5,2023,2091,1073,1018,700,393,307,693,327,366,698,353,345
総数（国・公・私立）,2,清瀬市,令和5,2023,1839,931,908,597,279,318,613,315,298,629,337,292
総数（国・公・私立）,2,東久留米市,令和5,2023,2809,1471,1338,917,475,442,984,507,477,908,489,419
総数（国・公・私立）,2,武蔵村山市,令和5,2023,2005,1027,978,618,335,283,686,339,347,701,353,348
総数（国・公・私立）,2,多摩市,令和5,2023,3896,1793,2103,1243,545,698,1342,654,688,1311,594,717
総数（国・公・私立）,2,稲城市,令和5,2023,2370,1207,1163,792,405,387,799,387,412,779,415,364
総数（国・公・私立）,2,羽村市,令和5,2023,1398,724,674,443,226,217,472,258,214,483,240,243
総数（国・公・私立）,2,あきる野市,令和5,2023,2318,1222,1096,764,399,365,746,400,346,808,423,385
総数（国・公・私立）,2,西東京市,令和5,2023,4826,2360,2466,1644,819,825,1576,762,814,1606,779,827
総数（国・公・私立）,1,郡部,令和5,2023,1344,693,651,449,223,226,454,230,224,441,240,201
総数（国・公・私立）,2,瑞穂町,令和5,2023,744,384,360,253,127,126,252,128,124,239,129,110
総数（国・公・私立）,2,日の出町,令和5,2023,509,259,250,160,79,81,178,92,86,171,88,83
総数（国・公・私立）,2,檜原村,令和5,2023,27,16,11,10,6,4,6,2,4,11,8,3
総数（国・公・私立）,2,奥多摩町,令和5,2023,64,34,30,26,11,15,18,8,10,20,15,5
総数（国・公・私立）,1,島部,令和5,2023,508,258,250,166,81,85,187,93,94,155,84,71
総数（国・公・私立）,2,大島町,令和5,2023,137,77,60,44,29,15,49,24,25,44,24,20
総数（国・公・私立）,2,利島村,令和5,2023,12,6,6,2,1,1,5,2,3,5,3,2
総数（国・公・私立）,2,新島村,令和5,2023,42,23,19,11,5,6,21,12,9,10,6,4
総数（国・公・私立）,2,神津島村,令和5,2023,40,17,23,12,4,8,15,7,8,13,6,7
総数（国・公・私立）,2,三宅村,令和5,2023,42,17,25,15,3,12,14,7,7,13,7,6
総数（国・公・私立）,2,御蔵島村,令和5,2023,8,5,3,5,3,2,3,2,1,－,－,－
総数（国・公・私立）,2,八丈町,令和5,2023,143,70,73,46,19,27,49,24,25,48,27,21
総数（国・公・私立）,2,青ヶ島村,令和5,2023,3,－,3,1,－,1,2,－,2,－,－,－
総数（国・公・私立）,2,小笠原村,令和5,2023,81,43,38,30,17,13,29,15,14,22,11,11
公立,0,総数,平成30,2018,222876,116150,106726,71808,37361,34447,74719,38818,35901,76349,39971,36378
公立,0,総数,令和元,2019,222730,115943,106787,75331,39358,35973,72176,37539,34637,75223,39046,36177
公立,0,総数,令和2,2020,225116,117511,107605,76667,40160,36507,75713,39534,36179,72736,37817,34919
