種別,地域階層,地域,和暦（年度）,西暦（年度）,土地面積（㎡）,土地面積／設置者所有（㎡）,土地面積／設置者所有／屋外運動場（㎡）,土地面積／設置者所有／実験実習地（㎡）,土地面積／設置者所有／建物敷地・その他（㎡）,土地面積／借用（㎡）,土地面積／借用／屋外運動場（㎡）,土地面積／借用／実験実習地（㎡）,土地面積／借用／建物敷地・その他（㎡）
私立幼稚園,0,総数,平成30,2018,1868186,1493182,634022,39273,819887,375004,173873,7680,193451
私立幼稚園,0,総数,令和元,2019,1866279,1482807,629034,35716,818057,383472,177522,7680,198270
私立幼稚園,0,総数,令和2,2020,1895680,1516290,629897,35635,850758,379390,173883,7680,197827
私立幼稚園,0,総数,令和3,2021,1891783,1514949,624759,35120,855070,376834,172268,6780,197786
私立幼稚園,0,総数,令和4,2022,1911483,1543723,653965,33923,855835,367760,168865,6780,192115
私立幼稚園,0,総数,令和5,2023,1907490,1526215,644785,43364,838066,381275,166633,6780,207862
私立幼稚園,1,区部,令和5,2023,1035889,853702,385938,18792,448972,182187,84659,5037,92491
私立幼稚園,2,千代田区,令和5,2023,5198,3941,2095,－,1846,1257,482,－,775
私立幼稚園,2,中央区,令和5,2023,－,－,－,－,－,－,－,－,－
私立幼稚園,2,港区,令和5,2023,25337,21075,9287,1746,10042,4262,2723,139,1400
私立幼稚園,2,新宿区,令和5,2023,11540,9796,3852,－,5944,1744,1297,－,447
私立幼稚園,2,文京区,令和5,2023,24107,19253,6196,－,13057,4854,2403,－,2451
私立幼稚園,2,台東区,令和5,2023,14008,13245,5313,－,7932,763,428,－,335
私立幼稚園,2,墨田区,令和5,2023,9411,6338,2476,－,3862,3073,1699,－,1374
私立幼稚園,2,江東区,令和5,2023,21256,14558,8096,－,6462,6698,2662,－,4036
私立幼稚園,2,品川区,令和5,2023,20837,17997,7379,－,10618,2840,1338,－,1502
私立幼稚園,2,目黒区,令和5,2023,35715,35318,16773,－,18545,397,385,－,12
私立幼稚園,2,大田区,令和5,2023,68086,47158,21481,604,25073,20928,9888,－,11040
私立幼稚園,2,世田谷区,令和5,2023,125226,104723,32403,373,71947,20503,8527,－,11976
私立幼稚園,2,渋谷区,令和5,2023,23490,20509,7984,5301,7224,2981,1345,－,1636
私立幼稚園,2,中野区,令和5,2023,28536,20184,9936,－,10248,8352,4433,－,3919
私立幼稚園,2,杉並区,令和5,2023,90772,78484,28893,2775,46816,12288,3852,2281,6155
私立幼稚園,2,豊島区,令和5,2023,23122,22182,8533,－,13649,940,744,－,196
私立幼稚園,2,北区,令和5,2023,33938,23253,11041,－,12212,10685,4955,1914,3816
私立幼稚園,2,荒川区,令和5,2023,5157,3029,1917,－,1112,2128,1119,－,1009
私立幼稚園,2,板橋区,令和5,2023,60602,48395,19953,1160,27282,12207,5560,－,6647
私立幼稚園,2,練馬区,令和5,2023,177701,165862,101230,3365,61267,11839,6142,－,5697
私立幼稚園,2,足立区,令和5,2023,103700,86924,36230,3468,47226,16776,8421,95,8260
私立幼稚園,2,葛飾区,令和5,2023,48154,32421,16784,－,15637,15733,6662,608,8463
私立幼稚園,2,江戸川区,令和5,2023,79996,59057,28086,－,30971,20939,9594,－,11345
私立幼稚園,1,市部,令和5,2023,857043,667758,257036,24572,386150,189285,81466,1743,106076
私立幼稚園,2,八王子市,令和5,2023,103414,89431,29372,696,59363,13983,5323,－,8660
私立幼稚園,2,立川市,令和5,2023,33262,25040,11763,1016,12261,8222,3743,－,4479
私立幼稚園,2,武蔵野市,令和5,2023,21314,19371,7409,－,11962,1943,943,－,1000
私立幼稚園,2,三鷹市,令和5,2023,36833,28354,11692,2206,14456,8479,5460,－,3019
私立幼稚園,2,青梅市,令和5,2023,19667,11833,7157,－,4676,7834,2704,－,5130
私立幼稚園,2,府中市,令和5,2023,46661,39457,18029,1239,20189,7204,3744,1525,1935
私立幼稚園,2,昭島市,令和5,2023,16959,14771,5911,－,8860,2188,1444,－,744
私立幼稚園,2,調布市,令和5,2023,34580,23767,9360,795,13612,10813,5891,－,4922
私立幼稚園,2,町田市,令和5,2023,117132,88259,25433,132,62694,28873,12623,218,16032
私立幼稚園,2,小金井市,令和5,2023,10606,9101,3472,－,5629,1505,521,－,984
私立幼稚園,2,小平市,令和5,2023,58300,45677,17784,－,27893,12623,4678,－,7945
私立幼稚園,2,日野市,令和5,2023,26279,12974,4287,－,8687,13305,7233,－,6072
私立幼稚園,2,東村山市,令和5,2023,47006,31920,12319,－,19601,15086,4529,－,10557
私立幼稚園,2,国分寺市,令和5,2023,10309,8299,4396,－,3903,2010,152,－,1858
私立幼稚園,2,国立市,令和5,2023,19283,16018,8106,－,7912,3265,479,－,2786
私立幼稚園,2,福生市,令和5,2023,10505,7426,3251,－,4175,3079,1099,－,1980
私立幼稚園,2,狛江市,令和5,2023,15271,14420,6859,1358,6203,851,－,－,851
私立幼稚園,2,東大和市,令和5,2023,17633,9255,3580,－,5675,8378,2017,－,6361
私立幼稚園,2,清瀬市,令和5,2023,27313,23700,9984,1351,12365,3613,1263,－,2350
私立幼稚園,2,東久留米市,令和5,2023,23720,14350,6896,860,6594,9370,4834,－,4536
私立幼稚園,2,武蔵村山市,令和5,2023,17879,14576,5100,－,9476,3303,1551,－,1752
私立幼稚園,2,多摩市,令和5,2023,25035,20365,8028,－,12337,4670,1569,－,3101
私立幼稚園,2,稲城市,令和5,2023,24048,18220,6798,2071,9351,5828,1971,－,3857
私立幼稚園,2,羽村市,令和5,2023,15597,14342,5700,－,8642,1255,1255,－,－
私立幼稚園,2,あきる野市,令和5,2023,32716,26703,5966,12848,7889,6013,2677,－,3336
私立幼稚園,2,西東京市,令和5,2023,45721,40129,18384,－,21745,5592,3763,－,1829
私立幼稚園,1,郡部,令和5,2023,14558,4755,1811,－,2944,9803,508,－,9295
私立幼稚園,2,瑞穂町,令和5,2023,11162,1359,721,－,638,9803,508,－,9295
私立幼稚園,2,日の出町,令和5,2023,3396,3396,1090,－,2306,－,－,－,－
私立幼稚園,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－
私立幼稚園,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－
私立幼稚園,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－
私立幼稚園,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－
私立幼稚園,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－
私立幼稚園,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－
私立幼稚園,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－
私立幼稚園,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－
私立幼稚園,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－
私立幼稚園,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－
私立幼稚園,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－
私立幼稚園,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,0,総数,平成30,2018,7385182,6896590,2118390,953157,3825043,488592,260978,794,226820
私立高等学校,0,総数,令和元,2019,7339303,6852160,2123333,952755,3776072,487143,259997,794,226352
私立高等学校,0,総数,令和2,2020,7315899,6832510,2144040,919316,3769154,483389,253595,794,229000
私立高等学校,0,総数,令和3,2021,7299171,6831638,2160566,899019,3772053,467533,259304,794,207435
私立高等学校,0,総数,令和4,2022,7008751,6549319,2117437,896933,3534949,459432,248316,794,210322
私立高等学校,0,総数,令和5,2023,7006884,6554044,2129707,896851,3527486,452840,249383,794,202663
私立高等学校,1,区部,令和5,2023,3602483,3236007,1337377,19768,1878862,366476,205582,－,160894
私立高等学校,2,千代田区,令和5,2023,137811,134852,69630,－,65222,2959,－,－,2959
私立高等学校,2,中央区,令和5,2023,7215,5847,5018,－,829,1368,1368,－,－
私立高等学校,2,港区,令和5,2023,240721,217492,73727,－,143765,23229,23229,－,－
私立高等学校,2,新宿区,令和5,2023,157682,155416,63300,－,92116,2266,－,－,2266
私立高等学校,2,文京区,令和5,2023,190251,181060,80888,2350,97822,9191,3990,－,5201
私立高等学校,2,台東区,令和5,2023,49433,33942,21678,－,12264,15491,15491,－,－
私立高等学校,2,墨田区,令和5,2023,35381,35381,30545,－,4836,－,－,－,－
私立高等学校,2,江東区,令和5,2023,29472,21277,7985,－,13292,8195,8195,－,－
私立高等学校,2,品川区,令和5,2023,205738,191750,19283,－,172467,13988,11944,－,2044
私立高等学校,2,目黒区,令和5,2023,187711,185315,57534,459,127322,2396,614,－,1782
私立高等学校,2,大田区,令和5,2023,128383,85117,16699,－,68418,43266,34475,－,8791
私立高等学校,2,世田谷区,令和5,2023,592747,562925,250677,16402,295846,29822,16852,－,12970
私立高等学校,2,渋谷区,令和5,2023,176020,168912,65150,－,103762,7108,4038,－,3070
私立高等学校,2,中野区,令和5,2023,120226,114220,58459,－,55761,6006,3049,－,2957
私立高等学校,2,杉並区,令和5,2023,284755,244752,110063,－,134689,40003,10108,－,29895
私立高等学校,2,豊島区,令和5,2023,295336,191993,109199,－,82794,103343,39540,－,63803
私立高等学校,2,北区,令和5,2023,265766,259925,128806,－,131119,5841,2758,－,3083
私立高等学校,2,荒川区,令和5,2023,25043,19445,8083,386,10976,5598,3845,－,1753
私立高等学校,2,板橋区,令和5,2023,165199,159162,67886,－,91276,6037,－,－,6037
私立高等学校,2,練馬区,令和5,2023,112643,98287,17438,171,80678,14356,8032,－,6324
私立高等学校,2,足立区,令和5,2023,15551,8364,3100,－,5264,7187,－,－,7187
私立高等学校,2,葛飾区,令和5,2023,63006,63006,43696,－,19310,－,－,－,－
私立高等学校,2,江戸川区,令和5,2023,116393,97567,28533,－,69034,18826,18054,－,772
私立高等学校,1,市部,令和5,2023,3404401,3318037,792330,877083,1648624,86364,43801,794,41769
私立高等学校,2,八王子市,令和5,2023,763459,736131,144785,1791,589555,27328,14511,794,12023
私立高等学校,2,立川市,令和5,2023,46483,30269,6500,－,23769,16214,8968,－,7246
私立高等学校,2,武蔵野市,令和5,2023,122316,120731,42326,－,78405,1585,－,－,1585
私立高等学校,2,三鷹市,令和5,2023,65099,65099,29939,－,35160,－,－,－,－
私立高等学校,2,青梅市,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,府中市,令和5,2023,36436,36436,12588,－,23848,－,－,－,－
私立高等学校,2,昭島市,令和5,2023,84143,84143,30777,－,53366,－,－,－,－
私立高等学校,2,調布市,令和5,2023,137157,137157,19606,74374,43177,－,－,－,－
私立高等学校,2,町田市,令和5,2023,284546,272291,109419,3703,159169,12255,11880,－,375
私立高等学校,2,小金井市,令和5,2023,135955,135955,55454,－,80501,－,－,－,－
私立高等学校,2,小平市,令和5,2023,139804,131241,68461,217,62563,8563,3506,－,5057
私立高等学校,2,日野市,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,東村山市,令和5,2023,109999,109999,51508,－,58491,－,－,－,－
私立高等学校,2,国分寺市,令和5,2023,127139,116801,76539,9145,31117,10338,－,－,10338
私立高等学校,2,国立市,令和5,2023,95985,95985,39944,482,55559,－,－,－,－
私立高等学校,2,福生市,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,狛江市,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,東大和市,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,清瀬市,令和5,2023,11441,6100,2524,－,3576,5341,844,－,4497
私立高等学校,2,東久留米市,令和5,2023,854604,854604,17359,769169,68076,－,－,－,－
私立高等学校,2,武蔵村山市,令和5,2023,29359,29359,12250,－,17109,－,－,－,－
私立高等学校,2,多摩市,令和5,2023,27074,27074,15234,－,11840,－,－,－,－
私立高等学校,2,稲城市,令和5,2023,8067,8067,－,－,8067,－,－,－,－
私立高等学校,2,羽村市,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,あきる野市,令和5,2023,273040,268948,46381,439,222128,4092,4092,－,－
私立高等学校,2,西東京市,令和5,2023,52295,51647,10736,17763,23148,648,－,－,648
私立高等学校,1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－
私立高等学校,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,
令和５年度　学校基本統計（学校基本調査報告）,,,,,,,,,,,,,
２０－４　学校施設調査　区市町村、用途別学校土地面積,,,,,,,,,,,,,
注１）学校土地面積とは、土地の境界線内の水平投影面積である。,,,,,,,,,,,,,
注２）実験実習地とは、実験実習に使用する耕地、牧場、演習林等である。,,,,,,,,,,,,,
注３）地域区分は、認可された学校の位置により土地面積を一括計上した。したがって、他の県や区市町村にあるものも含まれる。,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,
