種別,性別,地域階層,地域,和暦（年）,西暦（年）,月,高等学校等進学者数（人）,高等学校等進学者数／高等学校本科（人）,高等学校等進学者数／高等学校本科／全日制（人）,高等学校等進学者数／高等学校本科／定時制（人）,高等学校等進学者数／高等学校本科／通信制（人）,高等学校等進学者数／中等教育学校後期課程本科（人）,高等学校等進学者数／中等教育学校後期課程本科／全日制（人）,高等学校等進学者数／中等教育学校後期課程本科／定時制（人）,高等学校等進学者数／高等学校別科（人）,高等学校等進学者数／中等教育学校後期課程別科（人）,高等学校等進学者数／高等専門学校（人）,高等学校等進学者数／特別支援学校高等部（人）,高等学校等進学者数／特別支援学校高等部／本科（人）,高等学校等進学者数／特別支援学校高等部／別科（人）
公立,総数（男・女）,0,総数,平成30,2018,3月,76040,74520,69701,2479,2340,－,－,－,－,－,450,1070,1070,－
公立,総数（男・女）,0,総数,平成31,2019,3月,75430,74010,68698,2439,2873,－,－,－,－,－,445,975,975,－
公立,総数（男・女）,0,総数,令和2,2020,3月,74385,73005,67247,2481,3277,－,－,－,－,－,459,921,921,－
公立,総数（男・女）,0,総数,令和3,2021,3月,71861,70459,64546,2221,3692,－,－,－,－,－,426,976,976,－
公立,総数（男・女）,0,総数,令和4,2022,3月,75138,73667,66971,2517,4179,－,－,－,1,－,455,1015,1015,－
公立,総数（男・女）,0,総数,令和5,2023,3月,76241,74756,67433,2569,4754,－,－,－,－,－,463,1022,1022,－
公立,総数（男・女）,1,区部,令和5,2023,3月,45424,44566,40397,1525,2644,－,－,－,－,－,260,598,598,－
公立,総数（男・女）,2,千代田区,令和5,2023,3月,278,269,240,6,23,－,－,－,－,－,4,5,5,－
公立,総数（男・女）,2,中央区,令和5,2023,3月,532,519,453,19,47,－,－,－,－,－,6,7,7,－
公立,総数（男・女）,2,港区,令和5,2023,3月,728,709,639,21,49,－,－,－,－,－,9,10,10,－
公立,総数（男・女）,2,新宿区,令和5,2023,3月,938,916,811,42,63,－,－,－,－,－,4,18,18,－
公立,総数（男・女）,2,文京区,令和5,2023,3月,800,774,720,17,37,－,－,－,－,－,11,15,15,－
公立,総数（男・女）,2,台東区,令和5,2023,3月,920,908,833,31,44,－,－,－,－,－,5,7,7,－
公立,総数（男・女）,2,墨田区,令和5,2023,3月,1417,1391,1248,59,84,－,－,－,－,－,10,16,16,－
公立,総数（男・女）,2,江東区,令和5,2023,3月,2665,2623,2362,107,154,－,－,－,－,－,10,32,32,－
公立,総数（男・女）,2,品川区,令和5,2023,3月,980,961,880,22,59,－,－,－,－,－,11,8,8,－
公立,総数（男・女）,2,目黒区,令和5,2023,3月,987,970,889,23,58,－,－,－,－,－,8,9,9,－
公立,総数（男・女）,2,大田区,令和5,2023,3月,3588,3516,3286,53,177,－,－,－,－,－,16,56,56,－
公立,総数（男・女）,2,世田谷区,令和5,2023,3月,3845,3786,3446,103,237,－,－,－,－,－,24,35,35,－
公立,総数（男・女）,2,渋谷区,令和5,2023,3月,631,615,563,19,33,－,－,－,－,－,5,11,11,－
公立,総数（男・女）,2,中野区,令和5,2023,3月,1240,1223,1098,42,83,－,－,－,－,－,3,14,14,－
公立,総数（男・女）,2,杉並区,令和5,2023,3月,2264,2224,2042,60,122,－,－,－,－,－,14,26,26,－
公立,総数（男・女）,2,豊島区,令和5,2023,3月,887,867,761,37,69,－,－,－,－,－,6,14,14,－
公立,総数（男・女）,2,北区,令和5,2023,3月,1430,1399,1264,52,83,－,－,－,－,－,7,24,24,－
公立,総数（男・女）,2,荒川区,令和5,2023,3月,1107,1081,985,48,48,－,－,－,－,－,13,13,13,－
公立,総数（男・女）,2,板橋区,令和5,2023,3月,3108,3041,2780,86,175,－,－,－,－,－,3,64,64,－
公立,総数（男・女）,2,練馬区,令和5,2023,3月,4581,4517,4142,128,247,－,－,－,－,－,15,49,49,－
公立,総数（男・女）,2,足立区,令和5,2023,3月,4525,4430,3946,240,244,－,－,－,－,－,27,68,68,－
公立,総数（男・女）,2,葛飾区,令和5,2023,3月,2935,2871,2565,112,194,－,－,－,－,－,18,46,46,－
公立,総数（男・女）,2,江戸川区,令和5,2023,3月,5038,4956,4444,198,314,－,－,－,－,－,31,51,51,－
公立,総数（男・女）,1,市部,令和5,2023,3月,30199,29586,26492,1027,2067,－,－,－,－,－,197,416,416,－
公立,総数（男・女）,2,八王子市,令和5,2023,3月,4200,4097,3509,244,344,－,－,－,－,－,41,62,62,－
公立,総数（男・女）,2,立川市,令和5,2023,3月,1263,1238,1094,49,95,－,－,－,－,－,8,17,17,－
公立,総数（男・女）,2,武蔵野市,令和5,2023,3月,818,803,738,27,38,－,－,－,－,－,3,12,12,－
公立,総数（男・女）,2,三鷹市,令和5,2023,3月,1162,1140,1014,49,77,－,－,－,－,－,6,16,16,－
公立,総数（男・女）,2,青梅市,令和5,2023,3月,1033,1005,889,26,90,－,－,－,－,－,1,27,27,－
公立,総数（男・女）,2,府中市,令和5,2023,3月,1953,1918,1734,61,123,－,－,－,－,－,16,19,19,－
公立,総数（男・女）,2,昭島市,令和5,2023,3月,803,792,701,24,67,－,－,－,－,－,2,9,9,－
公立,総数（男・女）,2,調布市,令和5,2023,3月,1496,1457,1328,49,80,－,－,－,－,－,8,31,31,－
公立,総数（男・女）,2,町田市,令和5,2023,3月,3456,3369,3070,60,239,－,－,－,－,－,34,53,53,－
公立,総数（男・女）,2,小金井市,令和5,2023,3月,720,706,644,21,41,－,－,－,－,－,4,10,10,－
公立,総数（男・女）,2,小平市,令和5,2023,3月,1387,1366,1241,55,70,－,－,－,－,－,5,16,16,－
公立,総数（男・女）,2,日野市,令和5,2023,3月,1389,1359,1219,36,104,－,－,－,－,－,12,18,18,－
公立,総数（男・女）,2,東村山市,令和5,2023,3月,1188,1170,1033,51,86,－,－,－,－,－,4,14,14,－
公立,総数（男・女）,2,国分寺市,令和5,2023,3月,816,804,738,16,50,－,－,－,－,－,5,7,7,－
公立,総数（男・女）,2,国立市,令和5,2023,3月,465,461,414,15,32,－,－,－,－,－,2,2,2,－
公立,総数（男・女）,2,福生市,令和5,2023,3月,340,331,292,22,17,－,－,－,－,－,2,7,7,－
公立,総数（男・女）,2,狛江市,令和5,2023,3月,465,457,418,15,24,－,－,－,－,－,6,2,2,－
公立,総数（男・女）,2,東大和市,令和5,2023,3月,705,696,634,25,37,－,－,－,－,－,3,6,6,－
公立,総数（男・女）,2,清瀬市,令和5,2023,3月,558,553,500,14,39,－,－,－,－,－,－,5,5,－
公立,総数（男・女）,2,東久留米市,令和5,2023,3月,850,837,743,28,66,－,－,－,－,－,2,11,11,－
公立,総数（男・女）,2,武蔵村山市,令和5,2023,3月,736,719,645,27,47,－,－,－,－,－,2,15,15,－
公立,総数（男・女）,2,多摩市,令和5,2023,3月,1043,1016,892,29,95,－,－,－,－,－,16,11,11,－
公立,総数（男・女）,2,稲城市,令和5,2023,3月,840,824,758,13,53,－,－,－,－,－,6,10,10,－
公立,総数（男・女）,2,羽村市,令和5,2023,3月,451,440,395,5,40,－,－,－,－,－,3,8,8,－
公立,総数（男・女）,2,あきる野市,令和5,2023,3月,695,684,614,27,43,－,－,－,－,－,2,9,9,－
公立,総数（男・女）,2,西東京市,令和5,2023,3月,1367,1344,1235,39,70,－,－,－,－,－,4,19,19,－
公立,総数（男・女）,1,郡部,令和5,2023,3月,429,421,369,15,37,－,－,－,－,－,2,6,6,－
公立,総数（男・女）,2,瑞穂町,令和5,2023,3月,250,245,212,12,21,－,－,－,－,－,－,5,5,－
公立,総数（男・女）,2,日の出町,令和5,2023,3月,152,150,134,3,13,－,－,－,－,－,2,－,－,－
公立,総数（男・女）,2,檜原村,令和5,2023,3月,9,9,9,－,－,－,－,－,－,－,－,－,－,－
公立,総数（男・女）,2,奥多摩町,令和5,2023,3月,18,17,14,－,3,－,－,－,－,－,－,1,1,－
公立,総数（男・女）,1,島部,令和5,2023,3月,189,183,175,2,6,－,－,－,－,－,4,2,2,－
公立,総数（男・女）,2,大島町,令和5,2023,3月,55,54,53,－,1,－,－,－,－,－,－,1,1,－
公立,総数（男・女）,2,利島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,総数（男・女）,2,新島村,令和5,2023,3月,14,13,12,－,1,－,－,－,－,－,1,－,－,－
公立,総数（男・女）,2,神津島村,令和5,2023,3月,14,14,13,－,1,－,－,－,－,－,－,－,－,－
公立,総数（男・女）,2,三宅村,令和5,2023,3月,12,12,12,－,－,－,－,－,－,－,－,－,－,－
公立,総数（男・女）,2,御蔵島村,令和5,2023,3月,2,2,1,－,1,－,－,－,－,－,－,－,－,－
公立,総数（男・女）,2,八丈町,令和5,2023,3月,58,55,51,2,2,－,－,－,－,－,2,1,1,－
公立,総数（男・女）,2,青ヶ島村,令和5,2023,3月,1,－,－,－,－,－,－,－,－,－,1,－,－,－
公立,総数（男・女）,2,小笠原村,令和5,2023,3月,33,33,33,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,0,総数,平成30,2018,3月,24005,23988,23791,31,166,3,3,－,－,－,12,2,2,－
私立,総数（男・女）,0,総数,平成31,2019,3月,24474,24459,24130,32,297,－,－,－,－,－,12,3,3,－
私立,総数（男・女）,0,総数,令和2,2020,3月,23935,23919,23590,30,299,2,2,－,－,－,9,5,5,－
私立,総数（男・女）,0,総数,令和3,2021,3月,24355,24344,24015,25,304,－,－,－,－,－,8,3,3,－
私立,総数（男・女）,0,総数,令和4,2022,3月,25176,25167,24758,29,380,1,1,－,－,－,4,4,4,－
私立,総数（男・女）,0,総数,令和5,2023,3月,25615,25598,25145,33,420,1,1,－,－,－,14,2,2,－
私立,総数（男・女）,1,区部,令和5,2023,3月,20332,20327,19976,24,327,－,－,－,－,－,4,1,1,－
私立,総数（男・女）,2,千代田区,令和5,2023,3月,1785,1785,1761,－,24,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,中央区,令和5,2023,3月,168,168,166,－,2,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,港区,令和5,2023,3月,2380,2379,2362,1,16,－,－,－,－,－,1,－,－,－
私立,総数（男・女）,2,新宿区,令和5,2023,3月,1161,1160,1152,1,7,－,－,－,－,－,1,－,－,－
私立,総数（男・女）,2,文京区,令和5,2023,3月,1685,1685,1638,1,46,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,台東区,令和5,2023,3月,40,40,37,－,3,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,墨田区,令和5,2023,3月,367,366,364,－,2,－,－,－,－,－,1,－,－,－
私立,総数（男・女）,2,江東区,令和5,2023,3月,445,445,433,－,12,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,品川区,令和5,2023,3月,1022,1021,1004,2,15,－,－,－,－,－,1,－,－,－
私立,総数（男・女）,2,目黒区,令和5,2023,3月,556,556,540,1,15,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,大田区,令和5,2023,3月,205,205,203,－,2,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,世田谷区,令和5,2023,3月,2874,2874,2829,3,42,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,渋谷区,令和5,2023,3月,993,993,977,2,14,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,中野区,令和5,2023,3月,813,813,803,－,10,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,杉並区,令和5,2023,3月,1373,1373,1354,1,18,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,豊島区,令和5,2023,3月,1614,1614,1596,－,18,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,北区,令和5,2023,3月,698,697,674,4,19,－,－,－,－,－,－,1,1,－
私立,総数（男・女）,2,荒川区,令和5,2023,3月,321,321,320,1,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,板橋区,令和5,2023,3月,718,718,701,3,14,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,練馬区,令和5,2023,3月,565,565,560,－,5,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,足立区,令和5,2023,3月,181,181,177,1,3,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,葛飾区,令和5,2023,3月,179,179,142,3,34,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,江戸川区,令和5,2023,3月,189,189,183,－,6,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,1,市部,令和5,2023,3月,5283,5271,5169,9,93,1,1,－,－,－,10,1,1,－
私立,総数（男・女）,2,八王子市,令和5,2023,3月,825,824,814,1,9,－,－,－,－,－,1,－,－,－
私立,総数（男・女）,2,立川市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,武蔵野市,令和5,2023,3月,648,648,636,－,12,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,三鷹市,令和5,2023,3月,273,273,261,1,11,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,青梅市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,府中市,令和5,2023,3月,126,125,122,－,3,－,－,－,－,－,1,－,－,－
私立,総数（男・女）,2,昭島市,令和5,2023,3月,65,65,58,－,7,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,調布市,令和5,2023,3月,586,585,578,－,7,－,－,－,－,－,1,－,－,－
私立,総数（男・女）,2,町田市,令和5,2023,3月,714,713,695,－,18,－,－,－,－,－,1,－,－,－
私立,総数（男・女）,2,小金井市,令和5,2023,3月,389,388,382,－,6,－,－,－,－,－,－,1,1,－
私立,総数（男・女）,2,小平市,令和5,2023,3月,253,251,249,－,2,－,－,－,－,－,2,－,－,－
私立,総数（男・女）,2,日野市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,東村山市,令和5,2023,3月,177,177,174,1,2,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,国分寺市,令和5,2023,3月,227,226,223,2,1,－,－,－,－,－,1,－,－,－
私立,総数（男・女）,2,国立市,令和5,2023,3月,324,324,317,1,6,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,福生市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,狛江市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,東大和市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,清瀬市,令和5,2023,3月,26,26,26,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,東久留米市,令和5,2023,3月,77,76,76,－,－,1,1,－,－,－,－,－,－,－
私立,総数（男・女）,2,武蔵村山市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,多摩市,令和5,2023,3月,313,312,307,－,5,－,－,－,－,－,1,－,－,－
私立,総数（男・女）,2,稲城市,令和5,2023,3月,15,15,13,1,1,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,羽村市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,あきる野市,令和5,2023,3月,73,73,71,1,1,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,西東京市,令和5,2023,3月,172,170,167,1,2,－,－,－,－,－,2,－,－,－
私立,総数（男・女）,1,郡部,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,瑞穂町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,日の出町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,檜原村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,奥多摩町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,1,島部,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,大島町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,利島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,新島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,神津島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,三宅村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,御蔵島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,八丈町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,青ヶ島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,小笠原村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,,,,,,,,
令和５年度　学校基本統計（学校基本調査報告）,,,,,,,,,,,,,,,,,,,,
１３－２　卒業後の状況調査（中学校）　区市町村別高等学校等進学者数,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,,,,,,,
