２　東京港港勢指標,,,,,,,,
,,,,,,,,
● 船        舶,,,,,,,,
,,,,,,,,（単位：隻、総トン）
,,,,,平成31年,前年実績,増減,前年比
  総                      数,,,,隻     数,"23,382","24,374",-992,95.90%
,,,,総トン数,"179,911,843","182,980,285","-3,068,442",98.30%
,  外    航    船,,,隻     数,"5,247","5,504",-257,95.30%
,,,,総トン数,"134,062,240","137,427,504","-3,365,264",97.60%
,,  うちフルコンテナ船,,隻     数,"4,962","4,922",-156,97.00%
,,,,総トン数,"128,876,726","127,664,390","-1,797,341",98.60%
,  内    航    船,,,隻     数,"18,135","18,870",-735,96.10%
,,,,総トン数,"45,849,603","45,552,781","296,822",100.70%
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
