階層コード,地域コード,地域,人口総数／平成15年4月１日,人口総数／平成15年3月１日,人口総数／平成14年4月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12342328,12336022,12237661,6306,0.05,104667,0.86
1,13100,区部,8372556,8366127,8303162,6429,0.08,69394,0.84
1,13200,市部,3878189,3877628,3842474,561,0.01,35715,0.93
1,13300,郡部,61297,61399,61337,-102,-0.17,-40,-0.07
1,13350,島部,30286,30868,30688,-582,-1.89,-402,-1.31
,,,,,,,,,
住民基本台帳による世帯と人口_平成15年4月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
