階層コード,地域コード,地域,人口総数／平成15年11月１日,人口総数／平成15年10月１日,人口総数／平成14年11月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12428075,12419604,12338446,8471,0.07,89629,0.73
1,13100,区部,8426838,8420706,8369504,6132,0.07,57334,0.69
1,13200,市部,3909437,3907115,3876592,2322,0.06,32845,0.85
1,13300,郡部,61290,61291,61463,-1,0,-173,-0.28
1,13350,島部,30510,30492,30887,18,0.06,-377,-1.22
,,,,,,,,,
住民基本台帳による世帯と人口_平成15年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
