階層コード,地域コード,地域,人口総数／平成15年10月１日,人口総数／平成15年9月１日,人口総数／平成14年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12419604,12414459,12330332,5145,0.04,89272,0.72
1,13100,区部,8420706,8417590,8364172,3116,0.04,56534,0.68
1,13200,市部,3907115,3905056,3873772,2059,0.05,33343,0.86
1,13300,郡部,61291,61329,61453,-38,-0.06,-162,-0.26
1,13350,島部,30492,30484,30935,8,0.03,-443,-1.43
,,,,,,,,,
住民基本台帳による世帯と人口_平成15年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
