階層コード,地域コード,地域,人口総数／平成15年6月１日,人口総数／平成15年5月１日,人口総数／平成14年6月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12402244,12393703,12310519,8541,0.07,91725,0.75
1,13100,区部,8410849,8405350,8350829,5499,0.07,60020,0.72
1,13200,市部,3899654,3896582,3867414,3072,0.08,32240,0.83
1,13300,郡部,61226,61243,61336,-17,-0.03,-110,-0.18
1,13350,島部,30515,30528,30940,-13,-0.04,-425,-1.37
,,,,,,,,,
住民基本台帳による世帯と人口_平成15年6月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
