名称,所在地,緯度,経度,電話
春日町青少年館,練馬区春日町4-16-9,35.75254484,139.6391099,03-3998-5341
南大泉青少年館,練馬区南大泉1-44-7,35.74323972,139.574769,03-3924-3500
